imu_packets,1177
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1581665257.2847738,0.00812,-0.01978,-0.99872,0.04529,0.0141
1581665257.290875,0.00818,-0.01971,-0.99872,0.04529,0.0141
1581665257.29439,0.00818,-0.01971,-0.99872,0.04523,0.0141
1581665257.301274,0.00818,-0.01971,-0.99878,0.04523,0.0141
1581665257.3064451,0.00812,-0.01959,-0.99878,0.04517,0.0141
1581665257.311342,0.00812,-0.01959,-0.99878,0.04517,0.0141
1581665257.317139,0.00812,-0.01953,-0.99878,0.04517,0.0141
1581665257.323057,0.00812,-0.01953,-0.99878,0.04517,0.0141
1581665257.328374,0.00806,-0.01947,-0.99878,0.04510,0.0141
1581665257.333746,0.00806,-0.01941,-0.99878,0.04510,0.0141
1581665257.3396952,0.00806,-0.01941,-0.99878,0.04510,0.0141
1581665257.3445141,0.00806,-0.01935,-0.99878,0.04510,0.0141
1581665257.350774,0.00806,-0.01935,-0.99878,0.04510,0.0141
1581665257.355624,0.00800,-0.01929,-0.99878,0.04504,0.0141
1581665257.362002,0.00793,-0.01929,-0.99878,0.04504,0.0141
1581665257.367271,0.00793,-0.01923,-0.99878,0.04504,0.0141
1581665257.372354,0.00793,-0.01923,-0.99878,0.04498,0.0141
1581665257.377961,0.00787,-0.01923,-0.99878,0.04498,0.0141
1581665257.383542,0.00787,-0.01917,-0.99878,0.04498,0.0141
1581665257.388803,0.00787,-0.01917,-0.99878,0.04498,0.0141
1581665257.397042,0.00781,-0.01917,-0.99878,0.04498,0.0141
1581665257.400011,0.00781,-0.01917,-0.99878,0.04492,0.0141
1581665257.4063392,0.00775,-0.01917,-0.99878,0.04492,0.0141
1581665257.411073,0.00769,-0.01910,-0.99878,0.04492,0.0141
1581665257.415688,0.00763,-0.01910,-0.99878,0.04492,0.0141
1581665257.424212,0.00763,-0.01904,-0.99878,0.04492,0.0141
1581665257.427169,0.00757,-0.01904,-0.99878,0.04492,0.0141
1581665257.43409,0.00757,-0.01898,-0.99878,0.04492,0.0141
1581665257.440049,0.00751,-0.01898,-0.99878,0.04492,0.0141
1581665257.444845,0.00751,-0.01892,-0.99878,0.04486,0.0141
1581665257.450064,0.00745,-0.01892,-0.99878,0.04486,0.0141
1581665257.454862,0.00745,-0.01886,-0.99878,0.04486,0.0141
1581665257.460502,0.00739,-0.01886,-0.99878,0.04486,0.0141
1581665257.466958,0.00739,-0.01880,-0.99878,0.04486,0.0141
1581665257.473089,0.00732,-0.01880,-0.99878,0.04486,0.0141
1581665257.47752,0.00732,-0.01880,-0.99878,0.04486,0.0141
1581665257.483306,0.00732,-0.01880,-0.99878,0.04486,0.0141
1581665257.4901278,0.00732,-0.01880,-0.99878,0.04486,0.0141
1581665257.493842,0.00726,-0.01886,-0.99878,0.04492,0.0141
1581665257.499228,0.00726,-0.01886,-0.99878,0.04492,0.0141
1581665257.504396,0.00732,-0.01886,-0.99878,0.04492,0.0141
1581665257.510658,0.00732,-0.01886,-0.99878,0.04492,0.0141
1581665257.5157728,0.00732,-0.01886,-0.99878,0.04492,0.0141
1581665257.521217,0.00732,-0.01886,-0.99878,0.04492,0.0141
1581665257.5267682,0.00732,-0.01886,-0.99878,0.04492,0.0141
1581665257.5335639,0.00732,-0.01880,-0.99878,0.04486,0.0141
1581665257.540365,0.00732,-0.01880,-0.99878,0.04486,0.0141
1581665257.5442612,0.00732,-0.01874,-0.99878,0.04486,0.0141
1581665257.55074,0.00732,-0.01868,-0.99878,0.04486,0.0141
1581665257.5547252,0.00732,-0.01862,-0.99878,0.04486,0.0141
1581665257.56034,0.00732,-0.01855,-0.99878,0.04480,0.0141
1581665257.566887,0.00726,-0.01843,-0.99878,0.04480,0.0141
1581665257.571462,0.00720,-0.01831,-0.99878,0.04474,0.0141
1581665257.579968,0.00720,-0.01825,-0.99878,0.04474,0.0141
1581665257.586727,0.00714,-0.01819,-0.99884,0.04468,0.0141
1581665257.590794,0.00714,-0.01813,-0.99884,0.04468,0.0141
1581665257.598171,0.00708,-0.01807,-0.99884,0.04468,0.0141
1581665257.604172,0.00702,-0.01794,-0.99884,0.04462,0.0141
1581665257.610068,0.00696,-0.01794,-0.99884,0.04462,0.0141
1581665257.616287,0.00696,-0.01788,-0.99884,0.04462,0.0141
1581665257.622596,0.00690,-0.01788,-0.99884,0.04462,0.0141
1581665257.6266098,0.00684,-0.01782,-0.99884,0.04468,0.0141
1581665257.632938,0.00677,-0.01776,-0.99884,0.04468,0.0141
1581665257.63805,0.00677,-0.01770,-0.99884,0.04468,0.0141
1581665257.643575,0.00671,-0.01770,-0.99884,0.04474,0.0141
1581665257.650605,0.00665,-0.01764,-0.99884,0.04474,0.0141
1581665257.653916,0.00665,-0.01758,-0.99884,0.04480,0.0141
1581665257.6593542,0.00659,-0.01758,-0.99884,0.04480,0.0141
1581665257.6661062,0.00653,-0.01752,-0.99884,0.04486,0.0141
1581665257.6702888,0.00653,-0.01746,-0.99884,0.04492,0.0141
1581665257.67554,0.00641,-0.01740,-0.99884,0.04504,0.0141
1581665257.682085,0.00641,-0.01733,-0.99884,0.04510,0.0141
1581665257.687011,0.00635,-0.01733,-0.99878,0.04517,0.0141
1581665257.693106,0.00629,-0.01733,-0.99878,0.04523,0.0141
1581665257.6984708,0.00623,-0.01740,-0.99878,0.04529,0.0141
1581665257.7035038,0.00616,-0.01740,-0.99878,0.04535,0.0141
1581665257.7088199,0.00610,-0.01746,-0.99878,0.04547,0.0141
1581665257.713998,0.00610,-0.01752,-0.99878,0.04553,0.0141
1581665257.720649,0.00604,-0.01752,-0.99878,0.04559,0.0141
1581665257.7251022,0.00598,-0.01758,-0.99878,0.04572,0.0141
1581665257.730817,0.00592,-0.01776,-0.99878,0.04584,0.0141
1581665257.735837,0.00586,-0.01782,-0.99878,0.04596,0.0141
1581665257.7424588,0.00586,-0.01788,-0.99878,0.04602,0.0141
