SaveFileName,FrameCount,UTC,TimeSinceStart,HeadPositionX,HeadPositionY,HeadPositionZ,HeadForwardVectorX,HeadForwardVectorY,HeadForwardVectorZ,HeadAngleX,HeadAngleY,HeadAngleZ,HeadQuaternionX,HeadQuaternionY,HeadQuaternionZ,HeadQuaternionW,TargetPositionX,TargetPositionY,TargetPositionZ,AngleDifference,OverTarget
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38460,1566376249712,1210.787,0.03260398,0.105478,0.05418915,0.01483009,0.03677078,0.9992137,357.8927,0.8503075,359.831,-0.01839891,0.007391882,-0.001338179,0.9998025,-1.06066,-1.06066,10,11.27875,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38461,1566376249751,1210.827,0.03530371,0.107799,0.05720104,0.01564747,0.06337129,0.9978673,356.3667,0.8983767,0.6098146,-0.03165846,0.008004382,0.005567302,0.9994512,-1.06066,-1.06066,10,12.55009,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38462,1566376249781,1210.857,0.03781152,0.1087649,0.05995267,0.01302628,0.07100491,0.9973909,355.9283,0.748261,0.9629367,-0.03546803,0.006823924,0.008629587,0.9993103,-1.06066,-1.06066,10,12.84408,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38463,1566376249813,1210.888,0.0403893,0.1086746,0.06257041,0.007732168,0.06487282,0.9978636,356.2805,0.4439602,0.8658715,-0.03242308,0.004117342,0.007677775,0.9994363,-1.06066,-1.06066,10,12.39297,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38464,1566376249846,1210.922,0.04311295,0.1078238,0.06527761,0.002992867,0.05974202,0.9982094,356.575,0.1717857,0.7292207,-0.02987418,0.001688585,0.006405558,0.9995317,-1.06066,-1.06066,10,12.00472,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38465,1566376249879,1210.955,0.04568418,0.1076393,0.06819536,-0.0007664809,0.06074384,0.9981531,356.5175,359.956,0.4274316,-0.03038717,-0.0002704288,0.003716647,0.9995313,-1.06066,-1.06066,10,11.94756,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38466,1566376249911,1210.988,0.0481194,0.1072412,0.07079739,-0.002450543,0.06068411,0.998154,356.5209,359.8593,0.1701677,-0.03035781,-0.001181889,0.001447044,0.9995373,-1.06066,-1.06066,10,11.90148,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38467,1566376249946,1211.021,0.05039552,0.1065989,0.07293743,-0.002198024,0.05734651,0.9983519,356.7125,359.8738,0.0549109,-0.02868556,-0.001086625,0.0004474133,0.9995878,-1.06066,-1.06066,10,11.75188,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38468,1566376249979,1211.054,0.05247907,0.105898,0.07507075,-0.001773937,0.05343623,0.9985697,356.9369,359.8982,-0.003670422,-0.02672762,-0.0008887764,-5.575953E-05,0.9996424,-1.06066,-1.06066,10,11.58051,0
T5_EW_PW_B1_C1_P1184434_S16_0821171052.csv,38469,1566376250018,1211.093,0.05438566,0.1049047,0.07694874,-0.0003925156,0.04818642,0.9988383,357.238,359.9775,359.8837,-0.0241,-0.0002208931,-0.001019544,0.9997091,-1.06066,-1.06066,10,11.37582,0
