eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1581482128.599421,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 349813.066339, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8579592613917719, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.69255,"{'circle_3d': {'center': [1.1177725475640514, 9.540446641018335, 79.79642950602927], 'normal': [-0.2593190707624815, 0.5751847369526942, -0.7758325450221478], 'radius': 2.958527238881629}, 'confidence': 0.9996559087985167, 'timestamp': 349813.158738, 'diameter_3d': 5.917054477763258, 'ellipse': {'center': [168.86115205254424, 193.78714323520126], 'axes': [32.64136761907914, 46.05743303760079], 'angle': -68.92621425840319}, 'location': [168.86115205254424, 193.78714323520126], 'diameter': 46.05743303760079, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8585407073480322, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1836262902134607, 'phi': -1.893368225348911, 'norm_pos': [0.5276911001642007, 0.19255356985332805], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.6996858,"{'circle_3d': {'center': [1.18580554606761, 9.561780069289153, 79.78978125031351], 'normal': [-0.2536496542205183, 0.5769625226419289, -0.776386566331794], 'radius': 2.933613327359075}, 'confidence': 0.9999873160554715, 'timestamp': 349813.167138, 'diameter_3d': 5.86722665471815, 'ellipse': {'center': [169.38429437353847, 193.96331984092507], 'axes': [32.38355312244502, 45.67289271014717], 'angle': -69.45949281208154}, 'location': [169.38429437353847, 193.96331984092507], 'diameter': 45.67289271014717, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8586305348635359, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.185801224558735, 'phi': -1.886569893452344, 'norm_pos': [0.5293259199173077, 0.19181950066281217], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.710916,"{'circle_3d': {'center': [1.1431905554838333, 9.591538325380036, 79.82603381314479], 'normal': [-0.257200903435833, 0.5794423773161693, -0.7733655194291879], 'radius': 2.94688815138859}, 'confidence': 0.9998755936706594, 'timestamp': 349813.175538, 'diameter_3d': 5.89377630277718, 'ellipse': {'center': [169.052061826005, 194.15839999101792], 'axes': [32.35145802611085, 45.85909252104381], 'angle': -69.22630796286107}, 'location': [169.052061826005, 194.15839999101792], 'diameter': 45.85909252104381, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8590772218229348, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1888406624045054, 'phi': -1.8918629054871527, 'norm_pos': [0.5282876932062657, 0.19100666670409205], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.7170181,"{'circle_3d': {'center': [1.125177229410414, 9.593641291876425, 79.83362103334565], 'normal': [-0.2587020139419513, 0.5796176245242017, -0.772733251079116], 'radius': 2.9442377586563437}, 'confidence': 0.999698736284182, 'timestamp': 349813.183938, 'diameter_3d': 5.8884755173126875, 'ellipse': {'center': [168.91175601322888, 194.1686227916466], 'axes': [32.287312238503, 45.813557664774756], 'angle': -69.10397456784256}, 'location': [168.91175601322888, 194.1686227916466], 'diameter': 45.813557664774756, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8592729118601428, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1890557026084547, 'phi': -1.8938557354380297, 'norm_pos': [0.5278492375413403, 0.19096407170147245], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.723379,"{'circle_3d': {'center': [1.1672394780996425, 9.610180221003407, 79.83205501289079], 'normal': [-0.25519682655118225, 0.5809958686181169, -0.7728637527836879], 'radius': 2.9406614669253126}, 'confidence': 0.9999990221672935, 'timestamp': 349813.192338, 'diameter_3d': 5.881322933850625, 'ellipse': {'center': [169.23610548278566, 194.29842669056566], 'axes': [32.2455175265507, 45.758606587261944], 'angle': -69.43940856906406}, 'location': [169.23610548278566, 194.29842669056566], 'diameter': 45.758606587261944, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8597382180934199, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1907480502472203, 'phi': -1.889720986623094, 'norm_pos': [0.5288628296337052, 0.19042322212264307], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.7307131,"{'circle_3d': {'center': [1.1520386112827161, 9.563753675855525, 79.80234962989942], 'normal': [-0.2564635654525928, 0.5771269898557934, -0.7753392013663017], 'radius': 2.8930101214261206}, 'confidence': 0.9997542176558366, 'timestamp': 349813.200738, 'diameter_3d': 5.786020242852241, 'ellipse': {'center': [169.1172147857226, 193.97683661535177], 'axes': [31.878731708432728, 45.0334787107933], 'angle': -69.22405368448253}, 'location': [169.1172147857226, 193.97683661535177], 'diameter': 45.0334787107933, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8603131259954488, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1860026016766634, 'phi': -1.8902434783406692, 'norm_pos': [0.5284912962053832, 0.1917631807693676], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.745118,"{'circle_3d': {'center': [1.17136855394273, 9.570044461114488, 79.80066068179997], 'normal': [-0.25485273689759164, 0.5776512219607071, -0.7754799470412558], 'radius': 2.9278028923375783}, 'confidence': 0.9998109932915918, 'timestamp': 349813.209137, 'diameter_3d': 5.855605784675157, 'ellipse': {'center': [169.27069622700907, 194.018979972606], 'axes': [32.26641326469949, 45.57624897491774], 'angle': -69.3759911443119}, 'location': [169.27069622700907, 194.018979972606], 'diameter': 45.57624897491774, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8607182293149163, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.18664467388243, 'phi': -1.8883157950808713, 'norm_pos': [0.5289709257094033, 0.19158758344747506], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.751779,"{'circle_3d': {'center': [1.1282981277169788, 9.585476558334467, 79.82645881367239], 'normal': [-0.2584419390830709, 0.5789372300623717, -0.773330102718555], 'radius': 2.9466325869930876}, 'confidence': 0.9998977057654609, 'timestamp': 349813.217537, 'diameter_3d': 5.893265173986175, 'ellipse': {'center': [168.93705623824818, 194.11131186344107], 'axes': [32.35022875536128, 45.85492857839298], 'angle': -69.10691484501133}, 'location': [168.93705623824818, 194.11131186344107], 'diameter': 45.85492857839298, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8611917194511931, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.188220996328604, 'phi': -1.8933208841285032, 'norm_pos': [0.5279283007445256, 0.19120286723566216], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.760271,"{'circle_3d': {'center': [1.1486167597826027, 9.572214088645737, 79.80978648794013], 'normal': [-0.2567487197442689, 0.5778320242549776, -0.7747194631962423], 'radius': 2.9827007450962504}, 'confidence': 0.999450509981705, 'timestamp': 349813.225937, 'diameter_3d': 5.965401490192501, 'ellipse': {'center': [169.10032455331452, 194.01514311860115], 'axes': [32.82963544216883, 46.42610619402453], 'angle': -69.21976352092827}, 'location': [169.10032455331452, 194.01514311860115], 'diameter': 46.42610619402453, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8614627971804012, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1868661856797047, 'phi': -1.8908136535725075, 'norm_pos': [0.5284385142291079, 0.19160357033916187], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.7676039,"{'circle_3d': {'center': [1.1458607691225087, 9.538508902532811, 79.78565333879843], 'normal': [-0.25697838563261005, 0.5750232587455671, -0.7767305589580509], 'radius': 2.9038172925427013}, 'confidence': 0.999422276018502, 'timestamp': 349813.234337, 'diameter_3d': 5.8076345850854025, 'ellipse': {'center': [169.07297190005622, 193.79401144077963], 'axes': [32.08564125878086, 45.211244360140924], 'angle': -69.12093485263591}, 'location': [169.07297190005622, 193.79401144077963], 'diameter': 45.211244360140924, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8614801274959727, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1834289034703263, 'phi': -1.8903068303921107, 'norm_pos': [0.5283530371876757, 0.19252495233008493], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.775399,"{'circle_3d': {'center': [1.1594444567336222, 9.56788794016878, 79.80298119870608], 'normal': [-0.25584641166501726, 0.577471511881898, -0.7752865706324142], 'radius': 2.931727008046875}, 'confidence': 0.985666632513039, 'timestamp': 349813.242737, 'diameter_3d': 5.86345401609375, 'ellipse': {'center': [169.17879521692427, 193.99941631512962], 'axes': [32.30064900507297, 45.6360929422051], 'angle': -69.28633877302856}, 'location': [169.17879521692427, 193.99941631512962], 'diameter': 45.6360929422051, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8616837587947401, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.186424534627944, 'phi': -1.889546031361473, 'norm_pos': [0.5286837350528883, 0.19166909868695992], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.783836,"{'circle_3d': {'center': [1.1889439368939012, 9.559815939977714, 79.78729736840886], 'normal': [-0.2533881216516607, 0.5767988451993091, -0.776593556490515], 'radius': 2.919195322095681}, 'confidence': 0.9991712398986728, 'timestamp': 349813.251137, 'diameter_3d': 5.838390644191362, 'ellipse': {'center': [169.40719443345998, 193.95361077607038], 'axes': [32.23632037453983, 45.44969801304374], 'angle': -69.47725470293608}, 'location': [169.40719443345998, 193.95361077607038], 'diameter': 45.44969801304374, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8618569213629912, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.185600842889566, 'phi': -1.8861868748021493, 'norm_pos': [0.5293974826045624, 0.19185995509970677], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.791434,"{'circle_3d': {'center': [1.169087279530503, 9.575600170594342, 79.80555204130606], 'normal': [-0.2550428430986105, 0.5781141977506947, -0.7750723337490819], 'radius': 2.9092949895595237}, 'confidence': 0.9994620989442216, 'timestamp': 349813.259537, 'diameter_3d': 5.818589979119047, 'ellipse': {'center': [169.25028628354187, 194.06181918735754], 'axes': [32.03753193085781, 45.285231178838295], 'angle': -69.37263396067704}, 'location': [169.25028628354187, 194.06181918735754], 'diameter': 45.285231178838295, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8619724973791487, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.187211962887857, 'phi': -1.8886931006322767, 'norm_pos': [0.5289071446360684, 0.19140908671934354], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.799388,"{'circle_3d': {'center': [1.1804701603307568, 9.585174325525312, 79.80896015506416], 'normal': [-0.2540942696985894, 0.5789120439949422, -0.7747883242692409], 'radius': 2.9401978421494244}, 'confidence': 0.9997730448440301, 'timestamp': 349813.267937, 'diameter_3d': 5.880395684298849, 'ellipse': {'center': [169.34127115266153, 194.12569973092525], 'axes': [32.35752349626833, 45.76452433255636], 'angle': -69.4756002549458}, 'location': [169.34127115266153, 194.12569973092525], 'diameter': 45.76452433255636, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.86208553241649, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1881901076204575, 'phi': -1.8876969239320898, 'norm_pos': [0.5291914723520673, 0.19114291778781145], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.80782,"{'circle_3d': {'center': [1.184701018001423, 9.549344134857282, 79.78091307343398], 'normal': [-0.2537416982260339, 0.5759261947726065, -0.7771255810717558], 'radius': 2.925782683906706}, 'confidence': 0.9996330596758635, 'timestamp': 349813.276337, 'diameter_3d': 5.851565367813412, 'ellipse': {'center': [169.37606286030837, 193.87680682618833], 'axes': [32.343416971888104, 45.55596204721796], 'angle': -69.42278046488819}, 'location': [169.37606286030837, 193.87680682618833], 'diameter': 45.55596204721796, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8622905864465458, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1845329809233998, 'phi': -1.8863961820099115, 'norm_pos': [0.5293001964384636, 0.19217997155754862], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.815267,"{'circle_3d': {'center': [1.1751005890187178, 9.552450114906236, 79.78635662272619], 'normal': [-0.2545417339745926, 0.5761850264433526, -0.7766719519640713], 'radius': 2.8664338893320567}, 'confidence': 0.9999873474638403, 'timestamp': 349813.284737, 'diameter_3d': 5.732867778664113, 'ellipse': {'center': [169.29437835908942, 193.90946180561752], 'axes': [31.661304963469934, 44.628392939480456], 'angle': -69.36150106151081}, 'location': [169.29437835908942, 193.90946180561752], 'diameter': 44.628392939480456, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8624726537422522, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.1848496292560227, 'phi': -1.8874989614723712, 'norm_pos': [0.5290449323721544, 0.1920439091432603], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482128.826962,"{'circle_3d': {'center': [1.1611253987006966, 9.572941386324016, 79.80619261732106], 'normal': [-0.2557063331677611, 0.5778926323948343, -0.7750189524144986], 'radius': 2.9038953034919133}, 'confidence': 0.9995130535411134, 'timestamp': 349813.293137, 'diameter_3d': 5.8077906069838265, 'ellipse': {'center': [169.1881131094368, 194.04195909008692], 'axes': [31.97670412101486, 45.20080633926248], 'angle': -69.30996083688267}, 'location': [169.1881131094368, 194.04195909008692], 'diameter': 45.20080633926248, 'sphere': {'center': [4.2296013967138295, 2.6382297975860043, 89.10642004629504], 'radius': 12.0}, 'projected_sphere': {'center': [189.42944924282827, 138.3567297805646], 'axes': [166.9913345443474, 166.9913345443474], 'angle': 90.0}, 'model_confidence': 0.8626898139601935, 'model_id': 13, 'model_birth_timestamp': 349755.8888, 'theta': 2.186940448142268, 'phi': -1.8894857990024503, 'norm_pos': [0.52871285346699, 0.1914918371246378], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
