eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1581482569.896947,"{'circle_3d': {'center': [-1.367380437266517, -6.260195813235771, 78.56017528919163], 'normal': [-0.5131519126794706, 0.09444033214250463, -0.8530862431068822], 'radius': 15.533058906900164}, 'confidence': 0.008332438315588052, 'timestamp': 350254.370175, 'diameter_3d': 31.06611781380033, 'ellipse': {'center': [159.81722779161666, 68.08902481227064], 'axes': [210.35040835204168, 247.3182456564833], 'angle': -2.804479000417306}, 'location': [159.81722779161666, 68.08902481227064], 'diameter': 247.3182456564833, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.6653776105696338, 'phi': -2.1123357164640204, 'norm_pos': [0.49942883684880207, 0.7162957299488724], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.9065459,"{'circle_3d': {'center': [-3.41009932670989, -9.049178583670656, 80.19431679562243], 'normal': [-0.6833784867997519, -0.13797489872706925, -0.7169077842376497], 'radius': 16.22430928118009}, 'confidence': 0.00888399515699581, 'timestamp': 350254.378575, 'diameter_3d': 32.44861856236018, 'ellipse': {'center': [145.78557528129915, 51.17985080872296], 'axes': [171.26181500607703, 254.60575003678508], 'angle': 16.50694208252673}, 'location': [145.78557528129915, 51.17985080872296], 'diameter': 254.60575003678508, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.4323798617211874, 'phi': -2.3322544627889314, 'norm_pos': [0.45557992275405984, 0.7867506216303211], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.912759,"{'circle_3d': {'center': [2.7911270390420735, -1.3427122678757577, 78.62907616364244], 'normal': [-0.16660962298708795, 0.5042306275891724, -0.8473445035693156], 'radius': 1.8663595596842362}, 'confidence': 0.10618098361492745, 'timestamp': 350254.386975, 'diameter_3d': 3.7327191193684723, 'ellipse': {'center': [182.0612021218065, 109.26159449527304], 'axes': [25.360237713068134, 29.448231654218404], 'angle': -74.59520656315885}, 'location': [182.0612021218065, 109.26159449527304], 'diameter': 29.448231654218404, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.0992871384251033, 'phi': -1.7649451775746279, 'norm_pos': [0.5689412566306453, 0.5447433562696957], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.925011,"{'circle_3d': {'center': [0.42188882527930005, -4.217191929837219, 78.08147719218316], 'normal': [-0.36404614080065234, 0.26469065575905054, -0.8929777511909216], 'radius': 15.249447579732433}, 'confidence': 0.006840984256553076, 'timestamp': 350254.395375, 'diameter_3d': 30.498895159464865, 'ellipse': {'center': [171.12371290488505, 80.6197735429889], 'axes': [221.6891099518446, 243.3568419934652], 'angle': -30.36895004430656}, 'location': [171.12371290488505, 80.6197735429889], 'diameter': 243.3568419934652, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.8386794494052683, 'phi': -1.9579029020721082, 'norm_pos': [0.5347616028277657, 0.664084276904213], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.933145,"{'circle_3d': {'center': [-2.2156714325472233, -6.964475538275025, 79.06425984700499], 'normal': [-0.5838428289528627, 0.03575035505590011, -0.8110791966224355], 'radius': 15.715721848163653}, 'confidence': 0.007087267918325071, 'timestamp': 350254.403775, 'diameter_3d': 31.431443696327307, 'ellipse': {'center': [154.14621624941205, 63.91807309416021], 'axes': [198.58262453518213, 249.11927654891096], 'angle': 3.169424917841187}, 'location': [154.14621624941205, 63.91807309416021], 'diameter': 249.11927654891096, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.6065543015833101, 'phi': -2.1947104081958697, 'norm_pos': [0.48170692577941265, 0.7336746954409992], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.9411662,"{'circle_3d': {'center': [-3.9293688811095304, -8.189484258418135, 80.59164708632537], 'normal': [-0.7266509496663884, -0.06633370495602577, -0.6837969266790711], 'radius': 16.819526660749457}, 'confidence': 0.007278432216950145, 'timestamp': 350254.412175, 'diameter_3d': 33.63905332149891, 'ellipse': {'center': [142.78998514831198, 56.75569383578247], 'axes': [169.24779870864998, 262.9878023628973], 'angle': 9.7310380689321}, 'location': [142.78998514831198, 56.75569383578247], 'diameter': 262.9878023628973, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.5044138787718304, 'phi': -2.3865684190725367, 'norm_pos': [0.44621870358847493, 0.7635179423509064], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.948907,"{'circle_3d': {'center': [2.8222080247270984, -1.2682004688631139, 78.66769856374405], 'normal': [-0.16401954084666923, 0.5104399441735593, -0.8441259702275138], 'radius': 1.8874440384572306}, 'confidence': 0.09966228581668035, 'timestamp': 350254.420575, 'diameter_3d': 3.7748880769144613, 'ellipse': {'center': [182.2956374353766, 109.84953256531983], 'axes': [25.525694069988795, 29.767140924715857], 'angle': -75.0999798172073}, 'location': [182.2956374353766, 109.84953256531983], 'diameter': 29.767140924715857, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.106492653938041, 'phi': -1.7627118531651274, 'norm_pos': [0.5696738669855519, 0.5422936143111674], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.958483,"{'circle_3d': {'center': [0.26221062814819973, -0.22867854655101727, 80.30246247663536], 'normal': [-0.3773526572282442, 0.5970667710329008, -0.7078956441532387], 'radius': 15.482398107371885}, 'confidence': 0.0045769217327912585, 'timestamp': 350254.428975, 'diameter_3d': 30.96479621474377, 'ellipse': {'center': [168.33545975593933, 108.27602166530924], 'axes': [173.1508887789095, 241.32155949251512], 'angle': -57.78150904811783}, 'location': [168.33545975593933, 108.27602166530924], 'diameter': 241.32155949251512, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.2106359187069176, 'phi': -2.0605428118957945, 'norm_pos': [0.5260483117373104, 0.5488499097278782], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.964185,"{'circle_3d': {'center': [-0.21824523202400847, 1.0708380476973574, 81.92201054065069], 'normal': [-0.4173906455759281, 0.7053598205535985, -0.5729333054852941], 'radius': 16.098600183092998}, 'confidence': 0.009671564301789995, 'timestamp': 350254.437375, 'diameter_3d': 32.197200366185996, 'ellipse': {'center': [164.18227414561747, 118.38675966786064], 'axes': [140.74088579533895, 246.89978682988863], 'angle': -59.56077705566413}, 'location': [164.18227414561747, 118.38675966786064], 'diameter': 246.89978682988863, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.353726956627678, 'phi': -2.2004048046570466, 'norm_pos': [0.5130696067050546, 0.5067218347172473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.972252,"{'circle_3d': {'center': [2.817998282885927, -1.3261876929248793, 78.6336758678762], 'normal': [-0.16437035266676683, 0.5056076755017456, -0.8469611948831683], 'radius': 1.9140024152169044}, 'confidence': 0.105264090255067, 'timestamp': 350254.445775, 'diameter_3d': 3.828004830433809, 'ellipse': {'center': [182.2738339915127, 109.38437691566804], 'axes': [25.991112354663148, 30.198801019985503], 'angle': -74.91547996214877}, 'location': [182.2738339915127, 109.38437691566804], 'diameter': 30.198801019985503, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.100882482988778, 'phi': -1.7624841911554532, 'norm_pos': [0.5696057312234772, 0.5442317628513831], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.980014,"{'circle_3d': {'center': [0.8006106450079455, 0.828675363327438, 81.0204881375303], 'normal': [-0.3324859891565986, 0.6851795968561053, -0.6480601724119938], 'radius': 15.179085118229546}, 'confidence': 0.008122955573592605, 'timestamp': 350254.454175, 'diameter_3d': 30.35817023645909, 'ellipse': {'center': [171.04036245504452, 116.60929293719937], 'axes': [152.7843673477613, 234.73540508522825], 'angle': -64.77983327878135}, 'location': [171.04036245504452, 116.60929293719937], 'diameter': 234.73540508522825, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.3256465693065134, 'phi': -2.0448277822229386, 'norm_pos': [0.5345011326720142, 0.5141279460950026], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.988815,"{'circle_3d': {'center': [0.35222565080187707, 2.334201872032704, 83.34978509221541], 'normal': [-0.3698514053404377, 0.810640139248211, -0.45395209285490057], 'radius': 15.63560912908907}, 'confidence': 0.014446006302725432, 'timestamp': 350254.462575, 'diameter_3d': 31.27121825817814, 'ellipse': {'center': [166.46373517680047, 129.60251637580404], 'axes': [103.5585834167297, 235.95961140355058], 'angle': -65.91076892885484}, 'location': [166.46373517680047, 129.60251637580404], 'diameter': 235.95961140355058, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.516040853357793, 'phi': -2.254458657697411, 'norm_pos': [0.5201991724275015, 0.45998951510081654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482569.996706,"{'circle_3d': {'center': [0.2860014840900371, 2.285396661087523, 83.31730496354493], 'normal': [-0.3753700858997577, 0.8065730383361124, -0.4566587702441076], 'radius': 16.48240552850118}, 'confidence': 0.005119146661448724, 'timestamp': 350254.470975, 'diameter_3d': 32.96481105700236, 'ellipse': {'center': [166.48847563892247, 128.32743086434996], 'axes': [110.31493358707051, 249.22234863354396], 'angle': -65.46189252475071}, 'location': [166.48847563892247, 128.32743086434996], 'diameter': 249.22234863354396, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.509128034651615, 'phi': -2.2588042169885747, 'norm_pos': [0.5202764863716327, 0.4653023713985418], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.008374,"{'circle_3d': {'center': [2.879466589052468, -1.3488407338827093, 78.60846594704788], 'normal': [-0.15924799381955507, 0.5037199220885931, -0.8490620216188619], 'radius': 1.9344816979195811}, 'confidence': 0.10924299263848547, 'timestamp': 350254.479375, 'diameter_3d': 3.8689633958391623, 'ellipse': {'center': [182.76552001870877, 109.19902248796625], 'axes': [26.342789709543585, 30.53262342821272], 'angle': -75.50180309546552}, 'location': [182.76552001870877, 109.19902248796625], 'diameter': 30.53262342821272, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.0986958511437237, 'phi': -1.7561998731011024, 'norm_pos': [0.5711422500584649, 0.5450040729668073], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.016872,"{'circle_3d': {'center': [4.624270738748552, -6.3992108530983, 76.83962616101846], 'normal': [-0.01384764801154807, 0.08285574548729388, -0.9964653371213136], 'radius': 15.38961491031145}, 'confidence': 0.0025574733440788585, 'timestamp': 350254.487775, 'diameter_3d': 30.7792298206229, 'ellipse': {'center': [197.66593710574435, 66.29780057780623], 'axes': [248.2054966226367, 249.6440274284842], 'angle': 30.266840277964118}, 'location': [197.66593710574435, 66.29780057780623], 'diameter': 249.6440274284842, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.6537471681660099, 'phi': -1.5846922007193935, 'norm_pos': [0.617706053455451, 0.7237591642591408], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.0245929,"{'circle_3d': {'center': [6.864443096007427, -8.583342305831344, 77.03784165181871], 'normal': [0.17283338176002483, -0.09915520890712651, -0.9799473795546256], 'radius': 15.903767570782241}, 'confidence': 0.008898798371709904, 'timestamp': 350254.496175, 'diameter_3d': 31.807535141564482, 'ellipse': {'center': [210.85582539257098, 53.37603928286879], 'axes': [244.3500071153018, 256.357791766163], 'angle': -36.11943329156792}, 'location': [210.85582539257098, 53.37603928286879], 'diameter': 256.357791766163, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.4714779165071272, 'phi': -1.3962216180176803, 'norm_pos': [0.6589244543517843, 0.7775998363213801], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.032177,"{'circle_3d': {'center': [2.826117215248692, -1.2433969476873266, 78.68197876869404], 'normal': [-0.16369377496986973, 0.5125069042715417, -0.8429359531483482], 'radius': 1.9273821736295365}, 'confidence': 0.0973825224110646, 'timestamp': 350254.504575, 'diameter_3d': 3.854764347259073, 'ellipse': {'center': [182.32451240135867, 110.03980275873745], 'axes': [26.02094959137932, 30.391774376897484], 'angle': -75.19931195157362}, 'location': [182.32451240135867, 110.03980275873745], 'diameter': 30.391774376897484, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.108898057522947, 'phi': -1.762603778779251, 'norm_pos': [0.5697641012542458, 0.5415008218385939], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.0414379,"{'circle_3d': {'center': [0.829617843101254, -0.7220433118329925, 79.64276849123064], 'normal': [-0.3300687226488231, 0.5559530405927364, -0.7628701429369652], 'radius': 15.07114103015706}, 'confidence': 0.0030183837180318067, 'timestamp': 350254.512975, 'diameter_3d': 30.14228206031412, 'ellipse': {'center': [172.2319261618963, 104.73425109287312], 'axes': [183.746107322273, 236.42912971896078], 'angle': -59.61954197536696}, 'location': [172.2319261618963, 104.73425109287312], 'diameter': 236.42912971896078, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.1603054189505357, 'phi': -1.9791430129259517, 'norm_pos': [0.5382247692559259, 0.5636072871130287], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.048973,"{'circle_3d': {'center': [4.383990665340717, -6.998141251883854, 76.81061334467866], 'normal': [-0.03387098746220104, 0.03294487892183103, -0.998883071816297], 'radius': 15.463271972573356}, 'confidence': 0.006362972209494882, 'timestamp': 350254.521375, 'diameter_3d': 30.92654394514671, 'ellipse': {'center': [196.24012819143942, 62.68030557815929], 'axes': [249.62131615840926, 250.63163343894527], 'angle': 37.11067735852868}, 'location': [196.24012819143942, 62.68030557815929], 'diameter': 250.63163343894527, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.6037471681660098, 'phi': -1.6046922007193936, 'norm_pos': [0.6132504005982482, 0.738832060091003], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.05694,"{'circle_3d': {'center': [5.289498206856015, -9.237398891927743, 76.95023144415468], 'normal': [0.041587974330740504, -0.15365992441515977, -0.9872482301932949], 'radius': 16.1154936827342}, 'confidence': 0.008720822235503654, 'timestamp': 350254.529775, 'diameter_3d': 32.2309873654684, 'ellipse': {'center': [201.54800368052395, 49.61982407889157], 'axes': [251.06632727400205, 259.8953311732028], 'angle': -70.21687726150118}, 'location': [201.54800368052395, 49.61982407889157], 'diameter': 259.8953311732028, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 1.4165251987865337, 'phi': -1.5286960732355943, 'norm_pos': [0.6298375115016374, 0.7932507330046185], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.063908,"{'circle_3d': {'center': [2.7985715841859617, -1.1920607423417184, 78.71877521487879], 'normal': [-0.16598924422509728, 0.5167849213836756, -0.8398695826329522], 'radius': 1.990496964503837}, 'confidence': 0.09190280512752058, 'timestamp': 350254.538175, 'diameter_3d': 3.980993929007674, 'ellipse': {'center': [182.1013665921674, 110.43730280543417], 'axes': [26.757070400014292, 31.372316090663098], 'angle': -75.0412281950136}, 'location': [182.1013665921674, 110.43730280543417], 'diameter': 31.372316090663098, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.113887575027878, 'phi': -1.7659186729028173, 'norm_pos': [0.5690667706005231, 0.5398445716440243], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.072875,"{'circle_3d': {'center': [0.8452725741490656, -0.23143379381109952, 80.01423057772462], 'normal': [-0.328764161728172, 0.5968371670945606, -0.7319149690624669], 'radius': 15.193036626134067}, 'confidence': 0.003059178568938585, 'timestamp': 350254.546575, 'diameter_3d': 30.386073252268133, 'ellipse': {'center': [172.13165602651395, 108.24514208591702], 'axes': [176.50269813266993, 237.45372394511625], 'angle': -61.66600890066589}, 'location': [172.13165602651395, 108.24514208591702], 'diameter': 237.45372394511625, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.2103497283422175, 'phi': -1.9929710823272366, 'norm_pos': [0.537911425082856, 0.5489785746420124], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.080503,"{'circle_3d': {'center': [-0.31856240449002193, 1.1494841762138908, 82.09528247984935], 'normal': [-0.4257504099480961, 0.7119136645966434, -0.5584939772187397], 'radius': 15.618558353768913}, 'confidence': 0.020161954948484738, 'timestamp': 350254.554975, 'diameter_3d': 31.237116707537826, 'ellipse': {'center': [163.0049284696679, 119.75254472101106], 'axes': [132.30655117326668, 238.90446082779718], 'angle': -59.2672917172242}, 'location': [163.0049284696679, 119.75254472101106], 'diameter': 238.90446082779718, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.363015767625032, 'phi': -2.2221349076661014, 'norm_pos': [0.5093904014677122, 0.501031063662454], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.092287,"{'circle_3d': {'center': [0.005021835582932788, 2.6795248766568296, 84.36614648233586], 'normal': [-0.39878505660868296, 0.8394170563002212, -0.3692553103448628], 'radius': 16.488261841755385}, 'confidence': 0.01265945793651188, 'timestamp': 350254.563375, 'diameter_3d': 32.97652368351077, 'ellipse': {'center': [163.64427109652416, 132.77272613978243], 'axes': [85.855070532512, 246.46409310890448], 'angle': -64.88256067718024}, 'location': [163.64427109652416, 132.77272613978243], 'diameter': 246.46409310890448, 'sphere': {'center': [4.790442514887129, -7.393479798945826, 88.79721020647422], 'radius': 12.0}, 'projected_sphere': {'center': [193.44783414167972, 68.37723544818985], 'axes': [167.57283213515976, 167.57283213515976], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 350242.215375, 'theta': 2.567006061487484, 'phi': -2.3946237310605567, 'norm_pos': [0.5113883471766381, 0.4467803077509065], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.101623,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 350254.571775, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.0, -0.0, 0.0], 'radius': 0.0}, 'projected_sphere': {'axes': [0.0, 0.0], 'angle': 90.0, 'center': [0.0, 0.0]}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.108385,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 350254.580175, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.0, -0.0, 0.0], 'radius': 0.0}, 'projected_sphere': {'axes': [0.0, 0.0], 'angle': 90.0, 'center': [0.0, 0.0]}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.118022,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 350254.588575, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [1.8608244504530875, -6.329442793598569, 10.023903729773693], 'radius': 12.0}, 'projected_sphere': {'center': [275.0959935752457, -271.48964693016956], 'axes': [1484.451606992433, 1484.451606992433], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482570.124801,"{'circle_3d': {'center': [5.448783596539997e-06, -2.7855188582393e-06, 0.00015483890727807648], 'normal': [-0.15506825013912426, 0.5274533340066426, -0.8353124075722012], 'radius': 4.013622577571245e-06}, 'confidence': 0.9999999995361177, 'timestamp': 350254.596975, 'diameter_3d': 8.02724515514249e-06, 'ellipse': {'center': [181.87621314985898, 108.66048668107912], 'axes': [27.322631312348097, 32.16005425637314], 'angle': -76.38102357586739}, 'location': [181.87621314985898, 108.66048668107912], 'diameter': 32.16005425637314, 'sphere': {'center': [1.8608244504530875, -6.329442793598569, 10.023903729773693], 'radius': 12.0}, 'projected_sphere': {'center': [275.0959935752457, -271.48964693016956], 'axes': [1484.451606992433, 1484.451606992433], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1263965485735, 'phi': -1.7543478322065311, 'norm_pos': [0.5683631660933093, 0.5472479721621704], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
