eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1581482532.629426,"{'circle_3d': {'center': [11.371257451758185, -11.27810923671246, 289.8149834190385], 'normal': [0.08654210543222293, -0.3972911238774305, -0.9136028824798914], 'radius': 8.537987594542866}, 'confidence': 0.9995730031733043, 'timestamp': 350217.099375, 'diameter_3d': 17.07597518908573, 'ellipse': {'center': [184.28742446019382, 96.06466420874246], 'axes': [32.67808892664624, 36.54682960494231], 'angle': -74.58239491197163}, 'location': [184.28742446019382, 96.06466420874246], 'diameter': 36.54682960494231, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8395892668372706, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1622332073434603, 'phi': -1.4763519648161905, 'norm_pos': [0.5758982014381057, 0.5997305657969064], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.720722,"{'circle_3d': {'center': [11.312289510113603, -11.119074495963272, 289.74179582494475], 'normal': [0.08162811029517443, -0.38403822881499805, -0.9197018486543768], 'radius': 8.501132921245027}, 'confidence': 0.9988984125911273, 'timestamp': 350217.191775, 'diameter_3d': 17.002265842490054, 'ellipse': {'center': [184.16958542978477, 96.39238291354815], 'axes': [32.80054864005028, 36.398143464959134], 'angle': -74.7337946673058}, 'location': [184.16958542978477, 96.39238291354815], 'diameter': 36.398143464959134, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8379545685095136, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1766303778282705, 'phi': -1.4822733152219854, 'norm_pos': [0.5755299544680774, 0.5983650711935493], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.729037,"{'circle_3d': {'center': [11.214682859959826, -11.094336594167494, 289.72327786821927], 'normal': [0.07349422278235976, -0.3819767369986833, -0.9212450117148291], 'radius': 8.651105938481043}, 'confidence': 0.9971894398432237, 'timestamp': 350217.200175, 'diameter_3d': 17.302211876962087, 'ellipse': {'center': [183.9649238949126, 96.44976897609084], 'axes': [33.45481474212723, 37.04320601604361], 'angle': -75.74098675632848}, 'location': [183.9649238949126, 96.44976897609084], 'diameter': 37.04320601604361, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8329851861925031, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1788620455824637, 'phi': -1.4911878627234891, 'norm_pos': [0.5748903871716019, 0.5981259625996216], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.737204,"{'circle_3d': {'center': [11.264777211145823, -11.026171585122526, 289.6993604478791], 'normal': [0.07766875204785952, -0.37629631957826926, -0.9232381300765135], 'radius': 8.529906078714896}, 'confidence': 0.9978939755608043, 'timestamp': 350217.208575, 'diameter_3d': 17.059812157429793, 'ellipse': {'center': [184.07284767969458, 96.58608177526794], 'axes': [33.06646338017647, 36.52672473108], 'angle': -74.97446750280918}, 'location': [184.07284767969458, 96.58608177526794], 'diameter': 36.52672473108, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8306332417159168, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1850007905444206, 'phi': -1.4868674937809414, 'norm_pos': [0.5752276489990455, 0.5975579926030503], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.744628,"{'circle_3d': {'center': [11.261625114898223, -11.12058209237792, 289.73804566381756], 'normal': [0.07740607736055946, -0.38416386184955215, -0.9200143620816412], 'radius': 8.656518921134623}, 'confidence': 0.9977470967158264, 'timestamp': 350217.216975, 'diameter_3d': 17.313037842269246, 'ellipse': {'center': [184.06223147100263, 96.39583570535908], 'axes': [33.41831505402363, 37.06429946990553], 'angle': -75.29713876889967}, 'location': [184.06223147100263, 96.39583570535908], 'diameter': 37.06429946990553, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8279936931435694, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.176494306940401, 'phi': -1.4868582879010288, 'norm_pos': [0.5751944733468832, 0.5983506845610038], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.753588,"{'circle_3d': {'center': [11.259936012729966, -11.12398856460938, 289.7393266954622], 'normal': [0.07726531884653798, -0.38444773453550707, -0.9199076094445894], 'radius': 8.7572242877071}, 'confidence': 0.9958746636541584, 'timestamp': 350217.225375, 'diameter_3d': 17.5144485754142, 'ellipse': {'center': [184.05774737000178, 96.39327176287964], 'axes': [33.802684059679656, 37.49539952523533], 'angle': -75.32592991924554}, 'location': [184.05774737000178, 96.39327176287964], 'diameter': 37.49539952523533, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8195387779868724, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1761868211444044, 'phi': -1.4870005327303852, 'norm_pos': [0.5751804605312556, 0.5983613676546682], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.760969,"{'circle_3d': {'center': [11.399291487491482, -11.186755321897682, 289.77839016353346], 'normal': [0.08887827507666433, -0.3896782976428656, -0.9166523204386465], 'radius': 8.53053902157767}, 'confidence': 0.999440357882092, 'timestamp': 350217.233775, 'diameter_3d': 17.06107804315534, 'ellipse': {'center': [184.3491340398704, 96.25383237604136], 'axes': [32.776652622208914, 36.51915764082188], 'angle': -73.99871524609664}, 'location': [184.3491340398704, 96.25383237604136], 'diameter': 36.51915764082188, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8226461023682186, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1705140752925065, 'phi': -1.4741388333012058, 'norm_pos': [0.576091043874595, 0.5989423650998277], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.769941,"{'circle_3d': {'center': [11.27099759019821, -11.162179406765036, 289.75630115593805], 'normal': [0.07818711696889172, -0.3876303047151451, -0.9184930710715986], 'radius': 8.539233464888692}, 'confidence': 0.9999395569641525, 'timestamp': 350217.242175, 'diameter_3d': 17.078466929777385, 'ellipse': {'center': [184.08148235383712, 96.30445697381862], 'axes': [32.89977410810622, 36.55980742456733], 'angle': -75.31784658187404}, 'location': [184.08148235383712, 96.30445697381862], 'diameter': 36.55980742456733, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8270615529785919, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1727368123357633, 'phi': -1.485875624033021, 'norm_pos': [0.575254632355741, 0.5987314292757557], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.7770612,"{'circle_3d': {'center': [11.516108900636523, -11.112734568669605, 289.75913595683795], 'normal': [0.09861305950541772, -0.38350990154052583, -0.9182568376632744], 'radius': 8.559413087906032}, 'confidence': 0.9987522915659278, 'timestamp': 350217.250575, 'diameter_3d': 17.118826175812064, 'ellipse': {'center': [184.5954883938777, 96.4092852838738], 'axes': [32.945976534278344, 36.64438547484144], 'angle': -72.49352366544393}, 'location': [184.5954883938777, 96.4092852838738], 'diameter': 36.64438547484144, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8277747675289993, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1772025153900105, 'phi': -1.463814753215232, 'norm_pos': [0.5768609012308679, 0.5982946446505258], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.789063,"{'circle_3d': {'center': [11.311829018170577, -11.1718535991381, 289.76394225987497], 'normal': [0.08158973596658896, -0.3884364874129004, -0.9178563124101888], 'radius': 8.590663242456133}, 'confidence': 0.9995706428371903, 'timestamp': 350217.258975, 'diameter_3d': 17.181326484912265, 'ellipse': {'center': [184.16614814448602, 96.28689646770783], 'axes': [33.06704403303291, 36.77885764122213], 'angle': -74.90038556502256}, 'location': [184.16614814448602, 96.28689646770783], 'diameter': 36.77885764122213, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8307990571118196, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1718620910894384, 'phi': -1.482137733682063, 'norm_pos': [0.5755192129515188, 0.5988045980512173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.7987,"{'circle_3d': {'center': [11.421424300335792, -11.145766349979777, 289.76322041706266], 'normal': [0.09072267614702349, -0.3862625499830402, -0.9179164659778806], 'radius': 8.626693855597727}, 'confidence': 0.9988939596115827, 'timestamp': 350217.267375, 'diameter_3d': 17.253387711195455, 'ellipse': {'center': [184.3958120485254, 96.34318820488141], 'axes': [33.198625752275305, 36.93255268086667], 'angle': -73.62746307702108}, 'location': [184.3958120485254, 96.34318820488141], 'diameter': 36.93255268086667, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.831786143900437, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1742201131322045, 'phi': -1.472280838240029, 'norm_pos': [0.5762369126516419, 0.5985700491463275], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.805384,"{'circle_3d': {'center': [11.38344386147531, -11.171995461374696, 289.77060309037006], 'normal': [0.08755763957531672, -0.3884483092659501, -0.9173012432022666], 'radius': 8.513564764693198}, 'confidence': 0.9999468665987061, 'timestamp': 350217.275775, 'diameter_3d': 17.027129529386396, 'ellipse': {'center': [184.31662798529928, 96.28358982874178], 'axes': [32.740337505210135, 36.447506155462946], 'angle': -74.12300479665977}, 'location': [184.31662798529928, 96.28358982874178], 'diameter': 36.447506155462946, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8356122374911124, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1718492617900924, 'phi': -1.475633289485099, 'norm_pos': [0.5759894624540602, 0.5988183757135759], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.813589,"{'circle_3d': {'center': [11.358976033715201, -11.25605186515632, 289.8042624459993], 'normal': [0.08551865392864107, -0.3954530095810855, -0.9144962968998263], 'radius': 8.634953625084684}, 'confidence': 0.997916809992776, 'timestamp': 350217.284175, 'diameter_3d': 17.269907250169368, 'ellipse': {'center': [184.26158827477002, 96.1146703061464], 'axes': [33.0888144788177, 36.963327417504594], 'angle': -74.64652898421794}, 'location': [184.26158827477002, 96.1146703061464], 'diameter': 36.963327417504594, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8338785171389196, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1642353148101834, 'phi': -1.477553009820789, 'norm_pos': [0.5758174633586564, 0.5995222070577233], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.8214111,"{'circle_3d': {'center': [11.491205505701155, -11.193039339641334, 289.79036584214134], 'normal': [0.09653777659413704, -0.3902019657881699, -0.9156543472213237], 'radius': 8.653201770553135}, 'confidence': 0.9978444487695424, 'timestamp': 350217.292575, 'diameter_3d': 17.30640354110627, 'ellipse': {'center': [184.53984636291113, 96.24683513282446], 'axes': [33.1969619045383, 37.042340152045334], 'angle': -73.03418107714387}, 'location': [184.53984636291113, 96.24683513282446], 'diameter': 37.042340152045334, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8320237289672239, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.169945390139468, 'phi': -1.4657540113288365, 'norm_pos': [0.5766870198840973, 0.5989715202798981], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.8293161,"{'circle_3d': {'center': [11.39098382511723, -11.242410608541629, 289.8014123159923], 'normal': [0.08818596987881007, -0.39431623819652795, -0.9147338077337432], 'radius': 8.452651518008368}, 'confidence': 0.9980300035243539, 'timestamp': 350217.300975, 'diameter_3d': 16.905303036016736, 'ellipse': {'center': [184.33065801948428, 96.13496262888245], 'axes': [32.39724501353187, 36.18299324942062], 'angle': -74.26271146970417}, 'location': [184.33065801948428, 96.13496262888245], 'diameter': 36.18299324942062, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8307335546064998, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1654726430870122, 'phi': -1.4746871875417127, 'norm_pos': [0.5760333063108883, 0.5994376557129898], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482532.837522,"{'circle_3d': {'center': [11.350881737096323, -11.166191293153178, 289.76508818199284], 'normal': [0.08484412921040105, -0.3879646285808236, -0.9177608189003671], 'radius': 8.513802199273025}, 'confidence': 0.9996898296476651, 'timestamp': 350217.309375, 'diameter_3d': 17.02760439854605, 'ellipse': {'center': [184.2487002484721, 96.29544828429313], 'axes': [32.763613262859096, 36.44937780196764], 'angle': -74.45791706145467}, 'location': [184.2487002484721, 96.29544828429313], 'diameter': 36.44937780196764, 'sphere': {'center': [10.33275218657151, -6.510615750183295, 300.77821800879724], 'radius': 12.0}, 'projected_sphere': {'center': [181.2991033662117, 106.57954092608003], 'axes': [49.47166752469019, 49.47166752469019], 'angle': 90.0}, 'model_confidence': 0.8336016108231092, 'model_id': 1, 'model_birth_timestamp': 350216.906175, 'theta': 1.1723741046344176, 'phi': -1.4786114626442086, 'norm_pos': [0.5757771882764753, 0.598768965482112], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
