eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581482588.353611,"{'circle_3d': {'center': [2.579851971671062, -0.44989121980027047, 72.41242449419343], 'normal': [-0.15725583788306335, 0.5362366825092016, -0.829289347443473], 'radius': 2.0812444884265386}, 'confidence': 0.7078162195944296, 'timestamp': 350272.824975, 'diameter_3d': 4.162488976853077, 'ellipse': {'center': [182.16137326567568, 115.91919035279415], 'axes': [29.865114520183393, 35.66375958538607], 'angle': -76.57255475679148}, 'location': [182.16137326567568, 115.91919035279415], 'diameter': 35.66375958538607, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1367685393771327, 'phi': -1.758198462266346, 'norm_pos': [0.5692542914552365, 0.5170033735300243], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.444903,"{'circle_3d': {'center': [2.5889495909822884, -0.414907361642852, 72.43340844204468], 'normal': [-0.15649770294046117, 0.5391520040223198, -0.8275406851225356], 'radius': 2.0625788943906573}, 'confidence': 0.9404967690821311, 'timestamp': 350272.917375, 'diameter_3d': 4.125157788781315, 'ellipse': {'center': [182.2311262063402, 116.22329626015068], 'axes': [29.517735622796035, 35.33393842946686], 'angle': -76.73019047275677}, 'location': [182.2311262063402, 116.22329626015068], 'diameter': 35.33393842946686, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.140226239502293, 'phi': -1.7577008741781208, 'norm_pos': [0.5694722693948131, 0.5157362655827056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.453272,"{'circle_3d': {'center': [2.5898022598623465, -0.41183000586732543, 72.4352528086826], 'normal': [-0.15642664720045638, 0.5394084503369472, -0.8273869879027088], 'radius': 2.0619054999892543}, 'confidence': 0.9507147094983828, 'timestamp': 350272.925775, 'diameter_3d': 4.123810999978509, 'ellipse': {'center': [182.23777510533571, 116.24982647913944], 'axes': [29.50111183180774, 35.32153180497703], 'angle': -76.74447554904432}, 'location': [182.23777510533571, 116.24982647913944], 'diameter': 35.32153180497703, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.140530761867971, 'phi': -1.7576518761657742, 'norm_pos': [0.5694930472041742, 0.5156257230035857], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.4625778,"{'circle_3d': {'center': [2.5906614943284394, -0.40875029789292405, 72.43709883878454], 'normal': [-0.15635504432828196, 0.5396650926681473, -0.8272331520608812], 'radius': 2.068638107789454}, 'confidence': 0.8793368949648684, 'timestamp': 350272.934175, 'diameter_3d': 4.137276215578908, 'ellipse': {'center': [182.24498771572507, 116.27475493636568], 'axes': [29.590477789147226, 35.436023439647286], 'angle': -76.75883126916221}, 'location': [182.24498771572507, 116.27475493636568], 'diameter': 35.436023439647286, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1408355764820013, 'phi': -1.7576022510314857, 'norm_pos': [0.5695155866116408, 0.5155218544318096], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.4689379,"{'circle_3d': {'center': [2.591527290956948, -0.40566823973606514, 72.43894653650413], 'normal': [-0.15628289460923941, 0.5399219308478851, -0.8270791772509141], 'radius': 2.067538739929656}, 'confidence': 0.7430327766970529, 'timestamp': 350272.942575, 'diameter_3d': 4.135077479859312, 'ellipse': {'center': [182.25171726612643, 116.30141650127483], 'axes': [29.56772927950557, 35.41631484349654], 'angle': -76.77322110653373}, 'location': [182.25171726612643, 116.30141650127483], 'diameter': 35.41631484349654, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.141140683344383, 'phi': -1.7575519987752548, 'norm_pos': [0.5695366164566451, 0.5154107645780215], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.477278,"{'circle_3d': {'center': [2.5923996463155348, -0.40258383341639004, 72.44079590600955], 'normal': [-0.1562101983293572, 0.540178964707858, -0.8269250631254622], 'radius': 2.074092946266093}, 'confidence': 0.789505256119628, 'timestamp': 350272.950975, 'diameter_3d': 4.148185892532186, 'ellipse': {'center': [182.25902828405432, 116.32641701028032], 'axes': [29.654465070510017, 35.52774074940662], 'angle': -76.78768195528363}, 'location': [182.25902828405432, 116.32641701028032], 'diameter': 35.52774074940662, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1414460824551176, 'phi': -1.7575011193970822, 'norm_pos': [0.5695594633876697, 0.5153065957904986], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.489692,"{'circle_3d': {'center': [2.605406775077175, -0.2988568225969104, 72.50686785713744], 'normal': [-0.1551262709325539, 0.5488228822761482, -0.8214190671981392], 'radius': 2.067548949560025}, 'confidence': 0.7756603848577777, 'timestamp': 350272.959375, 'diameter_3d': 4.13509789912005, 'ellipse': {'center': [182.3487589112538, 117.21649484944439], 'axes': [29.31223650948702, 35.38411526127953], 'angle': -77.10883591721321}, 'location': [182.3487589112538, 117.21649484944439], 'diameter': 35.38411526127953, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1517517738142047, 'phi': -1.7574496128969677, 'norm_pos': [0.5698398715976681, 0.511597938127315], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.4969332,"{'circle_3d': {'center': [2.704134429968911, -0.30275029456059066, 72.48613859361335], 'normal': [-0.1468989663582426, 0.5484984262791749, -0.8231465058251467], 'radius': 2.0626890738401653}, 'confidence': 0.8454044900903599, 'timestamp': 350272.967775, 'diameter_3d': 4.125378147680331, 'ellipse': {'center': [183.19619806172878, 117.183058362814], 'axes': [29.30867646567547, 35.31285303009869], 'angle': -78.04652086026383}, 'location': [183.19619806172878, 117.183058362814], 'diameter': 35.31285303009869, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1513636895066486, 'phi': -1.747397479274548, 'norm_pos': [0.5724881189429024, 0.5117372568216083], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.5057201,"{'circle_3d': {'center': [2.5996631678024156, -0.2983366997366934, 72.50830185258286], 'normal': [-0.15560490487211714, 0.5488662258478327, -0.8212995675776867], 'radius': 2.057327004445965}, 'confidence': 0.8683921462574676, 'timestamp': 350272.976175, 'diameter_3d': 4.11465400889193, 'ellipse': {'center': [182.29868889097784, 117.22326700647054], 'axes': [29.162586160051497, 35.208331693507866], 'angle': -77.05504731037182}, 'location': [182.29868889097784, 117.22326700647054], 'diameter': 35.208331693507866, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.15180362487879, 'phi': -1.7580387864476092, 'norm_pos': [0.5696834027843057, 0.5115697208063728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.515101,"{'circle_3d': {'center': [2.6088860053417275, -0.2939150139841171, 72.5095148269854], 'normal': [-0.15483633507717448, 0.5492346996605475, -0.8211984863774757], 'radius': 2.0719380493959365}, 'confidence': 0.9799349963397609, 'timestamp': 350272.984575, 'diameter_3d': 4.143876098791873, 'ellipse': {'center': [182.37786464212465, 117.2577914601223], 'axes': [29.364165945458588, 35.458045236426514], 'angle': -77.15108561723527}, 'location': [182.37786464212465, 117.2577914601223], 'diameter': 35.458045236426514, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.15224449420194, 'phi': -1.7571576711465116, 'norm_pos': [0.5699308270066396, 0.511425868916157], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.52208,"{'circle_3d': {'center': [2.6099641604336856, -0.28948524630086503, 72.51227570420559], 'normal': [-0.15474648881951142, 0.5496038469674855, -0.8209684132757932], 'radius': 2.074068872576544}, 'confidence': 0.8713976289082271, 'timestamp': 350272.992975, 'diameter_3d': 4.148137745153088, 'ellipse': {'center': [182.38632684796028, 117.29522849599476], 'axes': [29.383900657338422, 35.49321166602458], 'angle': -77.16947394377247}, 'location': [182.38632684796028, 117.29522849599476], 'diameter': 35.49321166602458, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.152686297476097, 'phi': -1.7571030144551856, 'norm_pos': [0.5699572713998758, 0.5112698812666885], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.530192,"{'circle_3d': {'center': [2.6110496883490417, -0.28504740571289044, 72.51504348610996], 'normal': [-0.15465602815989843, 0.5499736670164834, -0.8207377647837626], 'radius': 2.0605866835141287}, 'confidence': 0.9068248829912371, 'timestamp': 350273.001375, 'diameter_3d': 4.121173367028257, 'ellipse': {'center': [182.39379233501728, 117.33618022524972], 'axes': [29.182355814034967, 35.26112816696986], 'angle': -77.18788222043096}, 'location': [182.39379233501728, 117.33618022524972], 'diameter': 35.26112816696986, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.153129034701263, 'phi': -1.757047730641914, 'norm_pos': [0.569980601046929, 0.5110992490614594], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.5381272,"{'circle_3d': {'center': [2.6121425847462945, -0.2806015012741314, 72.5178181866208], 'normal': [-0.15456495346012722, 0.5503441590530462, -0.8205065397411918], 'radius': 2.082898815784671}, 'confidence': 0.8485000235239742, 'timestamp': 350273.009775, 'diameter_3d': 4.165797631569342, 'ellipse': {'center': [182.4037418685047, 117.369284099681], 'axes': [29.487935045889387, 35.641719131130266], 'angle': -77.20643118460677}, 'location': [182.4037418685047, 117.369284099681], 'diameter': 35.641719131130266, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.153572705877437, 'phi': -1.756991819706697, 'norm_pos': [0.5700116933390772, 0.5109613162513291], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.545057,"{'circle_3d': {'center': [2.6132428452565404, -0.2761475420666084, 72.52059981969512], 'normal': [-0.15447326508427336, 0.5507153223203397, -0.8202747369849983], 'radius': 2.0768886842462497}, 'confidence': 0.8511058276088793, 'timestamp': 350273.018175, 'diameter_3d': 4.1537773684924995, 'ellipse': {'center': [182.41183038575457, 117.40872688881997], 'axes': [29.392229244792087, 35.537528213110555], 'angle': -77.22496952605466}, 'location': [182.41183038575457, 117.40872688881997], 'diameter': 35.537528213110555, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1540173110046177, 'phi': -1.7569352816495336, 'norm_pos': [0.570036969955483, 0.5107969712965834], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.553684,"{'circle_3d': {'center': [2.6143504654910723, -0.27168553716943933, 72.52338839934393], 'normal': [-0.1543809633980624, 0.5510871560617705, -0.8200423553475977], 'radius': 2.0680189749773255}, 'confidence': 0.7173367024930155, 'timestamp': 350273.026575, 'diameter_3d': 4.136037949954651, 'ellipse': {'center': [182.41978736728308, 117.44886522322986], 'axes': [29.25608269515264, 35.38440066889735], 'angle': -77.24355709766398}, 'location': [182.41978736728308, 117.44886522322986], 'diameter': 35.38440066889735, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.154462850085899, 'phi': -1.7568781164700267, 'norm_pos': [0.5700618355227596, 0.5106297282365422], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581482588.5617971,"{'circle_3d': {'center': [2.615465441010536, -0.26721549578273773, 72.52618393955478], 'normal': [-0.15428804877144042, 0.5514596595106623, -0.8198093936633598], 'radius': 2.057343349520811}, 'confidence': 0.8101012593791512, 'timestamp': 350273.034975, 'diameter_3d': 4.114686699041622, 'ellipse': {'center': [182.4276863853048, 117.48945966699739], 'axes': [29.094448728580634, 35.200374989478], 'angle': -77.26219619488559}, 'location': [182.4276863853048, 117.48945966699739], 'diameter': 35.200374989478, 'sphere': {'center': [4.466922026267822, -6.884731409910689, 82.3638966635151], 'radius': 12.0}, 'projected_sphere': {'center': [193.62506836703437, 68.17470218070113], 'axes': [180.6616806971861, 180.6616806971861], 'angle': 90.0}, 'model_confidence': 0.5163455417153462, 'model_id': 1, 'model_birth_timestamp': 350254.571775, 'theta': 2.1549093231151035, 'phi': -1.756820324168968, 'norm_pos': [0.5700865199540776, 0.5104605847208442], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
