eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581481758.5240252,"{'circle_3d': {'center': [5.66973901383605e-07, 6.285069646949637e-07, 1.112837347960749e-05], 'normal': [-0.1516725369951826, 0.5493681411958625, -0.8216995113546361], 'radius': 3.666199291075549e-07}, 'confidence': 0.9999999999999807, 'timestamp': 349442.99595, 'diameter_3d': 7.332398582151098e-07, 'ellipse': {'center': [191.6831022894356, 154.7247639950471], 'axes': [32.56754865742785, 40.933341020319034], 'angle': -79.12686422848023}, 'location': [191.6831022894356, 154.7247639950471], 'diameter': 40.933341020319034, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6015052514175223, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041850315023, 'phi': -1.7533257758847, 'norm_pos': [0.5990096946544863, 0.3553134833539704], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.6164439,"{'circle_3d': {'center': [5.761599466413969e-07, 6.295065979600167e-07, 1.1127346214223621e-05], 'normal': [-0.15167253622967883, 0.5493681412791653, -0.8216995114402417], 'radius': 3.6436687783609804e-07}, 'confidence': 0.9999999999999865, 'timestamp': 349443.08835, 'diameter_3d': 7.287337556721961e-07, 'ellipse': {'center': [192.19688372276417, 154.78723548323933], 'axes': [32.37170416582794, 40.68739153118155], 'angle': -79.18596777511749}, 'location': [192.19688372276417, 154.78723548323933], 'diameter': 40.68739153118155, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6033366486168257, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.152404185131197, 'phi': -1.7533257749651885, 'norm_pos': [0.600615261633638, 0.3550531854865028], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.624656,"{'circle_3d': {'center': [5.756641299203835e-07, 6.335519282529845e-07, 1.1130142343773741e-05], 'normal': [-0.1516725362709969, 0.5493681416162762, -0.8216995112072308], 'radius': 3.54446917959893e-07}, 'confidence': 0.9999999999999809, 'timestamp': 349443.09675, 'diameter_3d': 7.08893835919786e-07, 'ellipse': {'center': [192.15608917647333, 155.01944798512463], 'axes': [31.47395061414609, 39.569369212717184], 'angle': -79.1831907205484}, 'location': [192.15608917647333, 155.01944798512463], 'diameter': 39.569369212717184, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6041560352531117, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.152404185534642, 'phi': -1.7533257750644335, 'norm_pos': [0.6004877786764792, 0.35408563339531407], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.632968,"{'circle_3d': {'center': [5.802688305411863e-07, 6.224761390782874e-07, 1.1121887386167373e-05], 'normal': [-0.15167253588727184, 0.5493681406932938, -0.8216995118951439], 'radius': 3.670458755867819e-07}, 'confidence': 0.9999999999999682, 'timestamp': 349443.10515, 'diameter_3d': 7.340917511735638e-07, 'ellipse': {'center': [192.44326315558195, 154.40786007556636], 'axes': [32.64139668141997, 41.007424149879085], 'angle': -79.21137562080133}, 'location': [192.44326315558195, 154.40786007556636], 'diameter': 41.007424149879085, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6027439591521522, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041844300417, 'phi': -1.7533257744633917, 'norm_pos': [0.6013851973611936, 0.35663391635180686], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.6405241,"{'circle_3d': {'center': [5.738606110305966e-07, 6.26189188501769e-07, 1.1125552696000796e-05], 'normal': [-0.15167253642129014, 0.5493681410027146, -0.8216995115897014], 'radius': 3.634887515290062e-07}, 'confidence': 0.9999999999999784, 'timestamp': 349443.11355, 'diameter_3d': 7.269775030580124e-07, 'ellipse': {'center': [192.07345708086842, 154.60925098074247], 'axes': [32.30451242186088, 40.59526557471806], 'angle': -79.17063922374201}, 'location': [192.07345708086842, 154.60925098074247], 'diameter': 40.59526557471806, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6032299253949769, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.152404184800348, 'phi': -1.7533257751582263, 'norm_pos': [0.6002295533777138, 0.35579478758023975], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.6495922,"{'circle_3d': {'center': [5.755123231310222e-07, 6.26679739212932e-07, 1.1125575786863351e-05], 'normal': [-0.15167253628364746, 0.5493681410435938, -0.8216995115877772], 'radius': 3.616256146383037e-07}, 'confidence': 0.9999999999999876, 'timestamp': 349443.12195, 'diameter_3d': 7.232512292766074e-07, 'ellipse': {'center': [192.164510198174, 154.63945929953928], 'axes': [32.13839826715548, 40.38738662180816], 'angle': -79.18129248892009}, 'location': [192.164510198174, 154.63945929953928], 'diameter': 40.38738662180816, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6042745010627182, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.152404184849271, 'phi': -1.7533257749966538, 'norm_pos': [0.6005140943692938, 0.35566891958525304], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.6566,"{'circle_3d': {'center': [5.688887469990078e-07, 6.212555989648649e-07, 1.112317194440493e-05], 'normal': [-0.15167253683561213, 0.5493681405915821, -0.8216995117880974], 'radius': 3.5614677314302174e-07}, 'confidence': 0.999999999999985, 'timestamp': 349443.13035, 'diameter_3d': 7.122935462860435e-07, 'ellipse': {'center': [191.7993768866276, 154.3529879032333], 'axes': [31.666044133404412, 39.78237728219634], 'angle': -79.13765019874852}, 'location': [191.7993768866276, 154.3529879032333], 'diameter': 39.78237728219634, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.605077059066983, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.152404184308316, 'phi': -1.7533257756027398, 'norm_pos': [0.5993730527707113, 0.3568625504031946], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.664803,"{'circle_3d': {'center': [5.770312367925357e-07, 6.271553418812914e-07, 1.1125613394113998e-05], 'normal': [-0.15167253615707132, 0.5493681410832273, -0.8216995115846433], 'radius': 3.55864658273362e-07}, 'confidence': 0.9999999999999866, 'timestamp': 349443.13875, 'diameter_3d': 7.11729316546724e-07, 'ellipse': {'center': [192.24614399376378, 154.6748293494004], 'axes': [31.62559716401323, 39.74395849551404], 'angle': -79.19099609516198}, 'location': [192.24614399376378, 154.6748293494004], 'diameter': 39.74395849551404, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6065663266838661, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041848967035, 'phi': -1.7533257748483682, 'norm_pos': [0.6007691999805118, 0.3555215443774984], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.672738,"{'circle_3d': {'center': [5.711952202336334e-07, 6.248742128178719e-07, 1.1125165523040437e-05], 'normal': [-0.15167253664340605, 0.5493681408931332, -0.8216995116219659], 'radius': 3.5942109137441086e-07}, 'confidence': 0.9999999999999701, 'timestamp': 349443.14715, 'diameter_3d': 7.188421827488217e-07, 'ellipse': {'center': [191.92390160688555, 154.54352257209263], 'axes': [31.945450612185297, 40.141634562489564], 'angle': -79.15318763157859}, 'location': [191.92390160688555, 154.54352257209263], 'diameter': 40.141634562489564, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6051519036487707, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.152404184669204, 'phi': -1.7533257754126237, 'norm_pos': [0.5997621925215173, 0.356068655949614], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.680002,"{'circle_3d': {'center': [5.758213796891454e-07, 6.280633604305308e-07, 1.1126443792974783e-05], 'normal': [-0.15167253625789276, 0.5493681411588955, -0.8216995115154433], 'radius': 3.592895545879747e-07}, 'confidence': 0.9999999999999825, 'timestamp': 349443.15555, 'diameter_3d': 7.185791091759494e-07, 'ellipse': {'center': [192.17802661350882, 154.7175595357224], 'axes': [31.92557990572298, 40.123373315292575], 'angle': -79.18344394914052}, 'location': [192.17802661350882, 154.7175595357224], 'diameter': 40.123373315292575, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6042530809902802, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041849872613, 'phi': -1.7533257749820568, 'norm_pos': [0.600556333167215, 0.35534350193449005], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.692405,"{'circle_3d': {'center': [5.740293507194849e-07, 6.305461281996827e-07, 1.1128434492135852e-05], 'normal': [-0.1516725364072285, 0.5493681413657928, -0.8216995113495518], 'radius': 3.5922037578362495e-07}, 'confidence': 0.9999999999999841, 'timestamp': 349443.16395, 'diameter_3d': 7.184407515672499e-07, 'ellipse': {'center': [192.07234358678906, 154.84987458129487], 'axes': [31.90823918667347, 40.10817372765669], 'angle': -79.17233128058201}, 'location': [192.07234358678906, 154.84987458129487], 'diameter': 40.10817372765669, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6028759564701724, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041852348703, 'phi': -1.7533257751938462, 'norm_pos': [0.6002260737087158, 0.35479218924460476], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.700737,"{'circle_3d': {'center': [5.805471874342771e-07, 6.298483823385936e-07, 1.1126764908553355e-05], 'normal': [-0.15167253586407545, 0.5493681413076473, -0.8216995114886838], 'radius': 3.5552997471481764e-07}, 'confidence': 0.999999999999982, 'timestamp': 349443.17235, 'diameter_3d': 7.110599494296353e-07, 'ellipse': {'center': [192.4386066508929, 154.8218948687064], 'axes': [31.588656028187295, 39.70325717110444], 'angle': -79.2139923841509}, 'location': [192.4386066508929, 154.8218948687064], 'diameter': 39.70325717110444, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6027536344764495, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041851652833, 'phi': -1.7533257745243895, 'norm_pos': [0.6013706457840403, 0.35490877138039], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.710366,"{'circle_3d': {'center': [5.741149335936058e-07, 6.339294875701285e-07, 1.113068072555734e-05], 'normal': [-0.1516725364000966, 0.5493681416477395, -0.8216995111623656], 'radius': 3.56369661658184e-07}, 'confidence': 0.999999999999981, 'timestamp': 349443.18075, 'diameter_3d': 7.12739323316368e-07, 'ellipse': {'center': [192.06917502955685, 155.0358415245451], 'axes': [31.641978003505642, 39.78186101554698], 'angle': -79.1733607427639}, 'location': [192.06917502955685, 155.0358415245451], 'diameter': 39.78186101554698, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6030851799697645, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041855722964, 'phi': -1.7533257752261162, 'norm_pos': [0.6002161719673651, 0.35401732698106203], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.7162979,"{'circle_3d': {'center': [5.746779252469025e-07, 6.310074622817297e-07, 1.112862321228647e-05], 'normal': [-0.15167253635318062, 0.5493681414042374, -0.821699511333825], 'radius': 3.5909760429874357e-07}, 'confidence': 0.9999999999999819, 'timestamp': 349443.18915, 'diameter_3d': 7.181952085974871e-07, 'ellipse': {'center': [192.10788123865615, 154.87519007022874], 'axes': [31.896127246976757, 40.09392817884813], 'angle': -79.17656609832797}, 'location': [192.10788123865615, 154.87519007022874], 'diameter': 40.09392817884813, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6033255305212704, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041852808797, 'phi': -1.7533257751336542, 'norm_pos': [0.6003371288708005, 0.35468670804071356], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581481758.724797,"{'circle_3d': {'center': [5.770523914261361e-07, 6.322853876028489e-07, 1.1129039313217959e-05], 'normal': [-0.15167253615530843, 0.5493681415107311, -0.8216995112991501], 'radius': 3.589027605750244e-07}, 'confidence': 0.9999999999999876, 'timestamp': 349443.19755, 'diameter_3d': 7.178055211500488e-07, 'ellipse': {'center': [192.23890432405688, 154.9454170009103], 'axes': [31.87600517975453, 40.07119434219041], 'angle': -79.19200271598045}, 'location': [192.23890432405688, 154.9454170009103], 'diameter': 40.07119434219041, 'sphere': {'center': [1.8200710109160927, -6.592417065843386, 9.860405264629113], 'radius': 12.0}, 'projected_sphere': {'center': [274.4419520783685, -294.5162872244925], 'axes': [1509.0657635925972, 1509.0657635925972], 'angle': 90.0}, 'model_confidence': 0.6028546015577785, 'model_id': 1, 'model_birth_timestamp': 349418.737777, 'theta': 2.1524041854083285, 'phi': -1.7533257749083127, 'norm_pos': [0.6007465760126778, 0.3543940958295404], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
