eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1582011730.296101,"{'circle_3d': {'center': [-0.8462536232945302, 1.5453267409908626, 11.778179400544875], 'normal': [0.062338303567303126, -0.6725738969401412, -0.7373996806773807], 'radius': 0.3095370472478934}, 'confidence': 0.3406471856882296, 'timestamp': 4654.026911, 'diameter_3d': 0.6190740944957868, 'ellipse': {'center': [115.41971896086012, 201.58364134520264], 'axes': [26.99129057427786, 32.67652822781569], 'angle': 89.26979795114315}, 'location': [115.41971896086012, 201.58364134520264], 'diameter': 32.67652822781569, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8331149140500881, 'phi': -1.4864588435111643, 'norm_pos': [0.3606866217526879, 0.16006816106165567], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.1432068,"{'circle_3d': {'center': [-0.6233023356666638, 1.4163881977205577, 11.919507353686715], 'normal': [0.08091757753629199, -0.6833187755460001, -0.7256223512488941], 'radius': 0.30800973771622525}, 'confidence': 0.38277474450010124, 'timestamp': 4655.874911, 'diameter_3d': 0.6160194754324505, 'ellipse': {'center': [127.54400236585676, 193.90288414847367], 'axes': [25.97064576568133, 32.07950514046186], 'angle': -86.77158074970897}, 'location': [127.54400236585676, 193.90288414847367], 'diameter': 32.07950514046186, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8184977847179308, 'phi': -1.4597404307412603, 'norm_pos': [0.39857500739330237, 0.1920713160480264], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.151484,"{'circle_3d': {'center': [-0.8216470087120388, 1.422444152959562, 11.8939846335943], 'normal': [0.06438885478251076, -0.6828141126094165, -0.7277492445899287], 'radius': 0.3102427907374254}, 'confidence': 0.4110260510502886, 'timestamp': 4655.883311, 'diameter_3d': 0.6204855814748508, 'ellipse': {'center': [117.1363655145191, 194.38143779781683], 'axes': [26.27191339036331, 32.42329790484301], 'angle': -89.98038732410384}, 'location': [117.1363655145191, 194.38143779781683], 'diameter': 32.42329790484301, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8191887666626018, 'phi': -1.4825494130359764, 'norm_pos': [0.36605114223287216, 0.19007734250909658], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.158022,"{'circle_3d': {'center': [-0.9857150406160244, 1.3339958645455923, 11.964731103863494], 'normal': [0.05071651879051194, -0.6901848033105805, -0.7218537054008292], 'radius': 0.31184731143144495}, 'confidence': 0.391807722133282, 'timestamp': 4655.891711, 'diameter_3d': 0.6236946228628899, 'ellipse': {'center': [108.88921714616261, 189.35869079786846], 'axes': [25.86609506926976, 32.44211828939154], 'angle': 87.72574118932735}, 'location': [108.88921714616261, 189.35869079786846], 'diameter': 32.44211828939154, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8090519225465964, 'phi': -1.5006528693922552, 'norm_pos': [0.34027880358175816, 0.21100545500888146], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.165657,"{'circle_3d': {'center': [-1.3156298273718345, 1.4261502451130852, 11.86083620450956], 'normal': [0.023223619894194428, -0.6825052715966227, -0.7305116136803236], 'radius': 0.30810764508410043}, 'confidence': 0.368715615921927, 'timestamp': 4655.900111, 'diameter_3d': 0.6162152901682009, 'ellipse': {'center': [91.19949849404192, 194.78109840585512], 'axes': [26.065522287889912, 32.46347760110433], 'angle': 82.32746334052477}, 'location': [91.19949849404192, 194.78109840585512], 'diameter': 32.46347760110433, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8196114101824746, 'phi': -1.5390161326633425, 'norm_pos': [0.284998432793881, 0.18841208997560366], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.174443,"{'circle_3d': {'center': [-1.0186196688361306, 1.5945650922469898, 11.72070061020093], 'normal': [0.047974466438836426, -0.6684707010021307, -0.7421895798727095], 'radius': 0.3087228211841863}, 'confidence': 0.3385391332237752, 'timestamp': 4655.908511, 'diameter_3d': 0.6174456423683726, 'ellipse': {'center': [106.08508056503038, 204.58885556648738], 'axes': [27.23751005312773, 32.808895586023084], 'angle': 86.10771807519806}, 'location': [106.08508056503038, 204.58885556648738], 'diameter': 32.808895586023084, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8386456766074735, 'phi': -1.506247027138924, 'norm_pos': [0.3315158767657199, 0.14754643513963595], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.181998,"{'circle_3d': {'center': [-0.7762560427828114, 1.5808984751288069, 11.752039244293895], 'normal': [0.06817143527661303, -0.6696095857619793, -0.7395780270316291], 'radius': 0.31265744779775323}, 'confidence': 0.38829551354803526, 'timestamp': 4655.916911, 'diameter_3d': 0.6253148955955065, 'ellipse': {'center': [119.01194598153629, 203.6472927909419], 'axes': [27.472359188884102, 33.060967076658905], 'angle': -89.6132138559488}, 'location': [119.01194598153629, 203.6472927909419], 'diameter': 33.060967076658905, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8371133234196846, 'phi': -1.4788799370979766, 'norm_pos': [0.3719123311923009, 0.15146961337107545], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.1940758,"{'circle_3d': {'center': [-0.7960644290889702, 1.5819950226002621, 11.749243190246936], 'normal': [0.06652073641776646, -0.6695182068060247, -0.7398110315355423], 'radius': 0.3116022401246938}, 'confidence': 0.442075795338328, 'timestamp': 4655.925311, 'diameter_3d': 0.6232044802493876, 'ellipse': {'center': [117.95734510961111, 203.72351775108683], 'axes': [27.391894881736906, 32.96241101601058], 'angle': -89.96505793959105}, 'location': [117.95734510961111, 203.72351775108683], 'diameter': 32.96241101601058, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8372363505585247, 'phi': -1.4811216288663707, 'norm_pos': [0.3686167034675347, 0.15115200937047157], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.20183,"{'circle_3d': {'center': [0.11853345693312889, 1.7629840487445163, 11.716703787060162], 'normal': [0.14273722691960808, -0.6544357879606703, -0.7425226484677736], 'radius': 0.3089461370301502}, 'confidence': 0.03168051164461048, 'timestamp': 4655.933711, 'diameter_3d': 0.6178922740603005, 'ellipse': {'center': [166.22856117717998, 213.52854473262806], 'axes': [27.422310626697882, 32.7449076433281], 'angle': -73.16244685238617}, 'location': [166.22856117717998, 213.52854473262806], 'diameter': 32.7449076433281, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8573601436716304, 'phi': -1.380880236417147, 'norm_pos': [0.5194642536786874, 0.11029773028071643], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.209781,"{'circle_3d': {'center': [-0.8411666545979554, 1.7514803265142316, 11.594880450471516], 'normal': [0.06276221762535104, -0.6553944314798607, -0.7526745931834942], 'radius': 0.3142127466503374}, 'confidence': 0.07129841860461303, 'timestamp': 4655.942111, 'diameter_3d': 0.6284254933006748, 'ellipse': {'center': [114.98540330184107, 213.9094356946914], 'axes': [28.704320319958402, 33.69834896240759], 'angle': 88.63480647833592}, 'location': [114.98540330184107, 213.9094356946914], 'diameter': 33.69834896240759, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8560915971383296, 'phi': -1.4876031954315252, 'norm_pos': [0.35932938531825337, 0.10871068460545241], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.217555,"{'circle_3d': {'center': [-0.8672439541422033, 1.575252613096783, 11.749232715775092], 'normal': [0.060589109329997025, -0.6700800742646478, -0.7398119044081959], 'radius': 0.31166341915183193}, 'confidence': 0.34730883859860523, 'timestamp': 4655.950511, 'diameter_3d': 0.6233268383036639, 'ellipse': {'center': [114.20191109243171, 203.367963244564], 'axes': [27.369350780105837, 32.9890268802917], 'angle': 88.80915004560748}, 'location': [114.20191109243171, 203.367963244564], 'diameter': 32.9890268802917, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8364796697845082, 'phi': -1.4890807058447757, 'norm_pos': [0.3568809721638491, 0.1526334864809833], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.2262652,"{'circle_3d': {'center': [-0.2622492494382549, 1.4143285112882786, 11.969338014619309], 'normal': [0.11100533472199274, -0.6834904160820233, -0.7214697961711779], 'radius': 0.3099144651837612}, 'confidence': 0.29572183522019274, 'timestamp': 4655.958911, 'diameter_3d': 0.6198289303675224, 'ellipse': {'center': [146.37807792144218, 193.4894243986659], 'axes': [25.843182130571346, 32.111851309935396], 'angle': -81.01846505026502}, 'location': [146.37807792144218, 193.4894243986659], 'diameter': 32.111851309935396, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8182626735231796, 'phi': -1.418133483406557, 'norm_pos': [0.45743149350450685, 0.19379406500555874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.23414,"{'circle_3d': {'center': [-0.002285531574778288, 1.1682344016757007, 12.254574672002144], 'normal': [0.13266897787728246, -0.7039982585497381, -0.6977000747226083], 'radius': 0.30490017293137456}, 'confidence': 0.3840340427950617, 'timestamp': 4655.967311, 'diameter_3d': 0.6098003458627491, 'ellipse': {'center': [159.84879306460687, 179.3122540464127], 'axes': [23.59968501856219, 30.862569363194517], 'angle': -78.00659397997065}, 'location': [159.84879306460687, 179.3122540464127], 'diameter': 30.862569363194517, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7897846716246999, 'phi': -1.3828878003577896, 'norm_pos': [0.4995274783268965, 0.2528656081399471], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.241601,"{'circle_3d': {'center': [0.6115043885521796, 1.3573736680827473, 12.205222008126837], 'normal': [0.18381813788786228, -0.6882366530158176, -0.7018127967122173], 'radius': 0.3141674658979182}, 'confidence': 0.11215503041123544, 'timestamp': 4655.975711, 'diameter_3d': 0.6283349317958364, 'ellipse': {'center': [191.0205917117747, 189.17344739161965], 'axes': [24.468536675119616, 32.04003515636446], 'angle': -69.23923437168591}, 'location': [191.0205917117747, 189.17344739161965], 'diameter': 32.04003515636446, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8117406576639211, 'phi': -1.314631577487759, 'norm_pos': [0.5969393490992959, 0.2117773025349181], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.2507389,"{'circle_3d': {'center': [0.5542281843915677, 1.605049559282648, 11.95489266535639], 'normal': [0.179045120874478, -0.667596995415826, -0.7226735752764213], 'radius': 0.3101899518334781}, 'confidence': 0.3059257748649965, 'timestamp': 4655.984111, 'diameter_3d': 0.6203799036669562, 'ellipse': {'center': [188.69838883929484, 203.46868110721803], 'axes': [25.76787216712484, 32.31443553411121], 'angle': -68.01793094233244}, 'location': [188.69838883929484, 203.46868110721803], 'diameter': 32.31443553411121, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8398198057460091, 'phi': -1.3279328536573156, 'norm_pos': [0.5896824651227963, 0.15221382871992484], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.257717,"{'circle_3d': {'center': [-0.27362792196126384, 1.7639227660418477, 11.649374531421476], 'normal': [0.110057112011742, -0.6543575615192259, -0.7481334197709973], 'radius': 0.31222233519105874}, 'confidence': 0.07235287616881553, 'timestamp': 4655.992511, 'diameter_3d': 0.6244446703821175, 'ellipse': {'center': [145.39575642394126, 214.12683780931133], 'axes': [28.251127661492028, 33.23939003264058], 'angle': -80.22558548819728}, 'location': [145.39575642394126, 214.12683780931133], 'diameter': 33.23939003264058, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8574635970778864, 'phi': -1.4247350169312862, 'norm_pos': [0.45436173882481645, 0.10780484246120281], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.266061,"{'circle_3d': {'center': [-0.6573955678612284, 1.5727398909128105, 11.771202454037523], 'normal': [0.07807647485341161, -0.670289467779979, -0.7379810928863267], 'radius': 0.31269066116680533}, 'confidence': 0.1999550538444554, 'timestamp': 4656.000911, 'diameter_3d': 0.6253813223336107, 'ellipse': {'center': [125.33802743642653, 203.08076088804305], 'axes': [27.378786488152414, 32.98351443079891], 'angle': -87.5008201606344}, 'location': [125.33802743642653, 203.08076088804305], 'diameter': 32.98351443079891, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8361975421544326, 'phi': -1.4653910381749722, 'norm_pos': [0.3916813357388329, 0.15383016296648733], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.27904,"{'circle_3d': {'center': [-0.7041803791404915, 1.5886291996279027, 11.751979586963252], 'normal': [0.07417774058013969, -0.668965358720388, -0.7395829984758494], 'radius': 0.3115113154549891}, 'confidence': 0.34756163805984325, 'timestamp': 4656.009311, 'diameter_3d': 0.6230226309099782, 'ellipse': {'center': [122.81377166218174, 204.05370513548246], 'axes': [27.39592616514817, 32.92266618990227], 'angle': -88.35360686650536}, 'location': [122.81377166218174, 204.05370513548246], 'diameter': 32.92266618990227, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8379803813340795, 'phi': -1.4708339119218055, 'norm_pos': [0.38379303644431795, 0.14977622860215645], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.285815,"{'circle_3d': {'center': [-0.9664954792807307, 1.5009778447810547, 11.809447852954703], 'normal': [0.05231814890178642, -0.6762696382909585, -0.734793976309895], 'radius': 0.3082603921529028}, 'confidence': 0.33307071761657214, 'timestamp': 4656.017711, 'diameter_3d': 0.6165207843058056, 'ellipse': {'center': [109.22650459170154, 199.03653974822004], 'axes': [26.615320319578736, 32.4908917512162], 'angle': 87.40507628170587}, 'location': [109.22650459170154, 199.03653974822004], 'diameter': 32.4908917512162, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8281094649863796, 'phi': -1.4997151695314976, 'norm_pos': [0.3413328268490673, 0.17068108438241647], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.294461,"{'circle_3d': {'center': [-0.9570429034017569, 1.3329840221025115, 11.96776106442812], 'normal': [0.05310586355836757, -0.6902691235141706, -0.7216012086871104], 'radius': 0.310274925869459}, 'confidence': 0.3939631311064217, 'timestamp': 4656.026111, 'diameter_3d': 0.620549851738918, 'ellipse': {'center': [110.38762891601417, 189.28626244657687], 'axes': [25.72786253186654, 32.26169311576189], 'angle': 88.16327912379354}, 'location': [110.38762891601417, 189.28626244657687], 'diameter': 32.26169311576189, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8089353926588432, 'phi': -1.4973342858509573, 'norm_pos': [0.3449613403625443, 0.2113072398059297], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.303304,"{'circle_3d': {'center': [-1.304326678223999, 1.3450684987838777, 11.937667881807338], 'normal': [0.024165548989847394, -0.6892620837907235, -0.724108973905509], 'radius': 0.3101015054642048}, 'confidence': 0.33806655754127385, 'timestamp': 4656.034511, 'diameter_3d': 0.6202030109284096, 'ellipse': {'center': [92.22883895923394, 190.08937829173797], 'axes': [25.73267879737687, 32.449986372203725], 'angle': 82.97174651101282}, 'location': [92.22883895923394, 190.08937829173797], 'diameter': 32.449986372203725, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8103262690194122, 'phi': -1.5374359011724663, 'norm_pos': [0.28821512174760605, 0.2079609237844251], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.3109472,"{'circle_3d': {'center': [-1.3701481480929238, 1.256262478495259, 12.021107289035822], 'normal': [0.01868042650077032, -0.6966625854814414, -0.7171556899698017], 'radius': 0.30967482172033534}, 'confidence': 0.38729476465419627, 'timestamp': 4656.042911, 'diameter_3d': 0.6193496434406707, 'ellipse': {'center': [89.30501277145824, 185.01945013314852], 'axes': [25.11386286322801, 32.19859307402309], 'angle': 82.5503075790695}, 'location': [89.30501277145824, 185.01945013314852], 'diameter': 32.19859307402309, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8000615071767626, 'phi': -1.5447542781544779, 'norm_pos': [0.279078164910807, 0.22908562444521452], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.320503,"{'circle_3d': {'center': [-1.3673221807962523, 1.3465056863219331, 11.934426595390756], 'normal': [0.01891592377549295, -0.6891423181625521, -0.7243790811068908], 'radius': 0.30895680081850463}, 'confidence': 0.4595589880923482, 'timestamp': 4656.051311, 'diameter_3d': 0.6179136016370093, 'ellipse': {'center': [88.93853560283935, 190.18148629290616], 'axes': [25.619648256092294, 32.3658980417331], 'angle': 82.06744232505604}, 'location': [88.93853560283935, 190.18148629290616], 'diameter': 32.3658980417331, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8104915612391532, 'phi': -1.5446889661440593, 'norm_pos': [0.27793292375887296, 0.20757714044622433], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.326488,"{'circle_3d': {'center': [-1.2873847559792113, 1.3369901349897262, 11.945947099004961], 'normal': [0.025577375843579702, -0.6899352807735694, -0.7234190391390403], 'radius': 0.30793877705796957}, 'confidence': 0.30788326603634436, 'timestamp': 4656.059711, 'diameter_3d': 0.6158775541159391, 'ellipse': {'center': [93.15535983348455, 189.61806277768375], 'axes': [25.509196195847867, 32.193529348748086], 'angle': 83.25974564697368}, 'location': [93.15535983348455, 189.61806277768375], 'diameter': 32.193529348748086, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8093966849770109, 'phi': -1.5354548101012846, 'norm_pos': [0.29111049947963924, 0.20992473842631776], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.334669,"{'circle_3d': {'center': [-1.0295166385043217, 1.5099849640147536, 11.796909678626875], 'normal': [0.04706638563315383, -0.6755190450214837, -0.7358388241705475], 'radius': 0.3121520034141578}, 'confidence': 0.34948092407134046, 'timestamp': 4656.068111, 'diameter_3d': 0.6243040068283155, 'ellipse': {'center': [105.86016673721733, 199.60031052409585], 'axes': [27.007098327634303, 32.95845083353146], 'angle': 86.32985654322638}, 'location': [105.86016673721733, 199.60031052409585], 'diameter': 32.95845083353146, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8291279112237535, 'phi': -1.5069204420661328, 'norm_pos': [0.33081302105380417, 0.16833203948293396], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.341252,"{'circle_3d': {'center': [-1.1510414524192498, 1.3202375869457867, 11.967859350586956], 'normal': [0.03693931780690983, -0.6913313264438977, -0.7215930181738741], 'radius': 0.30909763119264594}, 'confidence': 0.3846172154825312, 'timestamp': 4656.076511, 'diameter_3d': 0.6181952623852919, 'ellipse': {'center': [100.3397138607029, 188.62371919217316], 'axes': [25.537848659654042, 32.2018346634106], 'angle': 85.32039254576628}, 'location': [100.3397138607029, 188.62371919217316], 'diameter': 32.2018346634106, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8074663246283109, 'phi': -1.5196496272571334, 'norm_pos': [0.31356160581469655, 0.21406783669927854], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011732.353575,"{'circle_3d': {'center': [-0.9615464308816493, 1.5075346026186889, 11.803771354663752], 'normal': [0.052730569601709874, -0.6757232418044891, -0.7352670178341411], 'radius': 0.3080520324742343}, 'confidence': 0.3652199560430678, 'timestamp': 4656.084911, 'diameter_3d': 0.6161040649484686, 'ellipse': {'center': [109.46202626619322, 199.41878945173892], 'axes': [26.638113411998464, 32.483182101465424], 'angle': 87.46055017909845}, 'location': [109.46202626619322, 199.41878945173892], 'diameter': 32.483182101465424, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8288509399581755, 'phi': -1.4992026816169832, 'norm_pos': [0.3420688320818538, 0.16908837728442117], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
