eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1582011708.0737128,"{'circle_3d': {'center': [-0.7420535246473144, 35.66314814348837, 424.7704315032977], 'normal': [-0.06859832209387327, -0.877234870483337, -0.47513498315109165], 'radius': 13.149296345996675}, 'confidence': 1.1395635106659086e-05, 'timestamp': 4631.808911, 'diameter_3d': 26.29859269199335, 'ellipse': {'center': [158.93546502186942, 172.34083192472963], 'axes': [21.07580871809554, 38.40145048068121], 'angle': 85.20039745237789}, 'location': [158.93546502186942, 172.34083192472963], 'diameter': 38.40145048068121, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5007247443709872, 'phi': -1.7141820258113787, 'norm_pos': [0.4966733281933419, 0.28191320031362654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.656998,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357003145284908}, 'confidence': 0.7684097924303979, 'timestamp': 4637.386511, 'diameter_3d': 0.8714006290569816, 'ellipse': {'center': [-228.72269686893816, -538.2691969466806], 'axes': [261.97778533721834, 341.05326634544724], 'angle': 139.027488108453}, 'location': [-228.72269686893816, -538.2691969466806], 'diameter': 341.05326634544724, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7147584277154317, 3.242788320611169], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.663279,"{'circle_3d': {'center': [0.3942639641177528, -0.08304413119249254, 0.1683784437831619], 'normal': [0.15446857741997527, -0.7176596739118025, -0.679046427743092], 'radius': 0.435703256561958}, 'confidence': 0.939893375131746, 'timestamp': 4637.394911, 'diameter_3d': 0.871406513123916, 'ellipse': {'center': [-229.62716499376324, -538.3833618147584], 'axes': [260.0701906447602, 343.9064208038192], 'angle': 138.5931210864399}, 'location': [-229.62716499376324, -538.3833618147584], 'diameter': 343.9064208038192, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703604889446589, 'phi': -1.3471239078738069, 'norm_pos': [-0.7175848906055101, 3.243264007561493], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.671514,"{'circle_3d': {'center': [0.19662533594459708, -0.24776263754258032, 0.3026732144414286], 'normal': [0.137998691738879, -0.7313862161076433, -0.6678551968549032], 'radius': 0.43595021452363286}, 'confidence': 0.09243584276943691, 'timestamp': 4637.403311, 'diameter_3d': 0.8719004290472657, 'ellipse': {'center': [-1744.468723318743, -689.0865087196592], 'axes': [658.6729506542738, 1721.2450909589427], 'angle': 120.05723952183011}, 'location': [-1744.468723318743, -689.0865087196592], 'diameter': 1721.2450909589427, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7504439018210892, 'phi': -1.3670342975690943, 'norm_pos': [-5.451464760371072, 3.8711937863319132], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.679132,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357094010434823}, 'confidence': 0.8009183951458081, 'timestamp': 4637.411711, 'diameter_3d': 0.8714188020869647, 'ellipse': {'center': [-228.69333806465443, -538.2635736963343], 'axes': [261.812043137599, 341.25390512325384], 'angle': 138.99370703086942}, 'location': [-228.69333806465443, -538.2635736963343], 'diameter': 341.25390512325384, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.714666681452045, 3.2427648904013933], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.688564,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357243558506966}, 'confidence': 0.7303787856865923, 'timestamp': 4637.420111, 'diameter_3d': 0.8714487117013932, 'ellipse': {'center': [-228.64502466534555, -538.2543199700323], 'axes': [261.53961221853984, 341.5842189460342], 'angle': 138.93815853827556}, 'location': [-228.64502466534555, -538.2543199700323], 'diameter': 341.5842189460342, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7145157020792048, 3.2427263332084677], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.6943748,"{'circle_3d': {'center': [0.3941451950628694, -0.08307387426045665, 0.1683828616532992], 'normal': [0.154458679998735, -0.7176621525007997, -0.6790460595872473], 'radius': 0.4357002731715628}, 'confidence': 0.9273321086411018, 'timestamp': 4637.428511, 'diameter_3d': 0.8714005463431256, 'ellipse': {'center': [-229.50188968139537, -538.3548063214506], 'axes': [258.3129323564742, 346.0566474827843], 'angle': 138.23454921481053}, 'location': [-229.50188968139537, -538.3548063214506], 'diameter': 346.0566474827843, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703569297618252, 'phi': -1.3471376490099107, 'norm_pos': [-0.7171934052543605, 3.2431450263393775], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.705445,"{'circle_3d': {'center': [0.3949273737311696, -0.08240368739761905, 0.16785256251813152], 'normal': [0.15452386155442668, -0.7176063035955632, -0.6790902511818446], 'radius': 0.43575038368100816}, 'confidence': 0.5582638585024614, 'timestamp': 4637.436911, 'diameter_3d': 0.8715007673620163, 'ellipse': {'center': [-227.7319578505912, -538.1409276178018], 'axes': [264.04498905508785, 338.0667558249091], 'angle': 139.4921942125535}, 'location': [-227.7319578505912, -538.1409276178018], 'diameter': 338.0667558249091, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7704371240240839, 'phi': -1.347060462582355, 'norm_pos': [-0.7116623682830975, 3.2422538650741743], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.713564,"{'circle_3d': {'center': [0.19714385663234624, -0.24716426996410945, 0.3021251255946762], 'normal': [0.1380419017961914, -0.7313363521427707, -0.6679008709254659], 'radius': 0.4358339997809001}, 'confidence': 0.3626757962842784, 'timestamp': 4637.445311, 'diameter_3d': 0.8716679995618002, 'ellipse': {'center': [-1710.7158444384377, -685.656214137385], 'axes': [626.0538056717616, 1753.8157703652957], 'angle': 118.78079802729857}, 'location': [-1710.7158444384377, -685.656214137385], 'diameter': 1753.8157703652957, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7505170171867079, 'phi': -1.3669858035206655, 'norm_pos': [-5.3459870138701175, 3.856900892239104], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.723053,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357345648125099}, 'confidence': 0.8364275436728009, 'timestamp': 4637.453711, 'diameter_3d': 0.8714691296250198, 'ellipse': {'center': [-228.61204763180297, -538.2480037006948], 'axes': [261.3538873709616, 341.8097782467945], 'angle': 138.90027343882159}, 'location': [-228.61204763180297, -538.2480037006948], 'diameter': 341.8097782467945, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7144126488493843, 3.2427000154195613], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.731958,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.43574264050595385}, 'confidence': 0.8741789665084327, 'timestamp': 4637.462111, 'diameter_3d': 0.8714852810119077, 'ellipse': {'center': [-228.58596396865653, -538.243007755819], 'axes': [261.20711608642847, 341.98824403514374], 'angle': 138.87032519725227}, 'location': [-228.58596396865653, -538.243007755819], 'diameter': 341.98824403514374, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7143311374020517, 3.242679198982579], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.737857,"{'circle_3d': {'center': [0.3940041062156556, -0.08311035505607478, 0.16838932568582976], 'normal': [0.15444692259480056, -0.7176651925671013, -0.6790455209178698], 'radius': 0.43571283707677627}, 'confidence': 1.0, 'timestamp': 4637.470511, 'diameter_3d': 0.8714256741535525, 'ellipse': {'center': [-229.3069405301993, -538.3118230275569], 'axes': [255.97544911297072, 348.9662443116766], 'angle': 137.7555274003357}, 'location': [-229.3069405301993, -538.3118230275569], 'diameter': 348.9662443116766, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703525642958327, 'phi': -1.3471539403232897, 'norm_pos': [-0.7165841891568728, 3.242965929281487], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.746586,"{'circle_3d': {'center': [0.3946534198409619, -0.08247762336811704, 0.1678683599335038], 'normal': [0.15450103206357604, -0.717612464926438, -0.6790889347305636], 'radius': 0.4357381551047564}, 'confidence': 0.8449948979891266, 'timestamp': 4637.478911, 'diameter_3d': 0.8714763102095128, 'ellipse': {'center': [-227.48979554389268, -538.0829949936234], 'axes': [260.0855034701284, 342.80777970359156], 'angle': 138.68685534523829}, 'location': [-227.48979554389268, -538.0829949936234], 'diameter': 342.80777970359156, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7704282772039115, 'phi': -1.3470920062970573, 'norm_pos': [-0.7109056110746647, 3.2420124791400977], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.7560802,"{'circle_3d': {'center': [0.1967450613850239, -0.24727341299661632, 0.30216222240681745], 'normal': [0.13800866885891452, -0.7313454473954795, -0.6678977795244541], 'radius': 0.4357541553895206}, 'confidence': 0.34729525667377265, 'timestamp': 4637.487311, 'diameter_3d': 0.8715083107790412, 'ellipse': {'center': [-1714.2504333637007, -685.7806376891106], 'axes': [626.4542008326988, 1762.5044230838243], 'angle': 118.69731236007664}, 'location': [-1714.2504333637007, -685.7806376891106], 'diameter': 1762.5044230838243, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.750503681275413, 'phi': -1.3670326056491262, 'norm_pos': [-5.357032604261565, 3.8574193237046273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.762016,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357328546848517}, 'confidence': 0.8133253203710564, 'timestamp': 4637.495711, 'diameter_3d': 0.8714657093697034, 'ellipse': {'center': [-228.61757144985074, -538.2490617073985], 'axes': [261.38498436931695, 341.7719903762233], 'angle': 138.90661765948124}, 'location': [-228.61757144985074, -538.2490617073985], 'diameter': 341.7719903762233, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7144299107807836, 3.242704423780827], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.771467,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.43575224889449776}, 'confidence': 0.7511684867516404, 'timestamp': 4637.504111, 'diameter_3d': 0.8715044977889955, 'ellipse': {'center': [-228.55493270771314, -538.2370641708161], 'axes': [261.0326551184357, 342.2006261203006], 'angle': 138.83471656273676}, 'location': [-228.55493270771314, -538.2370641708161], 'diameter': 342.2006261203006, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7142341647116035, 3.242654434045067], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.7797272,"{'circle_3d': {'center': [0.39386630542051826, -0.08314944091811505, 0.1683992933724774], 'normal': [0.15443543919520575, -0.7176684497222712, -0.6790446902773158], 'radius': 0.43563433610328844}, 'confidence': 0.8846832132672824, 'timestamp': 4637.512511, 'diameter_3d': 0.8712686722065769, 'ellipse': {'center': [-229.4287301654996, -538.3289229337809], 'axes': [255.34775874517422, 349.7480593296327], 'angle': 137.62667339266252}, 'location': [-229.4287301654996, -538.3289229337809], 'diameter': 349.7480593296327, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703478870733744, 'phi': -1.3471697551343922, 'norm_pos': [-0.7169647817671863, 3.2430371788907535], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.787031,"{'circle_3d': {'center': [0.3943918902850623, -0.08255188067090913, 0.1678873331103521], 'normal': [0.15447923793391774, -0.717618653035004, -0.679087353632493], 'radius': 0.43573090667652636}, 'confidence': 1.0, 'timestamp': 4637.520911, 'diameter_3d': 0.8714618133530527, 'ellipse': {'center': [-227.26355107034294, -538.0279041464066], 'axes': [256.3437039702146, 347.4245720776954], 'angle': 137.91975009933452}, 'location': [-227.26355107034294, -538.0279041464066], 'diameter': 347.4245720776954, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7704193918535004, 'phi': -1.3471220166752789, 'norm_pos': [-0.7101985970948217, 3.241782933943361], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.799711,"{'circle_3d': {'center': [0.1963674935812727, -0.24738062144024298, 0.3022016075663494], 'normal': [0.13797720487526863, -0.7313543814324485, -0.6678944974278265], 'radius': 0.4356844137755388}, 'confidence': 0.35945219730118655, 'timestamp': 4637.529311, 'diameter_3d': 0.8713688275510776, 'ellipse': {'center': [-1717.5942849535766, -685.8909371186807], 'axes': [626.8182751696636, 1770.8980883221295], 'angle': 118.61670547534159}, 'location': [-1717.5942849535766, -685.8909371186807], 'diameter': 1770.8980883221295, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7504905815609694, 'phi': -1.3670768124005173, 'norm_pos': [-5.367482140479927, 3.8578789046611695], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.808758,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.43576949302250434}, 'confidence': 0.8518625768295793, 'timestamp': 4637.537711, 'diameter_3d': 0.8715389860450087, 'ellipse': {'center': [-228.49924882190356, -538.2263987354277], 'axes': [260.7200038339928, 342.5819089638781], 'angle': 138.77087426123785}, 'location': [-228.49924882190356, -538.2263987354277], 'diameter': 342.5819089638781, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7140601525684487, 3.2426099947309486], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.8141,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357673659474261}, 'confidence': 0.9600748997314769, 'timestamp': 4637.546111, 'diameter_3d': 0.8715347318948522, 'ellipse': {'center': [-228.5061169283378, -538.2277142209466], 'axes': [260.7585381297603, 342.5348690601936], 'angle': 138.77874477291166}, 'location': [-228.5061169283378, -538.2277142209466], 'diameter': 342.5348690601936, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7140816154010556, 3.2426154759206107], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.822145,"{'circle_3d': {'center': [0.3937382155679603, -0.08318606292257158, 0.1684088679821425], 'normal': [0.15442476504082592, -0.7176715015559759, -0.6790438923931771], 'radius': 0.4355949613576759}, 'confidence': 0.642573956173127, 'timestamp': 4637.554511, 'diameter_3d': 0.8711899227153518, 'ellipse': {'center': [-229.43463568505746, -538.3242134722896], 'axes': [254.1814144374779, 351.22475953371253], 'angle': 137.38648649459773}, 'location': [-229.43463568505746, -538.3242134722896], 'diameter': 351.22475953371253, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703435046687811, 'phi': -1.3471844473895054, 'norm_pos': [-0.7169832365158045, 3.24301755613454], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.839028,"{'circle_3d': {'center': [0.1956406868964362, -0.24803130080738178, 0.302764042628354], 'normal': [0.13791663765153225, -0.7314086047130434, -0.667847627839326], 'radius': 0.43592594639598475}, 'confidence': 0.2465038190190501, 'timestamp': 4637.562911, 'diameter_3d': 0.8718518927919695, 'ellipse': {'center': [-1741.3396545440187, -687.8180032769087], 'axes': [645.522728081168, 1766.3179042846157], 'angle': 119.18077736175088}, 'location': [-1741.3396545440187, -687.8180032769087], 'diameter': 1766.3179042846157, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7504110716185113, 'phi': -1.3671498869245167, 'norm_pos': [-5.441686420450059, 3.8659083469871196], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.841677,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357634285232796}, 'confidence': 0.8508692970922536, 'timestamp': 4637.571311, 'diameter_3d': 0.8715268570465592, 'ellipse': {'center': [-228.51883086597036, -538.2301493900871], 'axes': [260.8298922420054, 342.4477998164025], 'angle': 138.7933171914434}, 'location': [-228.51883086597036, -538.2301493900871], 'diameter': 342.4477998164025, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.7141213464561573, 3.2426256224586965], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.847046,"{'circle_3d': {'center': [0.39456049275952276, -0.08273238942531158, 0.1681164446663157], 'normal': [0.15449328814012278, -0.7176336954312043, -0.6790682610028292], 'radius': 0.4357560907771981}, 'confidence': 0.9822557633429467, 'timestamp': 4637.579711, 'diameter_3d': 0.8715121815543962, 'ellipse': {'center': [-228.54252582641504, -538.2346878138335], 'axes': [260.96294801960784, 342.2855600346775], 'angle': 138.82048573633094}, 'location': [-228.54252582641504, -538.2346878138335], 'diameter': 342.2855600346775, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703977925135603, 'phi': -1.3470962632611838, 'norm_pos': [-0.714195393207547, 3.2426445325576396], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.854156,"{'circle_3d': {'center': [0.39364525353614344, -0.0832126895037959, 0.16841586884073934], 'normal': [0.1544170182048412, -0.7176737204377446, -0.679043308988294], 'radius': 0.435540872290427}, 'confidence': 0.45019425767605203, 'timestamp': 4637.588111, 'diameter_3d': 0.871081744580854, 'ellipse': {'center': [-229.5218679092265, -538.3366647282701], 'axes': [253.7840414846631, 351.7260686310476], 'angle': 137.30465644480924}, 'location': [-229.5218679092265, -538.3366647282701], 'diameter': 351.7260686310476, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7703403183629335, 'phi': -1.3471951090904972, 'norm_pos': [-0.7172558372163328, 3.243069436367792], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011713.863822,"{'circle_3d': {'center': [0.19547086006569092, -0.24807707104484855, 0.3027791001026543], 'normal': [0.1379024854156368, -0.7314124188994989, -0.6678463730498011], 'radius': 0.4359651995858545}, 'confidence': 0.3300128350276608, 'timestamp': 4637.596511, 'diameter_3d': 0.871930399171709, 'ellipse': {'center': [-1737.6538124156298, -687.1895263213981], 'axes': [639.8156845265119, 1779.9853298552096], 'angle': 118.87495847515513}, 'location': [-1737.6538124156298, -687.1895263213981], 'diameter': 1779.9853298552096, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7504054784566343, 'phi': -1.3671698389877618, 'norm_pos': [-5.430168163798843, 3.8632896930058256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
