eye_packets,769
norm_X,norm_Y,phi,theta,confidence,timestamp
1582012961.206741,"{'circle_3d': {'center': [-13.627790634096463, 110.88412180297112, 999.8418940040937], 'normal': [0.08898976922479557, -0.8251666677581134, -0.5578358104265887], 'radius': 30.417478614206566}, 'confidence': 0.00020117666097674292, 'timestamp': 5884.933534, 'diameter_3d': 60.83495722841313, 'ellipse': {'center': [151.51553939431463, 189.0671914814478], 'axes': [24.55714585139079, 37.73573039552823], 'angle': -83.93389271915059}, 'location': [151.51553939431463, 189.0671914814478], 'diameter': 37.73573039552823, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6002991454472998, 'phi': -1.412602474049705, 'norm_pos': [0.4734860606072332, 0.2122200354939675], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.2148879,"{'circle_3d': {'center': [-13.642013038203354, 110.87688977414481, 999.8503473258115], 'normal': [0.08780456888255474, -0.8257693368269728, -0.5571313669501029], 'radius': 30.716550351522354}, 'confidence': 0.00019724349556160536, 'timestamp': 5884.941934, 'diameter_3d': 61.43310070304471, 'ellipse': {'center': [151.50653333619576, 189.06811813292683], 'axes': [24.773578419744837, 38.106703329275064], 'angle': -84.02924404562337}, 'location': [151.50653333619576, 189.06811813292683], 'diameter': 38.106703329275064, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.5992314327357073, 'phi': -1.4144808649540177, 'norm_pos': [0.47345791667561177, 0.21221617444613827], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.22613,"{'circle_3d': {'center': [-13.76201118453399, 110.97738533773631, 999.6863271059041], 'normal': [0.07780472335500178, -0.817394706527682, -0.5707997186090549], 'radius': 30.743393002223222}, 'confidence': 0.0002876121051187397, 'timestamp': 5884.950333, 'diameter_3d': 61.486786004446444, 'ellipse': {'center': [151.4333726487388, 189.14523549949433], 'axes': [25.283844457817757, 38.14616477104058], 'angle': -84.73981004231729}, 'location': [151.4333726487388, 189.14523549949433], 'diameter': 38.14616477104058, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6139223939746425, 'phi': -1.4353229667756788, 'norm_pos': [0.4732292895273088, 0.21189485208544023], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.233713,"{'circle_3d': {'center': [-13.34436731692179, 110.98780167315259, 999.7413001777385], 'normal': [0.11260837898935173, -0.8165266785763251, -0.566218629289522], 'radius': 30.885864616275914}, 'confidence': 0.13781778136442507, 'timestamp': 5884.958733, 'diameter_3d': 61.77172923255183, 'ellipse': {'center': [151.68122680946024, 189.14866580324286], 'axes': [25.23738427520799, 38.320895770775046], 'angle': -82.04096680103754}, 'location': [151.68122680946024, 189.14866580324286], 'diameter': 38.320895770775046, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6154275760920229, 'phi': -1.3744799297208994, 'norm_pos': [0.47400383377956323, 0.21188055915315473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.253435,"{'circle_3d': {'center': [-13.698537557732191, 110.95545027846056, 999.7268394831189], 'normal': [0.08309419225515169, -0.8192226281339939, -0.5674236871744921], 'radius': 30.66927514627855}, 'confidence': 0.00026229775132213806, 'timestamp': 5884.975533, 'diameter_3d': 61.3385502925571, 'ellipse': {'center': [151.47163260035384, 189.1265205814014], 'axes': [25.102905439298034, 38.05257021432301], 'angle': -84.34234809948863}, 'location': [151.47163260035384, 189.1265205814014], 'diameter': 38.05257021432301, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6107421682037887, 'phi': -1.4253886952517902, 'norm_pos': [0.47334885187610576, 0.21197283091082753], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.257778,"{'circle_3d': {'center': [-13.570302018004586, 110.89807068343515, 999.8307021438131], 'normal': [0.09378048723245203, -0.8240042610527784, -0.5587684654499648], 'radius': 30.46610561909015}, 'confidence': 0.00020651939865623525, 'timestamp': 5884.983933, 'diameter_3d': 60.9322112381803, 'ellipse': {'center': [151.54942561584068, 189.07761292653691], 'axes': [24.629860804863878, 37.79645821663521], 'angle': -83.55783111795179}, 'location': [151.54942561584068, 189.07761292653691], 'diameter': 37.79645821663521, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6023538234689985, 'phi': -1.4045118363098763, 'norm_pos': [0.47359195504950213, 0.21217661280609623], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.265783,"{'circle_3d': {'center': [-13.791061534866957, 111.07008909832926, 999.5516273712625], 'normal': [0.07538386082725446, -0.8096693931449355, -0.5820246964958524], 'radius': 30.64152654025982}, 'confidence': 0.00038979652569848255, 'timestamp': 5884.992333, 'diameter_3d': 61.28305308051964, 'ellipse': {'center': [151.41480787420673, 189.2119229458865], 'axes': [25.599499216553028, 38.02462450541234], 'angle': -84.87805845668142}, 'location': [151.41480787420673, 189.2119229458865], 'diameter': 38.02462450541234, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6272077543008178, 'phi': -1.4419933370854847, 'norm_pos': [0.473171274606896, 0.21161698772547288], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.273788,"{'circle_3d': {'center': [-13.77732578369724, 111.04713365174908, 999.5854735741988], 'normal': [0.0765285067580643, -0.8115823470266176, -0.5792041795844949], 'radius': 30.474644420363322}, 'confidence': 0.000361333057532498, 'timestamp': 5885.000733, 'diameter_3d': 60.949288840726645, 'ellipse': {'center': [151.42367474700254, 189.19140131126022], 'axes': [25.360218873895615, 37.816158100562156], 'angle': -84.80069144839769}, 'location': [151.42367474700254, 189.19140131126022], 'diameter': 37.816158100562156, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6239408898308851, 'phi': -1.4394302498744052, 'norm_pos': [0.47319898358438295, 0.21170249453641576], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.282072,"{'circle_3d': {'center': [-13.870613641642295, 111.04341700772196, 999.5789855703471], 'normal': [0.06875451859597627, -0.8118920673622105, -0.5797448465721377], 'radius': 30.62097935828689}, 'confidence': 0.00036631673190945513, 'timestamp': 5885.009133, 'diameter_3d': 61.24195871657378, 'ellipse': {'center': [151.36802770803118, 189.19288642966526], 'axes': [25.500096009331795, 37.998300983724555], 'angle': -85.41339066559539}, 'location': [151.36802770803118, 189.19288642966526], 'diameter': 37.998300983724555, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6234105675113432, 'phi': -1.4527532321734373, 'norm_pos': [0.47302508658759745, 0.21169630654306137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.2898712,"{'circle_3d': {'center': [-13.753572228103303, 111.03154799386252, 999.6105540381087], 'normal': [0.07850796972422555, -0.8128811518504975, -0.577114140925336], 'radius': 30.73643729232608}, 'confidence': 0.0003415500436789731, 'timestamp': 5885.017533, 'diameter_3d': 61.47287458465216, 'ellipse': {'center': [151.43750475289428, 189.18500097602757], 'axes': [25.503956563893045, 38.14026746429615], 'angle': -84.6543085010677}, 'location': [151.43750475289428, 189.18500097602757], 'diameter': 38.14026746429615, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6217143700540131, 'phi': -1.4355908427365303, 'norm_pos': [0.4732422023527946, 0.21172916259988517], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012961.298314,"{'circle_3d': {'center': [-13.770754334166343, 110.99636369958209, 999.6580482591602], 'normal': [0.07707612755230563, -0.8158131763738664, -0.5731562891710458], 'radius': 30.46071680700262}, 'confidence': 0.0003066998570334656, 'timestamp': 5885.025933, 'diameter_3d': 60.92143361400524, 'ellipse': {'center': [151.42843671962663, 189.15357511030305], 'axes': [25.134501011280626, 37.79623697638589], 'angle': -84.7859857036268}, 'location': [151.42843671962663, 189.15357511030305], 'diameter': 37.79623697638589, 'sphere': {'center': [-14.69566786479401, 120.78612181606849, 1006.5359237292128], 'radius': 12.0}, 'projected_sphere': {'center': [150.94785008525588, 194.40111550962322], 'axes': [14.783376975627101, 14.783376975627101], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5883.505545, 'theta': 0.6166624112649749, 'phi': -1.4371216345100752, 'norm_pos': [0.4732138647488332, 0.21186010370707065], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
