eye_packets,761
norm_X,norm_Y,phi,theta,confidence,timestamp
1582014671.805495,"{'circle_3d': {'center': [-20.265597681035405, 56.506941177504615, 559.1365256211137], 'normal': [0.3605223731618684, -0.6692324244484118, -0.6497319297345908], 'radius': 20.58956860763694}, 'confidence': 0.0021820849729081715, 'timestamp': 7454.109795, 'diameter_3d': 41.17913721527388, 'ellipse': {'center': [137.31373062344642, 183.07285355170532], 'axes': [33.37354131602078, 45.686765295142166], 'angle': -60.59457928050526}, 'location': [137.31373062344642, 183.07285355170532], 'diameter': 45.686765295142166, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8376210227509925, 'phi': -1.0642152324388392, 'norm_pos': [0.42910540819827003, 0.23719644353456115], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.8118799,"{'circle_3d': {'center': [-20.246782767338438, 56.54742631989261, 559.1054551071934], 'normal': [0.3620902826366156, -0.6658586625827462, -0.6523211392279514], 'radius': 20.58291350820466}, 'confidence': 0.0023198330012331736, 'timestamp': 7454.118195, 'diameter_3d': 41.16582701640932, 'ellipse': {'center': [137.33193494497877, 183.12036355458093], 'axes': [33.47124808320029, 45.67487812361172], 'angle': -60.32774303319662}, 'location': [137.33193494497877, 183.12036355458093], 'diameter': 45.67487812361172, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8421521969727027, 'phi': -1.0640614505821766, 'norm_pos': [0.42916229670305867, 0.23699848518924616], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.818968,"{'circle_3d': {'center': [-20.276055891141553, 56.47979542171292, 559.1587690681757], 'normal': [0.3596508556530226, -0.6714945707643867, -0.6478783091460932], 'radius': 20.57644735662593}, 'confidence': 0.0020879129963240484, 'timestamp': 7454.126595, 'diameter_3d': 41.15289471325186, 'ellipse': {'center': [137.30427282671715, 183.04006849896479], 'axes': [33.274252324367716, 45.65560997865584], 'angle': -60.759076351785254}, 'location': [137.30427282671715, 183.04006849896479], 'diameter': 45.65560997865584, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8345724390204968, 'phi': -1.0640299487535736, 'norm_pos': [0.4290758525834911, 0.2373330479209801], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.8325062,"{'circle_3d': {'center': [-20.244250001225232, 56.56983136025785, 559.0840527179657], 'normal': [0.3623013464793827, -0.6639915758856422, -0.6541046716635861], 'radius': 20.612763462529593}, 'confidence': 0.0024204102654524773, 'timestamp': 7454.134995, 'diameter_3d': 41.225526925059185, 'ellipse': {'center': [137.33265203172368, 183.14863772033962], 'axes': [33.595498314309346, 45.7430225078921], 'angle': -60.22794161743095}, 'location': [137.33265203172368, 183.14863772033962], 'diameter': 45.7430225078921, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.844651946977265, 'phi': -1.0649722654722473, 'norm_pos': [0.42916453759913653, 0.23688067616525155], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.8401039,"{'circle_3d': {'center': [-20.200532315673172, 56.57631181958766, 559.1018336091001], 'normal': [0.3659444869420544, -0.6634515376081583, -0.6526229307357252], 'radius': 20.543296712991513}, 'confidence': 0.0023320238667401405, 'timestamp': 7454.143395, 'diameter_3d': 41.086593425983025, 'ellipse': {'center': [137.3817597301715, 183.1500569176567], 'axes': [33.415639873752156, 45.58787986921284], 'angle': -59.9337624700243}, 'location': [137.3817597301715, 183.1500569176567], 'diameter': 45.58787986921284, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8453739428900886, 'phi': -1.0597533495707832, 'norm_pos': [0.4293179991567859, 0.23687476284309705], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.847326,"{'circle_3d': {'center': [-20.267470806277473, 56.51760264924458, 559.1245215631217], 'normal': [0.360366279391696, -0.6683439684700818, -0.6507322679005924], 'radius': 20.643636513523774}, 'confidence': 0.002235210755580197, 'timestamp': 7454.151795, 'diameter_3d': 41.28727302704755, 'ellipse': {'center': [137.3098509412842, 183.0881986729798], 'axes': [33.504116290862605, 45.80782284755404], 'angle': -60.56668207604956}, 'location': [137.3098509412842, 183.0881986729798], 'diameter': 45.80782284755404, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8388160628833805, 'phi': -1.0650512107257917, 'norm_pos': [0.4290932841915131, 0.23713250552925091], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.8553312,"{'circle_3d': {'center': [-20.244379148272742, 56.5486555205155, 559.1055350634714], 'normal': [0.36229058422542365, -0.665756229197505, -0.652314476204783], 'radius': 20.541687862071463}, 'confidence': 0.0023192320731556526, 'timestamp': 7454.160195, 'diameter_3d': 41.083375724142925, 'ellipse': {'center': [137.33536355318714, 183.1200011574152], 'axes': [33.40362485408198, 45.583352081518456], 'angle': -60.30829795110941}, 'location': [137.33536355318714, 183.1200011574152], 'diameter': 45.583352081518456, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8422894843923875, 'phi': -1.0638224107527108, 'norm_pos': [0.4291730111037098, 0.23699999517743664], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.864531,"{'circle_3d': {'center': [-20.29062321304475, 56.56350063430489, 559.0649562932507], 'normal': [0.35843691216108975, -0.6645191363817231, -0.6556960403898382], 'radius': 20.607181474269016}, 'confidence': 0.00251861518843588, 'timestamp': 7454.168595, 'diameter_3d': 41.21436294853803, 'ellipse': {'center': [137.28223436428752, 183.144562848852], 'axes': [33.65780055029318, 45.731583276461905], 'angle': -60.53957412134264}, 'location': [137.28223436428752, 183.144562848852], 'diameter': 45.731583276461905, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8439461857914767, 'phi': -1.0705279418825462, 'norm_pos': [0.4290069823883985, 0.23689765479645009], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.872842,"{'circle_3d': {'center': [-20.296765980496858, 56.463019990290036, 559.164707337434], 'normal': [0.35792501487341394, -0.6728925233829606, -0.6473834533745655], 'radius': 20.582201574704776}, 'confidence': 0.0020648631869603085, 'timestamp': 7454.176995, 'diameter_3d': 41.16440314940955, 'ellipse': {'center': [137.28248463392987, 183.02154736366012], 'axes': [33.26410684518721, 45.66761219136676], 'angle': -60.948250407946205}, 'location': [137.28248463392987, 183.02154736366012], 'diameter': 45.66761219136676, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8326842709246027, 'phi': -1.065745085443476, 'norm_pos': [0.42900776448103084, 0.23741021931808282], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.8791838,"{'circle_3d': {'center': [-20.276997792931176, 56.51438219334689, 559.1225599911385], 'normal': [0.35957236383722097, -0.6686123397948891, -0.6508957322325266], 'radius': 20.646691542488508}, 'confidence': 0.002244838872030752, 'timestamp': 7454.185395, 'diameter_3d': 41.293383084977016, 'ellipse': {'center': [137.29952789734944, 183.0851932288897], 'axes': [33.51680940948734, 45.81464135921698], 'angle': -60.637534403108}, 'location': [137.29952789734944, 183.0851932288897], 'diameter': 45.81464135921698, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.838455218641183, 'phi': -1.0660917010555395, 'norm_pos': [0.429061024679217, 0.23714502821295957], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582014671.887406,"{'circle_3d': {'center': [-20.299021274719884, 56.527784875082325, 559.0967114579212], 'normal': [0.3577370736881617, -0.6674954496502695, -0.6530497766673037], 'radius': 20.578413590475712}, 'confidence': 0.002365548625971936, 'timestamp': 7454.193795, 'diameter_3d': 41.156827180951424, 'ellipse': {'center': [137.27589448535667, 183.1006037095117], 'axes': [33.49904509710748, 45.66489402229207], 'angle': -60.72459670063624}, 'location': [137.27589448535667, 183.1006037095117], 'diameter': 45.66489402229207, 'sphere': {'center': [-24.591866158977826, 64.53773027088556, 566.9333087779288], 'radius': 12.0}, 'projected_sphere': {'center': [133.1062599736249, 190.5786591622235], 'axes': [26.246473385158932, 26.246473385158932], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 7450.690995, 'theta': 0.8399561878050074, 'phi': -1.0696479774133483, 'norm_pos': [0.4289871702667396, 0.2370808178770346], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
