imu_packets,1276
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596612729.9140108,B637596,0.02441,0.02753,-0.99585,0.08331,0.0125
1596612729.918868,B637601,0.02441,0.02747,-0.99585,0.08325,0.0125
1596612729.923908,B637606,0.02448,0.02740,-0.99585,0.08325,0.0125
1596612729.928909,B637611,0.02448,0.02734,-0.99585,0.08319,0.0125
1596612729.936335,B637616,0.02454,0.02722,-0.99585,0.08313,0.0125
1596612729.9389892,B637621,0.02454,0.02716,-0.99585,0.08313,0.0125
1596612729.944541,B637626,0.02460,0.02710,-0.99585,0.08307,0.0125
1596612729.950328,B637631,0.02460,0.02698,-0.99585,0.08307,0.0125
1596612729.954138,B637636,0.02460,0.02686,-0.99585,0.08301,0.0125
1596612729.959115,B637641,0.02466,0.02679,-0.99591,0.08301,0.0125
1596612729.9644039,B637646,0.02466,0.02667,-0.99591,0.08301,0.0125
1596612729.969515,B637651,0.02472,0.02655,-0.99591,0.08295,0.0125
1596612729.974401,B637656,0.02478,0.02643,-0.99591,0.08295,0.0125
1596612729.980054,B637661,0.02478,0.02631,-0.99591,0.08295,0.0125
1596612729.984253,B637666,0.02484,0.02625,-0.99591,0.08289,0.0125
1596612729.989492,B637671,0.02490,0.02612,-0.99591,0.08289,0.0125
1596612729.994654,B637677,0.02496,0.02600,-0.99591,0.08289,0.0125
1596612729.999796,B637682,0.02509,0.02588,-0.99591,0.08289,0.0125
1596612730.004621,B637687,0.02515,0.02582,-0.99591,0.08289,0.0125
1596612730.0095959,B637692,0.02521,0.02576,-0.99591,0.08289,0.0125
1596612730.014494,B637697,0.02533,0.02576,-0.99591,0.08289,0.0125
1596612730.019639,B637702,0.02539,0.02570,-0.99591,0.08289,0.0125
1596612730.0246642,B637707,0.02545,0.02570,-0.99591,0.08289,0.0125
1596612730.031063,B637712,0.02551,0.02563,-0.99591,0.08289,0.0125
1596612730.0348842,B637717,0.02557,0.02563,-0.99591,0.08289,0.0125
1596612730.041558,B637722,0.02563,0.02563,-0.99591,0.08282,0.0125
1596612730.045075,B637727,0.02570,0.02563,-0.99591,0.08282,0.0125
1596612730.0499468,B637732,0.02570,0.02563,-0.99591,0.08282,0.0125
