imu_packets,1269
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596612763.7346408,B671459,0.01648,0.02985,-0.99536,0.08997,0.0127
1596612763.739993,B671465,0.01648,0.02985,-0.99536,0.09003,0.0127
1596612763.745121,B671470,0.01648,0.02985,-0.99536,0.09003,0.0127
1596612763.750602,B671475,0.01648,0.02985,-0.99536,0.09009,0.0127
1596612763.755459,B671480,0.01654,0.02985,-0.99536,0.09009,0.0127
1596612763.760206,B671485,0.01654,0.02985,-0.99536,0.09009,0.0127
1596612763.7669098,B671490,0.01654,0.02985,-0.99536,0.09009,0.0127
1596612763.771342,B671496,0.01654,0.02985,-0.99536,0.09009,0.0127
1596612763.775861,B671500,0.01660,0.02985,-0.99536,0.09009,0.0127
1596612763.780923,B671506,0.01660,0.02985,-0.99536,0.09009,0.0127
1596612763.785942,B671511,0.01660,0.02985,-0.99536,0.09009,0.0127
1596612763.79086,B671516,0.01666,0.02985,-0.99536,0.09003,0.0127
1596612763.800004,B671521,0.01666,0.02985,-0.99536,0.09003,0.0127
1596612763.801264,B671526,0.01666,0.02991,-0.99536,0.08997,0.0127
1596612763.805892,B671531,0.01672,0.02991,-0.99536,0.08997,0.0127
1596612763.8108978,B671536,0.01672,0.02991,-0.99536,0.08990,0.0127
1596612763.8165,B671541,0.01678,0.02991,-0.99536,0.08984,0.0127
1596612763.8217988,B671546,0.01685,0.02991,-0.99536,0.08978,0.0127
1596612763.826337,B671551,0.01691,0.02997,-0.99536,0.08972,0.0127
1596612763.8318331,B671556,0.01691,0.02997,-0.99536,0.08966,0.0127
1596612763.836278,B671561,0.01697,0.02997,-0.99536,0.08960,0.0126
1596612763.841305,B671566,0.01703,0.03003,-0.99536,0.08948,0.0126
1596612763.8478239,B671571,0.01703,0.03003,-0.99542,0.08942,0.0126
1596612763.851307,B671576,0.01709,0.03003,-0.99542,0.08936,0.0126
1596612763.856928,B671581,0.01715,0.03003,-0.99542,0.08929,0.0126
1596612763.8625631,B671586,0.01721,0.03009,-0.99542,0.08917,0.0126
1596612763.866409,B671591,0.01721,0.03009,-0.99542,0.08911,0.0126
1596612763.8713112,B671596,0.01727,0.03009,-0.99542,0.08899,0.0126
1596612763.8773398,B671601,0.01733,0.03009,-0.99542,0.08893,0.0126
1596612763.881407,B671606,0.01733,0.03015,-0.99542,0.08887,0.0126
1596612763.886417,B671611,0.01733,0.03015,-0.99542,0.08875,0.0126
1596612763.891805,B671616,0.01740,0.03015,-0.99548,0.08868,0.0126
1596612763.89677,B671621,0.01740,0.03015,-0.99548,0.08856,0.0126
1596612763.9017642,B671626,0.01746,0.03021,-0.99548,0.08850,0.0126
1596612763.907607,B671631,0.01746,0.03021,-0.99548,0.08844,0.0126
1596612763.911841,B671637,0.01746,0.03021,-0.99548,0.08838,0.0126
1596612763.916846,B671642,0.01746,0.03027,-0.99548,0.08832,0.0126
1596612763.921878,B671647,0.01752,0.03027,-0.99548,0.08826,0.0126
1596612763.927,B671652,0.01752,0.03033,-0.99548,0.08820,0.0126
1596612763.932328,B671657,0.01752,0.03033,-0.99548,0.08813,0.0126
1596612763.936898,B671662,0.01752,0.03033,-0.99548,0.08807,0.0126
1596612763.942374,B671667,0.01752,0.03040,-0.99548,0.08801,0.0126
1596612763.947435,B671672,0.01758,0.03040,-0.99548,0.08795,0.0126
1596612763.9533079,B671677,0.01758,0.03046,-0.99548,0.08795,0.0126
1596612763.957066,B671682,0.01758,0.03046,-0.99548,0.08789,0.0126
1596612763.962198,B671687,0.01758,0.03046,-0.99548,0.08789,0.0126
1596612763.966939,B671692,0.01758,0.03046,-0.99548,0.08789,0.0126
1596612763.972058,B671697,0.01764,0.03046,-0.99548,0.08783,0.0126
1596612763.979542,B671702,0.01764,0.03046,-0.99548,0.08783,0.0126
1596612763.981979,B671707,0.01764,0.03046,-0.99548,0.08783,0.0126
1596612763.987672,B671712,0.01764,0.03046,-0.99548,0.08783,0.0126
1596612763.9924428,B671717,0.01770,0.03052,-0.99548,0.08783,0.0126
1596612763.9977632,B671722,0.01770,0.03052,-0.99548,0.08783,0.0126
1596612764.002461,B671727,0.01770,0.03052,-0.99548,0.08783,0.0126
1596612764.007502,B671732,0.01776,0.03052,-0.99548,0.08783,0.0126
1596612764.012324,B671737,0.01776,0.03046,-0.99548,0.08783,0.0126
1596612764.01767,B671742,0.01776,0.03046,-0.99548,0.08783,0.0126
1596612764.0226529,B671747,0.01782,0.03046,-0.99548,0.08789,0.0126
1596612764.028068,B671753,0.01782,0.03040,-0.99548,0.08789,0.0125
1596612764.033452,B671758,0.01782,0.03040,-0.99548,0.08789,0.0126
1596612764.039818,B671764,0.01788,0.03033,-0.99548,0.08795,0.0125
1596612764.044266,B671769,0.01788,0.03033,-0.99548,0.08795,0.0126
1596612764.0497978,B671775,0.01794,0.03027,-0.99548,0.08795,0.0125
1596612764.054602,B671780,0.01794,0.03021,-0.99548,0.08801,0.0125
1596612764.0598998,B671785,0.01794,0.03015,-0.99548,0.08801,0.0125
1596612764.064739,B671790,0.01801,0.03009,-0.99548,0.08807,0.0125
1596612764.069839,B671795,0.01801,0.03003,-0.99548,0.08807,0.0125
1596612764.074879,B671800,0.01807,0.02991,-0.99548,0.08813,0.0125
1596612764.081915,B671805,0.01807,0.02991,-0.99548,0.08813,0.0125
1596612764.0859299,B671810,0.01813,0.02985,-0.99548,0.08820,0.0125
1596612764.090928,B671816,0.01813,0.02979,-0.99548,0.08820,0.0125
1596612764.09635,B671821,0.01819,0.02972,-0.99548,0.08820,0.0125
1596612764.101109,B671826,0.01819,0.02960,-0.99548,0.08826,0.0125
1596612764.1076741,B671831,0.01825,0.02954,-0.99548,0.08826,0.0125
1596612764.1109471,B671836,0.01825,0.02948,-0.99548,0.08826,0.0125
1596612764.1160462,B671841,0.01825,0.02936,-0.99548,0.08832,0.0125
1596612764.121378,B671846,0.01831,0.02930,-0.99548,0.08832,0.0125
1596612764.1265018,B671851,0.01831,0.02917,-0.99548,0.08832,0.0125
1596612764.131867,B671856,0.01837,0.02905,-0.99548,0.08832,0.0125
1596612764.137573,B671861,0.01837,0.02893,-0.99548,0.08832,0.0125
1596612764.141273,B671866,0.01843,0.02881,-0.99548,0.08832,0.0125
1596612764.1462379,B671871,0.01843,0.02869,-0.99548,0.08832,0.0125
1596612764.15127,B671876,0.01849,0.02844,-0.99554,0.08832,0.0125
1596612764.156479,B671882,0.01855,0.02826,-0.99554,0.08832,0.0125
1596612764.161609,B671887,0.01862,0.02777,-0.99554,0.08838,0.0125
1596612764.1676428,B671892,0.01868,0.02747,-0.99554,0.08838,0.0125
1596612764.171629,B671897,0.01874,0.02716,-0.99554,0.08844,0.0125
1596612764.1768,B671902,0.01880,0.02692,-0.99554,0.08850,0.0125
1596612764.1820931,B671907,0.01886,0.02655,-0.99554,0.08862,0.0125
1596612764.1872818,B671912,0.01892,0.02618,-0.99554,0.08875,0.0125
1596612764.192231,B671917,0.01898,0.02582,-0.99554,0.08881,0.0125
1596612764.197004,B671922,0.01904,0.02545,-0.99554,0.08899,0.0125
1596612764.202246,B671927,0.01910,0.02509,-0.99554,0.08911,0.0125
1596612764.20891,B671933,0.01910,0.02472,-0.99554,0.08929,0.0125
1596612764.213632,B671939,0.01917,0.02435,-0.99548,0.08948,0.0125
1596612764.218774,B671944,0.01917,0.02405,-0.99548,0.08972,0.0125
1596612764.22419,B671949,0.01917,0.02374,-0.99548,0.08990,0.0125
1596612764.229612,B671955,0.01917,0.02344,-0.99548,0.09015,0.0125
1596612764.2344902,B671960,0.01910,0.02319,-0.99542,0.09045,0.0125
1596612764.2412632,B671965,0.01910,0.02295,-0.99542,0.09076,0.0125
1596612764.244961,B671970,0.01904,0.02277,-0.99542,0.09113,0.0125
1596612764.252722,B671975,0.01898,0.02264,-0.99536,0.09149,0.0125
1596612764.255373,B671981,0.01898,0.02252,-0.99536,0.09192,0.0125
1596612764.2605739,B671986,0.01892,0.02240,-0.99530,0.09235,0.0125
1596612764.265546,B671991,0.01886,0.02240,-0.99524,0.09277,0.0125
1596612764.270508,B671996,0.01880,0.02240,-0.99524,0.09320,0.0125
1596612764.27563,B672001,0.01874,0.02246,-0.99518,0.09375,0.0125
1596612764.2823071,B672006,0.01868,0.02252,-0.99512,0.09424,0.0125
1596612764.2857542,B672011,0.01862,0.02264,-0.99506,0.09473,0.0125
1596612764.291683,B672016,0.01855,0.02277,-0.99500,0.09534,0.0125
1596612764.296226,B672021,0.01849,0.02295,-0.99493,0.09583,0.0126
1596612764.3015602,B672026,0.01843,0.02307,-0.99487,0.09644,0.0126
1596612764.3070872,B672032,0.01837,0.02325,-0.99487,0.09692,0.0126
1596612764.3118238,B672037,0.01819,0.02368,-0.99475,0.09808,0.0126
1596612764.316288,B672042,0.01813,0.02393,-0.99469,0.09863,0.0126
1596612764.3213482,B672047,0.01807,0.02405,-0.99463,0.09912,0.0126
1596612764.327296,B672052,0.01794,0.02429,-0.99457,0.09967,0.0126
1596612764.331318,B672057,0.01788,0.02448,-0.99451,0.10016,0.0126
1596612764.336385,B672062,0.01782,0.02460,-0.99445,0.10065,0.0126
1596612764.341512,B672067,0.01776,0.02478,-0.99438,0.10114,0.0126
1596612764.3472068,B672072,0.01776,0.02490,-0.99438,0.10156,0.0126
1596612764.3517382,B672077,0.01770,0.02496,-0.99432,0.10199,0.0126
1596612764.357701,B672082,0.01770,0.02502,-0.99426,0.10242,0.0126
1596612764.362266,B672087,0.01770,0.02502,-0.99420,0.10284,0.0126
1596612764.367866,B672092,0.01764,0.02502,-0.99420,0.10327,0.0126
1596612764.371901,B672097,0.01770,0.02502,-0.99414,0.10364,0.0126
1596612764.3770912,B672102,0.01770,0.02496,-0.99408,0.10406,0.0126
1596612764.382358,B672107,0.01770,0.02484,-0.99408,0.10443,0.0126
1596612764.3874218,B672113,0.01770,0.02472,-0.99402,0.10486,0.0126
1596612764.392467,B672118,0.01776,0.02460,-0.99402,0.10516,0.0126
1596612764.3978639,B672123,0.01776,0.02441,-0.99396,0.10565,0.0126
1596612764.4036071,B672129,0.01776,0.02423,-0.99390,0.10602,0.0126
1596612764.409512,B672134,0.01782,0.02399,-0.99384,0.10651,0.0126
1596612764.414308,B672140,0.01782,0.02380,-0.99384,0.10687,0.0126
1596612764.41981,B672145,0.01788,0.02362,-0.99377,0.10730,0.0126
1596612764.427565,B672150,0.01788,0.02344,-0.99371,0.10773,0.0126
1596612764.430028,B672155,0.01794,0.02332,-0.99371,0.10822,0.0126
1596612764.4359732,B672161,0.01794,0.02313,-0.99365,0.10864,0.0126
1596612764.4403021,B672166,0.01794,0.02301,-0.99359,0.10913,0.0126
1596612764.446663,B672171,0.01801,0.02289,-0.99353,0.10956,0.0126
1596612764.4504051,B672176,0.01801,0.02277,-0.99353,0.10999,0.0126
1596612764.455501,B672181,0.01807,0.02264,-0.99347,0.11047,0.0126
1596612764.460592,B672186,0.01807,0.02252,-0.99341,0.11096,0.0126
