imu_packets,1274
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596612975.534941,B883533,0.00800,0.02747,-0.99573,0.08777,0.0125
1596612975.539959,B883538,0.00806,0.02747,-0.99573,0.08777,0.0125
1596612975.5455601,B883544,0.00812,0.02747,-0.99573,0.08777,0.0125
1596612975.550344,B883549,0.00812,0.02747,-0.99573,0.08783,0.0125
1596612975.555176,B883554,0.00818,0.02740,-0.99573,0.08783,0.0125
1596612975.5603871,B883559,0.00824,0.02740,-0.99573,0.08783,0.0125
1596612975.566067,B883564,0.00830,0.02740,-0.99573,0.08789,0.0125
1596612975.5707688,B883569,0.00836,0.02740,-0.99573,0.08789,0.0125
1596612975.575354,B883574,0.00836,0.02734,-0.99573,0.08795,0.0125
1596612975.5820138,B883579,0.00842,0.02734,-0.99573,0.08795,0.0125
1596612975.58537,B883584,0.00848,0.02728,-0.99573,0.08801,0.0125
1596612975.593696,B883589,0.00854,0.02728,-0.99573,0.08807,0.0125
1596612975.595532,B883594,0.00854,0.02722,-0.99573,0.08807,0.0125
1596612975.601098,B883599,0.00861,0.02722,-0.99573,0.08813,0.0125
1596612975.605577,B883604,0.00867,0.02722,-0.99567,0.08813,0.0125
1596612975.6112058,B883609,0.00873,0.02716,-0.99567,0.08820,0.0125
1596612975.615743,B883614,0.00873,0.02716,-0.99567,0.08826,0.0125
1596612975.6217291,B883620,0.00879,0.02710,-0.99567,0.08832,0.0125
1596612975.627365,B883625,0.00885,0.02710,-0.99567,0.08832,0.0125
1596612975.633813,B883631,0.00891,0.02710,-0.99567,0.08838,0.0125
1596612975.638689,B883636,0.00891,0.02704,-0.99567,0.08838,0.0125
1596612975.642926,B883641,0.00897,0.02704,-0.99567,0.08844,0.0125
1596612975.648757,B883647,0.00903,0.02698,-0.99567,0.08850,0.0125
1596612975.6532679,B883652,0.00909,0.02698,-0.99567,0.08856,0.0125
1596612975.6588311,B883657,0.00909,0.02698,-0.99567,0.08856,0.0125
1596612975.664025,B883662,0.00916,0.02698,-0.99567,0.08862,0.0125
1596612975.6688662,B883667,0.00922,0.02692,-0.99567,0.08868,0.0125
1596612975.674737,B883673,0.00928,0.02692,-0.99567,0.08875,0.0125
1596612975.679061,B883678,0.00928,0.02692,-0.99567,0.08875,0.0125
1596612975.684934,B883683,0.00934,0.02686,-0.99567,0.08881,0.0125
1596612975.689831,B883688,0.00940,0.02686,-0.99567,0.08887,0.0125
1596612975.69457,B883693,0.00940,0.02679,-0.99561,0.08893,0.0125
1596612975.6996129,B883698,0.00946,0.02679,-0.99561,0.08899,0.0125
1596612975.704727,B883703,0.00946,0.02673,-0.99561,0.08905,0.0125
1596612975.710996,B883708,0.00952,0.02667,-0.99561,0.08911,0.0125
1596612975.715013,B883714,0.00952,0.02667,-0.99561,0.08917,0.0125
1596612975.719976,B883719,0.00958,0.02655,-0.99561,0.08929,0.0125
1596612975.7259321,B883724,0.00964,0.02655,-0.99561,0.08936,0.0125
1596612975.7300632,B883729,0.00964,0.02649,-0.99561,0.08942,0.0125
1596612975.735156,B883734,0.00970,0.02643,-0.99561,0.08948,0.0125
1596612975.741528,B883739,0.00970,0.02637,-0.99561,0.08960,0.0125
1596612975.745162,B883744,0.00970,0.02637,-0.99561,0.08966,0.0125
1596612975.750559,B883749,0.00977,0.02631,-0.99554,0.08972,0.0125
1596612975.755291,B883754,0.00977,0.02625,-0.99554,0.08978,0.0125
1596612975.761796,B883759,0.00977,0.02618,-0.99554,0.08990,0.0125
1596612975.7659159,B883764,0.00983,0.02612,-0.99554,0.08997,0.0125
1596612975.770557,B883769,0.00983,0.02606,-0.99554,0.09003,0.0125
1596612975.775433,B883774,0.00989,0.02594,-0.99554,0.09015,0.0125
1596612975.780331,B883779,0.00989,0.02588,-0.99554,0.09021,0.0125
1596612975.785119,B883784,0.00989,0.02582,-0.99554,0.09027,0.0125
1596612975.790001,B883789,0.00995,0.02576,-0.99554,0.09033,0.0125
1596612975.797123,B883794,0.00995,0.02570,-0.99554,0.09039,0.0125
1596612975.8001459,B883799,0.01001,0.02563,-0.99554,0.09052,0.0125
1596612975.805194,B883804,0.01001,0.02557,-0.99548,0.09052,0.0125
1596612975.810354,B883809,0.01001,0.02551,-0.99548,0.09058,0.0125
1596612975.815257,B883814,0.01007,0.02539,-0.99548,0.09064,0.0125
1596612975.8211231,B883819,0.01007,0.02533,-0.99548,0.09070,0.0125
1596612975.826305,B883824,0.01013,0.02527,-0.99548,0.09076,0.0125
1596612975.831241,B883829,0.01013,0.02521,-0.99548,0.09076,0.0125
1596612975.83538,B883834,0.01019,0.02509,-0.99548,0.09076,0.0125
1596612975.840204,B883839,0.01019,0.02502,-0.99548,0.09082,0.0125
1596612975.845705,B883844,0.01019,0.02496,-0.99548,0.09082,0.0125
1596612975.850032,B883849,0.01019,0.02484,-0.99548,0.09082,0.0125
1596612975.855488,B883854,0.01019,0.02478,-0.99548,0.09082,0.0125
1596612975.861175,B883859,0.01025,0.02472,-0.99548,0.09082,0.0125
1596612975.8657658,B883864,0.01025,0.02460,-0.99548,0.09076,0.0125
1596612975.870773,B883869,0.01031,0.02454,-0.99554,0.09076,0.0125
1596612975.875777,B883874,0.01031,0.02448,-0.99554,0.09070,0.0125
1596612975.880574,B883879,0.01038,0.02441,-0.99554,0.09070,0.0125
1596612975.886324,B883884,0.01038,0.02429,-0.99554,0.09070,0.0125
