quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
0.00958,0.03284,0.93951,0.34076,0.23639,1580879088.3012722
0.00977,0.03302,0.93951,0.34076,0.23645,1580879088.3071082
0.00995,0.03326,0.93951,0.34076,0.23645,1580879088.352702
0.01019,0.03351,0.93951,0.34076,0.23645,1580879088.370944
0.01038,0.03375,0.93951,0.34076,0.23645,1580879088.425429
0.01068,0.03406,0.93951,0.34070,0.23645,1580879088.476359
0.01105,0.03442,0.93945,0.34070,0.23645,1580879088.479258
0.01135,0.03479,0.93945,0.34070,0.23645,1580879088.4809642
0.01172,0.03516,0.93945,0.34064,0.23645,1580879088.483758
0.01215,0.03552,0.93945,0.34064,0.23645,1580879088.486451
0.01263,0.03601,0.93945,0.34058,0.23645,1580879088.488449
0.01312,0.03638,0.93945,0.34052,0.23645,1580879088.521891
0.01355,0.03680,0.93945,0.34045,0.23645,1580879088.674392
0.01410,0.03723,0.93945,0.34033,0.23645,1580879088.859322
0.01465,0.03766,0.93945,0.34021,0.23645,1580879088.9174342
0.01520,0.03809,0.93951,0.34009,0.23645,1580879088.947403
0.01575,0.03845,0.93951,0.33997,0.23645,1580879088.95095
0.01636,0.03888,0.93958,0.33978,0.23645,1580879088.955719
0.01703,0.03931,0.93958,0.33960,0.23645,1580879089.025609
0.01770,0.03967,0.93964,0.33936,0.23645,1580879089.094049
0.01825,0.04004,0.93970,0.33917,0.23645,1580879089.095189
0.01898,0.04047,0.93976,0.33893,0.23645,1580879089.1310852
0.01959,0.04077,0.93982,0.33862,0.23645,1580879089.1356611
0.02026,0.04114,0.93988,0.33838,0.23645,1580879089.137743
0.02087,0.04144,0.93994,0.33807,0.23645,1580879089.1400902
0.02161,0.04181,0.94006,0.33777,0.23645,1580879089.148799
0.02228,0.04205,0.94012,0.33740,0.23645,1580879089.279368
0.02374,0.04260,0.94037,0.33673,0.23645,1580879089.36285
0.02460,0.04285,0.94043,0.33630,0.23645,1580879089.369171
0.02557,0.04315,0.94055,0.33594,0.23645,1580879089.3716009
0.02661,0.04352,0.94067,0.33545,0.23645,1580879089.373898
0.02753,0.04376,0.94080,0.33502,0.23645,1580879089.420474
0.02856,0.04401,0.94092,0.33453,0.23645,1580879089.5123892
0.02954,0.04407,0.94104,0.33405,0.23651,1580879089.559278
0.03058,0.04413,0.94122,0.33344,0.23651,1580879089.5817652
0.03143,0.04407,0.94141,0.33295,0.23651,1580879089.593378
0.03247,0.04395,0.94159,0.33228,0.23651,1580879089.605778
0.03326,0.04382,0.94177,0.33173,0.23651,1580879089.624459
0.03430,0.04364,0.94196,0.33105,0.23651,1580879089.662857
0.03510,0.04346,0.94220,0.33044,0.23651,1580879089.688768
0.03595,0.04321,0.94238,0.32971,0.23651,1580879089.7813199
0.03674,0.04285,0.94263,0.32904,0.23651,1580879089.8058019
0.03735,0.04242,0.94287,0.32831,0.23651,1580879089.845456
0.03784,0.04187,0.94312,0.32764,0.23651,1580879089.879222
0.03827,0.04126,0.94336,0.32697,0.23651,1580879089.938445
0.03864,0.04053,0.94366,0.32617,0.23651,1580879089.9605591
0.03888,0.03979,0.94391,0.32550,0.23651,1580879089.997407
0.03900,0.03906,0.94415,0.32483,0.23651,1580879089.999959
0.03906,0.03821,0.94446,0.32404,0.23651,1580879090.002273
0.03900,0.03748,0.94470,0.32336,0.23651,1580879090.004004
0.03900,0.03668,0.94501,0.32269,0.23651,1580879090.0062542
0.03894,0.03607,0.94519,0.32208,0.23651,1580879090.0303202
0.03888,0.03534,0.94550,0.32135,0.23651,1580879090.1950238
0.03888,0.03479,0.94574,0.32074,0.23651,1580879090.203578
0.03894,0.03436,0.94598,0.32007,0.23651,1580879090.2071328
0.03900,0.03406,0.94617,0.31952,0.23651,1580879090.2835772
0.03925,0.03381,0.94641,0.31879,0.23651,1580879090.307295
0.03949,0.03375,0.94666,0.31812,0.23651,1580879090.309991
0.03979,0.03369,0.94684,0.31744,0.23651,1580879090.3121338
0.04016,0.03375,0.94702,0.31683,0.23651,1580879090.313984
0.04059,0.03394,0.94727,0.31610,0.23651,1580879090.317447
