imu_packets,409
quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
-0.11273,0.08112,0.67896,0.72095,0.09271
-0.11267,0.08112,0.67896,0.72095,0.09271
-0.11261,0.08112,0.67896,0.72095,0.09271
-0.11249,0.08112,0.67902,0.72089,0.09271
-0.11243,0.08112,0.67902,0.72089,0.09271
-0.11237,0.08105,0.67908,0.72089,0.09271
-0.11230,0.08105,0.67908,0.72089,0.09271
-0.11224,0.08112,0.67908,0.72089,0.09271
-0.11224,0.08112,0.67908,0.72089,0.09271
-0.11218,0.08118,0.67908,0.72089,0.09271
-0.11218,0.08124,0.67908,0.72089,0.09271
-0.11206,0.08124,0.67908,0.72089,0.09277
-0.11206,0.08130,0.67908,0.72095,0.09277
-0.11206,0.08130,0.67902,0.72095,0.09277
-0.11200,0.08130,0.67902,0.72101,0.09277
-0.11200,0.08136,0.67896,0.72101,0.09277
-0.11200,0.08136,0.67889,0.72107,0.09277
-0.11200,0.08142,0.67889,0.72107,0.09277
-0.11200,0.08142,0.67883,0.72113,0.09277
-0.11200,0.08142,0.67883,0.72113,0.09277
-0.11200,0.08142,0.67877,0.72113,0.09277
-0.11200,0.08142,0.67877,0.72119,0.09277
-0.11194,0.08142,0.67871,0.72125,0.09277
-0.11188,0.08142,0.67865,0.72131,0.09277
-0.11188,0.08142,0.67865,0.72131,0.09283
-0.11182,0.08142,0.67859,0.72137,0.09283
-0.11182,0.08142,0.67853,0.72144,0.09283
-0.11182,0.08142,0.67853,0.72144,0.09283
-0.11176,0.08142,0.67847,0.72150,0.09283
-0.11176,0.08142,0.67841,0.72156,0.09283
-0.11176,0.08142,0.67841,0.72156,0.09283
-0.11176,0.08136,0.67834,0.72162,0.09283
-0.11169,0.08136,0.67828,0.72168,0.09283
-0.11163,0.08130,0.67822,0.72174,0.09283
-0.11163,0.08124,0.67816,0.72180,0.09283
-0.11163,0.08124,0.67816,0.72186,0.09283
-0.11157,0.08118,0.67810,0.72192,0.09283
-0.11157,0.08112,0.67804,0.72198,0.09290
-0.11157,0.08105,0.67798,0.72205,0.09290
-0.11157,0.08099,0.67792,0.72211,0.09290
-0.11163,0.08093,0.67786,0.72217,0.09290
-0.11163,0.08093,0.67780,0.72223,0.09290
-0.11169,0.08087,0.67767,0.72229,0.09290
-0.11182,0.08081,0.67755,0.72241,0.09290
-0.11182,0.08069,0.67749,0.72247,0.09290
-0.11188,0.08063,0.67743,0.72253,0.09290
-0.11194,0.08063,0.67737,0.72260,0.09290
-0.11200,0.08063,0.67725,0.72266,0.09290
-0.11206,0.08057,0.67719,0.72278,0.09290
-0.11212,0.08057,0.67712,0.72284,0.09296
-0.11218,0.08044,0.67694,0.72296,0.09296
-0.11224,0.08044,0.67688,0.72302,0.09296
-0.11230,0.08038,0.67682,0.72308,0.09296
-0.11237,0.08038,0.67676,0.72314,0.09296
-0.11243,0.08044,0.67670,0.72321,0.09296
-0.11255,0.08044,0.67664,0.72321,0.09296
-0.11261,0.08044,0.67657,0.72327,0.09296
-0.11267,0.08044,0.67651,0.72333,0.09296
-0.11273,0.08038,0.67645,0.72333,0.09296
-0.11279,0.08044,0.67639,0.72339,0.09296
-0.11285,0.08051,0.67633,0.72345,0.09296
-0.11292,0.08057,0.67627,0.72345,0.09302
-0.11298,0.08057,0.67627,0.72345,0.09302
-0.11304,0.08063,0.67621,0.72351,0.09302
-0.11310,0.08063,0.67621,0.72351,0.09302
-0.11316,0.08063,0.67615,0.72351,0.09302
-0.11322,0.08063,0.67615,0.72351,0.09302
-0.11322,0.08063,0.67615,0.72351,0.09302
-0.11328,0.08063,0.67615,0.72357,0.09302
-0.11328,0.08063,0.67615,0.72357,0.09302
-0.11328,0.08063,0.67615,0.72357,0.09302
-0.11328,0.08063,0.67615,0.72357,0.09302
-0.11322,0.08063,0.67615,0.72357,0.09302
-0.11316,0.08063,0.67615,0.72357,0.09302
-0.11310,0.08063,0.67615,0.72357,0.09308
-0.11304,0.08057,0.67615,0.72357,0.09308
-0.11298,0.08057,0.67615,0.72357,0.09308
-0.11285,0.08057,0.67615,0.72357,0.09308
-0.11273,0.08057,0.67615,0.72363,0.09308
-0.11249,0.08051,0.67615,0.72369,0.09308
-0.11237,0.08044,0.67609,0.72375,0.09308
-0.11224,0.08038,0.67609,0.72375,0.09308
-0.11212,0.08038,0.67609,0.72382,0.09308
-0.11206,0.08032,0.67603,0.72388,0.09308
-0.11194,0.08032,0.67596,0.72394,0.09308
-0.11188,0.08032,0.67596,0.72400,0.09308
-0.11176,0.08026,0.67590,0.72406,0.09308
-0.11163,0.08026,0.67584,0.72412,0.09314
-0.11157,0.08020,0.67578,0.72418,0.09314
