circle_3d,confidence,timestamp,diameter_3d,ellipse,location,diameter,sphere,projected_sphere,model_confidence,model_id,model_birth_timestamp,theta,phi,norm_pos,topic,id,method,python_timestamp,norm_x,norm_y
"{'center': [-4.183410555592106, Decimal('1.9857567353821644'), 59.58779294547063], 'normal': [Decimal('-0.18177471111700505'), 0.6556492094499389, -0.7328588326178512], 'radius': 2.213505285426585}",0.7042821887065086,1780.113399,4.42701057085317,"{'center': [Decimal('116.55860536029186'), Decimal('140.26329296395284')], 'axes': [32.13343370689384, 46.14860374344473], 'angle': -71.40166157448392}","[Decimal('116.55860536029186'), Decimal('140.26329296395284')]",46.14860374344473,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.9650428771690978,1,1614.061823,2.2858384319710883,-1.8139248155035692,"[Decimal('0.36424564175091206'), Decimal('0.41556961265019654')]",pupil.1,1,3d c++,1581655250.170788,0.36424564175091206,0.41556961265019654
"{'center': [-4.171691034994897, Decimal('1.9943289585391337'), 59.59256848141178], 'normal': [-0.1807980844005709, 0.6563635613796863, -0.7324608712894217], 'radius': Decimal('2.2202858725664947')}",0.9832601232305604,1780.121799,4.440571745132989,"{'center': [Decimal('116.68390587042228'), Decimal('140.34828905259377')], 'axes': [Decimal('32.210784608417335'), 46.28601843773566], 'angle': -71.50790100081524}","[Decimal('116.68390587042228'), Decimal('140.34828905259377')]",46.28601843773566,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.965652340496681,1,1614.061823,2.2867849002894745,-1.8127953775006875,"[Decimal('0.36463720584506965'), Decimal('0.41521546228085926')]",pupil.1,1,3d c++,1581655250.178758,0.36463720584506965,0.41521546228085926
"{'center': [-4.17018492687094, Decimal('1.9964120643740673'), 59.59406390846257], 'normal': [Decimal('-0.18067257539024123'), 0.6565371535325975, -0.7323362523685224], 'radius': 2.199218008297769}",0.8031778314743812,1780.130199,4.398436016595538,"{'center': [116.6989356765205, 140.3770128334061], 'axes': [Decimal('31.897637267381118'), 45.84534016873117], 'angle': -71.5243797631049}","[116.6989356765205, 140.3770128334061]",45.84534016873117,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.965798569951204,1,1614.061823,2.287015015925591,-1.812673425504861,"[Decimal('0.36468417398912656'), 0.4150957798608079]",pupil.1,1,3d c++,1581655250.19249,0.36468417398912656,0.4150957798608079
"{'center': [-4.158996334277855, 2.009626787597333, 59.6031723391213], 'normal': [Decimal('-0.17974019267415084'), 0.6576383804678696, -0.7315772164802952], 'radius': 2.181305001698643}",0.889207193860406,1780.138599,4.362610003397286,"{'center': [116.819887234405, 140.5176586257042], 'axes': [31.59499749087264, Decimal('45.464396675732544')], 'angle': -71.63980868698275}","[116.819887234405, 140.5176586257042]",45.464396675732544,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.9659560753182861,1,1614.061823,2.2884758897489346,-1.8117131170536391,"[Decimal('0.36506214760751565'), 0.4145097557262325]",pupil.1,1,3d c++,1581655250.196995,0.36506214760751565,0.4145097557262325
"{'center': [-4.141091459748613, Decimal('2.0157953516670952'), 59.6043389401705], 'normal': [Decimal('-0.17824811979671396'), 0.6581524274736831, -0.7314799997261953], 'radius': Decimal('2.1853699737732457')}",0.9211420539273701,1780.146999,4.370739947546491,"{'center': [Decimal('117.00646715892975'), Decimal('140.57976949058363')], 'axes': [31.65255116801804, 45.54782598153869], 'angle': -71.78238220401448}","[Decimal('117.00646715892975'), Decimal('140.57976949058363')]",45.54782598153869,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.9659733794529002,1,1614.061823,2.2891584560506866,-1.8098193518087236,"[0.3656452098716555, 0.4142509604559016]",pupil.1,1,3d c++,1581655250.200974,0.3656452098716555,0.4142509604559016
"{'center': [-4.143545702485556, Decimal('2.0102074888044186'), Decimal('59.599912526605365')], 'normal': [Decimal('-0.17845264002479258'), 0.6576867722351267, -0.7318488675232903], 'radius': 2.179181100742223}",0.8463095584854997,1780.155399,4.358362201484446,"{'center': [Decimal('116.97747827789013'), Decimal('140.52536984048967')], 'axes': [31.58417495883423, 45.42221932251202], 'angle': -71.7496838791171}","[Decimal('116.97747827789013'), Decimal('140.52536984048967')]",45.42221932251202,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.9660010454787371,1,1614.061823,2.2885401283726163,-1.809967202814643,"[Decimal('0.36555461961840663'), 0.4144776256646263]",pupil.1,1,3d c++,1581655250.209579,0.36555461961840663,0.4144776256646263
"{'center': [-4.160935376542481, 2.008222159754026, 59.60238643609926], 'normal': [Decimal('-0.17990177952953626'), 0.657521328147594, -0.731642708398799], 'radius': Decimal('2.1788552359137765')}",0.7780024467455008,1780.163799,4.357710471827553,"{'center': [Decimal('116.79906404146978'), Decimal('140.50420525652532')], 'axes': [31.5628935182766, 45.41395753144399], 'angle': -71.62231769041878}","[Decimal('116.79906404146978'), Decimal('140.50420525652532')]",45.41395753144399,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.966061942507368,1,1614.061823,2.2883205211874973,-1.8119006502576553,"[Decimal('0.36499707512959306'), Decimal('0.41456581143114446')]",pupil.1,1,3d c++,1581655250.2228546,0.36499707512959306,0.41456581143114446
"{'center': [Decimal('-4.1370762158204215'), 2.01052357950985, 59.59862156229637], 'normal': [Decimal('-0.17791351613603137'), 0.657713113127246, -0.7319564478823727], 'radius': 2.171520365726864}",0.999281869245138,1780.172199,4.343040731453728,"{'center': [117.043017789957, 140.5317306262662], 'axes': [31.48097449066202, 45.26326925999677], 'angle': -71.79596025849517}","[117.043017789957, 140.5317306262662]",45.26326925999677,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.9657008356631636,1,1614.061823,2.2885750966334184,-1.8092380297521828,"[Decimal('0.36575943059361565'), 0.4144511223905575]",pupil.1,1,3d c++,1581655250.226799,0.36575943059361565,0.4144511223905575
"{'center': [-4.161022244084041, 2.018750096882367, Decimal('59.611880612831655')], 'normal': [-0.179909018491333, 0.6583986562416224, -0.7308515270044327], 'radius': Decimal('2.1864010841529296')}",0.9452620783294631,1780.180599,4.372802168305859,"{'center': [Decimal('116.80542073257106'), 140.6078175888262], 'axes': [Decimal('31.625040808865975'), 45.56401626997143], 'angle': -71.65107208732698}","[Decimal('116.80542073257106'), 140.6078175888262]",45.56401626997143,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.9657645637646928,1,1614.061823,2.289485549931065,-1.812160982399701,"[Decimal('0.36501693978928457'), 0.4141340933798908]",pupil.1,1,3d c++,1581655250.234254,0.36501693978928457,0.4141340933798908
"{'center': [-4.160688564744837, 2.023365272276397, 59.61595829234552], 'normal': [Decimal('-0.17988121187973263'), 0.6587832541911249, -0.7305117203782774], 'radius': 2.187049410760605}",0.9257988630916598,1780.188999,4.37409882152121,"{'center': [Decimal('116.81179594352541'), Decimal('140.65419673686264')], 'axes': [Decimal('31.614207192453183'), 45.57438312207348], 'angle': -71.66626155860669}","[Decimal('116.81179594352541'), Decimal('140.65419673686264')]",45.57438312207348,"{'center': [Decimal('-2.0021140221880454'), -5.882033778017102, 68.38209893688484], 'radius': 12.0}","{'center': [Decimal('141.84743210496814'), 66.66936231751859], 'axes': [Decimal('217.60080827197055'), Decimal('217.60080827197055')], 'angle': 90.0}",0.9658277810142946,1,1614.061823,2.2899966428011442,-1.8122330551689323,"[0.3650368623235169, 0.413940846929739]",pupil.1,1,3d c++,1581655250.2430148,0.3650368623235169,0.413940846929739
