#NEXT_T2_EU_PW_B0_C1_S1_0204132708
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
479.8254,0.02496748,0.006564211,-0.008793287,0.2704569,359.8984,359.8064,-0.001773477,-0.004720345,0.9999873,0.3,-1.311342E-08,1.991207,DwellButton,7.931993,
479.843,0.02526948,0.006590396,-0.008359291,0.2183761,359.899,359.7894,-0.001761835,-0.003811372,0.9999912,0.3,-1.311342E-08,1.991641,MixedRealityCamera,7.922485,
479.8594,0.02553689,0.006650608,-0.007954814,0.2137622,359.8871,359.7671,-0.001969443,-0.003730846,0.9999911,0.3,-1.311342E-08,1.992045,MixedRealityCamera,7.92682,
479.8765,0.02581561,0.006609544,-0.007548779,0.2374483,359.8885,359.7453,-0.001946799,-0.004144243,0.9999895,0.3,-1.311342E-08,1.992451,MixedRealityCamera,7.917776,
479.893,0.0260154,0.00653667,-0.00716079,0.2717146,359.8778,359.7229,-0.002133254,-0.004742296,0.9999865,0.3,-1.311342E-08,1.992839,MixedRealityCamera,7.923179,
479.9094,0.02626572,0.006442685,-0.006750915,0.3045451,359.867,359.7129,-0.002321648,-0.00531529,0.9999832,0.3,-1.311342E-08,1.993249,MixedRealityCamera,7.927364,
479.9255,0.02648139,0.006406326,-0.006335612,0.3195834,359.8614,359.7,-0.002419878,-0.005577753,0.9999815,0.3,-1.311342E-08,1.993664,MixedRealityCamera,7.927191,
479.9428,0.02672026,0.006364696,-0.005898949,0.3152337,359.8541,359.7071,-0.002546235,-0.005501838,0.9999816,0.3,-1.311342E-08,1.994101,MixedRealityCamera,7.927637,
479.9597,0.02693401,0.006323904,-0.005444534,0.3032345,359.8353,359.7115,-0.002874603,-0.005292415,0.9999819,0.3,-1.311342E-08,1.994555,MixedRealityCamera,7.940305,
479.9764,0.0271768,0.006242961,-0.005025607,0.3094145,359.8285,359.7072,-0.002992703,-0.005400275,0.9999809,0.3,-1.311342E-08,1.994974,MixedRealityCamera,7.940379,
479.9928,0.02737065,0.006220974,-0.004603524,0.3206037,359.8264,359.6859,-0.003030817,-0.00559556,0.9999797,0.3,-1.311342E-08,1.995396,MixedRealityCamera,7.937263,
480.0096,0.02763129,0.006186787,-0.004184816,0.3154047,359.8019,359.6857,-0.003458003,-0.005504822,0.9999788,0.3,-1.311342E-08,1.995815,MixedRealityCamera,7.954334,
480.0247,0.02783291,0.006157417,-0.003735248,0.3154474,359.7805,359.678,-0.003830104,-0.005505568,0.9999775,0.3,-1.311342E-08,1.996265,MixedRealityCamera,7.970015,
480.0423,0.02807844,0.006076861,-0.003287338,0.303349,359.7567,359.6702,-0.004246382,-0.005294414,0.999977,0.3,-1.311342E-08,1.996713,MixedRealityCamera,7.986819,
480.0596,0.02830359,0.006177895,-0.002804499,0.2913827,359.7384,359.6389,-0.004566395,-0.005085566,0.9999766,0.3,-1.311342E-08,1.997195,MixedRealityCamera,7.998609,
480.0764,0.02868013,0.006164394,-0.002358284,0.2667033,359.7539,359.6346,-0.004294318,-0.004654834,0.99998,0.3,-1.311342E-08,1.997642,MixedRealityCamera,7.972084,
480.0923,0.02922894,0.00619645,-0.001830049,0.1930503,359.8755,359.6359,-0.002172642,-0.003369357,0.999992,0.3,-1.311342E-08,1.99817,MixedRealityCamera,7.834588,
480.1097,0.03014507,0.0063654,-0.001357775,0.07566332,0.1479273,359.5955,0.002581813,-0.001320574,0.9999958,0.3,-1.311342E-08,1.998642,MixedRealityCamera,7.537181,
480.1253,0.03139848,0.006621026,-0.0008866712,359.9563,0.5920658,359.4023,0.01033331,0.0007622424,0.9999463,0.3,-1.311342E-08,1.999113,MixedRealityCamera,7.060831,
480.1429,0.03299561,0.006694663,-0.0004604869,359.8541,1.185034,359.195,0.0206812,0.002546615,0.9997829,0.3,-1.311342E-08,1.999539,MixedRealityCamera,6.427851,
