subject,target,env,pos,block,mean_confidence,mean_norm_pos_x,max_norm_pos_x,min_norm_pos_x,range_norm_pos_x,mean_norm_pos_y,max_norm_pos_y,min_norm_pos_y,range_norm_pos_y,mean_phi,max_phi,min_phi,range_phi,mean_theta,max_theta,min_theta,range_theta
201,0,U,S,0,0.04223174308290171,0.44038095196581983,0.5,0.1496137142196295,0.3503862857803705,0.414043181495007,0.5,0.11721789041971464,0.38278210958028536,-0.9030261284615598,0.0,-2.482478136611192,2.482478136611192,0.816997052359019,2.159884909961217,0.0,2.159884909961217
201,0,U,S,1,0.3737847363512987,0.433468628140007,0.6429628886293164,0.41755483620746936,0.22540805242184703,0.29339197868697287,0.5526865032012389,0.24763884096343758,0.30504766223780133,-1.806594884026616,0.0,-1.8747899806801784,1.8747899806801784,2.3789850447610275,2.5720401693589667,0.0,2.5720401693589667
201,0,U,S,2,0.3015321666292514,0.3691733271126375,0.5170003873482781,0.24704041163710486,0.26995997571117325,0.4011972890081227,0.7704208795409109,0.2747044531957281,0.49571642634518276,-2.0794387956475524,0.0,-2.6254275124071,2.6254275124071,2.15424805903128,2.4553451693730857,0.0,2.4553451693730857
201,0,U,S,3,0.8252984223733643,0.428281099791764,0.5,0.2831815957803797,0.2168184042196203,0.4631243733819796,0.7713643242953828,0.43619248267845556,0.33517184161692726,-1.7842629468568758,0.0,-2.008270517920931,2.008270517920931,2.0463925811838015,2.1448050140517547,0.0,2.1448050140517547
201,0,U,S,4,0.3978477889547994,0.5029649770554202,0.8304674162341186,0.4109160924145273,0.41955132381959126,0.4059907198675182,0.541864102633761,0.11703307991106626,0.4248310227226947,-1.7480684820811463,0.0,-1.906957931857016,1.906957931857016,2.1634070759225654,2.447785213843626,0.0,2.447785213843626
201,0,U,W,0,0.9981602524291271,0.45818466593607765,0.47071595138828864,0.4488904925002223,0.021825458888066362,0.26120257798207747,0.2770414201470982,0.24478608170875515,0.03225533843834305,-1.907697835062734,-1.8650999728346784,-1.9475791287362805,0.08247915590160204,2.228689463654028,2.2740217929956583,2.1864313212813182,0.08759047171434009
201,0,U,W,1,0.9517161321472007,0.4518889222297941,0.7593415615455974,0.42714381732903295,0.33219774421656445,0.22201246374311706,0.5,0.17966344860778416,0.32033655139221584,-1.8410543422878762,0.0,-1.9808002604560335,1.9808002604560335,2.196258588939011,2.3282062114212327,0.0,2.3282062114212327
201,0,U,W,2,0.3496089738636742,0.4965928068025481,0.5967487261964655,0.4220203589440798,0.17472836725238566,0.5472559075004664,0.7892740542144154,0.5,0.28927405421441543,-1.7290550356541707,0.0,-1.941738288276208,1.941738288276208,1.6042799261947371,1.7055771206721382,0.0,1.7055771206721382
201,0,U,W,3,0.9392817416804032,0.44083259027847904,0.5,0.37064356806234533,0.12935643193765467,0.2613566238708503,0.5,0.21780286566849627,0.28219713433150373,-1.872774464238509,0.0,-2.2300219843563176,2.2300219843563176,2.177262890797182,2.342371351531504,0.0,2.342371351531504
201,0,U,W,4,0.8782025016218187,0.5303667394278048,0.865522664825319,0.38503188191787174,0.4804907829074473,0.4679809923939071,0.6536850788920074,0.3089587622412916,0.34472631665071585,-1.8930634825722377,-1.5329267927018004,-2.04699361814021,0.5140668254384098,2.1713757472264645,2.309104019714616,2.0277336610799197,0.2813703586346965
