T4_EW_PW_B0_C7_P167014_S13_0820144746.csv
SaveFileName,FrameCount,UTC,TimeSinceStart,HeadPositionX,HeadPositionY,HeadPositionZ,HeadForwardVectorX,HeadForwardVectorY,HeadForwardVectorZ,HeadAngleX,HeadAngleY,HeadAngleZ,HeadQuaternionX,HeadQuaternionY,HeadQuaternionZ,HeadQuaternionW,TargetPositionX,TargetPositionY,TargetPositionZ,AngleDifference,OverTarget
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7051,1566280250178,210.5863,-0.02883394,0.06902362,0.003451668,0.001712403,0.03451526,0.9994027,358.022,0.09817202,1.572216,-0.01724682,0.00109331,0.01373248,0.9997564,-1.311342E-07,-1.5,10,10.89831,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7052,1566280250213,210.6206,-0.02928714,0.06987737,0.003840692,-0.001247202,0.04165136,0.9991314,357.6129,359.9285,1.483394,-0.02083653,-0.0003543145,0.01292888,0.9996992,-1.311342E-07,-1.5,10,11.31489,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7053,1566280250244,210.6528,-0.02990352,0.07192758,0.004336722,-0.005607651,0.06707481,0.9977322,356.154,359.678,1.308302,-0.03358605,-0.002425294,0.01131607,0.9993688,-1.311342E-07,-1.5,10,12.7926,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7054,1566280250279,210.6879,-0.03068133,0.07413609,0.004310388,-0.0107795,0.09589687,0.9953329,354.4971,359.3795,1.17616,-0.04805605,-0.004915566,0.009991853,0.9987826,-1.311342E-07,-1.5,10,14.47421,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7055,1566280250311,210.7197,-0.03157969,0.07371625,0.003811248,-0.01464757,0.09606519,0.9952673,354.4874,359.1568,1.270558,-0.04816546,-0.006815888,0.01072054,0.9987586,-1.311342E-07,-1.5,10,14.49531,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7056,1566280250347,210.7547,-0.03202516,0.07413244,0.003683574,-0.01413677,0.09899501,0.9949875,354.3187,359.186,1.468517,-0.049644,-0.006459073,0.0124468,0.9986686,-1.311342E-07,-1.5,10,14.66397,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7057,1566280250378,210.7863,-0.03222758,0.07459918,0.003920712,-0.009017003,0.1026308,0.9946786,354.1093,359.4806,1.60217,-0.05144103,-0.003807663,0.01372963,0.9985744,-1.311342E-07,-1.5,10,14.859,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7058,1566280250414,210.8207,-0.03243257,0.07491291,0.004252989,-0.003469433,0.1056338,0.9943991,353.9363,359.8001,1.67716,-0.05291069,-0.0009677691,0.01452269,0.9984932,-1.311342E-07,-1.5,10,15.02239,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7059,1566280250444,210.853,-0.03271831,0.07474354,0.004755102,-0.0001865743,0.1076403,0.9941899,353.8207,359.9893,1.756716,-0.05389359,0.0007325591,0.01530229,0.9984292,-1.311342E-07,-1.5,10,15.13386,0
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv,7060,1566280250480,210.8883,-0.03327157,0.07437947,0.005498316,0.0007201851,0.1058748,0.9943792,353.9224,0.04149681,1.79703,-0.05299976,0.001192876,0.01567854,0.9984707,-1.311342E-07,-1.5,10,15.03019,0
