imu_packets,1170
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1582271054.617697,0.03906,-0.01685,-0.90375,0.42596,0.5452
1582271054.623064,0.03918,-0.01685,-0.90375,0.42590,0.5452
1582271054.628586,0.03925,-0.01685,-0.90375,0.42590,0.5452
1582271054.6343381,0.03931,-0.01685,-0.90381,0.42584,0.5452
1582271054.641093,0.03943,-0.01672,-0.90381,0.42578,0.5452
1582271054.645845,0.03949,-0.01672,-0.90381,0.42578,0.5452
1582271054.652029,0.03955,-0.01666,-0.90381,0.42572,0.5452
1582271054.657534,0.03961,-0.01660,-0.90387,0.42572,0.5452
1582271054.662726,0.03967,-0.01654,-0.90387,0.42566,0.5452
1582271054.669056,0.03967,-0.01648,-0.90387,0.42560,0.5452
1582271054.674104,0.03973,-0.01642,-0.90393,0.42554,0.5452
1582271054.6822028,0.03979,-0.01636,-0.90393,0.42548,0.5452
1582271054.688427,0.03986,-0.01617,-0.90399,0.42542,0.5452
1582271054.6921291,0.03986,-0.01611,-0.90399,0.42535,0.5452
1582271054.6977222,0.03992,-0.01605,-0.90405,0.42529,0.5452
1582271054.7024,0.03992,-0.01599,-0.90405,0.42523,0.5452
1582271054.708655,0.03992,-0.01593,-0.90411,0.42517,0.5452
1582271054.713398,0.03998,-0.01587,-0.90411,0.42511,0.5452
1582271054.7185888,0.03998,-0.01581,-0.90411,0.42505,0.5452
1582271054.72441,0.03998,-0.01575,-0.90417,0.42505,0.5452
1582271054.7294688,0.03998,-0.01569,-0.90417,0.42493,0.5452
1582271054.736415,0.04004,-0.01569,-0.90424,0.42493,0.5452
1582271054.741739,0.04004,-0.01563,-0.90424,0.42487,0.5452
1582271054.7460978,0.04004,-0.01563,-0.90424,0.42480,0.5452
1582271054.752658,0.04004,-0.01563,-0.90424,0.42480,0.5452
1582271054.7575629,0.04004,-0.01563,-0.90430,0.42474,0.5452
1582271054.7678988,0.04010,-0.01556,-0.90430,0.42474,0.5452
1582271054.769918,0.04010,-0.01556,-0.90430,0.42474,0.5452
1582271054.773395,0.04010,-0.01556,-0.90430,0.42468,0.5452
1582271054.779357,0.04010,-0.01550,-0.90430,0.42468,0.5452
1582271054.784653,0.04010,-0.01544,-0.90436,0.42468,0.5452
1582271054.790188,0.04010,-0.01544,-0.90436,0.42462,0.5452
1582271054.795851,0.04010,-0.01538,-0.90436,0.42462,0.5452
1582271054.8016481,0.04010,-0.01538,-0.90436,0.42462,0.5452
1582271054.808547,0.04010,-0.01538,-0.90436,0.42462,0.5452
1582271054.813886,0.04010,-0.01532,-0.90436,0.42462,0.5452
1582271054.817982,0.04010,-0.01532,-0.90436,0.42462,0.5452
1582271054.82573,0.04010,-0.01532,-0.90436,0.42456,0.5452
1582271054.829658,0.04010,-0.01532,-0.90436,0.42456,0.5452
1582271054.834656,0.04010,-0.01532,-0.90436,0.42456,0.5452
1582271054.840759,0.04010,-0.01532,-0.90442,0.42456,0.5452
1582271054.848622,0.04016,-0.01532,-0.90442,0.42456,0.5452
1582271054.852591,0.04016,-0.01538,-0.90442,0.42450,0.5452
1582271054.8579168,0.04022,-0.01544,-0.90442,0.42450,0.5452
1582271054.863415,0.04022,-0.01550,-0.90442,0.42450,0.5452
1582271054.869107,0.04022,-0.01550,-0.90442,0.42450,0.5452
1582271054.8746629,0.04028,-0.01563,-0.90442,0.42444,0.5452
1582271054.884215,0.04028,-0.01569,-0.90442,0.42444,0.5452
1582271054.886345,0.04028,-0.01575,-0.90442,0.42438,0.5452
1582271054.895475,0.04034,-0.01581,-0.90442,0.42438,0.5452
1582271054.897234,0.04034,-0.01587,-0.90442,0.42438,0.5452
1582271054.902636,0.04034,-0.01593,-0.90448,0.42438,0.5452
1582271054.90841,0.04034,-0.01599,-0.90448,0.42438,0.5452
1582271054.913727,0.04034,-0.01611,-0.90448,0.42438,0.5452
1582271054.919106,0.04034,-0.01617,-0.90448,0.42432,0.5452
1582271054.9306052,0.04041,-0.01636,-0.90448,0.42432,0.5452
1582271054.930617,0.04041,-0.01642,-0.90442,0.42438,0.5452
1582271054.935356,0.04041,-0.01654,-0.90442,0.42438,0.5452
1582271054.9445682,0.04041,-0.01660,-0.90442,0.42438,0.5452
1582271054.947186,0.04041,-0.01666,-0.90442,0.42438,0.5452
1582271054.9522712,0.04041,-0.01672,-0.90442,0.42438,0.5452
1582271054.9605372,0.04041,-0.01685,-0.90442,0.42444,0.5452
1582271054.965245,0.04047,-0.01691,-0.90436,0.42444,0.5452
1582271054.9683359,0.04047,-0.01703,-0.90436,0.42450,0.5452
1582271054.9746282,0.04047,-0.01709,-0.90436,0.42450,0.5452
1582271054.979745,0.04059,-0.01727,-0.90430,0.42456,0.5452
1582271054.985636,0.04071,-0.01746,-0.90430,0.42462,0.5452
1582271054.991582,0.04077,-0.01758,-0.90430,0.42462,0.5452
1582271054.996894,0.04089,-0.01770,-0.90424,0.42468,0.5452
1582271055.004063,0.04102,-0.01788,-0.90424,0.42468,0.5452
1582271055.0087569,0.04114,-0.01813,-0.90424,0.42474,0.5452
1582271055.01545,0.04126,-0.01831,-0.90417,0.42474,0.5452
1582271055.0193942,0.04138,-0.01849,-0.90417,0.42474,0.5452
1582271055.030112,0.04163,-0.01892,-0.90411,0.42480,0.5452
1582271055.0303638,0.04175,-0.01910,-0.90411,0.42480,0.5452
1582271055.0364559,0.04187,-0.01935,-0.90411,0.42480,0.5452
1582271055.0442739,0.04199,-0.01959,-0.90411,0.42480,0.5452
1582271055.0474272,0.04211,-0.01978,-0.90411,0.42480,0.5452
1582271055.052753,0.04230,-0.02002,-0.90411,0.42480,0.5452
1582271055.0588312,0.04242,-0.02020,-0.90405,0.42474,0.5452
1582271055.0640152,0.04254,-0.02039,-0.90405,0.42474,0.5452
1582271055.0715678,0.04285,-0.02081,-0.90405,0.42468,0.5452
1582271055.075804,0.04297,-0.02106,-0.90405,0.42468,0.5452
1582271055.081425,0.04309,-0.02130,-0.90405,0.42468,0.5452
1582271055.08734,0.04327,-0.02155,-0.90405,0.42462,0.5452
1582271055.092903,0.04340,-0.02179,-0.90405,0.42462,0.5452
1582271055.097677,0.04358,-0.02209,-0.90405,0.42462,0.5452
1582271055.105128,0.04376,-0.02240,-0.90405,0.42456,0.5452
1582271055.108866,0.04395,-0.02271,-0.90405,0.42456,0.5452
1582271055.114593,0.04407,-0.02301,-0.90405,0.42450,0.5452
1582271055.119702,0.04443,-0.02374,-0.90405,0.42438,0.5452
1582271055.127137,0.04462,-0.02417,-0.90405,0.42432,0.5452
1582271055.131042,0.04480,-0.02460,-0.90411,0.42426,0.5452
1582271055.138538,0.04498,-0.02496,-0.90411,0.42419,0.5452
1582271055.1421492,0.04517,-0.02533,-0.90411,0.42413,0.5452
1582271055.148767,0.04541,-0.02576,-0.90417,0.42401,0.5452
1582271055.152857,0.04559,-0.02612,-0.90417,0.42395,0.5452
1582271055.159352,0.04578,-0.02649,-0.90417,0.42383,0.5452
1582271055.164095,0.04596,-0.02692,-0.90424,0.42377,0.5452
1582271055.1693408,0.04645,-0.02765,-0.90430,0.42352,0.5453
1582271055.1755772,0.04663,-0.02795,-0.90430,0.42346,0.5453
1582271055.181823,0.04687,-0.02838,-0.90430,0.42334,0.5453
1582271055.18711,0.04712,-0.02875,-0.90436,0.42322,0.5453
1582271055.1930501,0.04736,-0.02905,-0.90436,0.42310,0.5453
1582271055.2004879,0.04767,-0.02942,-0.90442,0.42297,0.5453
1582271055.203273,0.04797,-0.02985,-0.90442,0.42285,0.5453
1582271055.209835,0.04828,-0.03021,-0.90448,0.42273,0.5453
