eye_packets,764
norm_X,norm_Y,phi,theta,confidence,timestamp
1582269322.688266,"{'circle_3d': {'center': [-2.348413266730069, 1.1136112393458113, 17.202553165335686], 'normal': [0.34450453637746586, -0.8235421881848487, -0.4506605027013777], 'radius': 1.4435798980997292}, 'confidence': 0.09983329319144484, 'timestamp': 58391.312343, 'diameter_3d': 2.8871597961994584, 'ellipse': {'center': [74.2011238824725, 161.99189537098584], 'axes': [57.324711049095185, 104.95841124847605], 'angle': -71.34336630796953}, 'location': [74.2011238824725, 161.99189537098584], 'diameter': 104.95841124847605, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6031688827395669, 'phi': -0.9181152189110257, 'norm_pos': [0.23187851213272656, 0.325033769287559], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.7852318,"{'circle_3d': {'center': [-2.2935937249985496, 1.119620131385993, 17.233850647245323], 'normal': [0.3490728315217592, -0.8230414471815003, -0.4480523792089081], 'radius': 1.4537310471575136}, 'confidence': 0.11096593134185086, 'timestamp': 58391.413142, 'diameter_3d': 2.907462094315027, 'ellipse': {'center': [76.32046532862145, 162.14565505035037], 'axes': [57.3360160709304, 105.4626812619566], 'angle': -70.88042437364334}, 'location': [76.32046532862145, 162.14565505035037], 'diameter': 105.4626812619566, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6040510619864679, 'phi': -0.9089364742839396, 'norm_pos': [0.23850145415194204, 0.3243931039568735], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.7970712,"{'circle_3d': {'center': [-2.3386346920050904, 1.1184432756721527, 17.20120938187039], 'normal': [0.3453194176045475, -0.823139518490987, -0.450772484656819], 'radius': 1.4416922058574608}, 'confidence': 0.09994817288617915, 'timestamp': 58391.421542, 'diameter_3d': 2.8833844117149217, 'ellipse': {'center': [74.55006592363992, 162.1651862464239], 'axes': [57.283053255881875, 104.8199221473463], 'angle': -71.25948444585039}, 'location': [74.55006592363992, 162.1651862464239], 'diameter': 104.8199221473463, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6038783739435687, 'phi': -0.9170948937788974, 'norm_pos': [0.23296895601137474, 0.3243117239732337], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.8008199,"{'circle_3d': {'center': [-1.7054734704005092, 1.4640213136893738, 17.10416750655699], 'normal': [0.39808285273826255, -0.7943413486562186, -0.4588593075996024], 'radius': 1.4379020745393283}, 'confidence': 0.07236479713880833, 'timestamp': 58391.429942, 'diameter_3d': 2.8758041490786566, 'ellipse': {'center': [97.02745885769014, 174.9723510642191], 'axes': [59.300384868449875, 104.69327585893963], 'angle': -65.5469792597915}, 'location': [97.02745885769014, 174.9723510642191], 'diameter': 104.69327585893963, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6528737675327169, 'phi': -0.8562020779642662, 'norm_pos': [0.3032108089302817, 0.2709485372324204], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.8096461,"{'circle_3d': {'center': [-2.0522277248826803, 1.218041923505547, 17.247437914861337], 'normal': [0.36918666486474827, -0.8148396311715373, -0.4469201069075735], 'radius': 1.4454607896790581}, 'confidence': 0.11175464816520288, 'timestamp': 58391.438342, 'diameter_3d': 2.8909215793581162, 'ellipse': {'center': [85.08824563375383, 165.62769623982484], 'axes': [57.105985022917366, 104.5899096830001], 'angle': -68.80043348891502}, 'location': [85.08824563375383, 165.62769623982484], 'diameter': 104.5899096830001, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6183438332085213, 'phi': -0.8803607834981314, 'norm_pos': [0.2659007676054807, 0.30988459900072984], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.821224,"{'circle_3d': {'center': [-2.8470725462919426, 1.6657345449118317, 15.997775060294265], 'normal': [0.3029495964139764, -0.7775319127210136, -0.5510586781214962], 'radius': 1.4503976688879119}, 'confidence': 0.06944802748622922, 'timestamp': 58391.446742, 'diameter_3d': 2.9007953377758238, 'ellipse': {'center': [48.169742876611096, 187.12393254478667], 'axes': [76.74113686697616, 113.94384680038033], 'angle': -76.36996341332883}, 'location': [48.169742876611096, 187.12393254478667], 'diameter': 113.94384680038033, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6800648932019842, 'phi': -1.0681379842966607, 'norm_pos': [0.15053044648940966, 0.2203169477300555], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.826126,"{'circle_3d': {'center': [-2.2780500116420157, 2.0147309080781177, 15.853440881698672], 'normal': [0.350368140968137, -0.7484488824571566, -0.5630865263377957], 'radius': 1.4473253657812395}, 'confidence': 0.07153438733581012, 'timestamp': 58391.455142, 'diameter_3d': 2.894650731562479, 'ellipse': {'center': [69.3741818872769, 201.43385965441428], 'axes': [80.34932228057298, 113.98162552385111], 'angle': -70.01562808451132}, 'location': [69.3741818872769, 201.43385965441428], 'diameter': 113.98162552385111, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.7250762096733123, 'phi': -1.0141929231696039, 'norm_pos': [0.21679431839774033, 0.16069225143994048], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.832771,"{'circle_3d': {'center': [-1.7906975927546327, 1.3819978356773213, 17.17393651355524], 'normal': [0.39098084254208554, -0.8011766384905562, -0.45304522368308153], 'radius': 1.4450473472272525}, 'confidence': 0.1146305297457653, 'timestamp': 58391.463542, 'diameter_3d': 2.890094694454505, 'ellipse': {'center': [94.20591101749471, 171.77639159961294], 'axes': [58.46283043669108, 104.83794083032274], 'angle': -66.41172665247456}, 'location': [94.20591101749471, 171.77639159961294], 'diameter': 104.83794083032274, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6415374728037307, 'phi': -0.8587997799211454, 'norm_pos': [0.29439347192967097, 0.2842650350016128], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.8409338,"{'circle_3d': {'center': [-2.230190515868813, 1.1450357828724549, 17.236995432813004], 'normal': [0.3543564322825706, -0.8209234762242952, -0.44779031374493466], 'radius': 1.4447180263956125}, 'confidence': 0.10784484818865127, 'timestamp': 58391.471942, 'diameter_3d': 2.889436052791225, 'ellipse': {'center': [78.63385908890382, 163.02869893505738], 'axes': [57.014587390021866, 104.7335609230077], 'angle': -70.3374531140174}, 'location': [78.63385908890382, 163.02869893505738], 'diameter': 104.7335609230077, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6077699947208973, 'phi': -0.901355415321151, 'norm_pos': [0.24573080965282443, 0.3207137544372609], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.853002,"{'circle_3d': {'center': [-1.7977994707146383, 1.3723430161040966, 17.18490565378613], 'normal': [0.39038901937875176, -0.801981206788325, -0.4521311286638406], 'radius': 1.4503827062422325}, 'confidence': 0.08767047034065924, 'timestamp': 58391.480342, 'diameter_3d': 2.900765412484465, 'ellipse': {'center': [93.98505751930676, 171.40430536863715], 'axes': [58.507811531057946, 105.16475947598597], 'angle': -66.4879656885057}, 'location': [93.98505751930676, 171.40430536863715], 'diameter': 105.16475947598597, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6401917903868167, 'phi': -0.8585500502581331, 'norm_pos': [0.2937033047478336, 0.28581539429734515], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.8612108,"{'circle_3d': {'center': [-2.2466802700891844, 2.031568892354704, 15.850673495970902], 'normal': [0.35298228609753957, -0.7470457171007743, -0.5633171418151097], 'radius': 1.4512925130520553}, 'confidence': 0.055102847891903776, 'timestamp': 58391.488742, 'diameter_3d': 2.9025850261041106, 'ellipse': {'center': [70.57568909061351, 202.12221277013217], 'axes': [80.67156224776194, 114.28313057184161], 'angle': -69.63612361515719}, 'location': [70.57568909061351, 202.12221277013217], 'diameter': 114.28313057184161, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.7271894651835039, 'phi': -1.0110373788131242, 'norm_pos': [0.2205490284081672, 0.1578241134577827], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.869308,"{'circle_3d': {'center': [-2.0360402369576045, 1.2319665469442427, 17.235477895387163], 'normal': [0.3705356221918379, -0.8136792458849794, -0.447916775197088], 'radius': 1.4449446230524896}, 'confidence': 0.0962394658626482, 'timestamp': 58391.497142, 'diameter_3d': 2.889889246104979, 'ellipse': {'center': [85.6177962604914, 166.16422338898704], 'axes': [57.283328602194736, 104.61275452765835], 'angle': -68.65165300295101}, 'location': [85.6177962604914, 166.16422338898704], 'diameter': 104.61275452765835, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6203427726623636, 'phi': -0.879663651336125, 'norm_pos': [0.26755561331403566, 0.30764906921255397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.876971,"{'circle_3d': {'center': [-1.508412872478492, 1.9584677232962626, 16.48025366372324], 'normal': [0.414504569231764, -0.7531374811889778, -0.5108521278357484], 'radius': 1.4548871785557425}, 'confidence': 0.06287432056726462, 'timestamp': 58391.505542, 'diameter_3d': 2.909774357111485, 'ellipse': {'center': [101.89449770447892, 195.9757281329907], 'axes': [70.25413606083437, 109.8207838436303], 'angle': -62.39752391281708}, 'location': [101.89449770447892, 195.9757281329907], 'diameter': 109.8207838436303, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.717977978685244, 'phi': -0.8891437170902, 'norm_pos': [0.3184203053264966, 0.18343446611253877], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.886627,"{'circle_3d': {'center': [-1.7933956074876036, 1.3782094565255534, 17.17831132527443], 'normal': [0.3907560079810047, -0.8014923367532036, -0.45268065603981594], 'radius': 1.4471662576023152}, 'confidence': 0.10688552802179851, 'timestamp': 58391.513942, 'diameter_3d': 2.8943325152046304, 'ellipse': {'center': [94.12266673975311, 171.6301634875773], 'axes': [58.48064433461965, 104.9675959854261], 'angle': -66.44096377805609}, 'location': [94.12266673975311, 171.6301634875773], 'diameter': 104.9675959854261, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6410097403516586, 'phi': -0.8586861086308251, 'norm_pos': [0.2941333335617285, 0.2848743188017612], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.893064,"{'circle_3d': {'center': [-2.563667814564877, 1.067841680709634, 17.126653276296416], 'normal': [0.3265666573912319, -0.8273563180711969, -0.4569854934546503], 'radius': 1.4491977967779452}, 'confidence': 0.07584083325024711, 'timestamp': 58391.522342, 'diameter_3d': 2.8983955935558905, 'ellipse': {'center': [65.99797846252665, 160.56500811083134], 'axes': [58.37150814278109, 106.03829583997035], 'angle': -73.17785597170943}, 'location': [65.99797846252665, 160.56500811083134], 'diameter': 106.03829583997035, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5964118524279721, 'phi': -0.9503317762130818, 'norm_pos': [0.20624368269539578, 0.330979132871536], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269322.9030452,"{'circle_3d': {'center': [-1.7097782243969792, 1.4396977757073675, 17.14273037048673], 'normal': [0.3977241232385567, -0.7963683101547191, -0.45564573560545735], 'radius': 1.4465994304130194}, 'confidence': 0.1026748546933415, 'timestamp': 58391.530742, 'diameter_3d': 2.893198860826039, 'ellipse': {'center': [97.00703630614804, 173.97604207295214], 'axes': [59.06884476421964, 105.09809668055999], 'angle': -65.63616199657538}, 'location': [97.00703630614804, 173.97604207295214], 'diameter': 105.09809668055999, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6495297322591583, 'phi': -0.8531682057657555, 'norm_pos': [0.3031469884567126, 0.2750998246960328], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
