imu_packets,1266
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596008255.5640478,B1482498,0.02332,0.05286,-0.98547,0.15973,0.0201
1596008255.567916,B1482503,0.02338,0.05286,-0.98547,0.15973,0.0200
1596008255.574508,B1482509,0.02338,0.05280,-0.98547,0.15967,0.0201
1596008255.579411,B1482514,0.02344,0.05280,-0.98547,0.15967,0.0200
1596008255.584359,B1482520,0.02350,0.05273,-0.98547,0.15967,0.0200
1596008255.5902321,B1482525,0.02356,0.05267,-0.98547,0.15967,0.0200
1596008255.5956,B1482531,0.02362,0.05267,-0.98547,0.15967,0.0200
1596008255.6004999,B1482536,0.02362,0.05261,-0.98547,0.15967,0.0200
1596008255.607005,B1482541,0.02368,0.05261,-0.98547,0.15967,0.0200
1596008255.610698,B1482546,0.02374,0.05255,-0.98547,0.15967,0.0200
1596008255.615956,B1482552,0.02374,0.05249,-0.98547,0.15961,0.0200
1596008255.6216562,B1482557,0.02374,0.05249,-0.98547,0.15961,0.0200
1596008255.626275,B1482562,0.02380,0.05243,-0.98553,0.15955,0.0200
1596008255.631509,B1482567,0.02380,0.05243,-0.98553,0.15955,0.0200
1596008255.6366851,B1482572,0.02380,0.05243,-0.98553,0.15948,0.0200
1596008255.641726,B1482577,0.02386,0.05237,-0.98553,0.15948,0.0200
1596008255.6466508,B1482582,0.02393,0.05237,-0.98553,0.15942,0.0200
1596008255.6518662,B1482587,0.02393,0.05231,-0.98553,0.15942,0.0200
1596008255.6565802,B1482592,0.02399,0.05231,-0.98553,0.15936,0.0200
1596008255.662239,B1482597,0.02405,0.05231,-0.98553,0.15936,0.0200
1596008255.667846,B1482603,0.02405,0.05231,-0.98553,0.15930,0.0200
1596008255.6724072,B1482608,0.02417,0.05231,-0.98553,0.15924,0.0200
1596008255.6770282,B1482613,0.02423,0.05231,-0.98553,0.15918,0.0200
1596008255.682668,B1482618,0.02429,0.05231,-0.98560,0.15918,0.0200
1596008255.6870809,B1482623,0.02429,0.05231,-0.98560,0.15912,0.0200
1596008255.692204,B1482628,0.02435,0.05231,-0.98560,0.15906,0.0200
1596008255.697174,B1482633,0.02441,0.05231,-0.98560,0.15906,0.0200
1596008255.703068,B1482638,0.02441,0.05231,-0.98560,0.15900,0.0200
1596008255.7071989,B1482643,0.02448,0.05231,-0.98560,0.15900,0.0200
1596008255.712397,B1482648,0.02448,0.05231,-0.98560,0.15900,0.0200
1596008255.7201972,B1482653,0.02454,0.05231,-0.98560,0.15894,0.0200
1596008255.722603,B1482658,0.02454,0.05231,-0.98560,0.15894,0.0200
1596008255.7277591,B1482663,0.02460,0.05231,-0.98560,0.15887,0.0200
1596008255.734528,B1482668,0.02460,0.05231,-0.98560,0.15887,0.0200
1596008255.738112,B1482673,0.02460,0.05231,-0.98560,0.15887,0.0200
1596008255.742817,B1482678,0.02460,0.05231,-0.98560,0.15881,0.0200
1596008255.748119,B1482684,0.02460,0.05231,-0.98560,0.15881,0.0200
1596008255.7534668,B1482689,0.02454,0.05231,-0.98560,0.15881,0.0200
1596008255.759043,B1482695,0.02454,0.05231,-0.98560,0.15881,0.0200
1596008255.764928,B1482700,0.02454,0.05225,-0.98560,0.15881,0.0200
1596008255.769791,B1482706,0.02454,0.05219,-0.98566,0.15881,0.0200
