imu_packets,1262
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596007317.339821,B543364,0.01599,0.03363,-0.98785,0.15088,0.0156
1596007317.344604,B543369,0.01599,0.03363,-0.98785,0.15088,0.0156
1596007317.349488,B543374,0.01599,0.03363,-0.98785,0.15088,0.0156
1596007317.355146,B543379,0.01593,0.03369,-0.98785,0.15082,0.0156
1596007317.3597481,B543384,0.01593,0.03369,-0.98785,0.15082,0.0156
1596007317.365945,B543389,0.01593,0.03375,-0.98785,0.15082,0.0156
1596007317.370089,B543394,0.01593,0.03375,-0.98785,0.15082,0.0156
1596007317.375815,B543399,0.01593,0.03375,-0.98785,0.15082,0.0156
1596007317.38079,B543404,0.01593,0.03381,-0.98785,0.15076,0.0156
1596007317.385418,B543409,0.01599,0.03381,-0.98785,0.15076,0.0156
1596007317.391556,B543414,0.01599,0.03387,-0.98785,0.15076,0.0156
1596007317.3950138,B543419,0.01599,0.03387,-0.98785,0.15076,0.0156
1596007317.400089,B543424,0.01593,0.03394,-0.98785,0.15070,0.0156
1596007317.4054751,B543429,0.01593,0.03394,-0.98785,0.15070,0.0156
1596007317.410419,B543434,0.01593,0.03387,-0.98785,0.15063,0.0156
1596007317.415432,B543439,0.01587,0.03387,-0.98785,0.15063,0.0156
1596007317.420873,B543444,0.01587,0.03387,-0.98792,0.15063,0.0156
1596007317.4252732,B543449,0.01587,0.03381,-0.98792,0.15057,0.0156
1596007317.429992,B543454,0.01587,0.03375,-0.98792,0.15057,0.0156
1596007317.435029,B543459,0.01593,0.03375,-0.98792,0.15051,0.0156
1596007317.4401941,B543464,0.01593,0.03369,-0.98792,0.15051,0.0156
1596007317.445966,B543469,0.01593,0.03363,-0.98792,0.15045,0.0156
1596007317.450304,B543474,0.01593,0.03351,-0.98792,0.15045,0.0156
1596007317.455339,B543480,0.01599,0.03345,-0.98792,0.15039,0.0156
1596007317.461365,B543485,0.01599,0.03333,-0.98792,0.15039,0.0156
1596007317.465918,B543490,0.01599,0.03326,-0.98792,0.15033,0.0156
1596007317.4703202,B543495,0.01599,0.03314,-0.98798,0.15033,0.0156
1596007317.476083,B543500,0.01599,0.03302,-0.98798,0.15033,0.0156
1596007317.481893,B543506,0.01599,0.03290,-0.98798,0.15027,0.0156
1596007317.4875689,B543512,0.01599,0.03278,-0.98798,0.15021,0.0156
1596007317.492574,B543517,0.01599,0.03265,-0.98798,0.15021,0.0156
1596007317.498626,B543522,0.01599,0.03253,-0.98798,0.15015,0.0156
1596007317.504467,B543528,0.01599,0.03241,-0.98798,0.15015,0.0156
1596007317.508707,B543533,0.01599,0.03229,-0.98804,0.15009,0.0156
