imu_packets,1258
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596008420.478304,B1647588,0.02374,0.05981,-0.98669,0.14923,0.0199
1596008420.4839292,B1647594,0.02374,0.05981,-0.98669,0.14917,0.0199
1596008420.488405,B1647599,0.02386,0.05975,-0.98676,0.14911,0.0199
1596008420.4959512,B1647604,0.02386,0.05969,-0.98676,0.14905,0.0199
1596008420.498354,B1647609,0.02393,0.05969,-0.98676,0.14899,0.0199
1596008420.503433,B1647614,0.02393,0.05969,-0.98676,0.14893,0.0199
1596008420.5089312,B1647619,0.02399,0.05963,-0.98676,0.14886,0.0199
1596008420.513602,B1647624,0.02399,0.05963,-0.98676,0.14880,0.0199
1596008420.519358,B1647629,0.02399,0.05963,-0.98676,0.14874,0.0199
1596008420.523795,B1647634,0.02399,0.05963,-0.98682,0.14868,0.0199
1596008420.5291362,B1647639,0.02405,0.05963,-0.98682,0.14868,0.0199
1596008420.534903,B1647644,0.02405,0.05963,-0.98682,0.14862,0.0199
1596008420.539069,B1647650,0.02405,0.05963,-0.98682,0.14856,0.0199
1596008420.545064,B1647655,0.02405,0.05963,-0.98682,0.14850,0.0199
1596008420.55026,B1647661,0.02411,0.05963,-0.98682,0.14844,0.0199
1596008420.556052,B1647666,0.02411,0.05969,-0.98682,0.14838,0.0199
1596008420.561988,B1647672,0.02417,0.05969,-0.98682,0.14832,0.0199
1596008420.5679722,B1647677,0.02417,0.05969,-0.98682,0.14825,0.0199
1596008420.5731788,B1647683,0.02423,0.05975,-0.98688,0.14819,0.0199
1596008420.577497,B1647688,0.02423,0.05981,-0.98688,0.14813,0.0199
1596008420.582806,B1647693,0.02423,0.05981,-0.98688,0.14813,0.0199
1596008420.5872629,B1647698,0.02429,0.05988,-0.98688,0.14807,0.0199
1596008420.5927732,B1647703,0.02429,0.05994,-0.98688,0.14801,0.0199
1596008420.597597,B1647708,0.02429,0.06000,-0.98688,0.14789,0.0199
1596008420.603114,B1647713,0.02429,0.06006,-0.98688,0.14783,0.0199
1596008420.608032,B1647718,0.02429,0.06012,-0.98688,0.14783,0.0199
1596008420.612658,B1647723,0.02429,0.06012,-0.98688,0.14777,0.0199
1596008420.619295,B1647728,0.02429,0.06018,-0.98688,0.14777,0.0199
1596008420.62395,B1647733,0.02429,0.06024,-0.98688,0.14771,0.0199
1596008420.627672,B1647738,0.02429,0.06024,-0.98688,0.14771,0.0199
1596008420.6328151,B1647743,0.02429,0.06036,-0.98688,0.14771,0.0199
1596008420.6378932,B1647748,0.02429,0.06042,-0.98688,0.14771,0.0199
1596008420.644344,B1647753,0.02429,0.06049,-0.98688,0.14764,0.0199
1596008420.649805,B1647759,0.02429,0.06055,-0.98688,0.14764,0.0199
1596008420.6533911,B1647764,0.02429,0.06061,-0.98688,0.14764,0.0199
1596008420.6588721,B1647769,0.02429,0.06067,-0.98688,0.14764,0.0199
1596008420.663372,B1647774,0.02429,0.06079,-0.98688,0.14764,0.0199
