imu_packets,1269
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596008381.99567,B1609066,0.02222,0.05872,-0.98560,0.15704,0.0200
1596008382.0007172,B1609071,0.02216,0.05872,-0.98560,0.15710,0.0200
1596008382.0063539,B1609076,0.02216,0.05865,-0.98560,0.15710,0.0200
1596008382.011061,B1609081,0.02216,0.05865,-0.98560,0.15717,0.0200
1596008382.0160441,B1609086,0.02209,0.05859,-0.98560,0.15723,0.0200
1596008382.021396,B1609091,0.02209,0.05859,-0.98560,0.15729,0.0200
1596008382.026001,B1609096,0.02203,0.05859,-0.98553,0.15729,0.0199
1596008382.030907,B1609101,0.02203,0.05859,-0.98553,0.15735,0.0199
1596008382.03702,B1609106,0.02203,0.05859,-0.98553,0.15741,0.0200
1596008382.041373,B1609111,0.02197,0.05859,-0.98553,0.15747,0.0200
1596008382.046496,B1609116,0.02197,0.05859,-0.98553,0.15753,0.0200
1596008382.051904,B1609121,0.02191,0.05859,-0.98553,0.15759,0.0200
1596008382.056617,B1609127,0.02191,0.05859,-0.98553,0.15765,0.0200
1596008382.062058,B1609132,0.02185,0.05859,-0.98547,0.15778,0.0200
1596008382.066725,B1609137,0.02185,0.05859,-0.98547,0.15784,0.0200
1596008382.071795,B1609142,0.02179,0.05859,-0.98547,0.15790,0.0200
1596008382.076969,B1609147,0.02179,0.05853,-0.98547,0.15796,0.0200
1596008382.081856,B1609152,0.02173,0.05853,-0.98547,0.15802,0.0200
1596008382.087314,B1609157,0.02173,0.05853,-0.98547,0.15814,0.0199
1596008382.093525,B1609162,0.02167,0.05853,-0.98541,0.15820,0.0200
1596008382.097157,B1609167,0.02167,0.05847,-0.98541,0.15826,0.0200
1596008382.10263,B1609172,0.02161,0.05841,-0.98541,0.15833,0.0200
1596008382.1078851,B1609178,0.02161,0.05841,-0.98541,0.15845,0.0200
1596008382.113413,B1609184,0.02161,0.05835,-0.98541,0.15851,0.0200
1596008382.1192472,B1609189,0.02155,0.05835,-0.98541,0.15857,0.0200
1596008382.124407,B1609194,0.02155,0.05829,-0.98535,0.15863,0.0200
1596008382.129927,B1609200,0.02148,0.05823,-0.98535,0.15869,0.0199
1596008382.135411,B1609205,0.02148,0.05817,-0.98535,0.15875,0.0199
1596008382.140295,B1609210,0.02148,0.05817,-0.98535,0.15881,0.0199
1596008382.145765,B1609216,0.02148,0.05811,-0.98535,0.15887,0.0199
1596008382.1511521,B1609221,0.02148,0.05811,-0.98535,0.15894,0.0199
1596008382.155958,B1609226,0.02142,0.05811,-0.98535,0.15900,0.0199
1596008382.160815,B1609231,0.02142,0.05811,-0.98535,0.15906,0.0199
1596008382.165944,B1609236,0.02142,0.05811,-0.98535,0.15906,0.0199
1596008382.171951,B1609241,0.02142,0.05804,-0.98529,0.15912,0.0199
