eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1581655325.826572,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 1855.785107, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.832784,"{'circle_3d': {'center': [5.334435941121425, 1.8055742584570842, 61.91945715866926], 'normal': [0.6042222972579819, 0.6363383963956626, -0.47957153873940794], 'radius': 1.8264805818724876}, 'confidence': 0.15361155752172442, 'timestamp': 1855.793507, 'diameter_3d': 3.6529611637449753, 'ellipse': {'center': [213.29313315247674, 137.92660965880418], 'axes': [14.956233508756938, 36.61979444721467], 'angle': 45.437537460672914}, 'location': [213.29313315247674, 137.92660965880418], 'diameter': 36.61979444721467, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.2605386078757115, 'phi': -0.6708879620547175, 'norm_pos': [0.6665410411014898, 0.42530579308831595], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.841152,"{'circle_3d': {'center': [5.699114503159356, 1.8208849098490028, 62.43379857765939], 'normal': [0.6346121774278095, 0.6376142840116559, -0.43670975382356403], 'radius': 1.82725277217957}, 'confidence': 0.15859392491249072, 'timestamp': 1855.801907, 'diameter_3d': 3.65450554435914, 'ellipse': {'center': [216.48713902933866, 137.9468954161755], 'axes': [13.068747589459269, 36.33658765363179], 'angle': 44.19519718123694}, 'location': [216.48713902933866, 137.9468954161755], 'diameter': 36.33658765363179, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.2621937066101703, 'phi': -0.6027300714448439, 'norm_pos': [0.6765223094666833, 0.42522126909926883], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.8512352,"{'circle_3d': {'center': [5.422465417667329, 1.9950780575092848, 62.29806552848063], 'normal': [0.6115580869701407, 0.6521303796500129, -0.4480208412551275], 'radius': 1.7904014714006737}, 'confidence': 0.25917179568748244, 'timestamp': 1855.810307, 'diameter_3d': 3.5808029428013475, 'ellipse': {'center': [213.86046546366498, 139.7187281214494], 'axes': [13.322880316775862, 35.6771166404831], 'angle': 45.91412351301918}, 'location': [213.86046546366498, 139.7187281214494], 'diameter': 35.6771166404831, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.281187510105482, 'phi': -0.6322647525547215, 'norm_pos': [0.668313954573953, 0.41783863282729417], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.861232,"{'circle_3d': {'center': [5.5351145029130615, 2.243183015220766, 62.84800218012519], 'normal': [0.6209455107406182, 0.6728057927926361, -0.40219278695141364], 'radius': 1.799669829033464}, 'confidence': 0.16498563183165083, 'timestamp': 1855.818707, 'diameter_3d': 3.599339658066928, 'ellipse': {'center': [214.5148029780376, 142.00671736331088], 'axes': [11.48551968343309, 35.5472462928577], 'angle': 46.52841526339726}, 'location': [214.5148029780376, 142.00671736331088], 'diameter': 35.5472462928577, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.308791144262964, 'phi': -0.5747638869391557, 'norm_pos': [0.6703587593063676, 0.408305344319538], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.869575,"{'circle_3d': {'center': [5.513092743907389, 2.2180680262731682, 62.77269247684871], 'normal': [0.6191103641568123, 0.670712877047003, -0.40846859555778714], 'radius': 1.783107922006193}, 'confidence': 0.17852931550814138, 'timestamp': 1855.827107, 'diameter_3d': 3.566215844012386, 'ellipse': {'center': [214.36233390795633, 141.78523854093316], 'axes': [11.63642837301022, 35.26214784125868], 'angle': 46.50496593051976}, 'location': [214.36233390795633, 141.78523854093316], 'diameter': 35.26214784125868, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.3059658142969615, 'phi': -0.583210697054254, 'norm_pos': [0.6698822934623635, 0.4092281727461118], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.876343,"{'circle_3d': {'center': [5.411701588235319, 2.1255835448451874, 62.47793762759193], 'normal': [0.6106611011841397, 0.6630058369280045, -0.433031499662519], 'radius': 1.83282943442424}, 'confidence': 0.10968711070067576, 'timestamp': 1855.835507, 'diameter_3d': 3.66565886884848, 'ellipse': {'center': [213.5994219494682, 140.95470022882364], 'axes': [13.006512507116701, 36.41693215828748], 'angle': 46.493263530345644}, 'location': [213.5994219494682, 140.95470022882364], 'diameter': 36.41693215828748, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.2956231859847125, 'phi': -0.616820035932403, 'norm_pos': [0.6674981935920881, 0.41268874904656816], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.884829,"{'circle_3d': {'center': [5.45251786191149, 2.1287540600595003, 62.540893692793375], 'normal': [0.6140624573238208, 0.6632700465291974, -0.4277851608957318], 'radius': 1.8080360330527607}, 'confidence': 0.2480510483656642, 'timestamp': 1855.843907, 'diameter_3d': 3.6160720661055215, 'ellipse': {'center': [213.95433308634833, 140.97072572792342], 'axes': [12.605571137572332, 35.88812614376412], 'angle': 46.3580518392146}, 'location': [213.95433308634833, 140.97072572792342], 'diameter': 35.88812614376412, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.2959761727467263, 'phi': -0.6084725122300425, 'norm_pos': [0.6686072908948385, 0.41262197613365237], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.892441,"{'circle_3d': {'center': [6.253103867827031, 1.2848079686169624, 62.513449200265185], 'normal': [0.6807779578167824, 0.5929412055756526, -0.4300722019397476], 'radius': 1.814705440868736}, 'confidence': 0.13595520196956984, 'timestamp': 1855.852307, 'diameter_3d': 3.629410881737472, 'ellipse': {'center': [221.90699482428005, 132.61798684276576], 'axes': [12.584932336624068, 36.050504840921874], 'angle': 40.022257911023225}, 'location': [221.90699482428005, 132.61798684276576], 'diameter': 36.050504840921874, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.2055028333869027, 'phi': -0.5634287936924055, 'norm_pos': [0.6934593588258752, 0.4474250548218094], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.90187,"{'circle_3d': {'center': [6.218787507889562, 1.719524343819418, 63.111553304980625], 'normal': [0.6779182611553268, 0.6291675701758572, -0.3802301932134611], 'radius': 1.815773976167422}, 'confidence': 0.29416145906193714, 'timestamp': 1855.860707, 'diameter_3d': 3.631547952334844, 'ellipse': {'center': [221.0034976636407, 136.78149956926922], 'axes': [10.566863145925977, 35.72557088556881], 'angle': 42.05528325496225}, 'location': [221.0034976636407, 136.78149956926922], 'diameter': 35.72557088556881, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.251278107004133, 'phi': -0.5111573108276369, 'norm_pos': [0.6906359301988771, 0.430077085128045], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581655325.9097679,"{'circle_3d': {'center': [5.824966752704563, 1.9553413877508659, 62.83130707607151], 'normal': [0.6450998648899101, 0.6488189905034778, -0.40358404562255384], 'radius': 1.786439539709254}, 'confidence': 0.07668096179740659, 'timestamp': 1855.869107, 'diameter_3d': 3.572879079418508, 'ellipse': {'center': [217.38732457960293, 139.17644191783614], 'axes': [11.405884509634111, 35.29964192456868], 'angle': 44.33588639157683}, 'location': [217.38732457960293, 139.17644191783614], 'diameter': 35.29964192456868, 'sphere': {'center': [-1.9162316259743581, -5.830486498290868, 67.67431562354216], 'radius': 12.0}, 'projected_sphere': {'center': [142.4443941965657, 66.58384653567435], 'axes': [219.8766232491257, 219.8766232491257], 'angle': 90.0}, 'model_confidence': 0.8074859820186853, 'model_id': 1, 'model_birth_timestamp': 1614.061823, 'theta': 2.2768277000350254, 'phi': -0.5590413218156314, 'norm_pos': [0.6793353893112591, 0.4200981586756828], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
