eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656559.58463,"{'circle_3d': {'center': [3.2811953723335225, -0.4684118438179139, 112.12377700213183], 'normal': [-0.2658902754198954, 0.4484236339758143, -0.8533572557429021], 'radius': 3.956617392876693}, 'confidence': 0.30407070723333274, 'timestamp': 3089.543878, 'diameter_3d': 7.913234785753386, 'ellipse': {'center': [178.32508760380975, 117.11345522897211], 'axes': [37.76495597121649, 43.77682053028973], 'angle': -61.65837353702474}, 'location': [178.32508760380975, 117.11345522897211], 'diameter': 43.77682053028973, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0357972582228308, 'phi': -1.8728441312384343, 'norm_pos': [0.5572658987619055, 0.5120272698792829], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.592767,"{'circle_3d': {'center': [3.019830869230889, 0.3711364103911281, 112.7003636840941], 'normal': [-0.287670650678448, 0.5183859884932341, -0.8053083655793791], 'radius': 3.9584695168465647}, 'confidence': 0.34593864428328946, 'timestamp': 3089.552278, 'diameter_3d': 7.916939033693129, 'ellipse': {'center': [176.79751489579732, 121.72317585324956], 'axes': [35.339364233379854, 43.57703572298984], 'angle': -62.988530539695795}, 'location': [176.79751489579732, 121.72317585324956], 'diameter': 43.57703572298984, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.1157587865990193, 'phi': -1.9138869158091183, 'norm_pos': [0.5524922340493666, 0.4928201006114602], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.6003158,"{'circle_3d': {'center': [3.9333460200012142, 0.40778050899290275, 112.44426823134553], 'normal': [-0.2115443881142545, 0.5214396633767159, -0.8266496533084273], 'radius': 3.931445958280273}, 'confidence': 0.3517767092879603, 'timestamp': 3089.560678, 'diameter_3d': 7.862891916560546, 'ellipse': {'center': [181.82883995843537, 121.92248316934119], 'axes': [36.07084235241106, 43.38857207046788], 'angle': -70.85491924917697}, 'location': [181.82883995843537, 121.92248316934119], 'diameter': 43.38857207046788, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.119333604249297, 'phi': -1.8213255598095721, 'norm_pos': [0.5682151248701105, 0.49198965346107837], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.6082828,"{'circle_3d': {'center': [2.9623749473752055, 0.29990801582086224, 112.67550274518932], 'normal': [-0.29245864416642176, 0.5124502889457122, -0.8073801104881112], 'radius': 3.951109043000123}, 'confidence': 0.37827093571014625, 'timestamp': 3089.569078, 'diameter_3d': 7.902218086000246, 'ellipse': {'center': [176.4876232089183, 121.33539543977376], 'axes': [35.38618552508447, 43.504549215407245], 'angle': -62.250978729810335}, 'location': [176.4876232089183, 121.33539543977376], 'diameter': 43.504549215407245, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.1088321260848115, 'phi': -1.9183261275020511, 'norm_pos': [0.5515238225278697, 0.494435852334276], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.620384,"{'circle_3d': {'center': [3.0963065417798856, -0.4249435901861638, 112.20632072613837], 'normal': [-0.28129767796603183, 0.45204598844512683, -0.8464786120756904], 'radius': 3.965520758041424}, 'confidence': 0.3437829239372715, 'timestamp': 3089.577478, 'diameter_3d': 7.931041516082848, 'ellipse': {'center': [177.2992674545159, 117.35470585453503], 'axes': [37.51479447472329, 43.8416794364387], 'angle': -60.197853244077756}, 'location': [177.2992674545159, 117.35470585453503], 'diameter': 43.8416794364387, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0398540590878937, 'phi': -1.8916302481808567, 'norm_pos': [0.5540602107953622, 0.5110220589394374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.628438,"{'circle_3d': {'center': [2.978095341846349, 0.15586663867724138, 112.57993896095475], 'normal': [-0.29114861129382646, 0.5004468408504105, -0.8153437591743254], 'radius': 3.936100066959569}, 'confidence': 0.25715472676069545, 'timestamp': 3089.585878, 'diameter_3d': 7.872200133919138, 'ellipse': {'center': [176.5876682121778, 120.54936999151104], 'axes': [35.65645208383366, 43.37511084444299], 'angle': -61.793740411890234}, 'location': [176.5876682121778, 120.54936999151104], 'diameter': 43.37511084444299, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0949111466613117, 'phi': -1.9137706782333401, 'norm_pos': [0.5518364631630556, 0.49771095836870394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.636867,"{'circle_3d': {'center': [4.004457978980567, 0.31917577851783197, 112.37110002864378], 'normal': [-0.20561839153264178, 0.5140559358371267, -0.8327470035335733], 'radius': 3.9453550537061326}, 'confidence': 0.3650110468621521, 'timestamp': 3089.594278, 'diameter_3d': 7.890710107412265, 'ellipse': {'center': [182.2335962453244, 121.43439948143998], 'axes': [36.50216541039644, 43.57086056718969], 'angle': -71.24857963999754}, 'location': [182.2335962453244, 121.43439948143998], 'diameter': 43.57086056718969, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.11070299256796, 'phi': -1.8128701123844415, 'norm_pos': [0.5694799882666388, 0.4940233354940001], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.644552,"{'circle_3d': {'center': [2.92058262672237, 0.20079912732336158, 112.62844740491995], 'normal': [-0.2959413375541582, 0.504191214904254, -0.8113013888438921], 'radius': 3.9655378780477863}, 'confidence': 0.39187952117389957, 'timestamp': 3089.602678, 'diameter_3d': 7.931075756095573, 'ellipse': {'center': [176.26873097709893, 120.7913033976266], 'axes': [35.72171143429333, 43.680657408950346], 'angle': -61.5147368312237}, 'location': [176.26873097709893, 120.7913033976266], 'diameter': 43.680657408950346, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.099241499734608, 'phi': -1.9205713938289861, 'norm_pos': [0.5508397843034342, 0.49670290250988913], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.653923,"{'circle_3d': {'center': [3.0161808432679473, 0.31327549945616084, 112.6646616830087], 'normal': [-0.28797481950869336, 0.5135642459153206, -0.8082835323364962], 'radius': 3.93518802365342}, 'confidence': 0.3715191456948727, 'timestamp': 3089.611078, 'diameter_3d': 7.87037604730684, 'ellipse': {'center': [176.7813731229947, 121.41058665749995], 'axes': [35.28355529003925, 43.333911044625545], 'angle': -62.73499736075687}, 'location': [176.7813731229947, 121.41058665749995], 'diameter': 43.333911044625545, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.1101298632161885, 'phi': -1.9130543291095323, 'norm_pos': [0.5524417910093584, 0.4941225555937502], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.660374,"{'circle_3d': {'center': [3.9932609601510998, 0.3067606967928347, 112.36621608019666], 'normal': [-0.20655147643509725, 0.5130213456933765, -0.8331539992374991], 'radius': 3.956281624538695}, 'confidence': 0.3401643311533316, 'timestamp': 3089.619478, 'diameter_3d': 7.91256324907739, 'ellipse': {'center': [182.17418033199175, 121.36460744546281], 'axes': [36.62601660065541, 43.693230227883255], 'angle': -71.11179319616505}, 'location': [182.17418033199175, 121.36460744546281], 'diameter': 43.693230227883255, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.109497269804414, 'phi': -1.8138117924683936, 'norm_pos': [0.5692943135374742, 0.4943141356439049], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656559.6683881,"{'circle_3d': {'center': [3.030199919974671, 0.30877669179314093, 112.65682288007602], 'normal': [-0.2868065631164662, 0.5131893452767352, -0.8089367659142191], 'radius': 3.9402262555708774}, 'confidence': 0.39507538665169295, 'timestamp': 3089.627878, 'diameter_3d': 7.880452511141755, 'ellipse': {'center': [176.85961335061276, 121.38506396119271], 'axes': [35.36056167541142, 43.39252788765238], 'angle': -62.830316722868744}, 'location': [176.85961335061276, 121.38506396119271], 'diameter': 43.39252788765238, 'sphere': {'center': [6.471878677372267, -5.849495451527685, 122.36406407104666], 'radius': 12.0}, 'projected_sphere': {'center': [192.79201953966682, 90.36150108710473], 'axes': [121.60432977577811, 121.60432977577811], 'angle': 90.0}, 'model_confidence': 0.8232978757960474, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.1096929992293174, 'phi': -1.9115166733538436, 'norm_pos': [0.5526862917206649, 0.49422890016169707], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
