eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656538.2846878,"{'circle_3d': {'center': [1.7021714251272235, -0.2943050584172733, 44.61477572135032], 'normal': [-0.21942740624089727, 0.4451061489038631, -0.868177475864448], 'radius': 0.9063156780276842}, 'confidence': 0.2686260659552957, 'timestamp': 3068.241473, 'diameter_3d': 1.8126313560553684, 'ellipse': {'center': [183.70578602875707, 115.81082279530567], 'axes': [22.144441697631724, 25.204322561021986], 'angle': -67.19498094297742}, 'location': [183.70578602875707, 115.81082279530567], 'diameter': 25.204322561021986, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.032089122980706, 'phi': -1.8183567270352938, 'norm_pos': [0.5740805813398658, 0.5174549050195597], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.293371,"{'circle_3d': {'center': [1.8007335405508855, -0.28966721539463425, 44.59273301037759], 'normal': [-0.2112138966222588, 0.4454926358224165, -0.8700143684455088], 'radius': 0.8872086837520341}, 'confidence': 0.34249969926211665, 'timestamp': 3068.249873, 'diameter_3d': 1.7744173675040682, 'ellipse': {'center': [185.08421041934858, 115.87706086402082], 'axes': [21.734468493792807, 24.687203432995695], 'angle': -68.37163302084488}, 'location': [185.08421041934858, 115.87706086402082], 'diameter': 24.687203432995695, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.032520767840907, 'phi': -1.8089593456995658, 'norm_pos': [0.5783881575604644, 0.5171789130665799], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.301758,"{'circle_3d': {'center': [1.7520558171382765, -0.2933584921914436, 44.60277937108125], 'normal': [-0.21527037357330955, 0.4451850294226823, -0.8691771717202043], 'radius': 0.9067878369757628}, 'confidence': 0.33533099457597826, 'timestamp': 3068.258273, 'diameter_3d': 1.8135756739515256, 'ellipse': {'center': [184.40482990709495, 115.82259614358537], 'axes': [22.188106930890974, 25.225285811977972], 'angle': -67.78238864392786}, 'location': [184.40482990709495, 115.82259614358537], 'diameter': 25.225285811977972, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.03217721253983, 'phi': -1.8135822189663822, 'norm_pos': [0.5762650934596717, 0.5174058494017276], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.309195,"{'circle_3d': {'center': [2.453923692176236, -1.725966108022332, 43.84472638845368], 'normal': [-0.15678138398681296, 0.325801061436775, -0.9323482536058351], 'radius': 0.9188149335773476}, 'confidence': 0.17549773248486614, 'timestamp': 3068.266673, 'diameter_3d': 1.8376298671546951, 'ellipse': {'center': [194.7422665304682, 95.50932577105218], 'axes': [24.77060606871084, 26.00700669773184], 'angle': -71.4689964517338}, 'location': [194.7422665304682, 95.50932577105218], 'diameter': 26.00700669773184, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.9026552223620359, 'phi': -1.7373952270723088, 'norm_pos': [0.6085695829077131, 0.6020444759539493], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.319199,"{'circle_3d': {'center': [1.7187029106143337, -0.29364628359994427, 44.610949060273896], 'normal': [-0.21804978245030482, 0.4451610468053073, -0.8684963642874837], 'radius': 0.9145626274787035}, 'confidence': 0.2794402140368048, 'timestamp': 3068.275073, 'diameter_3d': 1.829125254957407, 'ellipse': {'center': [183.93823756507228, 115.81774722020666], 'axes': [22.35627560904362, 25.43622102826578], 'angle': -67.39064427598723}, 'location': [183.93823756507228, 115.81774722020666], 'diameter': 25.43622102826578, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0321504296228787, 'phi': -1.8167778959158805, 'norm_pos': [0.5748069923908509, 0.5174260532491389], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.324955,"{'circle_3d': {'center': [1.7409064336590219, -0.2893423290561383, 44.6076056480739], 'normal': [-0.21619948886324744, 0.44551970968395777, -0.8687749819708165], 'radius': 0.9140857296980022}, 'confidence': 0.33276795087463396, 'timestamp': 3068.283473, 'diameter_3d': 1.8281714593960043, 'ellipse': {'center': [184.24821220724579, 115.87724579551494], 'axes': [22.35282842451042, 25.42536690110606], 'angle': -67.66891718828474}, 'location': [184.24821220724579, 115.87724579551494], 'diameter': 25.42536690110606, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.032551008543034, 'phi': -1.8146975847779414, 'norm_pos': [0.5757756631476431, 0.5171781425186878], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.333451,"{'circle_3d': {'center': [1.701590613599064, -0.29336735958674875, 44.61540334485253], 'normal': [-0.21947580720157725, 0.44518429047307356, -0.8681251739059306], 'radius': 0.9338299470177676}, 'confidence': 0.2476860108210356, 'timestamp': 3068.291873, 'diameter_3d': 1.8676598940355351, 'ellipse': {'center': [183.70054193966644, 115.81778211283603], 'axes': [22.814920648877813, 25.96919727083606], 'angle': -67.19244161368476}, 'location': [183.70054193966644, 115.81778211283603], 'diameter': 25.96919727083606, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0321763873023926, 'phi': -1.8184234444909535, 'norm_pos': [0.5740641935614577, 0.5174259078631832], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.34136,"{'circle_3d': {'center': [1.650050612226622, -0.3962597079466059, 44.57637784884228], 'normal': [-0.22377080731594737, 0.4366099281097521, -0.8713772985734516], 'radius': 0.9036125031412933}, 'confidence': 0.2955043134648921, 'timestamp': 3068.300273, 'diameter_3d': 1.8072250062825865, 'ellipse': {'center': [183.00203089715515, 114.39105571124483], 'axes': [22.20091872668195, 25.148889495973144], 'angle': -66.11916944570477}, 'location': [183.00203089715515, 114.39105571124483], 'diameter': 25.148889495973144, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.022623331240588, 'phi': -1.822165881937131, 'norm_pos': [0.5718813465536099, 0.5233706012031465], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.3490071,"{'circle_3d': {'center': [1.4943792138615968, -0.49216398356302715, 44.56990151589392], 'normal': [-0.23674342384636618, 0.428617905141717, -0.871916992985815], 'radius': 0.8867122906870935}, 'confidence': 0.28725698264108035, 'timestamp': 3068.308673, 'diameter_3d': 1.773424581374187, 'ellipse': {'center': [180.84054352086133, 113.06126921454049], 'axes': [21.817610346439423, 24.67862992316646], 'angle': -63.817056355669536}, 'location': [180.84054352086133, 113.06126921454049], 'diameter': 24.67862992316646, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.013758811633129, 'phi': -1.8359248971168787, 'norm_pos': [0.5651266985026917, 0.5289113782727479], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.357787,"{'circle_3d': {'center': [1.4635100282004507, -0.4813649254452672, 44.58365189362612], 'normal': [-0.239315855984795, 0.42951782665153027, -0.8707711281747982], 'radius': 0.8970680718085134}, 'confidence': 0.3383586358835286, 'timestamp': 3068.317073, 'diameter_3d': 1.794136143617027, 'ellipse': {'center': [180.40652348970826, 113.21138107987942], 'axes': [22.033016717453663, 24.958783929302772], 'angle': -63.51751442791189}, 'location': [180.40652348970826, 113.21138107987942], 'diameter': 24.958783929302772, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.014755102139512, 'phi': -1.8390064337955745, 'norm_pos': [0.5637703859053383, 0.528285912167169], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656538.369144,"{'circle_3d': {'center': [1.422735186815835, -0.4796050850268143, 44.59581297045331], 'normal': [-0.24271375943351295, 0.4296644800197347, -0.8697577051058656], 'radius': 0.894823029489183}, 'confidence': 0.3530798754665255, 'timestamp': 3068.325473, 'diameter_3d': 1.789646058978366, 'ellipse': {'center': [179.83442979986532, 113.23827153362681], 'axes': [21.943988586574473, 24.888937814166365], 'angle': -63.05950787769708}, 'location': [179.83442979986532, 113.23827153362681], 'diameter': 24.888937814166365, 'sphere': {'center': [4.335300300017991, -5.635578845263631, 55.0329054317237], 'radius': 12.0}, 'projected_sphere': {'center': [208.84143704434916, 56.50964170157546], 'axes': [270.38368923590264, 270.38368923590264], 'angle': 90.0}, 'model_confidence': 0.7920928881247513, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.014917504744236, 'phi': -1.8429322747736578, 'norm_pos': [0.5619825931245791, 0.5281738686098882], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
