eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656496.123949,"{'circle_3d': {'center': [9.19894609374694e-08, -3.998217756873146e-09, 2.7135003275446934e-06], 'normal': [0.18281566241509659, -0.5065972053359586, -0.842578011297189], 'radius': 9.279752277980326e-08}, 'confidence': 0.8571644425392173, 'timestamp': 3026.064889, 'diameter_3d': 1.8559504555960652e-07, 'ellipse': {'center': [180.91381241308164, 119.3957656602528], 'axes': [35.431234893155946, 42.433340194675175], 'angle': -67.48180507793595}, 'location': [180.91381241308164, 119.3957656602528], 'diameter': 42.433340194675175, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715566494882142, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628540865762, 'phi': -1.357136257790089, 'norm_pos': [0.5653556637908801, 0.50251764308228], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.021782,"{'circle_3d': {'center': [2.2780110703791787, 0.07785958077500332, 72.79296715678605], 'normal': [-0.24220807076532488, 0.5221468175101196, -0.8177395376403132], 'radius': 2.1298878518973137}, 'confidence': 0.9031698085740816, 'timestamp': 3030.970442, 'diameter_3d': 4.259775703794627, 'ellipse': {'center': [179.51318350869423, 120.43663910910153], 'axes': [29.919432731557357, 36.30257676161205], 'angle': -67.561973800351}, 'location': [179.51318350869423, 120.43663910910153], 'diameter': 36.30257676161205, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9221409557582105, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1201625544288007, 'phi': -1.8587560738970939, 'norm_pos': [0.5609786984646694, 0.4981806703787436], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.0292768,"{'circle_3d': {'center': [2.275669453177689, 0.1056762077841702, 72.81147949385706], 'normal': [-0.2424032055321157, 0.5244648697608835, -0.8161968428843954], 'radius': 2.1564487319524295}, 'confidence': 0.9905067454366308, 'timestamp': 3030.978842, 'diameter_3d': 4.312897463904859, 'ellipse': {'center': [179.4909509059363, 120.66724392380911], 'axes': [30.22078813823928, 36.74624638576343], 'angle': -67.63524184627498}, 'location': [179.4909509059363, 120.66724392380911], 'diameter': 36.74624638576343, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9217715290744, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1228828120667433, 'phi': -1.8594903899241397, 'norm_pos': [0.5609092215810509, 0.49721981698412876], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.037334,"{'circle_3d': {'center': [2.2737707976612342, 0.097547161146875, 72.80682454721668], 'normal': [-0.24256142682515358, 0.5237874492077755, -0.8165847551044273], 'radius': 2.125284312536651}, 'confidence': 0.92903830585302, 'timestamp': 3030.987242, 'diameter_3d': 4.250568625073302, 'ellipse': {'center': [179.47288658784169, 120.60488933747328], 'axes': [29.801905625713264, 36.217275336319354], 'angle': -67.59077133017655}, 'location': [179.47288658784169, 120.60488933747328], 'diameter': 36.217275336319354, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9238440102905421, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.122087381970451, 'phi': -1.8595387960491379, 'norm_pos': [0.5608527705870052, 0.497479627760528], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.045435,"{'circle_3d': {'center': [2.274464971039499, 0.09774293586005278, 72.8067439512942], 'normal': [-0.2425035790436315, 0.523803763767207, -0.816591471431301], 'radius': 2.1320862061234642}, 'confidence': 0.7547419506261872, 'timestamp': 3030.995642, 'diameter_3d': 4.2641724122469284, 'ellipse': {'center': [179.47950341347052, 120.60510042450534], 'axes': [29.89757346833982, 36.33327251160019], 'angle': -67.59765073529685}, 'location': [179.47950341347052, 120.60510042450534], 'diameter': 36.33327251160019, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9239394128813916, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1221065340215963, 'phi': -1.8594714529284218, 'norm_pos': [0.5608734481670954, 0.49747874823122773], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.054066,"{'circle_3d': {'center': [2.2812439681661227, 0.09844529089810727, 72.8051838099731], 'normal': [-0.24193866261641286, 0.5238622933537116, -0.8167214832080587], 'radius': 2.1378355108440372}, 'confidence': 0.8209250438572249, 'timestamp': 3031.004042, 'diameter_3d': 4.2756710216880744, 'ellipse': {'center': [179.53803445015026, 120.60980168444934], 'axes': [29.98351684155524, 36.43216274925583], 'angle': -67.66064125909885}, 'location': [179.53803445015026, 120.60980168444934], 'diameter': 36.43216274925583, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9241713150690667, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1221752451579294, 'phi': -1.858792242613864, 'norm_pos': [0.5610563576567196, 0.4974591596481278], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.0612311,"{'circle_3d': {'center': [2.2837331039485615, 0.11507376967371918, 72.81513177593608], 'normal': [-0.241731234634543, 0.5252479999183459, -0.8158924860444767], 'radius': 2.1368769841209314}, 'confidence': 0.8469055157324996, 'timestamp': 3031.012442, 'diameter_3d': 4.273753968241863, 'ellipse': {'center': [179.5562751184882, 120.75121079757831], 'axes': [29.93132476564277, 36.41100655761823], 'angle': -67.73876076207061}, 'location': [179.5562751184882, 120.75121079757831], 'diameter': 36.41100655761823, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9246444607372117, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1238028528454027, 'phi': -1.8588352252455898, 'norm_pos': [0.5611133597452757, 0.49686995501009035], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.073003,"{'circle_3d': {'center': [2.2862724335356255, 0.112127196726731, 72.81248364002285], 'normal': [-0.24151962383562098, 0.5250024521727635, -0.8161131640372462], 'radius': 2.1516871990891646}, 'confidence': 0.8022775946076959, 'timestamp': 3031.020842, 'diameter_3d': 4.303374398178329, 'ellipse': {'center': [179.5800922895666, 120.7229968500255], 'axes': [30.14891401606717, 36.66478682018049], 'angle': -67.75159472660052}, 'location': [179.5800922895666, 120.7229968500255], 'diameter': 36.66478682018049, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9248772892155088, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.12351432106725, 'phi': -1.8585231804190177, 'norm_pos': [0.5611877884048957, 0.49698751312489375], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.081717,"{'circle_3d': {'center': [2.273151528190569, 0.07815345138361263, 72.79459550165924], 'normal': [-0.2426130326143757, 0.5221713067275037, -0.8176038422342126], 'radius': 2.1470013222536655}, 'confidence': 0.9026328670986388, 'timestamp': 3031.029242, 'diameter_3d': 4.294002644507331, 'ellipse': {'center': [179.47329380724784, 120.43550999699548], 'axes': [30.154187759489112, 36.5934597427028], 'angle': -67.5194491857139}, 'location': [179.47329380724784, 120.43550999699548], 'diameter': 36.5934597427028, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9249054291575187, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1201912690578704, 'phi': -1.8592565480789498, 'norm_pos': [0.5608540431476495, 0.4981853750125188], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.0907571,"{'circle_3d': {'center': [2.2610161960907176, 0.08491882502427828, 72.80253032285655], 'normal': [-0.2436243102893633, 0.5227350878642258, -0.8169426071344377], 'radius': 2.1128660168546047}, 'confidence': 0.7380384625069577, 'timestamp': 3031.037642, 'diameter_3d': 4.2257320337092095, 'ellipse': {'center': [179.36459608512695, 120.50031915318208], 'axes': [29.645490266135507, 36.00743945728209], 'angle': -67.43384796284046}, 'location': [179.36459608512695, 120.50031915318208], 'diameter': 36.00743945728209, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9248874089744064, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.120852465657764, 'phi': -1.8606144453753055, 'norm_pos': [0.5605143627660217, 0.4979153368617414], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.097409,"{'circle_3d': {'center': [2.2751512663397118, 0.07158477734256508, 72.78981052266752], 'normal': [-0.2424463877686138, 0.5216239172240831, -0.8180025904835229], 'radius': 2.144316915432461}, 'confidence': 0.9037919686281695, 'timestamp': 3031.046042, 'diameter_3d': 4.288633830864922, 'ellipse': {'center': [179.49130587502944, 120.38026162959603], 'axes': [30.134809861918992, 36.55007769166061], 'angle': -67.51498494033396}, 'location': [179.49130587502944, 120.38026162959603], 'diameter': 36.55007769166061, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.924180442506084, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1195495524090995, 'phi': -1.8589363395757657, 'norm_pos': [0.560910330859467, 0.4984155765433499], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.1049962,"{'circle_3d': {'center': [2.244478144681223, 0.056481281210181145, 72.78933003378621], 'normal': [-0.24500248124015453, 0.5203652925463844, -0.8180426312236322], 'radius': 2.1592982632585294}, 'confidence': 0.9948404222081697, 'timestamp': 3031.054441, 'diameter_3d': 4.318596526517059, 'ellipse': {'center': [179.23281439166152, 120.24890949705873], 'axes': [30.350769218384876, 36.80518456152364], 'angle': -67.18814276291019}, 'location': [179.23281439166152, 120.24890949705873], 'diameter': 36.80518456152364, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.9114454833538788, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.118074992959243, 'phi': -1.8617928990231254, 'norm_pos': [0.5601025449739423, 0.4989628770955886], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.113991,"{'circle_3d': {'center': [2.263960141897017, 0.06091092851406987, 72.78633373910489], 'normal': [-0.24337898147217166, 0.5207344298217085, -0.8182923224470755], 'radius': 2.160527222589024}, 'confidence': 0.9958916734036399, 'timestamp': 3031.062841, 'diameter_3d': 4.321054445178048, 'ellipse': {'center': [179.3990401712631, 120.28615266228024], 'axes': [30.37760069376452, 36.82797635340744], 'angle': -67.37806211117525}, 'location': [179.3990401712631, 120.28615266228024], 'diameter': 36.82797635340744, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.8789889109087068, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1185073234363085, 'phi': -1.8598872544575462, 'norm_pos': [0.5606220005351972, 0.498807697240499], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.121126,"{'circle_3d': {'center': [2.250558963022581, 0.0483222109019632, 72.78232654250367], 'normal': [-0.24449574637837468, 0.5196853700206996, -0.8186262554971775], 'radius': 2.159778121636428}, 'confidence': 0.9640897892936979, 'timestamp': 3031.071241, 'diameter_3d': 4.319556243272856, 'ellipse': {'center': [179.28637797514978, 120.17942209901379], 'axes': [30.384216544833112, 36.81693780741753], 'angle': -67.21434202641906}, 'location': [179.28637797514978, 120.17942209901379], 'diameter': 36.81693780741753, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.8592835877474614, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1172789713047626, 'phi': -1.8610287262502185, 'norm_pos': [0.560269931172343, 0.49925240792077585], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.12931,"{'circle_3d': {'center': [2.251776386168082, 0.024967308492045426, 72.76717615736165], 'normal': [-0.24439429444958294, 0.5177391281532064, -0.8198887875923467], 'radius': 2.153480930535107}, 'confidence': 0.9944176817728974, 'timestamp': 3031.079641, 'diameter_3d': 4.306961861070214, 'ellipse': {'center': [179.30021253109925, 119.98222569774545], 'axes': [30.354493475519014, 36.71704883381349], 'angle': -67.14391780554834}, 'location': [179.30021253109925, 119.98222569774545], 'diameter': 36.71704883381349, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.8219965121907036, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1150025279090654, 'phi': -1.8604927901621058, 'norm_pos': [0.5603131641596851, 0.5000740595927273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.1384199,"{'circle_3d': {'center': [2.2517524083605385, 0.04208693438183442, 72.77801478198677], 'normal': [-0.24439629260021156, 0.5191657636440222, -0.8189855688735858], 'radius': 2.1630575101957437}, 'confidence': 0.9091880995078938, 'timestamp': 3031.088041, 'diameter_3d': 4.326115020391487, 'ellipse': {'center': [179.29804046820644, 120.12570958076678], 'axes': [30.44712547166461, 36.875012477853765], 'angle': -67.20340622835835}, 'location': [179.29804046820644, 120.12570958076678], 'diameter': 36.875012477853765, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.8171692529302388, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.116670900096801, 'phi': -1.8607969174695456, 'norm_pos': [0.5603063764631451, 0.4994762100801384], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.145226,"{'circle_3d': {'center': [2.2478209277999572, 0.02484956137148675, 72.76828171287879], 'normal': [-0.24472391598026, 0.5177293158931598, -0.8197966579659174], 'radius': 2.1817602635941653}, 'confidence': 0.9598524024708387, 'timestamp': 3031.096441, 'diameter_3d': 4.363520527188331, 'ellipse': {'center': [179.26937065645518, 119.97516174390194], 'axes': [30.749414421409202, 37.19873058042504], 'angle': -67.10795873465398}, 'location': [179.26937065645518, 119.97516174390194], 'diameter': 37.19873058042504, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.8007277028949433, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1149910588454, 'phi': -1.86089277438221, 'norm_pos': [0.5602167833014224, 0.500103492733742], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.1574981,"{'circle_3d': {'center': [2.249788194751564, 0.026646920756937753, 72.76882991803495], 'normal': [-0.24455997706762597, 0.5178790958419471, -0.8197509742029037], 'radius': 2.00662733073821}, 'confidence': 0.3659298868861784, 'timestamp': 3031.104841, 'diameter_3d': 4.01325466147642, 'ellipse': {'center': [179.26781220742114, 120.02689700989293], 'axes': [28.277639586685865, 34.211738943065825], 'angle': -67.13160724009828}, 'location': [179.26781220742114, 120.02689700989293], 'diameter': 34.211738943065825, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.8007277028949433, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1151661378601423, 'phi': -1.8607244177297337, 'norm_pos': [0.5602119131481911, 0.4998879291254461], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.165757,"{'circle_3d': {'center': [2.249857851936899, 0.028289951093309007, 72.76984731422473], 'normal': [-0.24455417230218154, 0.5180160150366451, -0.8196661911870887], 'radius': 2.186346494152236}, 'confidence': 0.9931506068810713, 'timestamp': 3031.113241, 'diameter_3d': 4.372692988304472, 'ellipse': {'center': [179.28671577112524, 120.00339863030113], 'axes': [30.807666778743357, 37.27620287778333], 'angle': -67.13833272118484}, 'location': [179.28671577112524, 120.00339863030113], 'diameter': 37.27620287778333, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.772011980326115, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1153262000700725, 'phi': -1.8607462510060147, 'norm_pos': [0.5602709867847664, 0.49998583904041194], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.172933,"{'circle_3d': {'center': [2.2570409396047064, 0.03184821800319959, 72.76995621599255], 'normal': [-0.24395558166319756, 0.518312537279136, -0.8196571160397713], 'radius': 2.1681380763404383}, 'confidence': 0.9953631390777211, 'timestamp': 3031.121641, 'diameter_3d': 4.336276152680877, 'ellipse': {'center': [179.3456772089191, 120.03753579840333], 'axes': [30.54971751823741, 36.9657447666749], 'angle': -67.21534962955563}, 'location': [179.3456772089191, 120.03753579840333], 'diameter': 36.9657447666749, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7538325723831063, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.115672895724835, 'phi': -1.8600785526540033, 'norm_pos': [0.5604552412778723, 0.49984360083998614], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.181258,"{'circle_3d': {'center': [2.2595232228807527, 0.03341118816785116, 72.7702062001583], 'normal': [-0.24374872472352704, 0.5184427847928569, -0.8196362840259586], 'radius': 2.155386875558202}, 'confidence': 0.9941105915983611, 'timestamp': 3031.130041, 'diameter_3d': 4.310773751116404, 'ellipse': {'center': [179.36531381639458, 120.05354741110027], 'axes': [30.36869530740496, 36.74820196742611], 'angle': -67.24310591912125}, 'location': [179.36531381639458, 120.05354741110027], 'diameter': 36.74820196742611, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7294430504107385, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.115825204956986, 'phi': -1.8598536474946763, 'norm_pos': [0.5605166056762331, 0.49977688578708224], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.189388,"{'circle_3d': {'center': [2.2783988337061887, 0.050543786896237286, 72.77546413435793], 'normal': [-0.2421757571547407, 0.5198705013535557, -0.8191981228426556], 'radius': 2.1448209583049733}, 'confidence': 0.8644517373459059, 'timestamp': 3031.138441, 'diameter_3d': 4.289641916609947, 'ellipse': {'center': [179.5229029765556, 120.20131367543875], 'axes': [30.197231643941397, 36.56577217001243], 'angle': -67.47218643554609}, 'location': [179.5229029765556, 120.20131367543875], 'diameter': 36.56577217001243, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7300353535094284, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1174956762424473, 'phi': -1.858234892876699, 'norm_pos': [0.5610090718017362, 0.4991611930190052], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.197657,"{'circle_3d': {'center': [2.2857185659874437, 0.07197034995424101, 72.7869304888743], 'normal': [-0.24156577946463614, 0.5216560482750561, -0.8182425932996248], 'radius': 2.1142544265659957}, 'confidence': 0.7423861467825427, 'timestamp': 3031.146841, 'diameter_3d': 4.228508853131991, 'ellipse': {'center': [179.5786382180667, 120.38986489980596], 'axes': [29.721949223743948, 36.03910045403216], 'angle': -67.61110391137554}, 'location': [179.5786382180667, 120.38986489980596], 'diameter': 36.03910045403216, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7301842282989579, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.119587213382352, 'phi': -1.8578667741332435, 'norm_pos': [0.5611832444314584, 0.4983755629174752], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.205569,"{'circle_3d': {'center': [2.2695549543718356, -0.03166255724120148, 72.72637996775676], 'normal': [-0.2429127470992701, 0.5130199726754358, -0.8232884700594204], 'radius': 2.008966776923494}, 'confidence': 0.5771889343175746, 'timestamp': 3031.15524, 'diameter_3d': 4.017933553846988, 'ellipse': {'center': [179.44758885341216, 119.53013758686185], 'axes': [28.4630350628971, 34.27150623659272], 'angle': -67.1052493443976}, 'location': [179.44758885341216, 119.53013758686185], 'diameter': 34.27150623659272, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7301842282989579, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1094956702518575, 'phi': -1.8577073309796939, 'norm_pos': [0.560773715166913, 0.5019577600547422], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.2147,"{'circle_3d': {'center': [2.272761712241508, -0.023625985381895198, 72.73044630436968], 'normal': [-0.24264551727679753, 0.513689686997045, -0.8229496086750107], 'radius': 2.01591468730325}, 'confidence': 0.4643159530148848, 'timestamp': 3031.16364, 'diameter_3d': 4.0318293746065, 'ellipse': {'center': [179.47439204637064, 119.5971353424851], 'axes': [28.546339701916416, 34.38823917693898], 'angle': -67.1628440691073}, 'location': [179.47439204637064, 119.5971353424851], 'diameter': 34.38823917693898, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7301842282989579, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.110276062625877, 'phi': -1.8575203659797759, 'norm_pos': [0.5608574751449082, 0.5016786027396454], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.2216861,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3031.17204, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7301842282989579, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.2292411,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3031.18044, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7301842282989579, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656501.241274,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3031.18884, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7301842282989579, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
