eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656464.0533068,"{'circle_3d': {'center': [100.91537125249724, -12.14707779402373, 3147.746874031704], 'normal': [0.6428896276364924, 0.4980624449179484, -0.5819164266797835], 'radius': 97.22777522542818}, 'confidence': 1.1196782892186619e-05, 'timestamp': 2994.01054, 'diameter_3d': 194.45555045085635, 'ellipse': {'center': [179.66804191790226, 117.43437435108677], 'axes': [21.580527524476462, 38.32283120391916], 'angle': 36.89377469975272}, 'location': [179.66804191790226, 117.43437435108677], 'diameter': 38.32283120391916, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.0921592477336475, 'phi': -0.7356573029846647, 'norm_pos': [0.5614626309934445, 0.5106901068704718], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.177243,"{'circle_3d': {'center': [100.56288902517724, -13.267413287573582, 3146.5927122919506], 'normal': [0.6135161086931598, 0.40470115378879407, -0.6780965716592452], 'radius': 98.14390030918872}, 'confidence': 0.000261285502118902, 'timestamp': 2994.13654, 'diameter_3d': 196.28780061837745, 'ellipse': {'center': [179.57411904769896, 117.21882197386091], 'axes': [25.54185917507929, 38.69468997228598], 'angle': 32.3697743021704}, 'location': [179.57411904769896, 117.21882197386091], 'diameter': 38.69468997228598, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.987448329094469, 'phi': -0.8353564270171161, 'norm_pos': [0.5611691220240592, 0.5115882417755795], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.184822,"{'circle_3d': {'center': [101.1734920262023, -13.127068872062194, 3147.2822590543587], 'normal': [0.6643996921119137, 0.4163965217480764, -0.620634341458558], 'radius': 97.38726931592302}, 'confidence': 0.037488755745181526, 'timestamp': 2994.14494, 'diameter_3d': 194.77453863184604, 'ellipse': {'center': [179.6975160022127, 117.25899987678716], 'axes': [23.069547400176415, 38.38882577234486], 'angle': 31.20528223262433}, 'location': [179.6975160022127, 117.25899987678716], 'diameter': 38.38882577234486, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.00027460860165, 'phi': -0.7513535858183595, 'norm_pos': [0.5615547375069146, 0.5114208338467201], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.1967628,"{'circle_3d': {'center': [101.2359498767057, -12.670076076362136, 3147.6806662277054], 'normal': [0.6696045129871979, 0.4544792547230812, -0.5874337436796853], 'radius': 97.65955116382351}, 'confidence': 0.29267407120030914, 'timestamp': 2994.15334, 'diameter_3d': 195.31910232764702, 'ellipse': {'center': [179.71816285763964, 117.34335931931679], 'axes': [21.850595347010177, 38.49273468338962], 'angle': 33.33468328865339}, 'location': [179.71816285763964, 117.34335931931679], 'diameter': 38.49273468338962, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.0425838440819493, 'phi': -0.7201224821171214, 'norm_pos': [0.5616192589301239, 0.5110693361695133], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.2046819,"{'circle_3d': {'center': [101.21672750906045, -12.922009313926935, 3147.4714742388155], 'normal': [0.6680026490167599, 0.433484818259348, -0.6048664094205028], 'radius': 97.77992704717731}, 'confidence': 0.4319010891517909, 'timestamp': 2994.16174, 'diameter_3d': 195.55985409435462, 'ellipse': {'center': [179.7083171066982, 117.29603028204035], 'axes': [22.550771546425647, 38.54202040472489], 'angle': 32.12986287323699}, 'location': [179.7083171066982, 117.29603028204035], 'diameter': 38.54202040472489, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.0191525557395025, 'phi': -0.7358372622017935, 'norm_pos': [0.5615884909584319, 0.5112665404914986], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.21332,"{'circle_3d': {'center': [101.46891348526808, -13.080549134397222, 3147.6445396826407], 'normal': [0.6890181470340622, 0.42027316655349073, -0.5904442891017316], 'radius': 97.33382325654179}, 'confidence': 1.4178256271701883e-05, 'timestamp': 2994.17014, 'diameter_3d': 194.66764651308358, 'ellipse': {'center': [179.75772167515615, 117.2746761004201], 'axes': [21.86466257548231, 38.363812061366495], 'angle': 30.58742502333683}, 'location': [179.75772167515615, 117.2746761004201], 'diameter': 38.363812061366495, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.00454266981879, 'phi': -0.7085068741798964, 'norm_pos': [0.561742880234863, 0.5113555162482496], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.220861,"{'circle_3d': {'center': [101.33339073436002, -12.955078491601991, 3147.5784161041793], 'normal': [0.677724584458391, 0.4307290534530932, -0.5959545873068715], 'radius': 97.82992199138741}, 'confidence': 0.10087968592467421, 'timestamp': 2994.17854, 'diameter_3d': 195.65984398277482, 'ellipse': {'center': [179.73071340820252, 117.29271892418085], 'axes': [22.205006548624798, 38.56047119728295], 'angle': 31.6155040201109}, 'location': [179.73071340820252, 117.29271892418085], 'diameter': 38.56047119728295, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.0160967803524286, 'phi': -0.7212863098275286, 'norm_pos': [0.5616584794006328, 0.5112803378159132], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.23088,"{'circle_3d': {'center': [101.47244762096093, -12.778688795434405, 3147.8736610723035], 'normal': [0.6893126583418006, 0.44542819480039203, -0.5713508399631738], 'radius': 97.64436055040552}, 'confidence': 7.229892551641193e-06, 'timestamp': 2994.18694, 'diameter_3d': 195.28872110081105, 'ellipse': {'center': [179.76370707451116, 117.32957882173443], 'axes': [21.20043207474724, 38.484350141110426], 'angle': 32.092402210476045}, 'location': [179.76370707451116, 117.32957882173443], 'diameter': 38.484350141110426, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.032448790956806, 'phi': -0.6920986100534958, 'norm_pos': [0.5617615846078474, 0.5111267549094398], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.237337,"{'circle_3d': {'center': [101.11529180332012, -13.115976250108401, 3147.2278315368085], 'normal': [0.6595496735383994, 0.4173209069108924, -0.6251699679210935], 'radius': 97.36602602207104}, 'confidence': 0.666388031779173, 'timestamp': 2994.19534, 'diameter_3d': 194.73205204414208, 'ellipse': {'center': [179.68638700059827, 117.25975427792902], 'axes': [23.245332844357616, 38.38107731700048], 'angle': 31.437190534414622}, 'location': [179.68638700059827, 117.25975427792902], 'diameter': 38.38107731700048, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.0012915661606616, 'phi': -0.7586440753193987, 'norm_pos': [0.5615199593768696, 0.5114176905086291], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.244983,"{'circle_3d': {'center': [102.3822825124156, -15.811798123219601, 3147.3574234004786], 'normal': [0.7651322326296899, 0.19266908415162584, -0.6143706459485835], 'radius': 97.7997361483667}, 'confidence': 0.8386688098731101, 'timestamp': 2994.20374, 'diameter_3d': 195.5994722967334, 'ellipse': {'center': [179.89890285748393, 116.81244479569712], 'axes': [22.762650177406524, 38.5458814744444], 'angle': 13.608389645684976}, 'location': [179.89890285748393, 116.81244479569712], 'diameter': 38.5458814744444, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.7646777982438056, 'phi': -0.676543270392117, 'norm_pos': [0.5621840714296373, 0.5132814800179286], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.253679,"{'circle_3d': {'center': [101.72642249451955, -13.072786317058533, 3147.962377549634], 'normal': [0.7104772311383525, 0.42092006799838144, -0.5639578001856327], 'radius': 98.08004690906903}, 'confidence': 0.7286497527854956, 'timestamp': 2994.21214, 'diameter_3d': 196.16009381813805, 'ellipse': {'center': [179.80726401974704, 117.28060820200298], 'axes': [20.978441736342372, 38.65458396786792], 'angle': 29.914569346917546}, 'location': [179.80726401974704, 117.28060820200298], 'diameter': 38.65458396786792, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.005255707095772, 'phi': -0.670932576363973, 'norm_pos': [0.5618977000617095, 0.5113307991583209], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.260562,"{'circle_3d': {'center': [101.92354363540998, -16.493295312774134, 3146.6519202828154], 'normal': [0.7269039928792209, 0.13587765168874816, -0.6731625724205087], 'radius': 97.95625712098325}, 'confidence': 0.8330175285200992, 'timestamp': 2994.22054, 'diameter_3d': 195.9125142419665, 'ellipse': {'center': [179.798974119421, 116.69353677255194], 'axes': [25.11559546483678, 38.61407742070598], 'angle': 10.057346774921491}, 'location': [179.798974119421, 116.69353677255194], 'diameter': 38.61407742070598, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.7070956031257476, 'phi': -0.7470320950396945, 'norm_pos': [0.5618717941231905, 0.5137769301143669], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656464.269273,"{'circle_3d': {'center': [100.88922146412462, -13.510637847946489, 3146.7545933187666], 'normal': [0.6407104786054412, 0.3844324404243852, -0.6646064860912344], 'radius': 98.88169384028264}, 'confidence': 0.5779421436073531, 'timestamp': 2994.22894, 'diameter_3d': 197.76338768056527, 'ellipse': {'center': [179.62817191529976, 117.18004973820672], 'axes': [25.169256009633518, 38.983348613965845], 'angle': 30.007338380765052}, 'location': [179.62817191529976, 117.18004973820672], 'diameter': 38.983348613965845, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.9653892651355802, 'phi': -0.8037027891798015, 'norm_pos': [0.5613380372353117, 0.511749792757472], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
