eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656464.0533068,"{'circle_3d': {'center': [100.91537125249724, -12.14707779402373, 3147.746874031704], 'normal': [0.6428896276364924, 0.4980624449179484, -0.5819164266797835], 'radius': 97.22777522542818}, 'confidence': 1.1196782892186619e-05, 'timestamp': 2994.01054, 'diameter_3d': 194.45555045085635, 'ellipse': {'center': [179.66804191790226, 117.43437435108677], 'axes': [21.580527524476462, 38.32283120391916], 'angle': 36.89377469975272}, 'location': [179.66804191790226, 117.43437435108677], 'diameter': 38.32283120391916, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.0921592477336475, 'phi': -0.7356573029846647, 'norm_pos': [0.5614626309934445, 0.5106901068704718], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.184454,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.135972, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.1932201,"{'circle_3d': {'center': [1.1489529334010653, -0.1637072963316637, 34.560375356989795], 'normal': [0.20743220312908897, -0.4651692759362355, -0.8605750553147419], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 2996.144372, 'diameter_3d': 2.0, 'ellipse': {'center': [180.52357482908883, 117.27035522461283], 'axes': [30.54530143762551, 35.896800995163744], 'angle': -63.40409851074354}, 'location': [180.52357482908883, 117.27035522461283], 'diameter': 35.896800995163744, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.0869705008517507, 'phi': -1.3342691074428112, 'norm_pos': [0.5641361713409025, 0.5113735198974465], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.2006772,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.152772, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.212628,"{'circle_3d': {'center': [1.1637281724413082, -0.15941952052422792, 34.80814558980096], 'normal': [0.21413169657275752, -0.4351064018243118, -0.8745456166572291], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 2996.161172, 'diameter_3d': 2.0, 'ellipse': {'center': [180.6364135741567, 117.35463714603014], 'axes': [30.823364262769427, 35.640338903435875], 'angle': -61.12529754639273}, 'location': [180.6364135741567, 117.35463714603014], 'diameter': 35.640338903435875, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.120639878918744, 'phi': -1.330671425518979, 'norm_pos': [0.5644887924192397, 0.5110223452248743], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.220841,"{'circle_3d': {'center': [103.422147770108, -11.968582908380675, 3153.4512443338576], 'normal': [0.8517876707707225, 0.5129370187215363, -0.10655223483366978], 'radius': 91.32804953808511}, 'confidence': 0.37654512703648857, 'timestamp': 2996.169572, 'diameter_3d': 182.65609907617022, 'ellipse': {'center': [180.3034653924768, 117.61645860095035], 'axes': [2.8950078755760313, 35.93418956176531], 'angle': 30.962662059045982}, 'location': [180.3034653924768, 117.61645860095035], 'diameter': 35.93418956176531, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 2.109399032538581, 'phi': -0.1244460538196816, 'norm_pos': [0.56344832935149, 0.5099314224960402], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.228262,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.177972, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.236278,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.186372, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.2446232,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.194771, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.25331,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.203171, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.26196,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.211571, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.268691,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.219971, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.2776582,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.228371, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.285012,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.236771, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.296157,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.245171, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.308307,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.253571, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.312563,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.261971, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.32041,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.270371, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.328597,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.278771, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.33669,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.287171, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.344238,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.29557, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.352366,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.30397, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.3607218,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.31237, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.368783,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.32077, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.381066,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.32917, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.38865,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.33757, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.396436,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.34597, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.40412,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.35437, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.412321,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.36277, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.420374,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 2996.37117, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.428983,"{'circle_3d': {'center': [99.50058747964678, -13.406893364787836, 3145.6710688218905], 'normal': [0.5249909798989545, 0.39307781402093955, -0.7549001941642718], 'radius': 90.77663574620233}, 'confidence': 0.7653975796105503, 'timestamp': 2996.37957, 'diameter_3d': 181.55327149240466, 'ellipse': {'center': [179.41352427507508, 117.20334177593398], 'axes': [26.481866244127698, 35.798394839677975], 'angle': 35.4492459416918}, 'location': [179.41352427507508, 117.20334177593398], 'diameter': 35.798394839677975, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.974772784562423, 'phi': -0.9631344785897058, 'norm_pos': [0.5606672633596096, 0.511652742600275], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.436259,"{'circle_3d': {'center': [101.39976480878354, -17.530563246537117, 3145.987828824555], 'normal': [0.6832557573270174, 0.04943865720849936, -0.7285035272755407], 'radius': 91.41804031891769}, 'confidence': 0.8662206984877464, 'timestamp': 2996.38797, 'diameter_3d': 182.83608063783538, 'ellipse': {'center': [179.73073142222077, 116.52490683201677], 'axes': [25.475689520449826, 36.04087143419396], 'angle': 3.701306990782531}, 'location': [179.73073142222077, 116.52490683201677], 'diameter': 36.04087143419396, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.6202551456897476, 'phi': -0.8174378223563583, 'norm_pos': [0.5616585356944399, 0.5144795548665968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656466.445181,"{'circle_3d': {'center': [99.93772202206034, -14.554141205074961, 3145.463274204081], 'normal': [0.5614188584334182, 0.2974738273303458, -0.7722164123150668], 'radius': 91.55306978293196}, 'confidence': 0.7647487404582421, 'timestamp': 2996.39637, 'diameter_3d': 183.1061395658639, 'ellipse': {'center': [179.47759717870116, 117.00956302336031], 'axes': [27.281376005027703, 36.104204428753086], 'angle': 26.700879132594565}, 'location': [179.47759717870116, 117.00956302336031], 'diameter': 36.104204428753086, 'sphere': {'center': [93.20069572085933, -18.12382713303911, 3154.7298711518615], 'radius': 12.0}, 'projected_sphere': {'center': [178.31676045398916, 116.43811886233497], 'axes': [4.716727139166113, 4.716727139166113], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2984.577338, 'theta': 1.8728419309936208, 'phi': -0.9421635934107174, 'norm_pos': [0.5608674911834411, 0.5124601540693321], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
