eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1581654391.563628,"{'circle_3d': {'center': [-0.00020174758904367707, 2.810676690589986e-05, 0.0029517310389515217], 'normal': [-0.3381702724394851, 0.5541071748298376, -0.7606616236147977], 'radius': 0.00011972811557033935}, 'confidence': 0.9999999998827022, 'timestamp': 921.517196, 'diameter_3d': 0.0002394562311406787, 'ellipse': {'center': [117.85685577379803, 125.47757052958944], 'axes': [36.80898812251055, 50.37932253944877], 'angle': -55.485323617924315}, 'location': [117.85685577379803, 125.47757052958944], 'diameter': 50.37932253944877, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9838947795062336, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580863765103033, 'phi': -1.9891287179498436, 'norm_pos': [0.36830267429311886, 0.47717678946004394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.656845,"{'circle_3d': {'center': [-0.00020190461857172437, 2.7827543913616637e-05, 0.002951597449012411], 'normal': [-0.33817028552527917, 0.5541071515612549, -0.7606616347472926], 'radius': 0.00012091593978267028}, 'confidence': 0.9999999998735423, 'timestamp': 921.609596, 'diameter_3d': 0.00024183187956534056, 'ellipse': {'center': [117.82660267917706, 125.41060101909706], 'axes': [37.17787245466017, 50.882039851159895], 'angle': -55.47916431635907}, 'location': [117.82660267917706, 125.41060101909706], 'diameter': 50.882039851159895, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9833965141209933, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580863485582187, 'phi': -1.9891287268812907, 'norm_pos': [0.3682081333724283, 0.4774558290870956], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.664377,"{'circle_3d': {'center': [-0.00020149106092581803, 2.834568628529155e-05, 0.0029517910350946863], 'normal': [-0.338170251062142, 0.5541071947397859, -0.760661618615119], 'radius': 0.00012108457864683018}, 'confidence': 0.9999999998750916, 'timestamp': 921.617996, 'diameter_3d': 0.00024216915729366036, 'ellipse': {'center': [117.9169451723249, 125.51796912256043], 'axes': [37.22530152672165, 50.949174250988534], 'angle': -55.492201429194665}, 'location': [117.9169451723249, 125.51796912256043], 'diameter': 50.949174250988534, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9833107402058006, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086400427728, 'phi': -1.9891286969239952, 'norm_pos': [0.3684904536635153, 0.47700846198933156], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.672081,"{'circle_3d': {'center': [-0.00020189351818356016, 2.8852149837277352e-05, 0.0029523388926318006], 'normal': [-0.3381702846002468, 0.5541072369450819, -0.7606615729603243], 'radius': 0.00012118720894132226}, 'confidence': 0.9999999998576061, 'timestamp': 921.626395, 'diameter_3d': 0.0002423744178826445, 'ellipse': {'center': [117.84054305102157, 125.62272043126607], 'axes': [37.24304954998273, 50.98293396404999], 'angle': -55.49310443601124}, 'location': [117.84054305102157, 125.62272043126607], 'diameter': 50.98293396404999, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9832063397040347, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086451128111, 'phi': -1.9891287560182223, 'norm_pos': [0.3682516970344424, 0.47657199820305807], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.680449,"{'circle_3d': {'center': [-0.00020171471730190405, 2.8146293466591032e-05, 0.0029517452183238646], 'normal': [-0.3381702697001733, 0.5541071781237177, -0.7606616224331832], 'radius': 0.00012085237207159841}, 'confidence': 0.9999999999584795, 'timestamp': 921.634795, 'diameter_3d': 0.00024170474414319683, 'ellipse': {'center': [117.86836941561229, 125.4778081306079], 'axes': [37.154785688378844, 50.85243689563313], 'angle': -55.48625132238964}, 'location': [117.86836941561229, 125.4778081306079], 'diameter': 50.85243689563313, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9832129875334439, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086380467176, 'phi': -1.9891287155195594, 'norm_pos': [0.36833865442378844, 0.47717579945580046], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.688504,"{'circle_3d': {'center': [-0.0002013675770484724, 2.8180277428901945e-05, 0.0029516156446121045], 'normal': [-0.33817024077181884, 0.5541071809557145, -0.7606616332309927], 'radius': 0.00012227224295571277}, 'confidence': 0.9999999998782035, 'timestamp': 921.643195, 'diameter_3d': 0.00024454448591142554, 'ellipse': {'center': [117.94512006620762, 125.47490273485045], 'axes': [37.5954232590394, 51.45233382734352], 'angle': -55.49169384882865}, 'location': [117.94512006620762, 125.47490273485045], 'diameter': 51.45233382734352, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.983131960315542, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580863838691973, 'phi': -1.989128678495787, 'norm_pos': [0.3685785002068988, 0.4771879052714565], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.699919,"{'circle_3d': {'center': [-0.00020180428389071636, 2.838100875557359e-05, 0.00295195601663778], 'normal': [-0.3381702771640557, 0.5541071976833251, -0.7606616048666571], 'radius': 0.00012213383577639735}, 'confidence': 0.9999999998530389, 'timestamp': 921.651595, 'diameter_3d': 0.0002442676715527947, 'ellipse': {'center': [117.85760604302486, 125.51751858092132], 'axes': [37.543997985185825, 51.38831122028736], 'angle': -55.48799795298179}, 'location': [117.85760604302486, 125.51751858092132], 'diameter': 51.38831122028736, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.983024078053929, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086403963743, 'phi': -1.989128732285142, 'norm_pos': [0.36830501888445266, 0.4770103392461612], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.708262,"{'circle_3d': {'center': [-0.00020116467669595295, 2.8285851028542197e-05, 0.0029516023459681406], 'normal': [-0.33817022386345613, 0.5541071897535145, -0.760661634339213], 'radius': 0.0001213150880436607}, 'confidence': 0.9999999999739069, 'timestamp': 921.659995, 'diameter_3d': 0.0002426301760873214, 'ellipse': {'center': [117.98378562586406, 125.50405426431507], 'axes': [37.30117814085572, 51.049313921978325], 'angle': -55.4961702902256}, 'location': [117.98378562586406, 125.50405426431507], 'diameter': 51.049313921978325, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9830479470131936, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580863944378192, 'phi': -1.989128659394814, 'norm_pos': [0.36869933008082517, 0.47706644056535386], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.7164118,"{'circle_3d': {'center': [-0.00020125126731507237, 2.844391269452018e-05, 0.0029517559825791295], 'normal': [-0.3381702310793411, 0.55410720292532, -0.760661621536162], 'radius': 0.00012231202337256828}, 'confidence': 0.9999999998566735, 'timestamp': 921.668395, 'diameter_3d': 0.00024462404674513655, 'ellipse': {'center': [117.97171570518441, 125.52978915538472], 'axes': [37.604247824410656, 51.466425258516026], 'angle': -55.49694860509332}, 'location': [117.97171570518441, 125.52978915538472], 'diameter': 51.466425258516026, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9829448964041698, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086410260847, 'phi': -1.9891286735635736, 'norm_pos': [0.36866161157870125, 0.4769592118525636], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.723994,"{'circle_3d': {'center': [-0.00020129362776355464, 2.8188096520054273e-05, 0.0029515884645459067], 'normal': [-0.33817023460937845, 0.5541071816073054, -0.7606616354959981], 'radius': 0.0001221576795579397}, 'confidence': 0.9999999998325316, 'timestamp': 921.676795, 'diameter_3d': 0.0002443153591158794, 'ellipse': {'center': [117.95982349661614, 125.47742588518808], 'axes': [37.560878906524415, 51.40451043296382], 'angle': -55.492894081496296}, 'location': [117.95982349661614, 125.47742588518808], 'diameter': 51.40451043296382, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9828164336990741, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580863846519405, 'phi': -1.989128670625999, 'norm_pos': [0.36862444842692543, 0.4771773921450496], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.732451,"{'circle_3d': {'center': [-0.0002020626183805163, 2.8179055129307073e-05, 0.0029519237514268326], 'normal': [-0.3381702986919298, 0.5541071808538562, -0.7606616075554248], 'radius': 0.0001224988023195632}, 'confidence': 0.999999999841173, 'timestamp': 921.685195, 'diameter_3d': 0.0002449976046391264, 'ellipse': {'center': [117.80430289550492, 125.47247082838204], 'axes': [37.656972527713826, 51.54282522765151], 'angle': -55.481459066236155}, 'location': [117.80430289550492, 125.47247082838204], 'diameter': 51.54282522765151, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9826980715749944, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086383746837, 'phi': -1.989128754603962, 'norm_pos': [0.36813844654845285, 0.4771980382150748], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.740292,"{'circle_3d': {'center': [-0.00020139397397134218, 2.815194362160156e-05, 0.002951606740111856], 'normal': [-0.33817024297156245, 0.5541071785945639, -0.7606616339730343], 'radius': 0.00012247625730167557}, 'confidence': 0.9999999999056588, 'timestamp': 921.693595, 'diameter_3d': 0.00024495251460335114, 'ellipse': {'center': [117.94025809968448, 125.46747633172843], 'axes': [37.65844686166311, 51.53843373268251], 'angle': -55.490908535768106}, 'location': [117.94025809968448, 125.46747633172843], 'diameter': 51.53843373268251, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9826495053597784, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086381032794, 'phi': -1.9891286805483057, 'norm_pos': [0.36856330656151404, 0.4772188486177982], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.748425,"{'circle_3d': {'center': [-0.00020208231935647802, 2.8941096795520593e-05, 0.0029524876225082153], 'normal': [-0.33817030033367784, 0.5541072443573284, -0.760661560566168], 'radius': 0.00012225342591666016}, 'confidence': 0.9999999999362112, 'timestamp': 921.701995, 'diameter_3d': 0.0002445068518333203, 'ellipse': {'center': [117.80720366865046, 125.6334345740245], 'axes': [37.567339678289336, 51.429300670978094], 'angle': -55.49144866956135}, 'location': [117.80720366865046, 125.6334345740245], 'diameter': 51.429300670978094, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.982633946042899, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580864600322953, 'phi': -1.9891287793370738, 'norm_pos': [0.3681475114645327, 0.4765273559415646], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.7564878,"{'circle_3d': {'center': [-0.00020262262301429246, 2.7946286939695142e-05, 0.002952003153916749], 'normal': [-0.33817034535898266, 0.5541071614565071, -0.7606616009385506], 'radius': 0.00012252074721529857}, 'confidence': 0.9999999998990229, 'timestamp': 921.710395, 'diameter_3d': 0.00024504149443059715, 'ellipse': {'center': [117.68781819438536, 125.42325252603854], 'axes': [37.661336490130445, 51.55117578453576], 'angle': -55.47010915030051}, 'location': [117.68781819438536, 125.42325252603854], 'diameter': 51.55117578453576, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9825788348133635, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086360445188, 'phi': -1.9891288090590247, 'norm_pos': [0.36777443185745423, 0.4774031144748394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.763639,"{'circle_3d': {'center': [-0.00020168016937471833, 2.7844221256678736e-05, 0.002951509813447828], 'normal': [-0.3381702668211794, 0.5541071529510335, -0.7606616420502563], 'radius': 0.00012233232521353715}, 'confidence': 0.9999999999437966, 'timestamp': 921.718795, 'diameter_3d': 0.0002446646504270743, 'ellipse': {'center': [117.87814778183427, 125.40400220798091], 'axes': [37.61634489081978, 51.47986325658171], 'angle': -55.48257183517817}, 'location': [117.87814778183427, 125.40400220798091], 'diameter': 51.47986325658171, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9825715603077989, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.158086350227732, 'phi': -1.989128702786091, 'norm_pos': [0.3683692118182321, 0.4774833241334129], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654391.773599,"{'circle_3d': {'center': [-0.00020204088265707298, 2.8585949737980343e-05, 0.002952210492413343], 'normal': [-0.33817029688061956, 0.5541072147617403, -0.7606615836603425], 'radius': 0.00012187408772719921}, 'confidence': 0.9999999999017761, 'timestamp': 921.727195, 'diameter_3d': 0.00024374817545439842, 'ellipse': {'center': [117.81046463053437, 125.56203671734256], 'axes': [37.45753223261692, 51.27457390207795], 'angle': -55.48730680221051}, 'location': [117.81046463053437, 125.56203671734256], 'diameter': 51.27457390207795, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9825198953086423, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580864244797033, 'phi': -1.9891287642766162, 'norm_pos': [0.3681577019704199, 0.47682484701107264], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
