eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1581654391.563628,"{'circle_3d': {'center': [-0.00020174758904367707, 2.810676690589986e-05, 0.0029517310389515217], 'normal': [-0.3381702724394851, 0.5541071748298376, -0.7606616236147977], 'radius': 0.00011972811557033935}, 'confidence': 0.9999999998827022, 'timestamp': 921.517196, 'diameter_3d': 0.0002394562311406787, 'ellipse': {'center': [117.85685577379803, 125.47757052958944], 'axes': [36.80898812251055, 50.37932253944877], 'angle': -55.485323617924315}, 'location': [117.85685577379803, 125.47757052958944], 'diameter': 50.37932253944877, 'sphere': {'center': [4.057841521684778, -6.649257991191146, 9.130891214416524], 'radius': 12.0}, 'projected_sphere': {'center': [435.5329884417344, -331.4937104966862], 'axes': [1629.6328201245417, 1629.6328201245417], 'angle': 90.0}, 'model_confidence': 0.9838947795062336, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1580863765103033, 'phi': -1.9891287179498436, 'norm_pos': [0.36830267429311886, 0.47717678946004394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.2200232,"{'circle_3d': {'center': [-3.602853889081343, 0.8807912760705223, 52.524131264162484], 'normal': [-0.3275365402826543, 0.5920104406156321, -0.7363718170746042], 'radius': 1.8882317534043942}, 'confidence': 0.735447172134095, 'timestamp': 923.171986, 'diameter_3d': 3.7764635068087884, 'ellipse': {'center': [117.63975860847557, 130.05358432476643], 'axes': [31.362024160625918, 44.645343221242086], 'angle': -58.250412791639995}, 'location': [117.63975860847557, 130.05358432476643], 'diameter': 44.645343221242086, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9372765332157584, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.204347447720656, 'phi': -1.9893156606431914, 'norm_pos': [0.36762424565148616, 0.4581100653134732], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.2282162,"{'circle_3d': {'center': [-3.59889224633397, 0.8610873903930925, 52.50656838968883], 'normal': [-0.3272064033870399, 0.5903684501425129, -0.7378353899474088], 'radius': 1.8655582522309926}, 'confidence': 0.8546039307376494, 'timestamp': 923.180386, 'diameter_3d': 3.731116504461985, 'ellipse': {'center': [117.66872384810384, 129.8324854079592], 'axes': [31.072156473055053, 44.12384982214358], 'angle': -58.18834617215347}, 'location': [117.66872384810384, 129.8324854079592], 'diameter': 44.12384982214358, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9362725448859299, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.20231158338576, 'phi': -1.988205000671217, 'norm_pos': [0.3677147620253245, 0.4590313108001699], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.236477,"{'circle_3d': {'center': [-3.629670538257305, 0.8593331444849932, 52.51887616701385], 'normal': [-0.3297712610473178, 0.5902222629835047, -0.7368097418369904], 'radius': 1.8880779185765455}, 'confidence': 0.7271958836451432, 'timestamp': 923.188786, 'diameter_3d': 3.776155837153091, 'ellipse': {'center': [117.3202122659666, 129.80198365151196], 'axes': [31.379044386993257, 44.647080382663034], 'angle': -57.98481890023726}, 'location': [117.3202122659666, 129.80198365151196], 'diameter': 44.647080382663034, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9361758167566459, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.20213047653065, 'phi': -1.9916246016247516, 'norm_pos': [0.36662566333114566, 0.45915840145203346], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.243624,"{'circle_3d': {'center': [-3.627779169543044, 0.8579107179541872, 52.51689075725628], 'normal': [-0.32961364698779605, 0.5901037274392709, -0.7369751926501212], 'radius': 1.8789331235246254}, 'confidence': 0.8220849210240916, 'timestamp': 923.197186, 'diameter_3d': 3.7578662470492508, 'ellipse': {'center': [117.33927177504826, 129.78884132079375], 'axes': [31.237155019332018, 44.432360905009965], 'angle': -57.99050277110621}, 'location': [117.33927177504826, 129.78884132079375], 'diameter': 44.432360905009965, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9356200358790145, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2019836440306615, 'phi': -1.9913626858646591, 'norm_pos': [0.3666852242970258, 0.4592131611633594], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.2531562,"{'circle_3d': {'center': [-3.6247338393647026, 0.8592363206058424, 52.51659077981128], 'normal': [-0.3293598694729343, 0.5902141943269088, -0.7370001907705381], 'radius': 1.87823115723748}, 'confidence': 0.7511545814731865, 'timestamp': 923.205586, 'diameter_3d': 3.75646231447496, 'ellipse': {'center': [117.37473714849715, 129.80473121397287], 'axes': [31.227692985005582, 44.41591619533349], 'angle': -58.0157359455718}, 'location': [117.37473714849715, 129.80473121397287], 'diameter': 44.41591619533349, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9354765104845342, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2021204812141453, 'phi': -1.99106306373212, 'norm_pos': [0.3667960535890536, 0.459146953275113], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.2607949,"{'circle_3d': {'center': [-3.6159815990948085, 0.8626181187388839, 52.515392783660786], 'normal': [-0.32863051611710975, 0.5904960108379956, -0.7371000237830792], 'radius': 1.8854425002478192}, 'confidence': 0.7275136568802613, 'timestamp': 923.213986, 'diameter_3d': 3.7708850004956385, 'ellipse': {'center': [117.47805308920336, 129.84206982206103], 'axes': [31.35580216488656, 44.587315534029216], 'angle': -58.08634434668244}, 'location': [117.47805308920336, 129.84206982206103], 'diameter': 44.587315534029216, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9353839631830674, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.202469634080428, 'phi': -1.9901874974637823, 'norm_pos': [0.3671189159037605, 0.45899137574141236], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.269301,"{'circle_3d': {'center': [-3.6196861548539796, 0.8638051912590212, 52.517996642888576], 'normal': [-0.32893922909704076, 0.5905949335480071, -0.7368830355140967], 'radius': 1.8639066901694348}, 'confidence': 0.4040363917718318, 'timestamp': 923.222386, 'diameter_3d': 3.7278133803388696, 'ellipse': {'center': [117.43266944620193, 129.8634407445078], 'axes': [30.983580498616277, 44.07562197587153], 'angle': -58.06817136161856}, 'location': [117.43266944620193, 129.8634407445078], 'diameter': 44.07562197587153, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9352871298992316, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2025922142230545, 'phi': -1.9906463973491044, 'norm_pos': [0.366977092019381, 0.4589023302312174], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.276215,"{'circle_3d': {'center': [-3.6070817360604854, 0.8537148260788001, 52.504308259852536], 'normal': [-0.3278888608642495, 0.5897540697829886, -0.738023734100433], 'radius': 1.902733601584625}, 'confidence': 0.7580848738577668, 'timestamp': 923.230786, 'diameter_3d': 3.80546720316925, 'ellipse': {'center': [117.57725012717249, 129.73255375775403], 'axes': [31.701384289706557, 45.00586663559337], 'angle': -58.10325247485567}, 'location': [117.57725012717249, 129.73255375775403], 'diameter': 45.00586663559337, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9351275219178667, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2015506074178024, 'phi': -1.9888829620798067, 'norm_pos': [0.367428906647414, 0.4594476926760248], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.284208,"{'circle_3d': {'center': [-3.6109274315362128, 0.852388997998256, 52.50495831384642], 'normal': [-0.3282093354872268, 0.5896435841096099, -0.737969562934276], 'radius': 1.8885154155028183}, 'confidence': 0.9241970882475695, 'timestamp': 923.239186, 'diameter_3d': 3.7770308310056366, 'ellipse': {'center': [117.52994888532658, 129.72205751115132], 'axes': [31.46004837642049, 44.668915417360196], 'angle': -58.07291525210791}, 'location': [117.52994888532658, 129.72205751115132], 'diameter': 44.668915417360196, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9331876323238841, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2014138039325957, 'phi': -1.9892728094468286, 'norm_pos': [0.36728109026664557, 0.4594914270368695], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.297606,"{'circle_3d': {'center': [-3.621817184179614, 0.8604744556911985, 52.51627946116248], 'normal': [-0.3291168148741769, 0.5903173722506885, -0.737026133991271], 'radius': 1.8795918997622878}, 'confidence': 0.9211541050132235, 'timestamp': 923.247586, 'diameter_3d': 3.7591837995245756, 'ellipse': {'center': [117.40904869792165, 129.8188480808908], 'axes': [31.252590775850173, 44.44829242065828], 'angle': -58.03975993608789}, 'location': [117.40904869792165, 129.8188480808908], 'diameter': 44.44829242065828, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9306106837852379, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.202248301802218, 'phi': -1.9907750344347503, 'norm_pos': [0.3669032771810051, 0.45908813299628837], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.304111,"{'circle_3d': {'center': [-3.6175887009434473, 0.8762751286749522, 52.527068419759644], 'normal': [-0.328764441271163, 0.5916340949993346, -0.7361270541081739], 'radius': 1.8889748005525253}, 'confidence': 0.8102313321906174, 'timestamp': 923.255986, 'diameter_3d': 3.7779496011050506, 'ellipse': {'center': [117.46886829804654, 129.99977615937857], 'axes': [31.35621753230179, 44.66083050402816], 'angle': -58.13679878526879}, 'location': [117.46886829804654, 129.99977615937857], 'diameter': 44.66083050402816, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9301538056354475, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2038805573360167, 'phi': -1.9908306532315305, 'norm_pos': [0.3670902134313955, 0.4583342660025893], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.3127522,"{'circle_3d': {'center': [-3.6359330421896887, 0.8875838313396684, 52.54439346944918], 'normal': [-0.33029313637501645, 0.592576486888061, -0.7346832999673794], 'radius': 1.9005801935663573}, 'confidence': 0.780663524713282, 'timestamp': 923.264386, 'diameter_3d': 3.8011603871327146, 'ellipse': {'center': [117.26874831285426, 130.12603653084312], 'axes': [31.458057951347488, 44.920854202209846], 'angle': -58.07071285653388}, 'location': [117.26874831285426, 130.12603653084312], 'diameter': 44.920854202209846, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9298759619536079, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.205049980455196, 'phi': -1.9932943792906581, 'norm_pos': [0.36646483847766953, 0.457808181121487], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.319844,"{'circle_3d': {'center': [-3.637488818919468, 0.8882297900872986, 52.54561416231883], 'normal': [-0.33042278443583145, 0.5926303167836969, -0.7345815755615758], 'radius': 1.8769305065915953}, 'confidence': 0.4857911101078631, 'timestamp': 923.272786, 'diameter_3d': 3.7538610131831907, 'ellipse': {'center': [117.24717628908355, 130.14204176357953], 'axes': [31.059755217273352, 44.3605513078434], 'angle': -58.063823699903736}, 'location': [117.24717628908355, 130.14204176357953], 'diameter': 44.3605513078434, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9298759619536079, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2051168088484214, 'phi': -1.9934929688831748, 'norm_pos': [0.3663974259033861, 0.457741492651752], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.32823,"{'circle_3d': {'center': [-3.6552763267001005, 0.9011690899772207, 52.564100902089436], 'normal': [-0.3319050767508841, 0.5937085917745236, -0.733041013914025], 'radius': 1.9302688429188821}, 'confidence': 0.8426323500170672, 'timestamp': 923.281186, 'diameter_3d': 3.8605376858377642, 'ellipse': {'center': [117.06219872937787, 130.27193475331202], 'axes': [31.845354931118283, 45.60617461517322], 'angle': -58.0087559863686}, 'location': [117.06219872937787, 130.27193475331202], 'diameter': 45.60617461517322, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9292954696249134, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2064561519821577, 'phi': -1.9959583000724546, 'norm_pos': [0.36581937102930584, 0.45720027186119994], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.336627,"{'circle_3d': {'center': [-3.657067502569891, 0.9019367243494436, 52.56553396690946], 'normal': [-0.3320543414066999, 0.5937725613055421, -0.7329215918456893], 'radius': 1.8784350109749703}, 'confidence': 0.4274419757550159, 'timestamp': 923.289586, 'diameter_3d': 3.7568700219499407, 'ellipse': {'center': [117.03290798377925, 130.29969560542858], 'axes': [30.981684008782864, 44.37958890069963], 'angle': -58.001058655935886}, 'location': [117.03290798377925, 130.29969560542858], 'diameter': 44.37958890069963, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9292954696249134, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.206535651158329, 'phi': -1.9961885090664995, 'norm_pos': [0.36572783744931014, 0.45708460164404763], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.3444648,"{'circle_3d': {'center': [-3.6601104988691398, 0.9036444784004223, 52.56829726813434], 'normal': [-0.33230792443163737, 0.5939148741431238, -0.7326913167436165], 'radius': 1.8832198427974414}, 'confidence': 0.43480330922049004, 'timestamp': 923.297986, 'diameter_3d': 3.7664396855948827, 'ellipse': {'center': [117.00017032880318, 130.31762815430778], 'axes': [31.04629843565628, 44.4904124897197], 'angle': -57.98945697539731}, 'location': [117.00017032880318, 130.31762815430778], 'diameter': 44.4904124897197, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9292954696249134, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2067125294864587, 'phi': -1.9965937310939148, 'norm_pos': [0.36562553227750993, 0.45700988269038423], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.351857,"{'circle_3d': {'center': [-3.6577707042582794, 0.8763720938732886, 52.54520218923326], 'normal': [-0.332112941547399, 0.5916421754325293, -0.7346159066520396], 'radius': 1.9070604706976533}, 'confidence': 0.782048584712913, 'timestamp': 923.306386, 'diameter_3d': 3.8141209413953066, 'ellipse': {'center': [117.01381505562985, 129.99173709825203], 'axes': [31.55600895354791, 45.07408332795571], 'angle': -57.88302821547919}, 'location': [117.01381505562985, 129.99173709825203], 'diameter': 45.07408332795571, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9291243401492011, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2038905801549986, 'phi': -1.9953874317587665, 'norm_pos': [0.3656681720488433, 0.4583677620906166], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.3606699,"{'circle_3d': {'center': [-3.67832337134153, 0.8853314298771542, 52.56175354239875], 'normal': [-0.33382566380433654, 0.5923887867661848, -0.7332366272215824], 'radius': 1.920442803569783}, 'confidence': 0.8298691689530111, 'timestamp': 923.314785, 'diameter_3d': 3.840885607139566, 'ellipse': {'center': [116.78770665583889, 130.08978092565917], 'axes': [31.689136020446867, 45.37665727042636], 'angle': -57.793583995827404}, 'location': [116.78770665583889, 130.08978092565917], 'diameter': 45.37665727042636, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9285802920022124, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2048169814077645, 'phi': -1.99802981148798, 'norm_pos': [0.3649615832994965, 0.4579592461430868], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.3697531,"{'circle_3d': {'center': [-3.65532687831286, 0.8742758016593513, 52.54241008479244], 'normal': [-0.3319092893852807, 0.5914674844147012, -0.7348485820221083], 'radius': 1.9082780034712992}, 'confidence': 0.8541696578795137, 'timestamp': 923.323185, 'diameter_3d': 3.8165560069425983, 'ellipse': {'center': [117.0405747581813, 129.9670405144485], 'axes': [31.59078017239688, 45.105243554806805], 'angle': -57.88909649042088}, 'location': [117.0405747581813, 129.9670405144485], 'diameter': 45.105243554806805, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9276552642176861, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.203673913093874, 'phi': -1.9950384184012955, 'norm_pos': [0.3657517961193165, 0.45847066452313123], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.380157,"{'circle_3d': {'center': [-3.662670632763836, 0.8651848231351709, 52.53841850966356], 'normal': [-0.33252126892286205, 0.5907099028710195, -0.7351812132828479], 'radius': 1.9124265461507008}, 'confidence': 0.7187462967020889, 'timestamp': 923.331585, 'diameter_3d': 3.8248530923014017, 'ellipse': {'center': [116.95185028064066, 129.85919230191098], 'axes': [31.677766623535717, 45.20709068370605], 'angle': -57.80222676299121}, 'location': [116.95185028064066, 129.85919230191098], 'diameter': 45.20709068370605, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9275793495286733, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2027346923559947, 'phi': -1.9955599395784152, 'norm_pos': [0.36547453212700204, 0.4589200320753709], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.38849,"{'circle_3d': {'center': [-3.6565390308595833, 0.8480080766521958, 52.521878229541976], 'normal': [-0.33201030209750765, 0.5892785073307716, -0.7365595699596466], 'radius': 1.9016950673399717}, 'confidence': 0.8529362578570571, 'timestamp': 923.339985, 'diameter_3d': 3.8033901346799435, 'ellipse': {'center': [117.00898957497839, 129.66340142764307], 'axes': [31.58397235318779, 44.96749599183683], 'angle': -57.76409600566204}, 'location': [117.00898957497839, 129.66340142764307], 'diameter': 44.96749599183683, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9268955623393804, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2009618625713854, 'phi': -1.9942806345368986, 'norm_pos': [0.36565309242180744, 0.45973582738482055], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.39763,"{'circle_3d': {'center': [-3.65429768648646, 0.8337048032569401, 52.50944530893808], 'normal': [-0.33182352339974736, 0.588086567881167, -0.7375956466766375], 'radius': 1.9164701615921715}, 'confidence': 0.7878738626117644, 'timestamp': 923.348385, 'diameter_3d': 3.832940323184343, 'ellipse': {'center': [117.0282850367454, 129.4914050957975], 'axes': [31.892870874478216, 45.32794713185945], 'angle': -57.71399980941377}, 'location': [117.0282850367454, 129.4914050957975], 'diameter': 45.32794713185945, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9267217040549225, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1994873544771116, 'phi': -1.993543684121281, 'norm_pos': [0.3657133907398294, 0.4604524787675105], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.40417,"{'circle_3d': {'center': [-3.6703612298923622, 0.8324451105786865, 52.51568435444915], 'normal': [-0.3331621520169059, 0.5879815934913125, -0.7370757262173819], 'radius': 1.9261817708801376}, 'confidence': 0.8350133024439915, 'timestamp': 923.356785, 'diameter_3d': 3.8523635417602753, 'ellipse': {'center': [116.84603415653476, 129.47218441744184], 'axes': [32.01902692444421, 45.552780252562066], 'angle': -57.60681763913677}, 'location': [116.84603415653476, 129.47218441744184], 'diameter': 45.552780252562066, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.926451126107386, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.1993575699838592, 'phi': -1.9953166295075648, 'norm_pos': [0.3651438567391711, 0.46053256492732564], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.411474,"{'circle_3d': {'center': [-3.6522516036596158, 0.8571883060514063, 52.527297673194774], 'normal': [-0.3316530164975104, 0.5900435264473725, -0.7361079496552466], 'radius': 1.9258738119296985}, 'confidence': 0.758671890896632, 'timestamp': 923.365185, 'diameter_3d': 3.851747623859397, 'ellipse': {'center': [117.0680930993388, 129.76174172025284], 'axes': [31.959673158362822, 45.534654106887714], 'angle': -57.832191720240964}, 'location': [117.0680930993388, 129.76174172025284], 'diameter': 45.534654106887714, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9263192785657015, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.201909077815448, 'phi': -1.9941070646960894, 'norm_pos': [0.3658377909354337, 0.45932607616561316], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.420197,"{'circle_3d': {'center': [-3.6432074129641374, 0.893654829436362, 52.552569415845], 'normal': [-0.33089933393955384, 0.5930824033961187, -0.7340019711010612], 'radius': 1.9390381298651773}, 'confidence': 0.7422318494547079, 'timestamp': 923.373585, 'diameter_3d': 3.8780762597303546, 'ellipse': {'center': [117.19662345792527, 130.18203263566645], 'axes': [32.051934926765284, 45.823354658596315], 'angle': -58.05152831374252}, 'location': [117.19662345792527, 130.18203263566645], 'diameter': 45.823354658596315, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9262953574924682, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2056781921974395, 'phi': -1.994328067324116, 'norm_pos': [0.36623944830601646, 0.45757486401805647], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654393.427755,"{'circle_3d': {'center': [-3.704710072106979, 0.9881829977086847, 52.65802895543505], 'normal': [-0.33602455553479066, 0.6009597507521457, -0.7252136761352238], 'radius': 1.9149172292564038}, 'confidence': 0.3807144827022864, 'timestamp': 923.381985, 'diameter_3d': 3.8298344585128077, 'ellipse': {'center': [116.55300063355237, 131.2846894936548], 'axes': [31.108479139730143, 45.162592351157286], 'angle': -58.082026628843906}, 'location': [116.55300063355237, 131.2846894936548], 'diameter': 45.162592351157286, 'sphere': {'center': [0.32758459431050874, -6.223334011317063, 61.360593069057735], 'radius': 12.0}, 'projected_sphere': {'center': [163.30998183547436, 57.11815851137388], 'axes': [242.50091558361302, 242.50091558361302], 'angle': 90.0}, 'model_confidence': 0.9262953574924682, 'model_id': 1, 'model_birth_timestamp': 918.728413, 'theta': 2.2154976645225237, 'phi': -2.004692853154253, 'norm_pos': [0.3642281269798512, 0.4529804604431049], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
