eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656711.5810041,"{'circle_3d': {'center': [116.45356154091186, 36.189923976112084, 3430.48686415015], 'normal': [0.3762554261482922, -0.6993534018186969, -0.6077307575387174], 'radius': 107.77171590262734}, 'confidence': 0.1530854577658724, 'timestamp': 3241.539361, 'diameter_3d': 215.54343180525467, 'ellipse': {'center': [180.92002758452435, 126.80500063302895], 'axes': [23.464879982941884, 38.99128210211124], 'angle': -60.220432270283105}, 'location': [180.92002758452435, 126.80500063302895], 'diameter': 38.99128210211124, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 0.796303847445511, 'phi': -1.016439883191249, 'norm_pos': [0.5653750862016386, 0.47164583069571264], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.594359,"{'circle_3d': {'center': [117.52427514425028, 36.99648511943501, 3430.346158956098], 'normal': [0.46548155975982625, -0.6321399732084528, -0.6194561903763461], 'radius': 107.37005258346085}, 'confidence': 5.454461605902683e-05, 'timestamp': 3241.547761, 'diameter_3d': 214.7401051669217, 'ellipse': {'center': [181.0788939042927, 126.92877133249253], 'axes': [23.68891226630119, 38.84581697401084], 'angle': -52.148532897884024}, 'location': [181.0788939042927, 126.92877133249253], 'diameter': 38.84581697401084, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 0.8864844407641937, 'phi': -0.9263769372871049, 'norm_pos': [0.5658715434509147, 0.4711301194479478], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.6045592,"{'circle_3d': {'center': [117.74630821750455, 38.2640223774287, 3429.3921187958103], 'normal': [0.48398431586434837, -0.5265118683756449, -0.6989595370669938], 'radius': 106.70924247747779}, 'confidence': 0.7789760307181088, 'timestamp': 3241.556161, 'diameter_3d': 213.41848495495557, 'ellipse': {'center': [181.09473838857804, 127.14220482320185], 'axes': [26.553374010581603, 38.61369930955132], 'angle': -45.65348850664984}, 'location': [181.09473838857804, 127.14220482320185], 'diameter': 38.61369930955132, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 1.0163038732727419, 'phi': -0.9651653483630406, 'norm_pos': [0.5659210574643063, 0.470240813236659], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.610498,"{'circle_3d': {'center': [117.0726900650076, 37.5462720372388, 3429.5251636181147], 'normal': [0.4278494698229366, -0.5863243967248033, -0.6878724685416095], 'radius': 106.70889086953429}, 'confidence': 0.45152509072025676, 'timestamp': 3241.564561, 'diameter_3d': 213.41778173906857, 'ellipse': {'center': [180.9988134325568, 127.03340331936406], 'axes': [26.222386180126414, 38.614031906676], 'angle': -52.096103550517206}, 'location': [180.9988134325568, 127.03340331936406], 'diameter': 38.614031906676, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 0.9442823309066628, 'phi': -1.014364777203825, 'norm_pos': [0.56562129197674, 0.47069415283598315], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.617485,"{'circle_3d': {'center': [116.33815041416801, 38.09080930413085, 3428.6963877497446], 'normal': [0.3666378322529701, -0.5409462911504662, -0.7569371242391261], 'radius': 106.93390066041762}, 'confidence': 0.0033051244395425616, 'timestamp': 3241.572961, 'diameter_3d': 213.86780132083524, 'ellipse': {'center': [180.87835749978024, 127.13773444879716], 'axes': [29.01971217447223, 38.70330931488283], 'angle': -53.668293728003334}, 'location': [180.87835749978024, 127.13773444879716], 'diameter': 38.70330931488283, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 0.9992345028389266, 'phi': -1.1197305094318082, 'norm_pos': [0.5652448671868132, 0.4702594397966785], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.624917,"{'circle_3d': {'center': [117.16863566543962, 37.97142461633158, 3429.2389214553336], 'normal': [0.43584493652560513, -0.5508950151337382, -0.7117259821067302], 'radius': 107.12588362443667}, 'confidence': 0.05250422331354457, 'timestamp': 3241.581361, 'diameter_3d': 214.25176724887334, 'ellipse': {'center': [181.00630102173685, 127.10581288665215], 'axes': [27.227158593135968, 38.76705818975348], 'angle': -49.770669144171016}, 'location': [181.00630102173685, 127.10581288665215], 'diameter': 38.76705818975348, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 0.9873600472028092, 'phi': -1.0213254408943988, 'norm_pos': [0.5656446906929277, 0.47039244630561605], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.641671,"{'circle_3d': {'center': [116.91585376481326, 38.96821941371051, 3428.414296559215], 'normal': [0.41477977814007505, -0.4678287820188278, -0.780444723449938], 'radius': 106.02571397149764}, 'confidence': 0.18723714179624748, 'timestamp': 3241.589761, 'diameter_3d': 212.05142794299528, 'ellipse': {'center': [180.95913871560188, 127.26629189767112], 'axes': [29.58523182251333, 38.37512384997028], 'angle': -46.1861823965145}, 'location': [180.95913871560188, 127.26629189767112], 'diameter': 38.37512384997028, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 1.0839637822043586, 'phi': -1.0822939910479255, 'norm_pos': [0.5654973084862559, 0.4697237837597037], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.643882,"{'circle_3d': {'center': [116.61565469270612, 38.321634951974666, 3428.673044603446], 'normal': [0.38976318879781313, -0.5217108204968146, -0.7588823864306647], 'radius': 107.38707679538794}, 'confidence': 0.0033889933837873976, 'timestamp': 3241.598161, 'diameter_3d': 214.77415359077588, 'ellipse': {'center': [180.9161792759814, 127.1734031517851], 'axes': [29.18025031503956, 38.86703227243494], 'angle': -51.055766932527035}, 'location': [180.9161792759814, 127.1734031517851], 'diameter': 38.86703227243494, 'sphere': {'center': [111.93849642713236, 44.58216479793644, 3437.779633240614], 'radius': 12.0}, 'projected_sphere': {'center': [180.18799201489264, 128.04034729493844], 'axes': [4.328375168705449, 4.328375168705449], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3234.972754, 'theta': 1.021941239399939, 'phi': -1.0963267609639382, 'norm_pos': [0.5653630602374419, 0.47011082020089545], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.65346,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3241.606561, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.0, -0.0, 0.0], 'radius': 0.0}, 'projected_sphere': {'axes': [0.0, 0.0], 'angle': 90.0, 'center': [0.0, 0.0]}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3241.606561, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.656836,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3241.614961, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.0, -0.0, 0.0], 'radius': 0.0}, 'projected_sphere': {'axes': [0.0, 0.0], 'angle': 90.0, 'center': [0.0, 0.0]}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3241.606561, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656711.665029,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3241.623361, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [553.7341845168013, 185.93686732450058, 16305.644747925082], 'radius': 12.0}, 'projected_sphere': {'center': [181.0549904470416, 127.06999689514639], 'axes': [0.912567410245676, 0.912567410245676], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3241.606561, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
