eye_packets,666
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656506.6658401,"{'circle_3d': {'center': [2.317454865835144, -0.04989826837499578, 70.69144587441906], 'normal': [-0.23640628578098055, 0.5082155097640978, -0.8281479720910142], 'radius': 2.1152167222622356}, 'confidence': 0.9975717142604512, 'timestamp': 3036.615189, 'diameter_3d': 4.230433444524471, 'ellipse': {'center': [180.4396855669566, 119.32855061072331], 'axes': [31.022396289256935, 37.125040322189484], 'angle': -67.6747034542877}, 'location': [180.4396855669566, 119.32855061072331], 'diameter': 37.125040322189484, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.103907821956002, 'phi': -1.848864410233568, 'norm_pos': [0.5638740173967394, 0.5027977057886528], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.675498,"{'circle_3d': {'center': [2.317171226564671, -0.0502942244887592, 70.69128386719571], 'normal': [-0.23642992238685331, 0.5081825134212842, -0.8281614726929603], 'radius': 2.12061438413003}, 'confidence': 0.9950209693654292, 'timestamp': 3036.623589, 'diameter_3d': 4.24122876826006, 'ellipse': {'center': [180.43784151073933, 119.32389106206932], 'axes': [31.102282935797227, 37.219881205087965], 'angle': -67.67068922901545}, 'location': [180.43784151073933, 119.32389106206932], 'diameter': 37.219881205087965, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1038695093421396, 'phi': -1.8488864976466695, 'norm_pos': [0.5638682547210604, 0.5028171205747112], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.682594,"{'circle_3d': {'center': [2.316886351415804, -0.05069422417557057, 70.6911197582977], 'normal': [-0.23645366198259227, 0.50814918011405, -0.8281751484344607], 'radius': 2.1230626809269393}, 'confidence': 1.0, 'timestamp': 3036.631989, 'diameter_3d': 4.246125361853879, 'ellipse': {'center': [180.43566822874504, 119.31984820362332], 'axes': [31.13889911358469, 37.26294320308872], 'angle': -67.6666421255874}, 'location': [180.43566822874504, 119.31984820362332], 'diameter': 37.26294320308872, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1038308063525726, 'phi': -1.848908643217478, 'norm_pos': [0.5638614632148282, 0.5028339658182361], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.691794,"{'circle_3d': {'center': [2.3166002403377344, -0.05109826771120396, 70.690953548269], 'normal': [-0.23647750457243139, 0.5081155098194138, -0.8281889992701864], 'radius': 2.124540133775378}, 'confidence': 0.9653144986240648, 'timestamp': 3036.640389, 'diameter_3d': 4.249080267550756, 'ellipse': {'center': [180.43337954398675, 119.31598501385295], 'axes': [31.161277729446045, 37.28896181550426], 'angle': -67.66256668790261}, 'location': [180.43337954398675, 119.31598501385295], 'diameter': 37.28896181550426, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.103791712987303, 'phi': -1.8489308469459933, 'norm_pos': [0.5638543110749585, 0.5028500624422794], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.70192,"{'circle_3d': {'center': [2.316312927561797, -0.05150630655162125, 70.69078525782038], 'normal': [-0.2365014473037595, 0.5080815065827123, -0.8282030234742376], 'radius': 2.119698579215565}, 'confidence': 0.9489036260473098, 'timestamp': 3036.648788, 'diameter_3d': 4.23939715843113, 'ellipse': {'center': [180.4303944922633, 119.31348886031896], 'axes': [31.09092847348873, 37.20404152582947], 'angle': -67.65845102292086}, 'location': [180.4303944922633, 119.31348886031896], 'diameter': 37.20404152582947, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1037522339700114, 'phi': -1.8489531061785274, 'norm_pos': [0.5638449827883228, 0.5028604630820044], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.711586,"{'circle_3d': {'center': [2.316024344622375, -0.05191843814179897, 70.69061484743159], 'normal': [-0.23652549588204466, 0.508047162283531, -0.8282172243399701], 'radius': 2.131653272569111}, 'confidence': 0.8880652349730084, 'timestamp': 3036.657188, 'diameter_3d': 4.263306545138222, 'ellipse': {'center': [180.4292256901397, 119.30722658779824], 'axes': [31.267091097656696, 37.41400723263136], 'angle': -67.65434762963518}, 'location': [180.4292256901397, 119.30722658779824], 'diameter': 37.41400723263136, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1037123598998106, 'phi': -1.8489754262155311, 'norm_pos': [0.5638413302816866, 0.502886555884174], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.717385,"{'circle_3d': {'center': [2.3157345256048303, -0.052334614424641046, 70.69044233757317], 'normal': [-0.23654964746684004, 0.5080124809266274, -0.8282316001615048], 'radius': 2.1247729790808707}, 'confidence': 0.9744568953263723, 'timestamp': 3036.665588, 'diameter_3d': 4.249545958161741, 'ellipse': {'center': [180.42599630709782, 119.30511574786067], 'axes': [31.166835861108705, 37.29329526984517], 'angle': -67.65017447110391}, 'location': [180.42599630709782, 119.30511574786067], 'diameter': 37.29329526984517, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1036720954539088, 'phi': -1.8489978044102398, 'norm_pos': [0.5638312384596806, 0.5028953510505805], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.724936,"{'circle_3d': {'center': [2.3154434704606603, -0.05275483568699535, 70.6902677288086], 'normal': [-0.23657390206218754, 0.5079774624880978, -0.8282461508918854], 'radius': 2.1315093294262706}, 'confidence': 0.8788539545939095, 'timestamp': 3036.673988, 'diameter_3d': 4.263018658852541, 'ellipse': {'center': [180.424240370536, 119.29994053581555], 'axes': [31.266436053910333, 37.41164743363355], 'angle': -67.64600673083521}, 'location': [180.424240370536, 119.29994053581555], 'diameter': 37.41164743363355, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.103631440632302, 'phi': -1.8490202407626557, 'norm_pos': [0.563825751157925, 0.5029169144341019], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.7334359,"{'circle_3d': {'center': [2.3151511791419863, -0.05317910221837607, 70.6900910217063], 'normal': [-0.23659825967207707, 0.5079421069438163, -0.8282608764837448], 'radius': 2.1372618543651734}, 'confidence': 0.8487991461172746, 'timestamp': 3036.682388, 'diameter_3d': 4.274523708730347, 'ellipse': {'center': [180.42236903875522, 119.29494508827689], 'axes': [31.351609903792607, 37.51272865514474], 'angle': -67.64181058738855}, 'location': [180.42236903875522, 119.29494508827689], 'diameter': 37.51272865514474, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.103590395434993, 'phi': -1.849042735272778, 'norm_pos': [0.5638199032461101, 0.5029377287988464], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.741434,"{'circle_3d': {'center': [2.314857651601523, -0.05360741431105165, 70.68991221683953], 'normal': [-0.23662272030044923, 0.5079064142694271, -0.8282757768893092], 'radius': 2.134475249260552}, 'confidence': 0.9422779799752665, 'timestamp': 3036.690788, 'diameter_3d': 4.268950498521104, 'ellipse': {'center': [180.41955402989328, 119.29181953871641], 'axes': [31.311460792634783, 37.46389119420212], 'angle': -67.63756842029412}, 'location': [180.41955402989328, 119.29181953871641], 'diameter': 37.46389119420212, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.1035489598619845, 'phi': -1.849065287940606, 'norm_pos': [0.5638111063434165, 0.5029507519220149], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656506.750004,"{'circle_3d': {'center': [2.314562887792525, -0.0540397722600936, 70.68973131478644], 'normal': [-0.2366472839511989, 0.5078703844403398, -0.8282908520603993], 'radius': 2.130243850303206}, 'confidence': 0.962651799706815, 'timestamp': 3036.699188, 'diameter_3d': 4.260487700606412, 'ellipse': {'center': [180.41657147303818, 119.28897944275344], 'axes': [31.25011152131108, 37.38968857908503], 'angle': -67.63329672590334}, 'location': [180.41657147303818, 119.28897944275344], 'diameter': 37.38968857908503, 'sphere': {'center': [5.154330295206912, -6.148484385544172, 80.62922153951124], 'radius': 12.0}, 'projected_sphere': {'center': [199.63432514925478, 72.72110723319659], 'axes': [184.54847654343607, 184.54847654343607], 'angle': 90.0}, 'model_confidence': 0.7435165334647609, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.103507133913271, 'phi': -1.8490878987661412, 'norm_pos': [0.5638017858532443, 0.502962585655194], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
