eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656442.8862212,"{'circle_3d': {'center': [2.080537837664644, -8.20132506921922, 75.59313919150664], 'normal': [-0.25973826192047433, -0.1314791643307584, -0.9566866073283437], 'radius': 15.9776819029008}, 'confidence': 0.02111337333376876, 'timestamp': 2972.842537, 'diameter_3d': 31.9553638058016, 'ellipse': {'center': [184.03789319202372, 55.9759657017224], 'axes': [248.60628914308248, 263.8715474235045], 'angle': 42.996700241690796}, 'location': [184.03789319202372, 55.9759657017224], 'diameter': 263.8715474235045, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.43893537665346, 'phi': -1.8359036177928942, 'norm_pos': [0.5751184162250741, 0.7667668095761566], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.0409799,"{'circle_3d': {'center': [-0.10251231346920964, -4.5735603346489535, 76.50415897436567], 'normal': [-0.4416591078482954, 0.17083456355009707, -0.880768292090091], 'radius': 15.975692377561305}, 'confidence': 0.023220157224092135, 'timestamp': 2976.000937, 'diameter_3d': 31.95138475512261, 'ellipse': {'center': [169.78182968935184, 78.46108332505966], 'axes': [232.42139291640518, 260.67418349244383], 'angle': -14.41607853742247}, 'location': [169.78182968935184, 78.46108332505966], 'diameter': 260.67418349244383, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7424729487392288, 'phi': -2.0356013102754966, 'norm_pos': [0.5305682177792245, 0.6730788194789181], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.0521019,"{'circle_3d': {'center': [2.535613544557685, -0.6441407781288069, 77.01548236930833], 'normal': [-0.2218152863460542, 0.49828619326010937, -0.8381580091782019], 'radius': 2.415278247951659}, 'confidence': 0.087211209775514, 'timestamp': 2976.009337, 'diameter_3d': 4.830556495903318, 'ellipse': {'center': [180.53189870315632, 114.55819419008256], 'axes': [33.03709834858189, 38.908046791416055], 'angle': -68.54415094927037}, 'location': [180.53189870315632, 114.55819419008256], 'diameter': 38.908046791416055, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.09241729675306, 'phi': -1.8295113925950217, 'norm_pos': [0.5641621834473635, 0.5226741908746559], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.0614002,"{'circle_3d': {'center': [0.3198275960983423, -3.6938123065876622, 76.50806698906725], 'normal': [-0.40646411538433297, 0.2441468992218715, -0.8804426241982932], 'radius': 15.15153102261883}, 'confidence': 0.01087070616294601, 'timestamp': 2976.017737, 'diameter_3d': 30.30306204523766, 'ellipse': {'center': [171.39414796679003, 84.52671875268842], 'axes': [221.27499453369393, 246.87786546057725], 'angle': -26.088128858672345}, 'location': [171.39414796679003, 84.52671875268842], 'diameter': 246.87786546057725, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8174361990524046, 'phi': -2.003303331790424, 'norm_pos': [0.5356067123962188, 0.647805338530465], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.069236,"{'circle_3d': {'center': [-0.6364000976477504, -6.055967629885948, 76.6022451400449], 'normal': [-0.48614975652984044, 0.047300622280347586, -0.8725944449501548], 'radius': 15.611665606597786}, 'confidence': 0.029343925009887598, 'timestamp': 2976.026137, 'diameter_3d': 31.22333121319557, 'ellipse': {'center': [165.83111597450625, 69.42036672554939], 'axes': [221.93398431944615, 254.79215185960214], 'angle': 2.6243089805046953}, 'location': [165.83111597450625, 69.42036672554939], 'diameter': 254.79215185960214, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6181146048559436, 'phi': -2.079098201390124, 'norm_pos': [0.518222237420332, 0.7107484719768775], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.076849,"{'circle_3d': {'center': [-1.0835289717193728, -6.952476300410556, 76.85370171456546], 'normal': [-0.5234104960358088, -0.027408433596703072, -0.8516397304067745], 'radius': 16.388875874363848}, 'confidence': 0.01938614586217975, 'timestamp': 2976.034537, 'diameter_3d': 32.777751748727695, 'ellipse': {'center': [163.87506775514638, 63.86936865307934], 'axes': [224.53649951667072, 267.12437446767734], 'angle': 10.851982572074423}, 'location': [163.87506775514638, 63.86936865307934], 'diameter': 267.12437446767734, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.5433844604001647, 'phi': -2.121875804784861, 'norm_pos': [0.5121095867348324, 0.7338776306121695], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.0849228,"{'circle_3d': {'center': [2.519059044182059, -0.6370335250165136, 77.02410856060827], 'normal': [-0.22319482804402305, 0.4988784643528004, -0.8374391599032079], 'radius': 2.3844470363426886}, 'confidence': 0.4318053480801692, 'timestamp': 2976.042937, 'diameter_3d': 4.768894072685377, 'ellipse': {'center': [180.39388001260275, 114.62247104890415], 'axes': [32.58239492390216, 38.406731758890366], 'angle': -68.40937019333653}, 'location': [180.39388001260275, 114.62247104890415], 'diameter': 38.406731758890366, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0931005479982208, 'phi': -1.8312623896476445, 'norm_pos': [0.5637308750393836, 0.5224063706295661], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.092814,"{'circle_3d': {'center': [-0.3013407404455579, -3.768538640117305, 76.79657691950702], 'normal': [-0.45822814342965756, 0.23791970476106772, -0.856400129994978], 'radius': 15.385343841544117}, 'confidence': 0.020408855400774053, 'timestamp': 2976.051337, 'diameter_3d': 30.770687683088234, 'ellipse': {'center': [167.41168659358237, 84.12141733265796], 'axes': [217.28067836010743, 250.04454579812904], 'angle': -22.629546114523666}, 'location': [167.41168659358237, 84.12141733265796], 'diameter': 250.04454579812904, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.811019816741462, 'phi': -2.062099421626456, 'norm_pos': [0.5231615206049449, 0.6494940944472585], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.1014268,"{'circle_3d': {'center': [-2.133433267402955, -5.067879420851663, 77.70114615007174], 'normal': [-0.6109025206761075, 0.12964130636653795, -0.781019360781252], 'radius': 15.953069759679423}, 'confidence': 0.037473984382299125, 'timestamp': 2976.059737, 'diameter_3d': 31.906139519358845, 'ellipse': {'center': [155.3703932735653, 76.1955148079752], 'axes': [199.52685724291962, 257.3275397775153], 'angle': -7.081662845793267}, 'location': [155.3703932735653, 76.1955148079752], 'diameter': 257.3275397775153, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7008035515080202, 'phi': -2.234580383288171, 'norm_pos': [0.48553247897989155, 0.6825186883001033], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.11054,"{'circle_3d': {'center': [2.5205272192520587, -0.6403664741833195, 77.02173270111527], 'normal': [-0.2230724801215231, 0.4986007185889, -0.8376371481942914], 'radius': 2.3964162026382545}, 'confidence': 0.263705170608817, 'timestamp': 2976.068137, 'diameter_3d': 4.792832405276509, 'ellipse': {'center': [180.40747000606515, 114.59302786223846], 'axes': [32.75544446425434, 38.600765480297795], 'angle': -68.41182418485938}, 'location': [180.40747000606515, 114.59302786223846], 'diameter': 38.600765480297795, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0927801036208034, 'phi': -1.8310671854020213, 'norm_pos': [0.5637733437689536, 0.5225290505740064], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.1177769,"{'circle_3d': {'center': [-0.11994798248821947, -3.265862676628288, 76.85322144333675], 'normal': [-0.443112080266546, 0.27980936838515247, -0.8516797530091671], 'radius': 15.129293481990457}, 'confidence': 0.009710300684100746, 'timestamp': 2976.076537, 'diameter_3d': 30.258586963980914, 'ellipse': {'center': [168.18712913039357, 87.58229151137135], 'axes': [212.73922325223663, 245.60055897284155], 'angle': -28.409288656526332}, 'location': [168.18712913039357, 87.58229151137135], 'diameter': 245.60055897284155, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8543918671532684, 'phi': -2.0505361244073623, 'norm_pos': [0.5255847785324799, 0.635073785369286], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.124877,"{'circle_3d': {'center': [-2.489889765901813, -4.9315103600625445, 78.01564480040057], 'normal': [-0.6406072288843454, 0.14100539476563112, -0.7548111399205159], 'radius': 15.553355933328262}, 'confidence': 0.020313962334936493, 'timestamp': 2976.084937, 'diameter_3d': 31.106711866656525, 'ellipse': {'center': [151.99092147170575, 77.45847091206346], 'axes': [186.5065975288404, 249.9323552326398], 'angle': -8.017545054674008}, 'location': [151.99092147170575, 77.45847091206346], 'diameter': 249.9323552326398, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.712273209457964, 'phi': -2.274534430723864, 'norm_pos': [0.47497162959908046, 0.6772563711997356], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.1418922,"{'circle_3d': {'center': [-2.6651952096336267, -5.747199401275549, 78.0505402514917], 'normal': [-0.6552160158619967, 0.07303130799788081, -0.7519031856629218], 'radius': 16.320420454242964}, 'confidence': 0.023587496306618435, 'timestamp': 2976.093337, 'diameter_3d': 32.64084090848593, 'ellipse': {'center': [152.03257739259814, 71.9448962429143], 'axes': [193.68091209764285, 262.5420771590896], 'angle': -1.587072889188422}, 'location': [152.03257739259814, 71.9448962429143], 'diameter': 262.5420771590896, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6438927107259242, 'phi': -2.2875894770146883, 'norm_pos': [0.4751018043518692, 0.7002295989878571], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.1454809,"{'circle_3d': {'center': [2.5141285353755882, -0.6153161142725203, 77.0383949496277], 'normal': [-0.2236057037778956, 0.5006882485814665, -0.8362486274849218], 'radius': 2.3750200135912194}, 'confidence': 0.544984592255095, 'timestamp': 2976.101737, 'diameter_3d': 4.750040027182439, 'ellipse': {'center': [180.34954568096572, 114.79976390872869], 'axes': [32.397056064674366, 38.24783755743555], 'angle': -68.43804021825053}, 'location': [180.34954568096572, 114.79976390872869], 'diameter': 38.24783755743555, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.095190005890067, 'phi': -1.8320752286150535, 'norm_pos': [0.5635923302530179, 0.521667650380297], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.153356,"{'circle_3d': {'center': [-0.11856082390733125, -3.531125060425137, 76.76913928437439], 'normal': [-0.4429964837181389, 0.25770416973541516, -0.8586865995893641], 'radius': 15.370883541444824}, 'confidence': 0.014949760668341269, 'timestamp': 2976.110137, 'diameter_3d': 30.74176708288965, 'ellipse': {'center': [168.58767896994664, 85.6199325169317], 'axes': [218.06132800262083, 249.82288132890176], 'angle': -25.783992592787264}, 'location': [168.58767896994664, 85.6199325169317], 'diameter': 249.82288132890176, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8314416888502592, 'phi': -2.0470829364422354, 'norm_pos': [0.5268364967810832, 0.6432502811794513], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.161479,"{'circle_3d': {'center': [-1.8985482685399493, -4.831782457050368, 77.56353935598267], 'normal': [-0.5913287707708571, 0.14931605334997927, -0.7924865936220076], 'radius': 15.88597426254155}, 'confidence': 0.031776147225683976, 'timestamp': 2976.118537, 'diameter_3d': 31.7719485250831, 'ellipse': {'center': [156.96448594996454, 77.63890350098305], 'axes': [202.6695711902846, 256.5429043367118], 'angle': -9.232759808776095}, 'location': [156.96448594996454, 77.63890350098305], 'diameter': 256.5429043367118, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7206728624383048, 'phi': -2.2118409552670033, 'norm_pos': [0.4905140185936392, 0.6765045687459039], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.1688929,"{'circle_3d': {'center': [2.516516581988618, -0.6168221722145235, 77.03685519768598], 'normal': [-0.22340669989347647, 0.5005627437529663, -0.8363769401467309], 'radius': 2.3680305103585275}, 'confidence': 0.0842913627276638, 'timestamp': 2976.126937, 'diameter_3d': 4.736061020717055, 'ellipse': {'center': [180.36841269468647, 114.78901481737503], 'axes': [32.30752447247298, 38.13603291407762], 'angle': -68.45566751004542}, 'location': [180.36841269468647, 114.78901481737503], 'diameter': 38.13603291407762, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.095045024889626, 'phi': -1.8318148671095047, 'norm_pos': [0.5636512896708952, 0.5217124382609374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.1773388,"{'circle_3d': {'center': [-0.05254592202323849, -2.8786507725075867, 76.95341596370645], 'normal': [-0.43749524189446465, 0.3120770270618778, -0.8433302096450263], 'radius': 15.051101104914297}, 'confidence': 0.0224280419889635, 'timestamp': 2976.135337, 'diameter_3d': 30.102202209828594, 'ellipse': {'center': [168.42038476729238, 90.23628691582492], 'axes': [209.49471560208423, 244.00824705632], 'angle': -32.37550038133415}, 'location': [168.42038476729238, 90.23628691582492], 'diameter': 244.00824705632, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8881747900975274, 'phi': -2.049347706990867, 'norm_pos': [0.5263137023977886, 0.6240154711840629], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.185688,"{'circle_3d': {'center': [-1.992010073190917, -4.6736546881892576, 77.66539056429494], 'normal': [-0.5991172544917713, 0.1624933674217385, -0.7839989929293187], 'radius': 15.504492030028652}, 'confidence': 0.02278934382784826, 'timestamp': 2976.143737, 'diameter_3d': 31.008984060057305, 'ellipse': {'center': [155.6367546475867, 78.9116147044403], 'axes': [195.28210188655038, 249.99521660439262], 'angle': -10.500291408650906}, 'location': [155.6367546475867, 78.9116147044403], 'diameter': 249.99521660439262, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7340134083926315, 'phi': -2.2233117676375946, 'norm_pos': [0.48636485827370846, 0.6712016053981654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.193434,"{'circle_3d': {'center': [-3.0037669981978627, -4.404761168335809, 78.59884166969046], 'normal': [-0.6834303315756831, 0.18490116074285912, -0.706211400813025], 'radius': 16.17444007743898}, 'confidence': 0.028829597007203, 'timestamp': 2976.152137, 'diameter_3d': 32.34888015487796, 'ellipse': {'center': [148.73882056287434, 80.99824585610466], 'axes': [179.64017608710253, 258.4513582938629], 'angle': -11.596836555112452}, 'location': [148.73882056287434, 80.99824585610466], 'diameter': 258.4513582938629, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7567676147415128, 'phi': -2.3398024747114303, 'norm_pos': [0.4648088142589823, 0.6625073089328972], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.200691,"{'circle_3d': {'center': [2.5293384853790273, -0.6140954085734096, 77.03507096588291], 'normal': [-0.2223382079442757, 0.5007899740563925, -0.8365256261303211], 'radius': 2.355919375929571}, 'confidence': 0.26771400959463587, 'timestamp': 2976.160537, 'diameter_3d': 4.711838751859142, 'ellipse': {'center': [180.47043041054584, 114.81320633963612], 'axes': [32.147869754610255, 37.942031082343284], 'angle': -68.58819446040327}, 'location': [180.47043041054584, 114.81320633963612], 'diameter': 37.942031082343284, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0953075263150787, 'phi': -1.8305779112068765, 'norm_pos': [0.5639700950329558, 0.5216116402515161], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.209142,"{'circle_3d': {'center': [-0.26814486491415934, -2.966412221607074, 77.03579849048798], 'normal': [-0.45546182046870803, 0.3047635729702538, -0.8364649990798988], 'radius': 15.264670598339816}, 'confidence': 0.011109353260028999, 'timestamp': 2976.168937, 'diameter_3d': 30.52934119667963, 'ellipse': {'center': [167.20112960323897, 89.56104938641961], 'axes': [210.36743881280717, 247.32496395613865], 'angle': -30.483038244622016}, 'location': [167.20112960323897, 89.56104938641961], 'diameter': 247.32496395613865, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8804865101019832, 'phi': -2.0694131967032923, 'norm_pos': [0.5225035300101217, 0.6268289608899182], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.221737,"{'circle_3d': {'center': [-1.738947039216482, -5.112739100624001, 77.39843629726684], 'normal': [-0.5780286683272347, 0.1259029997188431, -0.8062451818483264], 'radius': 15.770370327690069}, 'confidence': 0.030347532922921444, 'timestamp': 2976.177337, 'diameter_3d': 31.540740655380137, 'ellipse': {'center': [158.03740896716016, 75.78920826772259], 'axes': [205.01192332681512, 255.13052680999], 'angle': -6.887407777826026}, 'location': [158.03740896716016, 75.78920826772259], 'diameter': 255.13052680999, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6970343484434964, 'phi': -2.192800558503048, 'norm_pos': [0.4938669030223755, 0.6842116322178226], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.228843,"{'circle_3d': {'center': [2.533924512376247, -0.6122615273832688, 77.03495113373364], 'normal': [-0.22195603902784072, 0.5009427974889041, -0.8365356121427602], 'radius': 2.349503772344548}, 'confidence': 0.08448334530704937, 'timestamp': 2976.185737, 'diameter_3d': 4.699007544689096, 'ellipse': {'center': [180.50658093944122, 114.82921462277871], 'axes': [32.06025213722687, 37.83882259754207], 'angle': -68.63858393492819}, 'location': [180.50658093944122, 114.82921462277871], 'diameter': 37.83882259754207, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0954840937168706, 'phi': -1.8301481952059433, 'norm_pos': [0.5640830654357538, 0.5215449390717554], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.237198,"{'circle_3d': {'center': [-0.6236477855188767, -2.891835217529268, 77.26575107524464], 'normal': [-0.48508706385243444, 0.31097832331007097, -0.8173022836835103], 'radius': 15.009355420929934}, 'confidence': 0.02577115436773204, 'timestamp': 2976.194137, 'diameter_3d': 30.018710841859868, 'ellipse': {'center': [164.3255306439707, 90.47890981405962], 'axes': [201.11235353275913, 242.56917438973397], 'angle': -29.496381457438886}, 'location': [164.3255306439707, 90.47890981405962], 'diameter': 242.56917438973397, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8870185482961483, 'phi': -2.106439136948531, 'norm_pos': [0.5135172832624084, 0.6230045424414182], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.245748,"{'circle_3d': {'center': [-1.873899728059758, -4.215992392926655, 77.68187655598533], 'normal': [-0.589274725730841, 0.2006318920269553, -0.7826251602884526], 'radius': 15.410174152487542}, 'confidence': 0.02579194942416772, 'timestamp': 2976.202537, 'diameter_3d': 30.820348304975084, 'ellipse': {'center': [156.23878582938335, 81.93956029455425], 'axes': [194.3180335391943, 248.32504361392407], 'angle': -14.494802635698193}, 'location': [156.23878582938335, 81.93956029455425], 'diameter': 248.32504361392407, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.77279921218506, 'phi': -2.2161804081347642, 'norm_pos': [0.488246205716823, 0.6585851654393573], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.2534049,"{'circle_3d': {'center': [-2.9641780274071508, -3.285140328493518, 78.93436461524742], 'normal': [-0.6801312506764572, 0.27820289739638343, -0.6782511553499452], 'radius': 15.96041261042252}, 'confidence': 0.038661947422487915, 'timestamp': 2976.210937, 'diameter_3d': 31.92082522084504, 'ellipse': {'center': [148.14899312741198, 88.72296630415673], 'axes': [170.07731295475574, 253.89415378150895], 'angle': -19.514113608151312}, 'location': [148.14899312741198, 88.72296630415673], 'diameter': 253.89415378150895, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8527189637997288, 'phi': -2.357578558564873, 'norm_pos': [0.46296560352316246, 0.6303209737326803], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656446.261176,"{'circle_3d': {'center': [2.5303315210860973, -0.6126104624542759, 77.03569617757483], 'normal': [-0.2222554549686865, 0.5009137195663202, -0.8364735251559944], 'radius': 2.3549512773914354}, 'confidence': 0.08439503833398898, 'timestamp': 2976.219337, 'diameter_3d': 4.709902554782871, 'ellipse': {'center': [180.47811918695075, 114.82536051798104], 'axes': [32.13207139385819, 37.926154116595704], 'angle': -68.60287568220353}, 'location': [180.47811918695075, 114.82536051798104], 'diameter': 37.926154116595704, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0954504966070537, 'phi': -1.830500969144628, 'norm_pos': [0.5639941224592211, 0.5215609978417457], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
