imu_packets,1253
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1595922431.7823098,B1213493,0.07245,0.07202,-0.84650,0.52252,0.2904
1595922431.787335,B1213499,0.07245,0.07208,-0.84650,0.52252,0.2904
1595922431.792726,B1213504,0.07251,0.07208,-0.84650,0.52246,0.2904
1595922431.7976608,B1213509,0.07251,0.07214,-0.84650,0.52246,0.2904
1595922431.8024268,B1213514,0.07257,0.07214,-0.84650,0.52246,0.2904
1595922431.8085818,B1213519,0.07263,0.07220,-0.84650,0.52246,0.2904
1595922431.813343,B1213524,0.07281,0.07227,-0.84650,0.52240,0.2904
1595922431.818323,B1213529,0.07288,0.07233,-0.84650,0.52240,0.2904
1595922431.823116,B1213534,0.07294,0.07239,-0.84650,0.52240,0.2904
1595922431.829611,B1213539,0.07300,0.07239,-0.84650,0.52240,0.2904
1595922431.833827,B1213544,0.07306,0.07245,-0.84650,0.52240,0.2904
1595922431.8383622,B1213549,0.07312,0.07251,-0.84650,0.52234,0.2904
1595922431.84415,B1213554,0.07318,0.07251,-0.84650,0.52234,0.2904
1595922431.8488462,B1213559,0.07324,0.07257,-0.84650,0.52234,0.2904
1595922431.853179,B1213564,0.07330,0.07263,-0.84650,0.52234,0.2905
1595922431.85839,B1213569,0.07330,0.07263,-0.84650,0.52234,0.2905
1595922431.863281,B1213575,0.07336,0.07269,-0.84650,0.52228,0.2905
1595922431.869635,B1213580,0.07336,0.07269,-0.84650,0.52228,0.2905
1595922431.873801,B1213585,0.07343,0.07275,-0.84650,0.52228,0.2905
1595922431.879096,B1213590,0.07343,0.07275,-0.84650,0.52222,0.2905
1595922431.883513,B1213595,0.07349,0.07281,-0.84656,0.52222,0.2905
1595922431.888869,B1213600,0.07349,0.07281,-0.84656,0.52216,0.2905
1595922431.895315,B1213606,0.07355,0.07288,-0.84656,0.52216,0.2905
1595922431.899868,B1213611,0.07355,0.07288,-0.84656,0.52209,0.2905
1595922431.906036,B1213617,0.07361,0.07288,-0.84656,0.52209,0.2905
1595922431.911381,B1213622,0.07361,0.07294,-0.84662,0.52203,0.2905
1595922431.916894,B1213627,0.07361,0.07294,-0.84662,0.52203,0.2905
1595922431.9216719,B1213633,0.07367,0.07300,-0.84662,0.52197,0.2905
1595922431.926553,B1213638,0.07367,0.07300,-0.84662,0.52197,0.2905
1595922431.932647,B1213643,0.07367,0.07300,-0.84668,0.52191,0.2905
1595922431.9374468,B1213648,0.07367,0.07306,-0.84668,0.52191,0.2905
1595922431.942422,B1213653,0.07367,0.07306,-0.84668,0.52191,0.2905
1595922431.94704,B1213658,0.07367,0.07306,-0.84668,0.52185,0.2905
1595922431.9532979,B1213663,0.07367,0.07312,-0.84668,0.52185,0.2905
1595922431.957365,B1213668,0.07367,0.07312,-0.84668,0.52185,0.2905
1595922431.9624178,B1213674,0.07373,0.07312,-0.84668,0.52185,0.2905
1595922431.9674811,B1213679,0.07373,0.07312,-0.84668,0.52185,0.2905
1595922431.972536,B1213684,0.07373,0.07312,-0.84668,0.52185,0.2905
1595922431.97745,B1213689,0.07373,0.07312,-0.84668,0.52185,0.2905
1595922431.9842088,B1213694,0.07379,0.07312,-0.84668,0.52185,0.2905
1595922431.9888482,B1213699,0.07379,0.07318,-0.84668,0.52185,0.2905
1595922431.993004,B1213704,0.07379,0.07318,-0.84668,0.52185,0.2905
1595922431.998456,B1213710,0.07379,0.07318,-0.84668,0.52185,0.2905
1595922432.004375,B1213715,0.07379,0.07324,-0.84668,0.52185,0.2905
1595922432.009855,B1213720,0.07379,0.07324,-0.84668,0.52185,0.2905
1595922432.013084,B1213725,0.07379,0.07330,-0.84668,0.52185,0.2905
1595922432.01838,B1213730,0.07379,0.07330,-0.84668,0.52185,0.2905
1595922432.0247302,B1213735,0.07379,0.07330,-0.84668,0.52185,0.2905
1595922432.028374,B1213740,0.07379,0.07336,-0.84668,0.52185,0.2905
1595922432.033207,B1213745,0.07379,0.07336,-0.84668,0.52179,0.2905
1595922432.038522,B1213750,0.07379,0.07336,-0.84668,0.52179,0.2905
1595922432.043436,B1213755,0.07373,0.07343,-0.84668,0.52179,0.2905
1595922432.049027,B1213760,0.07373,0.07343,-0.84674,0.52179,0.2905
