eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1582269285.2691462,"{'circle_3d': {'center': [-2.2872970247001474, 1.015965321926819, 17.43388712102075], 'normal': [0.34959755654662605, -0.8316793479697648, -0.43138267306095585], 'radius': 1.6135930784024899}, 'confidence': 0.10222323134590779, 'timestamp': 58353.8989, 'diameter_3d': 3.2271861568049798, 'ellipse': {'center': [77.27929611114963, 158.30326292887423], 'axes': [60.429314458149335, 115.79882674913094], 'angle': -70.8696309182903}, 'location': [77.27929611114963, 158.30326292887423], 'diameter': 115.79882674913094, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5886710016056532, 'phi': -0.8897389642565863, 'norm_pos': [0.2414978003473426, 0.3404030711296907], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.3762681,"{'circle_3d': {'center': [-2.0790957089279507, 1.095512066583483, 17.4540921700385], 'normal': [0.36694766619430913, -0.8250504525817095, -0.4296989189761433], 'radius': 1.615268905783256}, 'confidence': 0.0846895225420984, 'timestamp': 58354.008099, 'diameter_3d': 3.230537811566512, 'ellipse': {'center': [84.78438690332663, 161.08388744402356], 'axes': [60.45461408841706, 115.60947501258742], 'angle': -69.14255015811223}, 'location': [84.78438690332663, 161.08388744402356], 'diameter': 115.60947501258742, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6005048454151499, 'phi': -0.8640051052177655, 'norm_pos': [0.2649512090728957, 0.3288171356499018], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.388436,"{'circle_3d': {'center': [-2.076778688695912, 1.0923296026277693, 17.462189225434525], 'normal': [0.3671407512136457, -0.8253156579113523, -0.4290241643598079], 'radius': 1.6175252301492646}, 'confidence': 0.09170285180344803, 'timestamp': 58354.016499, 'diameter_3d': 3.2350504602985293, 'ellipse': {'center': [84.89966569330403, 160.95383423449772], 'axes': [60.41151842979035, 115.71707891174302], 'angle': -69.12681443340925}, 'location': [84.89966569330403, 160.95383423449772], 'diameter': 115.71707891174302, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6000353435736397, 'phi': -0.8629690780758283, 'norm_pos': [0.26531145529157507, 0.32935902402292616], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.396972,"{'circle_3d': {'center': [-1.9582662684400454, 1.157339303922008, 17.44036846068952], 'normal': [0.37701678623496787, -0.8198981828034991, -0.43084256142189165], 'radius': 1.6160314466205026}, 'confidence': 0.09154964786191741, 'timestamp': 58354.024899, 'diameter_3d': 3.232062893241005, 'ellipse': {'center': [89.02323670055662, 163.32645608005586], 'axes': [60.85501125792728, 115.66384454981592], 'angle': -68.11438408642114}, 'location': [89.02323670055662, 163.32645608005586], 'diameter': 115.66384454981592, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6095631744083424, 'phi': -0.8519274896048346, 'norm_pos': [0.2781976146892394, 0.3194730996664339], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.404348,"{'circle_3d': {'center': [-2.298548814071114, 1.0141170043833228, 17.428347504825837], 'normal': [0.3486599074323788, -0.8318333744317228, -0.4318443077438652], 'radius': 1.617479914973635}, 'confidence': 0.09136908948913915, 'timestamp': 58354.033299, 'diameter_3d': 3.23495982994727, 'ellipse': {'center': [76.84417745940874, 158.26285267102938], 'axes': [60.650269330595414, 116.12677517892749], 'angle': -70.96189637511303}, 'location': [76.84417745940874, 158.26285267102938], 'diameter': 116.12677517892749, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5883935468521205, 'phi': -0.8915751308705997, 'norm_pos': [0.24013805456065232, 0.3405714472040443], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.412553,"{'circle_3d': {'center': [-1.5721974099852138, 1.4390363215625648, 17.267123974458002], 'normal': [0.4091891911062038, -0.7964234313334526, -0.4452796019411847], 'radius': 1.616251038830146}, 'confidence': 0.08624911010594155, 'timestamp': 58354.041699, 'diameter_3d': 3.232502077660292, 'ellipse': {'center': [102.1519805178101, 173.97613569184722], 'axes': [64.09307573012389, 116.60133697343079], 'angle': -64.54745822729316}, 'location': [102.1519805178101, 173.97613569184722], 'diameter': 116.60133697343079, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6494385890780896, 'phi': -0.8276103219755342, 'norm_pos': [0.3192249391181566, 0.27509943461730324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.4198651,"{'circle_3d': {'center': [-2.280186743866527, 2.0913926148181687, 15.751418802849049], 'normal': [0.3501900799494277, -0.7420604068954856, -0.5715883662419309], 'radius': 1.615528140173438}, 'confidence': 0.06033384914369547, 'timestamp': 58354.050099, 'diameter_3d': 3.231056280346876, 'ellipse': {'center': [68.29336077107085, 205.69368080905417], 'axes': [91.96905218118054, 128.12736940694612], 'angle': -69.95247249701092}, 'location': [68.29336077107085, 205.69368080905417], 'diameter': 128.12736940694612, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.7346574688102293, 'phi': -1.0211190152194254, 'norm_pos': [0.2134167524095964, 0.14294299662894094], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.42879,"{'circle_3d': {'center': [-2.2708610601165935, 1.015405790309151, 17.44833203788751], 'normal': [0.3509672202619222, -0.8317259756045704, -0.4301789299887257], 'radius': 1.6187800643144579}, 'confidence': 0.10206017434991238, 'timestamp': 58354.058499, 'diameter_3d': 3.2375601286289157, 'ellipse': {'center': [77.92699379539522, 158.258633982534], 'axes': [60.4154519788273, 116.06321264270787], 'angle': -70.73653874253608}, 'location': [77.92699379539522, 158.258633982534], 'diameter': 116.06321264270787, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5885870213339357, 'phi': -0.8864571839412347, 'norm_pos': [0.24352185561061007, 0.340589025072775], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.436075,"{'circle_3d': {'center': [-1.3624452115162171, 1.7388237338806984, 16.945862541974748], 'normal': [0.4266685409786203, -0.7714411469736083, -0.47205138798145607], 'radius': 1.6187141553121447}, 'confidence': 0.06965410202860085, 'timestamp': 58354.066899, 'diameter_3d': 3.2374283106242894, 'ellipse': {'center': [108.64850597870438, 186.14773651495267], 'axes': [69.83041775252744, 118.90075954151327], 'angle': -61.99451642557089}, 'location': [108.64850597870438, 186.14773651495267], 'diameter': 118.90075954151327, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6896933906814098, 'phi': -0.835852514655838, 'norm_pos': [0.3395265811834512, 0.22438443118769724], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.444149,"{'circle_3d': {'center': [-2.425380767864649, 0.9781061568848273, 17.39708353113812], 'normal': [0.3380905779495842, -0.8348342783899307, -0.4344496388845084], 'radius': 1.613234577274364}, 'confidence': 0.08778417653793014, 'timestamp': 58354.075299, 'diameter_3d': 3.226469154548728, 'ellipse': {'center': [72.16811389917982, 157.04998799299094], 'axes': [60.79850777776033, 116.14875533933443], 'angle': -72.00347289176635}, 'location': [72.16811389917982, 157.04998799299094], 'diameter': 116.14875533933443, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5829646479037283, 'phi': -0.9094874555180771, 'norm_pos': [0.22552535593493692, 0.3456250500292044], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.452836,"{'circle_3d': {'center': [-2.061998228447565, 2.1395966061909135, 15.82656533310693], 'normal': [0.3683724562343413, -0.7380434076144237, -0.5653261553871075], 'radius': 1.6058286062229514}, 'confidence': 0.07585070844306831, 'timestamp': 58354.083699, 'diameter_3d': 3.211657212445903, 'ellipse': {'center': [77.31352394108814, 207.09114232949258], 'axes': [90.15270351064997, 126.5369202713905], 'angle': -67.34369064582218}, 'location': [77.31352394108814, 207.09114232949258], 'diameter': 126.5369202713905, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.7406303011617897, 'phi': -0.9932897807046049, 'norm_pos': [0.24160476231590042, 0.1371202402937809], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.460174,"{'circle_3d': {'center': [-2.2653468915272086, 1.0221655002108534, 17.439775801332324], 'normal': [0.35142673431103766, -0.8311626664460954, -0.430891949701658], 'radius': 1.6127805090535732}, 'confidence': 0.09175499025626548, 'timestamp': 58354.092099, 'diameter_3d': 3.2255610181071463, 'ellipse': {'center': [78.09151371373902, 158.5060384545123], 'axes': [60.33543050445522, 115.68136682011605], 'angle': -70.68924233461725}, 'location': [78.09151371373902, 158.5060384545123], 'diameter': 115.68136682011605, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5896008822958385, 'phi': -0.886627489418624, 'norm_pos': [0.24403598035543445, 0.33955817310619874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.480237,"{'circle_3d': {'center': [-1.4100542885943446, 1.6706069342638408, 17.01534962959202], 'normal': [0.4227011178887763, -0.7771258802750131, -0.4662607973466833], 'radius': 1.616849708012513}, 'confidence': 0.07366000411291161, 'timestamp': 58354.100499, 'diameter_3d': 3.233699416025026, 'ellipse': {'center': [107.14403523133701, 183.34917874764932], 'axes': [68.51367806914722, 118.29405123155165], 'angle': -62.604765785702455}, 'location': [107.14403523133701, 183.34917874764932], 'diameter': 118.29405123155165, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6807103169631191, 'phi': -0.8343596157546915, 'norm_pos': [0.33482511009792815, 0.23604508855146122], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269285.4805539,"{'circle_3d': {'center': [-2.354983474813137, 0.9894514679390394, 17.430661738084833], 'normal': [0.34395701903721027, -0.8338888358020798, -0.43165145497228224], 'radius': 1.621594517280694}, 'confidence': 0.08064582517444609, 'timestamp': 58354.108899, 'diameter_3d': 3.243189034561388, 'ellipse': {'center': [74.83799272797457, 157.38907837900118], 'axes': [60.68159095940835, 116.46215118138998], 'angle': -71.42683864813353}, 'location': [74.83799272797457, 157.38907837900118], 'diameter': 116.46215118138998, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5846798391075523, 'phi': -0.8979853651906453, 'norm_pos': [0.23386872727492053, 0.34421217342082844], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
