eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1582269303.388406,"{'circle_3d': {'center': [-2.3380013640674857, 0.9960638945561513, 17.43145161525444], 'normal': [0.3453721949326812, -0.8333378002506538, -0.4315856318748151], 'radius': 1.608036637639286}, 'confidence': 0.09194710068451303, 'timestamp': 58372.017624, 'diameter_3d': 3.216073275278572, 'ellipse': {'center': [75.47041867075988, 157.58576688503234], 'axes': [60.18076737650494, 115.46023411877556], 'angle': -71.28680524835589}, 'location': [75.47041867075988, 157.58576688503234], 'diameter': 115.46023411877556, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5856774624504424, 'phi': -0.8959089064453256, 'norm_pos': [0.23584505834612463, 0.34339263797903186], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.4813828,"{'circle_3d': {'center': [-1.7266559726009554, 1.253720216727368, 17.46577803977656], 'normal': [0.39631764422155874, -0.8118664400697191, -0.4287250964979717], 'radius': 1.6126371464862534}, 'confidence': 0.08138229948718176, 'timestamp': 58372.110023, 'diameter_3d': 3.225274292972507, 'ellipse': {'center': [97.3733492496116, 166.66899852137936], 'axes': [60.551849641789666, 115.10598124982906], 'angle': -66.1491833581664}, 'location': [97.3733492496116, 166.66899852137936], 'diameter': 115.10598124982906, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6234544629863749, 'phi': -0.824657705929942, 'norm_pos': [0.30429171640503627, 0.3055458394942526], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.4894788,"{'circle_3d': {'center': [-1.6311316214672438, 1.3422859322181324, 17.388595023488026], 'normal': [0.40427800681603465, -0.804485963778822, -0.43515701452201605], 'radius': 1.6032040069225502}, 'confidence': 0.09877538517193622, 'timestamp': 58372.118423, 'diameter_3d': 3.2064080138451003, 'ellipse': {'center': [100.50393108821838, 170.04987348499577], 'axes': [61.52470759706165, 114.88090455405194], 'angle': -65.2312950331213}, 'location': [100.50393108821838, 170.04987348499577], 'diameter': 114.88090455405194, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6359867886180867, 'phi': -0.8221670496506409, 'norm_pos': [0.31407478465068245, 0.29145886047918423], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.497052,"{'circle_3d': {'center': [-1.62667664180597, 1.3376743581563648, 17.401278751394248], 'normal': [0.40464925512114086, -0.8048702616173027, -0.43410003719649765], 'radius': 1.6074987500139764}, 'confidence': 0.08808314273408219, 'timestamp': 58372.126823, 'diameter_3d': 3.2149975000279527, 'ellipse': {'center': [100.70215171720896, 169.85464442983005], 'axes': [61.48812751976143, 115.10549809215156], 'angle': -65.2071084512449}, 'location': [100.70215171720896, 169.85464442983005], 'diameter': 115.10549809215156, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6353395079156061, 'phi': -0.8204964793776005, 'norm_pos': [0.314694224116278, 0.29227231487570815], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.505574,"{'circle_3d': {'center': [-1.2863728089615396, 1.7834633967375328, 16.942357615783962], 'normal': [0.4330079078581767, -0.767721175068872, -0.4723434651640215], 'radius': 1.6100511055622355}, 'confidence': 0.08000231529208658, 'timestamp': 58372.135223, 'diameter_3d': 3.220102211124471, 'ellipse': {'center': [111.43972088614304, 187.7711558358667], 'axes': [69.53688925059879, 118.26884871182656], 'angle': -61.232955964645676}, 'location': [111.43972088614304, 187.7711558358667], 'diameter': 118.26884871182656, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6955190987121171, 'phi': -0.8288186905443304, 'norm_pos': [0.348249127769197, 0.21762018401722216], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.511894,"{'circle_3d': {'center': [-1.4991970069825733, 1.454154973142046, 17.307841707771107], 'normal': [0.4152725580230905, -0.7951635437018292, -0.441886457498426], 'radius': 1.608098291002141}, 'confidence': 0.07664647915454954, 'timestamp': 58372.143623, 'diameter_3d': 3.216196582004282, 'ellipse': {'center': [104.93119249437889, 174.3487777759944], 'axes': [63.137642350228525, 115.70836534890711], 'angle': -63.94334931404889}, 'location': [104.93119249437889, 174.3487777759944], 'diameter': 115.70836534890711, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6515190966766768, 'phi': -0.8164371557726573, 'norm_pos': [0.32790997654493403, 0.27354675926669003], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.5215502,"{'circle_3d': {'center': [-1.9535490925718513, 1.127949930210205, 17.500864233746384], 'normal': [0.3774098842239841, -0.8223472972794826, -0.4258012470004863], 'radius': 1.6117441551570604}, 'confidence': 0.09598945992644935, 'timestamp': 58372.152023, 'diameter_3d': 3.2234883103141208, 'ellipse': {'center': [89.45707615617745, 162.09327753526424], 'axes': [59.71762474664505, 114.95652037726664], 'angle': -68.11192948311174}, 'location': [89.45707615617745, 162.09327753526424], 'diameter': 114.95652037726664, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6052721171278129, 'phi': -0.8455728031944182, 'norm_pos': [0.27955336298805455, 0.32461134360306565], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.533024,"{'circle_3d': {'center': [-1.9084476857504562, 1.1548377666883987, 17.489194775062714], 'normal': [0.3811683347924337, -0.8201066442396333, -0.4267737018907922], 'radius': 1.6091537200329056}, 'confidence': 0.0924576129541477, 'timestamp': 58372.160423, 'diameter_3d': 3.218307440065811, 'ellipse': {'center': [91.01319877948565, 163.0747910743533], 'axes': [59.85885903685663, 114.81524406981299], 'angle': -67.72349699056645}, 'location': [91.01319877948565, 163.0747910743533], 'diameter': 114.81524406981299, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6091989605894113, 'phi': -0.8417846634748597, 'norm_pos': [0.2844162461858927, 0.3205217038568613], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.5426528,"{'circle_3d': {'center': [-2.2375035500850604, 1.0180717404139514, 17.47054902249861], 'normal': [0.35374701276455, -0.8315038130958372, -0.4283275146044676], 'radius': 1.6132323138544569}, 'confidence': 0.09205095433795007, 'timestamp': 58372.168823, 'diameter_3d': 3.2264646277089137, 'ellipse': {'center': [79.23145888626789, 158.27897859852274], 'axes': [59.89444195886915, 115.48681366211291], 'angle': -70.46546909091563}, 'location': [79.23145888626789, 158.27897859852274], 'diameter': 115.48681366211291, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5889870599104603, 'phi': -0.8804730530885716, 'norm_pos': [0.24759830901958715, 0.3405042558394886], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.550457,"{'circle_3d': {'center': [-2.5308358027801536, 0.9596541555748104, 17.351771285344462], 'normal': [0.32930265837329226, -0.8363719451657656, -0.4382256593673132], 'radius': 1.6132843520193028}, 'confidence': 0.07685500921646543, 'timestamp': 58372.177223, 'diameter_3d': 3.2265687040386055, 'ellipse': {'center': [68.15524488352743, 156.50897532531002], 'axes': [61.3634641202733, 116.56364537564941], 'angle': -72.87134852280654}, 'location': [68.15524488352743, 156.50897532531002], 'diameter': 116.56364537564941, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5801654914857995, 'phi': -0.9263707999999156, 'norm_pos': [0.21298514026102322, 0.34787926947787495], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.556572,"{'circle_3d': {'center': [-2.1856333422985665, 1.0273808431085847, 17.49564743232912], 'normal': [0.3580695300800911, -0.8307280545379511, -0.4262359804519251], 'radius': 1.6132448449430008}, 'confidence': 0.0852098316800084, 'timestamp': 58372.185623, 'diameter_3d': 3.2264896898860016, 'ellipse': {'center': [81.19401740603361, 158.5424139023589], 'axes': [59.56323057522743, 115.27848697916473], 'angle': -70.04385573617293}, 'location': [81.19401740603361, 158.5424139023589], 'diameter': 115.27848697916473, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5903820611296107, 'phi': -0.8720934403389345, 'norm_pos': [0.25373130439385505, 0.33940660874017126], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.565202,"{'circle_3d': {'center': [-1.6936149172161414, 1.2932230321697276, 17.42196033520344], 'normal': [0.39907106550362653, -0.8085745387828558, -0.4323765718790649], 'radius': 1.605722179060718}, 'confidence': 0.09193098818585377, 'timestamp': 58372.194023, 'diameter_3d': 3.211444358121436, 'ellipse': {'center': [98.39462213728434, 168.19643378490179], 'axes': [61.027428853320394, 114.87633730806154], 'angle': -65.81749827446367}, 'location': [98.39462213728434, 168.19643378490179], 'diameter': 114.87633730806154, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.6290708916546865, 'phi': -0.8254340095401866, 'norm_pos': [0.3074831941790136, 0.2991815258962426], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.574296,"{'circle_3d': {'center': [-2.29700579754517, 0.9968676226916955, 17.462964207421535], 'normal': [0.34878849214287416, -0.8332708229060252, -0.428959582527557], 'radius': 1.616912835560827}, 'confidence': 0.07764747187984429, 'timestamp': 58372.202423, 'diameter_3d': 3.233825671121654, 'ellipse': {'center': [77.07239032442084, 157.5551215242755], 'axes': [60.06806964797853, 115.85568408246557], 'angle': -70.95379946431181}, 'location': [77.07239032442084, 157.5551215242755], 'diameter': 115.85568408246557, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5857986194373751, 'phi': -0.8881164235051787, 'norm_pos': [0.24085121976381513, 0.3435203269821854], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.580481,"{'circle_3d': {'center': [-2.2501595392509905, 1.015618438319013, 17.46487853959038], 'normal': [0.35269234700072244, -0.831708254937082, -0.42880005484682], 'radius': 1.6084725060202356}, 'confidence': 0.09226694109837578, 'timestamp': 58372.210823, 'diameter_3d': 3.2169450120404712, 'ellipse': {'center': [78.76207275712557, 158.1941491320152], 'axes': [59.78842826065967, 115.19194632252783], 'angle': -70.56844054736123}, 'location': [78.76207275712557, 158.1941491320152], 'diameter': 115.19194632252783, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5886189389834082, 'phi': -0.8824796665086965, 'norm_pos': [0.2461314773660174, 0.34085771194993664], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.590713,"{'circle_3d': {'center': [-2.0831007024878962, 1.0794140452539835, 17.481681811282062], 'normal': [0.3666139167309803, -0.8263919543591678, -0.42739978220584646], 'radius': 1.6122697489787472}, 'confidence': 0.09575742010791782, 'timestamp': 58372.219223, 'diameter_3d': 3.2245394979574944, 'ellipse': {'center': [84.77209350140059, 160.42581374960196], 'axes': [59.88905255740448, 115.21590266642623], 'angle': -69.18803119916772}, 'location': [84.77209350140059, 160.42581374960196], 'diameter': 115.21590266642623, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5981266227874998, 'phi': -0.8618043163663012, 'norm_pos': [0.26491279219187686, 0.33155910937665856], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582269303.597045,"{'circle_3d': {'center': [-2.3125835184014045, 1.0044109027752004, 17.435745851141686], 'normal': [0.34749034873818796, -0.8326422162323998, -0.43122777888421115], 'radius': 1.6077030325846289}, 'confidence': 0.08847043413893758, 'timestamp': 58372.227623, 'diameter_3d': 3.2154060651692578, 'ellipse': {'center': [76.39801530118822, 157.87081451261315], 'axes': [60.1374844708616, 115.38413467824455], 'angle': -71.07811304510291}, 'location': [76.39801530118822, 157.87081451261315], 'diameter': 115.38413467824455, 'sphere': {'center': [-6.48246770325966, 10.996117497563997, 22.61047919775222], 'radius': 12.0}, 'projected_sphere': {'center': [-17.75518779896288, 421.5235895207138], 'axes': [658.1019300767083, 658.1019300767083], 'angle': 90.0}, 'model_confidence': 0.7195671802045611, 'model_id': 1, 'model_birth_timestamp': 58336.256858, 'theta': 0.5869346455730193, 'phi': -0.8925189431705789, 'norm_pos': [0.2387437978162132, 0.3422049395307786], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
