Processing_16/T6_EU_PS_B2_C1_P600230_S16_0821171052.csv
UDPSynch,1566375651400,pupilPackets,778,imuPackets,1168,logDataStart,602111,logDataEnd,608654,logDataDur,6542
602121,602119,1,96260.551917,162,112,{"topic":"pupil.1","circle_3d":{"center":[0.2849889248136275,1.0432628859416528,88.18094946565826],"normal":[-0.14512042243906825,0.7290252877967994,-0.6689261489461301],"radius":2.4228893344231617},"confidence":0.997943389224929,"timestamp":96260.551917,"diameter_3d":4.845778668846323,"ellipse":{"center":[162.05004912278588,127.10988399228526],"axes":[22.52193400086092,34.078266161355806],"angle":-79.01570790279547},"norm_pos":[0.5064064035087059,0.4703754833654781],"diameter":34.078266161355806,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8585971405456139,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.3876931909774566,"phi":-1.7844311479481372,"method":"3d c++","id":1}
602130,602130,1,96260.560316,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.2720045889870857,1.049874517691281,88.19099151131418],"normal":[-0.1462024504246134,0.7295762571092685,-0.6680893118081361],"radius":2.429209649057699},"confidence":0.9982833336222248,"timestamp":96260.560316,"diameter_3d":4.858419298115398,"ellipse":{"center":[161.95901618998568,127.15454309171886],"axes":[22.546923175308113,34.1633006651773],"angle":-78.93579503747921},"norm_pos":[0.5061219255937053,0.4701894037845047],"diameter":34.1633006651773,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8583888193663958,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.388498474265326,"phi":-1.7862367516138835,"method":"3d c++","id":1}
602137,602135,1,96260.568716,162,112,{"topic":"pupil.1","circle_3d":{"center":[0.2798749011932118,1.056288446979826,88.19628160140783],"normal":[-0.1455465910741029,0.7301107512166471,-0.6676484709669986],"radius":2.4098436043654208},"confidence":0.9981131450067716,"timestamp":96260.568716,"diameter_3d":4.8196872087308416,"ellipse":{"center":[162.01327053196636,127.20281590517511],"axes":[22.34911353304816,33.88882232555824],"angle":-78.99750021659474},"norm_pos":[0.5062914704123949,0.4699882670617703],"diameter":33.88882232555824,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8580792169692653,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.389280339415208,"phi":-1.785437055317815,"method":"3d c++","id":1}
602146,602142,1,96260.577116,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.26473786226865625,1.0425957281129445,88.18464216368035],"normal":[-0.1468080109844825,0.7289696913110738,-0.6686184241109556],"radius":2.4388948677006748},"confidence":0.9988993439309786,"timestamp":96260.577116,"diameter_3d":4.8777897354013495,"ellipse":{"center":[161.90865049207673,127.1020418967604],"axes":[22.65861625875983,34.30201274721033],"angle":-78.87699838565655},"norm_pos":[0.5059645327877398,0.4704081587634984],"diameter":34.30201274721033,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8580206590410588,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.387611970880665,"phi":-1.7869356806341035,"method":"3d c++","id":1}
602156,602152,1,96260.585516,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.2466317131936444,1.052881955569907,88.19987388719716],"normal":[-0.1483168567407335,0.7298268769324874,-0.6673491138178881],"radius":2.4161070031399676},"confidence":0.9976008278214117,"timestamp":96260.585516,"diameter_3d":4.832214006279935,"ellipse":{"center":[161.78048606649884,127.17760840756642],"axes":[22.39569280397879,33.97550049171347],"angle":-78.76727777027918},"norm_pos":[0.5055640189578089,0.4700932983018066],"diameter":33.97550049171347,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8577051336458141,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.388865003041389,"phi":-1.789489624325502,"method":"3d c++","id":1}
602162,602157,1,96260.593916,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.25536381091603744,1.03983343580291,88.18369479994598],"normal":[-0.14758918193053408,0.7287395002852376,-0.6686973710888192],"radius":2.424118536211324},"confidence":0.9984027652669681,"timestamp":96260.593916,"diameter_3d":4.848237072422648,"ellipse":{"center":[161.8424148593469,127.08548844651449],"axes":[22.524578309063678,34.09445069954076],"angle":-78.80963772688656},"norm_pos":[0.505757546435459,0.4704771314728563],"diameter":34.09445069954076,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.857528470771296,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.3872757628838204,"phi":-1.788025158033646,"method":"3d c++","id":1}
602170,602168,1,96260.602316,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.2582955791723298,1.051831816230532,88.19614259697208],"normal":[-0.1473448679091764,0.7297393653208727,-0.6676600546699775],"radius":2.4357339531036972},"confidence":0.998528744101259,"timestamp":96260.602316,"diameter_3d":4.8714679062073944,"ellipse":{"center":[161.86307048624693,127.16678576920332],"axes":[22.590259212002447,34.25307666448744],"angle":-78.8451336955039},"norm_pos":[0.5058220952695216,0.47013839262831947],"diameter":34.25307666448744,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8574991696993051,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.38873700196581,"phi":-1.788003211720266,"method":"3d c++","id":1}
602180,602174,1,96260.610716,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.2330088158115755,1.0479708816135158,88.19754412504439],"normal":[-0.14945209818923924,0.7294176207694547,-0.6675432606639526],"radius":2.4109484290403618},"confidence":0.9977963956202116,"timestamp":96260.610716,"diameter_3d":4.8218968580807235,"ellipse":{"center":[161.68489469014474,127.14426846558217],"axes":[22.355882952708072,33.90379848632027],"angle":-78.66835978200098},"norm_pos":[0.5052652959067023,0.4702322147267409],"diameter":33.90379848632027,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8571135089720294,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.3882665443900946,"phi":-1.791048066519969,"method":"3d c++","id":1}
602186,602184,1,96260.619116,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.22839639723791172,1.0499217678632995,88.20071067524908],"normal":[-0.14983646640371123,0.7295801946236034,-0.6672793814802271],"radius":2.4200088402637236},"confidence":0.9981845287644383,"timestamp":96260.619116,"diameter_3d":4.840017680527447,"ellipse":{"center":[161.65285152928104,127.15610332243381],"axes":[22.42935271938024,34.030038301494145],"angle":-78.63962856150007},"norm_pos":[0.5051651610290032,0.4701829028231924],"diameter":34.030038301494145,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.857058087617768,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.388504231729105,"phi":-1.7916808153648502,"method":"3d c++","id":1}
602194,602191,1,96260.627516,161,112,{"topic":"pupil.1","circle_3d":{"center":[0.22930118700288094,1.04431990762831,88.19438713353443],"normal":[-0.14976106725663046,0.7291133729373542,-0.6678063432897815],"radius":2.4332551273396406},"confidence":0.9984003463225268,"timestamp":96260.627516,"diameter_3d":4.866510254679281,"ellipse":{"center":[161.6598695382529,127.11470217404802],"axes":[22.573669253823777,34.21883024202552],"angle":-78.63837523283078},"norm_pos":[0.5051870923070403,0.4703554076081332],"diameter":34.21883024202552,"sphere":{"center":[2.0264339940824465,-7.705040567619941,96.20806325301182],"radius":12.0},"projected_sphere":{"center":[173.05908292766495,70.34589627522915],"axes":[154.6647910463386,154.6647910463386],"angle":90.0},"model_confidence":0.8570075205664662,"model_id":25,"model_birth_timestamp":95675.776255,"theta":2.387821887663538,"phi":-1.7914046279068012,"method":"3d c++","id":1}
