1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2.5508,5.4634,0.0238,0.0370,0.1124,0.1537
2.2600,4.6756,0.0374,0.0256,0.1041,0.2377
4.3230,4.5098,0.0433,0.0345,0.1165,0.2256
3.6408,6.3804,0.0376,0.0341,0.1135,0.2324
2.0929,0.7993,0.0202,0.0202,0.1069,0.1379
1.8848,1.0478,0.0253,0.0145,0.1000,0.1973
3.1318,1.7044,0.0285,0.0228,0.1216,0.2268
2.4217,1.4067,0.0243,0.0265,0.1327,0.1449
2.1642,0.7750,0.0257,0.0145,0.0952,0.1450
5.2237,9.4935,0.0418,0.0356,0.0951,0.1937
3.8898,9.4559,0.0360,0.0432,0.2771,0.3893
2.6035,7.7638,0.0596,0.0870,0.2374,0.3731
3.7867,8.0750,0.0491,0.0365,0.0931,0.2441
4.9035,7.7324,0.0522,0.0472,0.1625,0.2395
2.1302,1.5693,0.0239,0.0177,0.0705,0.1214
2.8717,2.4851,0.0274,0.0189,0.0984,0.1047
2.2286,2.2062,0.0243,0.0157,0.1200,0.1463
2.3817,3.1402,0.0312,0.0224,0.0993,0.1127
2.4456,1.4708,0.0262,0.0309,0.1052,0.1177
3.7284,4.6521,0.0597,0.0686,0.1194,0.2197
7.8332,3.7655,0.0417,0.0224,0.0830,0.2517
2.7315,4.8485,0.0375,0.0339,0.0876,0.2303
4.5699,4.3919,0.0394,0.0266,0.1052,0.3085
4.5908,4.8462,0.0439,0.0277,0.0876,0.2340
3.9173,1.7302,0.0212,0.0144,0.0850,0.3078
1.9265,1.2630,0.0267,0.0236,0.1197,0.3873
1.8199,1.2856,0.0359,0.0210,0.0779,0.2245
1.0881,1.9523,0.0248,0.0259,0.1071,0.2239
1.9632,0.7614,0.0275,0.0242,0.0883,0.2369
6.6179,7.0209,0.0412,0.0253,0.1441,0.2687
7.2743,8.4792,0.0374,0.0367,0.1294,0.2461
8.0071,8.9183,0.0433,0.0358,0.1158,0.2666
6.9559,7.0275,0.0420,0.0405,0.1173,0.2374
9.2865,8.2251,0.0372,0.0360,0.0921,0.3050
1.9825,2.0930,0.0239,0.0450,0.1601,0.1603
2.9629,0.7310,0.0226,0.0184,0.0852,0.1339
2.2394,1.6573,0.0415,0.0521,0.1588,0.2167
1.6807,1.7403,0.0282,0.0197,0.0910,0.2647
1.5925,2.4911,0.0273,0.0179,0.1448,0.2279
5.8939,3.1293,0.0356,0.0913,0.2274,0.2596
4.6724,4.6052,0.0351,0.0262,0.0658,0.2101
3.8942,4.4390,0.0555,0.0282,0.0690,0.3374
5.6466,5.5802,0.0479,0.0295,0.0768,0.3063
5.2209,4.9296,0.0250,0.0292,0.1129,0.1812
2.8449,0.7852,0.0402,0.0299,0.0789,0.2892
2.6385,1.7635,0.0268,0.0118,0.0434,0.2442
2.7202,0.9950,0.0264,0.0182,0.0651,0.2340
2.0282,1.2146,0.0281,0.0200,0.0653,0.2422
1.3471,1.0807,0.0271,0.0166,0.0433,0.2522
7.8250,5.1100,0.0541,0.0344,0.0895,0.2434
9.6619,3.4337,0.0321,0.0251,0.0857,0.2606
12.2851,4.5459,0.0674,0.0963,0.2630,0.4304
11.5009,5.2769,0.0360,0.0352,0.1750,0.2886
8.0465,6.4874,0.0533,0.0438,0.1041,0.2654
1.2326,1.2595,0.0256,0.0209,0.0551,0.1858
2.6192,0.7752,0.0341,0.0190,0.0470,0.2079
2.7658,0.3455,0.0245,0.0280,0.0686,0.1969
2.0545,0.8056,0.0288,0.0251,0.0768,0.1916
0.9095,0.5827,0.0268,0.0289,0.0878,0.1802
8.9718,3.1784,0.0247,0.0359,0.1178,0.1488
3.1485,5.1562,0.0317,0.0259,0.0626,0.1511
4.3684,4.4105,0.0425,0.0273,0.0675,0.1839
4.9625,5.0916,0.0325,0.0336,0.0881,0.1997
2.8195,5.6321,0.0377,0.0341,0.1147,0.2942
2.9669,1.5241,0.0210,0.0129,0.0529,0.1749
5.9793,5.2123,0.0255,0.0596,0.2195,0.2818
2.5589,2.2240,0.0318,0.0147,0.0630,0.1712
1.6031,1.3503,0.0331,0.0232,0.0594,0.3167
1.4579,1.1736,0.2234,0.1288,0.3381,0.7982
8.0227,5.9288,0.0406,0.0331,0.0810,0.1771
5.5217,6.8698,0.0341,0.0313,0.0899,0.1754
7.0925,7.2009,0.0436,0.0293,0.0492,0.0997
6.5186,5.9586,0.0389,0.0406,0.0880,0.1792
5.2181,6.1413,0.0358,0.0427,0.1080,0.2054
1.8564,0.5580,0.0206,0.0166,0.0863,0.1701
1.6967,1.2156,0.0304,0.0250,0.0696,0.2586
2.3146,1.4087,0.0328,0.0217,0.0620,0.1924
3.3006,2.2913,0.0265,0.0216,0.0961,0.0949
0.9111,2.8396,0.0293,0.0120,0.0937,0.2473
2.8590,4.1272,0.0269,0.0268,0.0904,0.1296
4.5677,4.8561,0.0233,0.0302,0.0969,0.1151
3.9735,5.3455,0.0267,0.0344,0.0850,0.1060
4.8949,5.0225,0.0495,0.0285,0.1048,0.1935
5.0022,5.2611,0.0359,0.0410,0.1051,0.1757
2.0454,3.9442,0.0393,0.0256,0.1389,0.1235
1.5575,1.5784,0.0223,0.0252,0.1252,0.1371
1.4400,0.9138,0.0201,0.0121,0.1019,0.1112
