imu_packets,1274
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1595916760.7680361,B2187909,0.01276,0.03174,-0.99634,0.07867,0.0199
1595916760.773798,B2187915,0.01276,0.03186,-0.99634,0.07855,0.0199
1595916760.7785,B2187920,0.01282,0.03192,-0.99634,0.07849,0.0199
1595916760.783663,B2187925,0.01282,0.03204,-0.99634,0.07843,0.0199
1595916760.788348,B2187930,0.01282,0.03210,-0.99634,0.07837,0.0199
1595916760.795464,B2187935,0.01282,0.03223,-0.99634,0.07831,0.0199
1595916760.798501,B2187940,0.01282,0.03229,-0.99634,0.07825,0.0199
1595916760.8039732,B2187945,0.01282,0.03235,-0.99634,0.07819,0.0199
1595916760.8092318,B2187950,0.01282,0.03247,-0.99634,0.07813,0.0199
1595916760.8140302,B2187955,0.01276,0.03253,-0.99634,0.07806,0.0199
1595916760.819027,B2187960,0.01276,0.03259,-0.99634,0.07800,0.0199
1595916760.830415,B2187965,0.01276,0.03265,-0.99634,0.07794,0.0199
1595916760.830612,B2187971,0.01276,0.03271,-0.99634,0.07788,0.0199
1595916760.834678,B2187976,0.01276,0.03278,-0.99634,0.07782,0.0199
1595916760.839222,B2187981,0.01276,0.03278,-0.99634,0.07782,0.0199
1595916760.844469,B2187986,0.01276,0.03284,-0.99634,0.07776,0.0199
1595916760.849866,B2187991,0.01276,0.03284,-0.99634,0.07776,0.0199
1595916760.8543518,B2187996,0.01276,0.03284,-0.99634,0.07776,0.0199
1595916760.859571,B2188001,0.01276,0.03284,-0.99634,0.07770,0.0199
1595916760.864334,B2188006,0.01276,0.03284,-0.99634,0.07770,0.0199
1595916760.869447,B2188011,0.01276,0.03284,-0.99634,0.07770,0.0199
1595916760.8750222,B2188016,0.01276,0.03284,-0.99634,0.07770,0.0199
1595916760.87991,B2188021,0.01276,0.03284,-0.99634,0.07770,0.0199
1595916760.8851929,B2188026,0.01276,0.03278,-0.99634,0.07770,0.0199
1595916760.8904572,B2188031,0.01276,0.03278,-0.99634,0.07776,0.0199
1595916760.895802,B2188036,0.01276,0.03271,-0.99634,0.07776,0.0199
1595916760.900692,B2188041,0.01276,0.03271,-0.99634,0.07782,0.0199
1595916760.9063182,B2188046,0.01276,0.03265,-0.99634,0.07782,0.0199
1595916760.9102101,B2188051,0.01276,0.03265,-0.99634,0.07788,0.0199
1595916760.915503,B2188057,0.01276,0.03265,-0.99634,0.07788,0.0199
1595916760.921632,B2188063,0.01276,0.03259,-0.99634,0.07794,0.0199
1595916760.927808,B2188068,0.01276,0.03253,-0.99634,0.07794,0.0199
