eye_packets,779
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878816.3823712,"{'circle_3d': {'center': [-0.5945997641553076, 4.789787348877088, 28.796050874596666], 'normal': [-0.07524013134022774, 0.3516717552767296, -0.9330947964577283], 'radius': 1.943617706653922}, 'confidence': 0.9977568153720504, 'timestamp': 202308.172016, 'diameter_3d': 3.887235413307844, 'ellipse': {'center': [153.1011362808395, 175.94070107209126], 'axes': [39.99311048627067, 45.80054295301821], 'angle': -79.03083736967865}, 'location': [153.1011362808395, 175.94070107209126], 'diameter': 45.80054295301821, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7131180518756053, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9301526606876458, 'phi': -1.651257276948704, 'norm_pos': [0.47844105087762345, 0.2669137455329531], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.4978518,"{'circle_3d': {'center': [-0.6399858316753444, 4.817763010909079, 28.81039037184749], 'normal': [-0.07902230363356413, 0.3540030604460622, -0.931899838353493], 'radius': 1.938317326839549}, 'confidence': 0.9968919094316804, 'timestamp': 202308.289616, 'diameter_3d': 3.876634653679098, 'ellipse': {'center': [152.57454242590737, 176.24306500690506], 'axes': [39.76855594419966, 45.65310910359409], 'angle': -78.5243404629732}, 'location': [152.57454242590737, 176.24306500690506], 'diameter': 45.65310910359409, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7097708155102467, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9326442116930287, 'phi': -1.6553909466078165, 'norm_pos': [0.4767954450809605, 0.2656538958045622], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.505545,"{'circle_3d': {'center': [-0.608298042298258, 4.781876473855124, 28.794185254929303], 'normal': [-0.07638165451880694, 0.35101251569156594, -0.9332502647633419], 'radius': 1.9224643888603625}, 'confidence': 0.9983041686063012, 'timestamp': 202308.298016, 'diameter_3d': 3.844928777720725, 'ellipse': {'center': [152.9386285250402, 175.86210747123204], 'axes': [39.573329942026966, 45.30471386784068], 'angle': -78.83688886954018}, 'location': [152.9386285250402, 175.86210747123204], 'diameter': 45.30471386784068, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7095170256947059, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9294485307868738, 'phi': -1.652459081572363, 'norm_pos': [0.47793321414075063, 0.2672412188698665], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.513985,"{'circle_3d': {'center': [-0.6241847347860292, 4.772428370624959, 28.791947370340036], 'normal': [-0.07770554555945454, 0.3502251737557188, -0.9334367551457807], 'radius': 1.9408577300956982}, 'confidence': 0.9506293296964929, 'timestamp': 202308.306416, 'diameter_3d': 3.8817154601913963, 'ellipse': {'center': [152.75476990185166, 175.747086799507], 'axes': [39.97173455408427, 45.74197034839354], 'angle': -78.61082595905101}, 'location': [152.75476990185166, 175.747086799507], 'diameter': 45.74197034839354, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7094399934353457, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.928607818956792, 'phi': -1.6538515392647066, 'norm_pos': [0.4773586559432864, 0.2677204716687208], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.520972,"{'circle_3d': {'center': [-0.6076024623983325, 4.806585136270237, 28.80345281970025], 'normal': [-0.07632368952714648, 0.35307157089282537, -0.9324779676990961], 'radius': 1.9321998869133852}, 'confidence': 0.9978880967253946, 'timestamp': 202308.314816, 'diameter_3d': 3.8643997738267704, 'ellipse': {'center': [152.94989837588744, 176.12853235009746], 'axes': [39.697920747231514, 45.51975393205464], 'angle': -78.90629665270787}, 'location': [152.94989837588744, 176.12853235009746], 'diameter': 45.51975393205464, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7086998221230378, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9316484138827352, 'phi': -1.6524646673262853, 'norm_pos': [0.47796843242464826, 0.2661311152079272], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.528911,"{'circle_3d': {'center': [-0.6280050117953124, 4.808972649025291, 28.80604593485007], 'normal': [-0.07802390197689481, 0.3532705302890799, -0.9322618747699447], 'radius': 1.9205476783043396}, 'confidence': 0.9971547476666996, 'timestamp': 202308.323216, 'diameter_3d': 3.841095356608679, 'ellipse': {'center': [152.71126016163282, 176.15723019709077], 'axes': [39.43825024544998, 45.241078870507415], 'angle': -78.65369838160295}, 'location': [152.71126016163282, 176.15723019709077], 'diameter': 45.241078870507415, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7088573891643635, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9318610775908014, 'phi': -1.6542948502349124, 'norm_pos': [0.4772226880051026, 0.2660115408454551], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.536896,"{'circle_3d': {'center': [-0.592408360064741, 4.812925342636518, 28.804621992367533], 'normal': [-0.07505751433268053, 0.3535999214233488, -0.9323805366434893], 'radius': 1.9131869339367351}, 'confidence': 0.9991016871695021, 'timestamp': 202308.331616, 'diameter_3d': 3.8263738678734702, 'ellipse': {'center': [153.12535725231754, 176.20952701952598], 'axes': [39.29651809749184, 45.06974202925095], 'angle': -79.1142142983033}, 'location': [153.12535725231754, 176.20952701952598], 'diameter': 45.06974202925095, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7090671100082213, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9322131947189876, 'phi': -1.6511240520213486, 'norm_pos': [0.4785167414134923, 0.2657936374186417], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.549571,"{'circle_3d': {'center': [-0.5920819914974333, 4.812255433798918, 28.80434168866699], 'normal': [-0.07503031695207155, 0.35354409568688216, -0.9324038952852012], 'radius': 1.9410956155038412}, 'confidence': 0.9975257142971594, 'timestamp': 202308.340016, 'diameter_3d': 3.8821912310076825, 'ellipse': {'center': [153.13206401632092, 176.18868059263735], 'axes': [39.87272240139766, 45.72802664684285], 'angle': -79.11683127816752}, 'location': [153.13206401632092, 176.18868059263735], 'diameter': 45.72802664684285, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7083384852633157, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9321535140473611, 'phi': -1.6510930669266355, 'norm_pos': [0.4785377000510029, 0.26588049753067766], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.55692,"{'circle_3d': {'center': [-0.5934881244372858, 4.806224341049167, 28.802169925819555], 'normal': [-0.07514749469705925, 0.35304150462440287, -0.9325848755224874], 'radius': 1.9109740982088144}, 'confidence': 0.9998620992240953, 'timestamp': 202308.348416, 'diameter_3d': 3.8219481964176287, 'ellipse': {'center': [153.11198474098273, 176.13696408535304], 'axes': [39.270950172749316, 45.021383594303174], 'angle': -79.08447152751036}, 'location': [153.11198474098273, 176.13696408535304], 'diameter': 45.021383594303174, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.708877787248996, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9316162781361363, 'phi': -1.6512023901875603, 'norm_pos': [0.478474952315571, 0.26609598297769566], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.5651782,"{'circle_3d': {'center': [-0.607249693823743, 4.811346304051496, 28.805227863662374], 'normal': [-0.0762942921459307, 0.353468334874597, -0.9323300473689192], 'radius': 1.9264867653609332}, 'confidence': 0.9983451527481593, 'timestamp': 202308.356816, 'diameter_3d': 3.8529735307218664, 'ellipse': {'center': [152.95379800625824, 176.18355397650367], 'axes': [39.565882057298914, 45.382310372912514], 'angle': -78.92233354985615}, 'location': [152.95379800625824, 176.18355397650367], 'diameter': 45.382310372912514, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7083536912998678, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.932072523875904, 'phi': -1.6524462457316798, 'norm_pos': [0.477980618769557, 0.2659018584312347], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.573289,"{'circle_3d': {'center': [-0.625623167835643, 4.815744541703888, 28.80841528028899], 'normal': [-0.07782541498025569, 0.35383485467896303, -0.9320644293167013], 'radius': 1.9577122471705157}, 'confidence': 0.996191094059859, 'timestamp': 202308.365216, 'diameter_3d': 3.9154244943410315, 'ellipse': {'center': [152.7437048137739, 176.21366822664908], 'axes': [40.18253678725823, 46.113303659899344], 'angle': -78.70071972474805}, 'location': [152.7437048137739, 176.21366822664908], 'diameter': 46.113303659899344, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7075392045041262, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.932464365582823, 'phi': -1.6541009801547744, 'norm_pos': [0.4773240775430434, 0.2657763823889622], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.582103,"{'circle_3d': {'center': [-0.6164581727919094, 4.8168658314262025, 28.80807950823133], 'normal': [-0.07706166539327788, 0.35392829548915583, -0.9320924103215062], 'radius': 1.948081125210353}, 'confidence': 0.9994808918071416, 'timestamp': 202308.373616, 'diameter_3d': 3.896162250420706, 'ellipse': {'center': [152.84941545090373, 176.2321018298784], 'axes': [39.98687535567855, 45.88682511417831], 'angle': -78.81930519582771}, 'location': [152.84941545090373, 176.2321018298784], 'diameter': 45.88682511417831, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7087554621310721, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9325642712659692, 'phi': -1.653284716098566, 'norm_pos': [0.47765442328407415, 0.26569957570884006], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878816.58938,"{'circle_3d': {'center': [-0.6224038854252352, 4.808111212725929, 28.80525219067809], 'normal': [-0.07755714144605504, 0.3531987439307997, -0.9323280201176097], 'radius': 1.9479141876916277}, 'confidence': 0.9962279422423526, 'timestamp': 202308.382016, 'diameter_3d': 3.8958283753832554, 'ellipse': {'center': [152.779415849889, 176.13533081699234], 'axes': [40.00712778258427, 45.88736167928632], 'angle': -78.72253211837779}, 'location': [152.779415849889, 176.13533081699234], 'diameter': 45.88736167928632, 'sphere': {'center': [0.30828181192742526, 0.5697262855563322, 39.993188432089404], 'radius': 12.0}, 'projected_sphere': {'center': [162.61439588870581, 124.83158590944299], 'axes': [203.5329328598554, 203.5329328598554], 'angle': 90.0}, 'model_confidence': 0.7078397604344255, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 1.9317843446235066, 'phi': -1.6537917752100801, 'norm_pos': [0.47743567453090313, 0.266102788262532], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
