eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878880.649961,"{'circle_3d': {'center': [-1.1685746463656437, 5.663125632850168, 28.75391163073009], 'normal': [-0.12411304435106213, 0.4308919673994056, -0.893827760059275], 'radius': 2.1517690960135822}, 'confidence': 0.9960036044236921, 'timestamp': 202372.440416, 'diameter_3d': 4.3035381920271645, 'ellipse': {'center': [146.41160442016215, 186.1417647675736], 'axes': [40.85170359512133, 50.794003794377346], 'angle': -74.83684164404362}, 'location': [146.41160442016215, 186.1417647675736], 'diameter': 50.794003794377346, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6552409803733061, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0162773059403283, 'phi': -1.7087697511545143, 'norm_pos': [0.4575362638130067, 0.2244093134684434], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.7413068,"{'circle_3d': {'center': [-1.1494984248623585, 5.656205029389876, 28.74794739441367], 'normal': [-0.12252335922578834, 0.43031525044438135, -0.8943247797523101], 'radius': 2.19188090958064}, 'confidence': 0.9992247610390774, 'timestamp': 202372.532816, 'diameter_3d': 4.38376181916128, 'ellipse': {'center': [146.6388935521877, 186.04911250330986], 'axes': [41.66702098672918, 51.75256305098351], 'angle': -75.0123290643336}, 'location': [146.6388935521877, 186.04911250330986], 'diameter': 51.75256305098351, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6571115795454552, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.015638313502223, 'phi': -1.7069496826621988, 'norm_pos': [0.4582465423505866, 0.2247953645695423], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.749729,"{'circle_3d': {'center': [-1.179444199519697, 5.643797447422217, 28.746129041570136], 'normal': [-0.12501884044723321, 0.42928128528040965, -0.8944763091559378], 'radius': 2.193237187861671}, 'confidence': 0.9602149891072262, 'timestamp': 202372.541216, 'diameter_3d': 4.386474375723342, 'ellipse': {'center': [146.28904902131464, 185.90743926355276], 'axes': [41.711191533354516, 51.78789930523102], 'angle': -74.67424710999347}, 'location': [146.28904902131464, 185.90743926355276], 'diameter': 51.78789930523102, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6569381976259447, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0144931848076832, 'phi': -1.709664365174901, 'norm_pos': [0.4571532781916082, 0.2253856697351968], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.757238,"{'circle_3d': {'center': [-1.1698031889992468, 5.625694697410794, 28.736117847073075], 'normal': [-0.12421542290386238, 0.42777272277945777, -0.8953105753640263], 'radius': 2.187815017846416}, 'confidence': 0.9977113529689433, 'timestamp': 202372.549616, 'diameter_3d': 4.375630035692832, 'ellipse': {'center': [146.39615425209433, 185.72103530193], 'axes': [41.696636470859374, 51.677508439313144], 'angle': -74.72316411538948}, 'location': [146.39615425209433, 185.72103530193], 'diameter': 51.677508439313144, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6566858504017725, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0128235506975765, 'phi': -1.7086563132371917, 'norm_pos': [0.4574879820377948, 0.22616235290862508], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.765516,"{'circle_3d': {'center': [-1.1638640360681252, 5.627970297979892, 28.73638299962456], 'normal': [-0.12372049349293558, 0.42796235616021594, -0.8952884793180694], 'radius': 2.1545378059157287}, 'confidence': 0.998303141933662, 'timestamp': 202372.558016, 'diameter_3d': 4.3090756118314575, 'ellipse': {'center': [146.45946485282835, 185.7675022602424], 'axes': [41.05825731335152, 50.89012414431711], 'angle': -74.78990353753748}, 'location': [146.45946485282835, 185.7675022602424], 'diameter': 50.89012414431711, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6565205942942187, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0130333589345364, 'phi': -1.7081172569721048, 'norm_pos': [0.4576858276650886, 0.2259687405823233], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.773238,"{'circle_3d': {'center': [-1.1601705807390332, 5.608950914012001, 28.726802767427223], 'normal': [-0.12341270554884456, 0.42637740749622505, -0.8960868320011807], 'radius': 2.192901274067854}, 'confidence': 0.9980256779433775, 'timestamp': 202372.566416, 'diameter_3d': 4.385802548135708, 'ellipse': {'center': [146.50548675500005, 185.54236264675302], 'axes': [41.87667923522057, 51.81438736472745], 'angle': -74.77608168758988}, 'location': [146.50548675500005, 185.54236264675302], 'diameter': 51.81438736472745, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6561914556847959, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0112804290913235, 'phi': -1.7076593729821345, 'norm_pos': [0.45782964610937515, 0.22690682230519577], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.781451,"{'circle_3d': {'center': [-1.1740453676834917, 5.597435796652975, 28.723250222329927], 'normal': [-0.12456893779421613, 0.4254178143829728, -0.8963828774259553], 'radius': 2.1804209103268857}, 'confidence': 0.9982980315516057, 'timestamp': 202372.574816, 'diameter_3d': 4.360841820653771, 'ellipse': {'center': [146.33965459538723, 185.4232322315798], 'axes': [41.67046331324447, 51.52548155612795], 'angle': -74.60224749820968}, 'location': [146.33965459538723, 185.4232322315798], 'diameter': 51.52548155612795, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6566108766002943, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.01021983718487, 'phi': -1.708880403608741, 'norm_pos': [0.4573114206105851, 0.2274031990350842], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.79012,"{'circle_3d': {'center': [-1.1487230574421838, 5.62243279939381, 28.73165678013294], 'normal': [-0.12245874527410713, 0.4275008979447091, -0.8956823309423708], 'radius': 2.183681635719729}, 'confidence': 0.9978439153576908, 'timestamp': 202372.583216, 'diameter_3d': 4.367363271439458, 'ellipse': {'center': [146.63948631371022, 185.6950700154832], 'axes': [41.65606868748017, 51.58765915945955], 'angle': -74.92981664930886}, 'location': [146.63948631371022, 185.6950700154832], 'diameter': 51.58765915945955, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6572223068523453, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0125228430874254, 'phi': -1.7066750405260978, 'norm_pos': [0.45824839473034445, 0.22627054160215332], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.7975569,"{'circle_3d': {'center': [-1.139557119367887, 5.642744388387556, 28.740124571970824], 'normal': [-0.12169491710124906, 0.42919353036085467, -0.8949766816225472], 'radius': 2.1564917317188224}, 'confidence': 0.9955460868315239, 'timestamp': 202372.591616, 'diameter_3d': 4.312983463437645, 'ellipse': {'center': [146.74514728839227, 185.93072381619993], 'axes': [41.06096900797507, 50.929737793544845], 'angle': -75.07778124127755}, 'location': [146.74514728839227, 185.93072381619993], 'diameter': 50.929737793544845, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6598289399974977, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.014396023906436, 'phi': -1.7059429871051208, 'norm_pos': [0.45857858527622586, 0.2252886507658336], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.8092108,"{'circle_3d': {'center': [-1.194176657340615, 5.612615986709756, 28.733286493224952], 'normal': [-0.12624654526564305, 0.4266828302210379, -0.8955465215180365], 'radius': 2.153781844687541}, 'confidence': 0.9952542174216005, 'timestamp': 202372.600016, 'diameter_3d': 4.307563689375082, 'ellipse': {'center': [146.1040947208752, 185.59535088835526], 'axes': [41.073136359934125, 50.877708735533645], 'angle': -74.43825919573386}, 'location': [146.1040947208752, 185.59535088835526], 'diameter': 50.877708735533645, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6597395858994659, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0116181092718257, 'phi': -1.7108449751834283, 'norm_pos': [0.456575296002735, 0.22668603796518638], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.817271,"{'circle_3d': {'center': [-1.1737115032115533, 5.612221332905352, 28.7302333841789], 'normal': [-0.12454111575488791, 0.42664994240400433, -0.8958009472718743], 'radius': 2.171456883198653}, 'confidence': 0.9988668590992906, 'timestamp': 202372.608416, 'diameter_3d': 4.342913766397306, 'ellipse': {'center': [146.3449397748165, 185.58645869069358], 'axes': [41.43668084546051, 51.301076023478686], 'angle': -74.64633418295848}, 'location': [146.3449397748165, 185.58645869069358], 'diameter': 51.301076023478686, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6605667704226326, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0115817453989426, 'phi': -1.7089384995598942, 'norm_pos': [0.45732793679630157, 0.22672308878877678], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.825244,"{'circle_3d': {'center': [-1.1819445140406901, 5.632911111401042, 28.74126079870441], 'normal': [-0.12522719999064932, 0.42837409061197845, -0.8948819960614149], 'radius': 2.160742490410057}, 'confidence': 0.9929294820543002, 'timestamp': 202372.616816, 'diameter_3d': 4.321484980820114, 'ellipse': {'center': [146.25169853601034, 185.81091411273738], 'axes': [41.13492064616256, 51.02829524322098], 'angle': -74.61898427381993}, 'location': [146.25169853601034, 185.81091411273738], 'diameter': 51.02829524322098, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6603488109890754, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.013488969082456, 'phi': -1.7098305863321892, 'norm_pos': [0.4570365579250323, 0.22578785786359423], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.83389,"{'circle_3d': {'center': [-1.1500276542395351, 5.628592873660309, 28.73477759015857], 'normal': [-0.1225674616738864, 0.42801423746691736, -0.8954222634402351], 'radius': 2.16427019636961}, 'confidence': 0.9984783868641688, 'timestamp': 202372.625216, 'diameter_3d': 4.32854039273922, 'ellipse': {'center': [146.62205579511237, 185.7722539900838], 'axes': [41.257408567923314, 51.12307051777289], 'angle': -74.93299209299465}, 'location': [146.62205579511237, 185.7722539900838], 'diameter': 51.12307051777289, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6606357526716344, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0130907634591373, 'phi': -1.7068332035652256, 'norm_pos': [0.45819392435972617, 0.22594894170798407], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.8414311,"{'circle_3d': {'center': [-1.137673755480337, 5.645104445854629, 28.741000726017568], 'normal': [-0.12153797011061987, 0.42939020181644405, -0.8949036687853188], 'radius': 2.168101159717006}, 'confidence': 0.9958562469982016, 'timestamp': 202372.633616, 'diameter_3d': 4.336202319434012, 'ellipse': {'center': [146.7695849039364, 185.94925449604642], 'axes': [41.27463307334783, 51.20268072160387], 'angle': -75.10330621835696}, 'location': [146.7695849039364, 185.94925449604642], 'diameter': 51.20268072160387, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6600763179405833, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.014613781767123, 'phi': -1.7057816811857391, 'norm_pos': [0.45865495282480123, 0.2252114395998066], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.849259,"{'circle_3d': {'center': [-1.1516955207066757, 5.623580392633428, 28.732611429149564], 'normal': [-0.12270645054614811, 0.4275965307146773, -0.8956027768576523], 'radius': 2.182097059254683}, 'confidence': 0.9979148212538826, 'timestamp': 202372.642016, 'diameter_3d': 4.364194118509366, 'ellipse': {'center': [146.6049110896688, 185.70740249504883], 'axes': [41.61745564855819, 51.54849155740613], 'angle': -74.90248596564697}, 'location': [146.6049110896688, 185.70740249504883], 'diameter': 51.54849155740613, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6611863121671502, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.012628632449752, 'phi': -1.7069584555268285, 'norm_pos': [0.458140347155215, 0.22621915627062994], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.859544,"{'circle_3d': {'center': [-1.1816332711139932, 5.638214469333447, 28.74375753093724], 'normal': [-0.12520126308009125, 0.4288160371063456, -0.8946739350420124], 'radius': 2.1998364420994245}, 'confidence': 0.9972817192420254, 'timestamp': 202372.650416, 'diameter_3d': 4.399672884198849, 'ellipse': {'center': [146.2637113675219, 185.84328345834479], 'axes': [41.85843953390896, 51.94814784252267], 'angle': -74.63676561199337}, 'location': [146.2637113675219, 185.84328345834479], 'diameter': 51.94814784252267, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6615875856215037, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0139781202946194, 'phi': -1.709834070839098, 'norm_pos': [0.4570740980235059, 0.22565298559023006], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
