eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878880.649961,"{'circle_3d': {'center': [-1.1685746463656437, 5.663125632850168, 28.75391163073009], 'normal': [-0.12411304435106213, 0.4308919673994056, -0.893827760059275], 'radius': 2.1517690960135822}, 'confidence': 0.9960036044236921, 'timestamp': 202372.440416, 'diameter_3d': 4.3035381920271645, 'ellipse': {'center': [146.41160442016215, 186.1417647675736], 'axes': [40.85170359512133, 50.794003794377346], 'angle': -74.83684164404362}, 'location': [146.41160442016215, 186.1417647675736], 'diameter': 50.794003794377346, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6552409803733061, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0162773059403283, 'phi': -1.7087697511545143, 'norm_pos': [0.4575362638130067, 0.2244093134684434], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.657313,"{'circle_3d': {'center': [-1.1601586830258834, 5.642509036164946, 28.742833118813515], 'normal': [-0.12341171407274877, 0.4291739176756371, -0.8947509693856562], 'radius': 2.186208073969893}, 'confidence': 0.9988244973684396, 'timestamp': 202372.448816, 'diameter_3d': 4.372416147939786, 'ellipse': {'center': [146.5112984079058, 185.90384284776013], 'axes': [41.605300999288914, 51.62756322339339], 'angle': -74.86707982226154}, 'location': [146.5112984079058, 185.90384284776013], 'diameter': 51.62756322339339, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6556697673031131, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0143743096554565, 'phi': -1.7078600742527876, 'norm_pos': [0.4578478075247056, 0.22540065480099947], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.665418,"{'circle_3d': {'center': [-1.1278862807029175, 5.620289764453837, 28.727806201462826], 'normal': [-0.12072234721250161, 0.42732231169971135, -0.8960032124982136], 'radius': 2.153198632420682}, 'confidence': 0.9964691664784355, 'timestamp': 202372.457216, 'diameter_3d': 4.306397264841364, 'ellipse': {'center': [146.87560295628293, 185.6970398172228], 'axes': [41.10579216862181, 50.873437791756906], 'angle': -75.13752764027907}, 'location': [146.87560295628293, 185.6970398172228], 'diameter': 50.873437791756906, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6560029871894191, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.012325304417863, 'phi': -1.704724081077466, 'norm_pos': [0.45898625923838415, 0.22626233409490504], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.6734111,"{'circle_3d': {'center': [-1.1472110188516944, 5.621416432740279, 28.730965126687344], 'normal': [-0.122332742058233, 0.42741620072358155, -0.895739968729504], 'radius': 2.2014892399804427}, 'confidence': 0.9976057940477177, 'timestamp': 202372.465616, 'diameter_3d': 4.402978479960885, 'ellipse': {'center': [146.66010942495643, 185.67361804432878], 'axes': [42.002677646349774, 52.010072469884456], 'angle': -74.94260942141666}, 'location': [146.66010942495643, 185.67361804432878], 'diameter': 52.010072469884456, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6560831993486116, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.012429155093068, 'phi': -1.706528313302798, 'norm_pos': [0.4583128419529888, 0.22635992481529676], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.681773,"{'circle_3d': {'center': [-1.1770760293307445, 5.641492249457351, 28.744692331478376], 'normal': [-0.12482149293148719, 0.42908918545000424, -0.8945960349969179], 'radius': 2.1742063431277456}, 'confidence': 0.997846058941414, 'timestamp': 202372.474016, 'diameter_3d': 4.348412686255491, 'ellipse': {'center': [146.31250696930948, 185.89541434037034], 'axes': [41.36101988513664, 51.34055125234191], 'angle': -74.69201182726505}, 'location': [146.31250696930948, 185.89541434037034], 'diameter': 51.34055125234191, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6567038818242055, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.014280500658932, 'phi': -1.709429637716826, 'norm_pos': [0.45722658427909213, 0.22543577358179023], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.689279,"{'circle_3d': {'center': [-1.1836819152214768, 5.595264322680529, 28.72356337046888], 'normal': [-0.12537198342238154, 0.42523685821860235, -0.8963567817477093], 'radius': 2.1626084983027836}, 'confidence': 0.9957103125433354, 'timestamp': 202372.482416, 'diameter_3d': 4.325216996605567, 'ellipse': {'center': [146.22396013737438, 185.40814129082895], 'axes': [41.32716750936373, 51.103545680608505], 'angle': -74.497409154204}, 'location': [146.22396013737438, 185.40814129082895], 'diameter': 51.103545680608505, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6569694383457447, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.010019894367844, 'phi': -1.709763189736558, 'norm_pos': [0.45694987542929494, 0.2274660779548794], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.697591,"{'circle_3d': {'center': [-1.1682314765626076, 5.616530745185506, 28.73152632386291], 'normal': [-0.12408444686747579, 0.4270090600940171, -0.8956932022982069], 'radius': 2.1503540678350017}, 'confidence': 0.9889625037165575, 'timestamp': 202372.490816, 'diameter_3d': 4.300708135670003, 'ellipse': {'center': [146.40560208858412, 185.64691205652292], 'axes': [41.02134857308804, 50.79969431797497], 'angle': -74.71412304421222}, 'location': [146.40560208858412, 185.64691205652292], 'diameter': 50.79969431797497, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6571645697542761, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0119788535933907, 'phi': -1.7084546920755836, 'norm_pos': [0.4575175065268254, 0.22647119976448782], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.705375,"{'circle_3d': {'center': [-1.1588527157776403, 5.64303535859222, 28.7429055356413], 'normal': [-0.1233028834687285, 0.42921777787791, -0.8947449346500076], 'radius': 2.1658668796669542}, 'confidence': 0.9960113704886757, 'timestamp': 202372.499216, 'diameter_3d': 4.3317337593339085, 'ellipse': {'center': [146.52284061108918, 185.92239109202802], 'axes': [41.21658122374928, 51.14652714977949], 'angle': -74.88175013256804}, 'location': [146.52284061108918, 185.92239109202802], 'diameter': 51.14652714977949, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6564449030178721, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.014422869936947, 'phi': -1.70774162290844, 'norm_pos': [0.4578838769096537, 0.22532337044988326], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.71405,"{'circle_3d': {'center': [-1.1505013395121213, 5.6413701150989635, 28.740959370428378], 'normal': [-0.12260693544660194, 0.42907900758680523, -0.8949071150844177], 'radius': 2.165024474182428}, 'confidence': 0.9969182626204106, 'timestamp': 202372.507616, 'diameter_3d': 4.330048948364856, 'ellipse': {'center': [146.61931122773393, 185.90765590125244], 'axes': [41.217159049726035, 51.13002634918624], 'angle': -74.96243754258005}, 'location': [146.61931122773393, 185.90765590125244], 'diameter': 51.13002634918624, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6574331965112368, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0142692327936578, 'phi': -1.7069538459826048, 'norm_pos': [0.4581853475866685, 0.22538476707811483], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.7252228,"{'circle_3d': {'center': [-1.1556459925845273, 5.636006823599132, 28.739095423311994], 'normal': [-0.12303565653596908, 0.42863206662848596, -0.895062444010783], 'radius': 2.1569879715118243}, 'confidence': 0.9325950692749705, 'timestamp': 202372.516016, 'diameter_3d': 4.313975943023649, 'ellipse': {'center': [146.55700936448605, 185.85399116860233], 'axes': [41.08058969211665, 50.94329455725462], 'angle': -74.89552224715563}, 'location': [146.55700936448605, 185.85399116860233], 'diameter': 50.94329455725462, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.6567186952767257, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.013774485967523, 'phi': -1.7074006402745492, 'norm_pos': [0.4579906542640189, 0.22560837013082358], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878880.7337332,"{'circle_3d': {'center': [-1.1455950911788637, 5.608812553960451, 28.724739614495235], 'normal': [-0.12219808141883044, 0.4263658774919292, -0.8962587614121795], 'radius': 2.1677265593531687}, 'confidence': 0.9987933486601913, 'timestamp': 202372.524416, 'diameter_3d': 4.335453118706337, 'ellipse': {'center': [146.67014030022705, 185.56069419094518], 'axes': [41.4121628393595, 51.222502731500846], 'angle': -74.92510355419444}, 'location': [146.67014030022705, 185.56069419094518], 'diameter': 51.222502731500846, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.656905033528099, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0112676823898523, 'phi': -1.7063032039430077, 'norm_pos': [0.4583441884382095, 0.22683044087106174], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
