eye_packets,780
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878866.286174,"{'circle_3d': {'center': [-1.0512653311813724, 5.567443375619528, 28.692739267789534], 'normal': [-0.11433726808570618, 0.42291844596351896, -0.8989254569709879], 'radius': 2.0982797956596073}, 'confidence': 0.994127479095045, 'timestamp': 202358.076416, 'diameter_3d': 4.196559591319215, 'ellipse': {'center': [147.7473200389505, 185.18755993743417], 'axes': [40.3519800798546, 49.63437596456579], 'angle': -75.79135780731606}, 'location': [147.7473200389505, 185.18755993743417], 'diameter': 49.63437596456579, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5078553994716906, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0074598820245844, 'phi': -1.6973102622859666, 'norm_pos': [0.4617103751217203, 0.22838516692735766], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.293303,"{'circle_3d': {'center': [-1.08783691122624, 5.545206860259083, 28.687015720849786], 'normal': [-0.11738489975611181, 0.4210654030168152, -0.8994024192159672], 'radius': 2.1265070340889}, 'confidence': 0.9960735253161469, 'timestamp': 202358.084816, 'diameter_3d': 4.2530140681778, 'ellipse': {'center': [147.32205996935613, 184.92281460263672], 'axes': [40.94841684086228, 50.31276097241813], 'angle': -75.35187619285132}, 'location': [147.32205996935613, 184.92281460263672], 'diameter': 50.31276097241813, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5076486591294671, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0054159328540733, 'phi': -1.7005770750281965, 'norm_pos': [0.4603814374042379, 0.2294882724890137], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.30142,"{'circle_3d': {'center': [-1.0693127994165548, 5.552473751887702, 28.688018526113154], 'normal': [-0.11584122377197137, 0.4216709773192001, -0.8993188521106864], 'radius': 2.1167036180295944}, 'confidence': 0.9614064861056794, 'timestamp': 202358.093216, 'diameter_3d': 4.233407236059189, 'ellipse': {'center': [147.5374428467371, 185.0115502107125], 'axes': [40.74929884138445, 50.07881722821775], 'angle': -75.56427345239514}, 'location': [147.5374428467371, 185.0115502107125], 'diameter': 50.07881722821775, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5079581577317915, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0060836814791223, 'phi': -1.698900889005522, 'norm_pos': [0.4610545088960534, 0.22911854078869787], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.30967,"{'circle_3d': {'center': [-1.0973501539654964, 5.548247715047013, 28.689685897189737], 'normal': [-0.11817766998438317, 0.42131880758247603, -0.8991799045209712], 'radius': 2.114963896451646}, 'confidence': 0.9956102402120207, 'timestamp': 202358.101616, 'diameter_3d': 4.229927792903292, 'ellipse': {'center': [147.20989479335358, 184.9596143682947], 'axes': [40.70306845944204, 50.03476975757214], 'angle': -75.26083028645712}, 'location': [147.20989479335358, 184.9596143682947], 'diameter': 50.03476975757214, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5091089335902188, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.005695329264096, 'phi': -1.7014756186131843, 'norm_pos': [0.46003092122922995, 0.22933494013210542], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.317867,"{'circle_3d': {'center': [-1.0546955508614357, 5.531098743576385, 28.67615099711449], 'normal': [-0.11462311972571146, 0.4198897266265904, -0.9003078128605752], 'radius': 2.1211771230632097}, 'confidence': 0.9989265110142365, 'timestamp': 202358.110016, 'diameter_3d': 4.242354246126419, 'ellipse': {'center': [147.7044749077419, 184.78403742182746], 'axes': [40.938286735205054, 50.20530147011532], 'angle': -75.66114701785992}, 'location': [147.7044749077419, 184.78403742182746], 'diameter': 50.20530147011532, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.510180931957438, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.004120140149164, 'phi': -1.6974305233255247, 'norm_pos': [0.4615764840866935, 0.2300665107423856], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.325608,"{'circle_3d': {'center': [-1.0470941925672794, 5.540529441532346, 28.679588896336146], 'normal': [-0.11398967320119843, 0.4206756181229205, -0.9000213212587704], 'radius': 2.1530863032147605}, 'confidence': 0.9979092096718823, 'timestamp': 202358.118416, 'diameter_3d': 4.306172606429521, 'ellipse': {'center': [147.8001523232588, 184.86780551686763], 'axes': [41.524438727581085, 50.9552964305873], 'angle': -75.76548247141848}, 'location': [147.8001523232588, 184.86780551686763], 'diameter': 50.9552964305873, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5118503636013405, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.004986238231039, 'phi': -1.6967777628558645, 'norm_pos': [0.46187547601018375, 0.22971747701305156], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.333777,"{'circle_3d': {'center': [-1.0157541790514557, 5.511556790701179, 28.662175984951443], 'normal': [-0.11137800540821312, 0.41826123055365655, -0.9014723972074957], 'radius': 2.1164791503693747}, 'confidence': 0.9915325585657722, 'timestamp': 202358.126816, 'diameter_3d': 4.2329583007387495, 'ellipse': {'center': [148.15401111535058, 184.5877508508953], 'axes': [40.96688363790683, 50.11811653184928], 'angle': -76.02017823287557}, 'location': [148.15401111535058, 184.5877508508953], 'diameter': 50.11811653184928, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5120584007134998, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.002326545875035, 'phi': -1.693724566925367, 'norm_pos': [0.46298128473547057, 0.23088437145460294], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.341366,"{'circle_3d': {'center': [-1.0330252522457908, 5.521305234137786, 28.668853127532913], 'normal': [-0.11281726150774106, 0.41907360084004047, -0.90091596865904], 'radius': 2.089247464627213}, 'confidence': 0.9967046115100207, 'timestamp': 202358.135216, 'diameter_3d': 4.178494929254426, 'ellipse': {'center': [147.9499268464245, 184.70387772821488], 'axes': [40.38226704178573, 49.46123909918959], 'angle': -75.86319177492337}, 'location': [147.9499268464245, 184.70387772821488], 'diameter': 49.46123909918959, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.51187951847671, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.003221089291302, 'phi': -1.6953729185059148, 'norm_pos': [0.4623435213950765, 0.2304005094657714], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.349419,"{'circle_3d': {'center': [-1.0492213753280062, 5.526542444600614, 28.673331777505794], 'normal': [-0.114166938431259, 0.4195100350452762, -0.9005427478279664], 'radius': 2.0879966990956973}, 'confidence': 0.9934406860491953, 'timestamp': 202358.143616, 'diameter_3d': 4.175993398191395, 'ellipse': {'center': [147.7618799014926, 184.75641002458661], 'axes': [40.32052304392515, 49.423974569419975], 'angle': -75.70657403680782}, 'location': [147.7618799014926, 184.75641002458661], 'diameter': 49.423974569419975, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5109350951578828, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.003701822324639, 'phi': -1.6968993203849974, 'norm_pos': [0.46175587469216434, 0.23018162489755578], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.361512,"{'circle_3d': {'center': [-1.0651539492563402, 5.538442729035483, 28.680916244135325], 'normal': [-0.11549465292528682, 0.4205017254148486, -0.8999107089421722], 'radius': 2.0948309107825103}, 'confidence': 0.993467173886449, 'timestamp': 202358.152016, 'diameter_3d': 4.1896618215650205, 'ellipse': {'center': [147.57956466147812, 184.8755255361191], 'axes': [40.38832913102936, 49.57294619010136], 'angle': -75.57081087088383}, 'location': [147.57956466147812, 184.8755255361191], 'diameter': 49.57294619010136, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5104854217720334, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.004794568423202, 'phi': -1.6984386965971248, 'norm_pos': [0.4611861395671191, 0.22968531026617034], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.369408,"{'circle_3d': {'center': [-1.0585847444609664, 5.534201163781998, 28.678094393030516], 'normal': [-0.11494721919233902, 0.42014826164372476, -0.9001458632009062], 'radius': 2.1062373093677884}, 'confidence': 0.9202502602794409, 'timestamp': 202358.160416, 'diameter_3d': 4.212474618735577, 'ellipse': {'center': [147.65722331891573, 184.82512729794638], 'axes': [40.63274750884479, 49.84799477880933], 'angle': -75.62847524542445}, 'location': [147.65722331891573, 184.82512729794638], 'diameter': 49.84799477880933, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5096256285516021, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0044050224147005, 'phi': -1.6978073549015684, 'norm_pos': [0.46142882287161163, 0.22989530292522342], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
