eye_packets,780
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878866.286174,"{'circle_3d': {'center': [-1.0512653311813724, 5.567443375619528, 28.692739267789534], 'normal': [-0.11433726808570618, 0.42291844596351896, -0.8989254569709879], 'radius': 2.0982797956596073}, 'confidence': 0.994127479095045, 'timestamp': 202358.076416, 'diameter_3d': 4.196559591319215, 'ellipse': {'center': [147.7473200389505, 185.18755993743417], 'axes': [40.3519800798546, 49.63437596456579], 'angle': -75.79135780731606}, 'location': [147.7473200389505, 185.18755993743417], 'diameter': 49.63437596456579, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5078553994716906, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0074598820245844, 'phi': -1.6973102622859666, 'norm_pos': [0.4617103751217203, 0.22838516692735766], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.377331,"{'circle_3d': {'center': [-1.0859376429499883, 5.547060095595113, 28.687635796224605], 'normal': [-0.11722662739975749, 0.42121983929481777, -0.8993507462680655], 'radius': 2.1092502844058956}, 'confidence': 0.995689836824646, 'timestamp': 202358.168816, 'diameter_3d': 4.218500568811791, 'ellipse': {'center': [147.34156088822888, 184.9534911111112], 'axes': [40.609921974014156, 49.902975542565706], 'angle': -75.3765640557088}, 'location': [147.34156088822888, 184.9534911111112], 'diameter': 49.902975542565706, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5091971367968351, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.005586205430752, 'phi': -1.7004114070545011, 'norm_pos': [0.4604423777757153, 0.2293604537037034], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.3861399,"{'circle_3d': {'center': [-1.078903899059752, 5.522541383307589, 28.675272620383858], 'normal': [-0.11664048207557114, 0.41917661327085737, -0.9003810109214613], 'radius': 2.0860802118214528}, 'confidence': 0.9957664355898825, 'timestamp': 202358.177216, 'diameter_3d': 4.1721604236429055, 'ellipse': {'center': [147.4149004796032, 184.70658315868607], 'axes': [40.26866730032259, 49.37529130448599], 'angle': -75.38470305177765}, 'location': [147.4149004796032, 184.70658315868607], 'diameter': 49.37529130448599, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.512088927202059, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.003334548040462, 'phi': -1.6996245481709173, 'norm_pos': [0.46067156399876, 0.23038923683880808], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.393408,"{'circle_3d': {'center': [-1.0389537162376534, 5.544889816535262, 28.680599949215818], 'normal': [-0.1133113001737296, 0.4210389827064968, -0.8999370668521312], 'radius': 2.113305105198368}, 'confidence': 0.9968215669544185, 'timestamp': 202358.185616, 'diameter_3d': 4.226610210396736, 'ellipse': {'center': [147.88908014428367, 184.94065037755396], 'axes': [40.746290741463646, 50.011091847296875], 'angle': -75.86192654316896}, 'location': [147.88908014428367, 184.94065037755396], 'diameter': 50.011091847296875, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5138776988019678, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.005386804684576, 'phi': -1.6960474658775606, 'norm_pos': [0.46215337545088647, 0.22941395676019183], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.402296,"{'circle_3d': {'center': [-1.0757132815362778, 5.549672275687798, 28.687531693534936], 'normal': [-0.1163745972819483, 0.42143752096920817, -0.8993594214922044], 'radius': 2.1238012598780642}, 'confidence': 0.9875246605794334, 'timestamp': 202358.194016, 'diameter_3d': 4.2476025197561285, 'ellipse': {'center': [147.46359658128858, 184.97556747152916], 'axes': [40.890897938723086, 50.24776683071469], 'angle': -75.49015103798301}, 'location': [147.46359658128858, 184.97556747152916], 'diameter': 50.24776683071469, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5150311787177286, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.005826231621093, 'phi': -1.6994785101850294, 'norm_pos': [0.4608237393165268, 0.2292684688686285], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.40958,"{'circle_3d': {'center': [-1.0743125638188684, 5.546179483374533, 28.685714540122525], 'normal': [-0.11625787080549752, 0.4211464549431027, -0.8995108509432387], 'radius': 2.159424387182756}, 'confidence': 0.9983617665646128, 'timestamp': 202358.202416, 'diameter_3d': 4.318848774365512, 'ellipse': {'center': [147.48538809533025, 184.91702953419244], 'axes': [41.59429900089259, 51.09469362338254], 'angle': -75.4956522026985}, 'location': [147.48538809533025, 184.91702953419244], 'diameter': 51.09469362338254, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5159636866551076, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0055052943776173, 'phi': -1.699329452852668, 'norm_pos': [0.46089183779790704, 0.2295123769408648], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.417378,"{'circle_3d': {'center': [-1.0646607740134502, 5.521442677396016, 28.67292567593559], 'normal': [-0.11545355498837931, 0.41908505444489297, -0.9005765896254834], 'radius': 2.1282326454930263}, 'confidence': 0.9977287349147512, 'timestamp': 202358.210816, 'diameter_3d': 4.2564652909860525, 'ellipse': {'center': [147.5877939455477, 184.6736619446549], 'axes': [41.10368649917604, 50.37808889617204], 'angle': -75.5312310558942}, 'location': [147.5877939455477, 184.6736619446549], 'diameter': 50.37808889617204, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5163886359499381, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0032337040934536, 'phi': -1.6983004422954195, 'norm_pos': [0.46121185607983656, 0.2305264085639379], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.425389,"{'circle_3d': {'center': [-1.0779695611673539, 5.506077952216066, 28.667502330693083], 'normal': [-0.11656262058453797, 0.41780466067989713, -0.9010285350623591], 'radius': 2.117316628778318}, 'confidence': 0.9976504547718834, 'timestamp': 202358.219216, 'diameter_3d': 4.234633257556636, 'ellipse': {'center': [147.4280046380179, 184.51185707156745], 'axes': [40.9406531055968, 50.12882424027422], 'angle': -75.35051968778336}, 'location': [147.4280046380179, 184.51185707156745], 'diameter': 50.12882424027422, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5173173093292793, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.001823954653426, 'phi': -1.6994479949755728, 'norm_pos': [0.46071251449380596, 0.2312005955351356], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.433747,"{'circle_3d': {'center': [-1.0531593360880662, 5.509133467035577, 28.665738601760864], 'normal': [-0.11449510182793067, 0.41805928691485633, -0.901175512473377], 'radius': 2.100992562158697}, 'confidence': 0.9968680073499874, 'timestamp': 202358.227616, 'diameter_3d': 4.201985124317394, 'ellipse': {'center': [147.71494615238205, 184.56104963626854], 'axes': [40.63804226433806, 49.74494856611683], 'angle': -75.6195177522008}, 'location': [147.71494615238205, 184.56104963626854], 'diameter': 49.74494856611683, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5178510014752669, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.002104232376713, 'phi': -1.6971700932632139, 'norm_pos': [0.46160920672619393, 0.23099562651554773], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.4459388,"{'circle_3d': {'center': [-1.083000929386123, 5.512843850459963, 28.671294502095478], 'normal': [-0.11698190126943539, 0.4183684855335552, -0.9007125207788262], 'radius': 2.1169435777969032}, 'confidence': 0.9970794685510146, 'timestamp': 202358.236016, 'diameter_3d': 4.2338871555938065, 'ellipse': {'center': [147.37059364546656, 184.5832451021153], 'axes': [40.900645424493334, 50.11342863683096], 'angle': -75.31586625800679}, 'location': [147.37059364546656, 184.5832451021153], 'diameter': 50.11342863683096, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5190243694205732, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.002444628814232, 'phi': -1.69995043992356, 'norm_pos': [0.460533105142083, 0.23090314540785284], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.453789,"{'circle_3d': {'center': [-1.0620656792088243, 5.5148682650531535, 28.66953641318732], 'normal': [-0.11523729708799384, 0.4185371867496544, -0.9008590281878393], 'radius': 2.130240328975637}, 'confidence': 0.9947996058508279, 'timestamp': 202358.244416, 'diameter_3d': 4.260480657951274, 'ellipse': {'center': [147.61715238706034, 184.60269876561304], 'axes': [41.17214129738155, 50.43155853607866], 'angle': -75.54108685814916}, 'location': [147.61715238706034, 184.60269876561304], 'diameter': 50.43155853607866, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5187070050394205, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0026303743109013, 'phi': -1.6980247132990176, 'norm_pos': [0.4613036012095636, 0.23082208847661234], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.461482,"{'circle_3d': {'center': [-1.0578620431278418, 5.5376963994178725, 28.679634225973356], 'normal': [-0.1148869940812453, 0.42043953128004763, -0.9000175437890029], 'radius': 2.150839599535337}, 'confidence': 0.9569105839887726, 'timestamp': 202358.252816, 'diameter_3d': 4.301679199070674, 'ellipse': {'center': [147.6738538084299, 184.83594218873935], 'axes': [41.481328477717646, 50.90200211139373], 'angle': -75.64532208302447}, 'location': [147.6738538084299, 184.83594218873935], 'diameter': 50.90200211139373, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5188308879334191, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.004726020298858, 'phi': -1.6977594271906506, 'norm_pos': [0.46148079315134344, 0.22985024088025274], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.4693289,"{'circle_3d': {'center': [-1.0783275746875347, 5.507704144297197, 28.668302864557518], 'normal': [-0.11659245504455304, 0.417940176686658, -0.9009618239069894], 'radius': 2.111927588646363}, 'confidence': 0.9979878004495658, 'timestamp': 202358.261216, 'diameter_3d': 4.223855177292726, 'ellipse': {'center': [147.42321495421982, 184.53240587950103], 'axes': [40.829285693413865, 49.99972323976779], 'angle': -75.35110819048552}, 'location': [147.42321495421982, 184.53240587950103], 'diameter': 49.99972323976779, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5192756176535362, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0019731182790497, 'phi': -1.699489984866597, 'norm_pos': [0.4606975467319369, 0.23111497550207905], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.4777532,"{'circle_3d': {'center': [-1.09628949195446, 5.508353954731055, 28.670943994330933], 'normal': [-0.11808928148346345, 0.4179943275561462, -0.9007417297592049], 'radius': 2.132114500588438}, 'confidence': 0.9941217578969445, 'timestamp': 202358.269616, 'diameter_3d': 4.264229001176876, 'ellipse': {'center': [147.21758086183976, 184.52237376634065], 'axes': [41.19833101114541, 50.47356348938639], 'angle': -75.16442286455597}, 'location': [147.21758086183976, 184.52237376634065], 'diameter': 50.47356348938639, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5175911033081348, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0020327254655923, 'phi': -1.7011551245861325, 'norm_pos': [0.4600549401932493, 0.23115677597358064], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.488689,"{'circle_3d': {'center': [-1.0548205022195365, 5.5345682370936675, 28.67778570530077], 'normal': [-0.11463353233888651, 0.42017885108636394, -0.900171587178385], 'radius': 2.1072980476686314}, 'confidence': 0.9965345166241223, 'timestamp': 202358.278016, 'diameter_3d': 4.214596095337263, 'ellipse': {'center': [147.70132549613706, 184.82944735915584], 'axes': [40.65568783529577, 49.873651710241106], 'angle': -75.66887807133956}, 'location': [147.70132549613706, 184.82944735915584], 'diameter': 49.873651710241106, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5163761373739195, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.004438731706467, 'phi': -1.697460865778853, 'norm_pos': [0.4615666421754283, 0.22987730267018402], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878866.494126,"{'circle_3d': {'center': [-1.0823883668997376, 5.543446007669856, 28.685481872661693], 'normal': [-0.11693085439556994, 0.4209186653010463, -0.8995302398983082], 'radius': 2.1415474573284192}, 'confidence': 0.9969609493502639, 'timestamp': 202358.286416, 'diameter_3d': 4.2830949146568384, 'ellipse': {'center': [147.38775982582735, 184.8964165045598], 'axes': [41.251807862265515, 50.67166683383396], 'angle': -75.40407459189888}, 'location': [147.38775982582735, 184.8964165045598], 'diameter': 50.67166683383396, 'sphere': {'center': [0.32078188584710177, 0.4924220240573001, 39.47984475144139], 'radius': 12.0}, 'projected_sphere': {'center': [162.75577577701839, 124.23030334890629], 'axes': [206.1794059031302, 206.1794059031302], 'angle': 90.0}, 'model_confidence': 0.5160730044712958, 'model_id': 10, 'model_birth_timestamp': 202249.876016, 'theta': 2.0052541607388785, 'phi': -1.7000625011554114, 'norm_pos': [0.46058674945571043, 0.2295982645643342], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
