eye_packets,779
norm_X,norm_Y,phi,theta,confidence,timestamp
1581484222.161532,"{'circle_3d': {'center': [-0.27879404240039896, 0.09217052121922675, 0.4594750775536749], 'normal': [0.10751903835052673, -0.22939379506364907, -0.9673769395527653], 'radius': 0.24947974521089053}, 'confidence': 0.005811640014690778, 'timestamp': 351905.625761, 'diameter_3d': 0.49895949042178106, 'ellipse': {'center': [-242.82899561300803, 288.1144226238342], 'axes': [660.6965384213473, 761.5630045890251], 'angle': 53.31672593542991}, 'location': [-242.82899561300803, 288.1144226238342], 'diameter': 761.5630045890251, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3393415027462696, 'phi': -1.4601057032431741, 'norm_pos': [-0.7588406112906501, -0.20047676093264233], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484225.965354,"{'circle_3d': {'center': [-0.0684428952033942, -0.23868833307112913, 0.568443225121122], 'normal': [0.1250483006169438, -0.25696536625451205, -0.9582962605888113], 'radius': 0.25016508844467145}, 'confidence': 0.009863319216811585, 'timestamp': 351909.430806, 'diameter_3d': 0.5003301768893429, 'ellipse': {'center': [69.5288552368248, -114.47612646727308], 'axes': [473.4571627149593, 557.5347412884288], 'angle': -79.45928947292596}, 'location': [69.5288552368248, -114.47612646727308], 'diameter': 557.5347412884288, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3109155165779578, 'phi': -1.441039268999124, 'norm_pos': [0.2172776726150775, 1.4769838602803045], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484225.973494,"{'circle_3d': {'center': [-0.03414588878091829, 0.2443548981295236, 0.4541557738050521], 'normal': [0.12790638448548344, -0.21671176365445766, -0.9678202148651506], 'radius': 0.25016583545014043}, 'confidence': 0.012266334805136746, 'timestamp': 351909.439206, 'diameter_3d': 0.5003316709002809, 'ellipse': {'center': [88.72802424354104, 500.3502578008833], 'axes': [685.5581635978373, 766.5065993639009], 'angle': 16.395477565068852}, 'location': [88.72802424354104, 500.3502578008833], 'diameter': 766.5065993639009, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3523514042987068, 'phi': -1.4393985561619262, 'norm_pos': [0.27727507576106575, -1.0847927408370137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484225.982684,"{'circle_3d': {'center': [-0.15146611169968094, 0.20927455564223596, 0.4471535828117599], 'normal': [0.11812969924225324, -0.21963512552839828, -0.9684037307812582], 'radius': 0.24979583703487115}, 'confidence': 0.012425342339731376, 'timestamp': 351909.447606, 'diameter_3d': 0.4995916740697423, 'ellipse': {'center': [-76.74429531585008, 457.8807573831783], 'axes': [699.0305775537598, 785.5410212149864], 'angle': 33.02298731913538}, 'location': [-76.74429531585008, 457.8807573831783], 'diameter': 785.5410212149864, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.349355878993959, 'phi': -1.4494120887621367, 'norm_pos': [-0.2398259228620315, -0.9078364890965764], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484225.9894369,"{'circle_3d': {'center': [-0.1434579187800995, 0.21295487464430174, 0.4472990959575114], 'normal': [0.11879704865221835, -0.21932843227822615, -0.9683916046857789], 'radius': 0.24989668457030095}, 'confidence': 0.01756842885756533, 'timestamp': 351909.456005, 'diameter_3d': 0.4997933691406019, 'ellipse': {'center': [-65.48795139768777, 462.9378028291642], 'axes': [699.3270477427839, 785.1325179936258], 'angle': 31.88821141809137}, 'location': [-65.48795139768777, 462.9378028291642], 'diameter': 785.1325179936258, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3496702373718943, 'phi': -1.4487316125112306, 'norm_pos': [-0.20464984811777426, -0.9289075117881842], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484225.9976032,"{'circle_3d': {'center': [-0.04398130076720541, -0.24946416550557604, 0.574557435071192], 'normal': [0.12708676681995953, -0.257863352290716, -0.9577867430929724], 'radius': 0.24979996255744538}, 'confidence': 0.006902281026422583, 'timestamp': 351909.464405, 'diameter_3d': 0.49959992511489076, 'ellipse': {'center': [97.29536723406396, -124.06272094608792], 'axes': [463.72068372689773, 549.0470066674351], 'angle': -76.97382588554875}, 'location': [97.29536723406396, -124.06272094608792], 'diameter': 549.0470066674351, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3099862140447054, 'phi': -1.4388789507597946, 'norm_pos': [0.30404802260644986, 1.516928003942033], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.00633,"{'circle_3d': {'center': [0.0625471904949988, -0.21357923581830685, 0.5795820475219244], 'normal': [0.13596414109180988, -0.2548729414834435, -0.9573680253887445], 'radius': 0.25004780943109306}, 'confidence': 0.06607379802395291, 'timestamp': 351909.472805, 'diameter_3d': 0.5000956188621861, 'ellipse': {'center': [212.7062026838667, -83.47526249651477], 'axes': [460.7892380856565, 539.6924744292234], 'angle': -66.04710931825632}, 'location': [212.7062026838667, -83.47526249651477], 'diameter': 539.6924744292234, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3130800238578832, 'phi': -1.4297210642708014, 'norm_pos': [0.6647068833870835, 1.3478135937354783], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.013323,"{'circle_3d': {'center': [0.05430723912767954, -0.21607965245929606, 0.5790807258308011], 'normal': [0.13527747847786661, -0.2550813095368593, -0.9574098021963381], 'radius': 0.25014261381243763}, 'confidence': 0.011416372878337864, 'timestamp': 351909.481204, 'diameter_3d': 0.5002852276248753, 'ellipse': {'center': [203.84327075751023, -86.3045279233032], 'axes': [461.6212989802305, 540.5707658515673], 'angle': -66.92131492477426}, 'location': [203.84327075751023, -86.3045279233032], 'diameter': 540.5707658515673, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3128645332099413, 'phi': -1.4304302391365176, 'norm_pos': [0.6370102211172195, 1.35960219968043], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.0252428,"{'circle_3d': {'center': [0.07143003919971669, 0.24782994353986432, 0.4678189124318237], 'normal': [0.13670437848386968, -0.21642217653692924, -0.9666816199795861], 'radius': 0.25010272253729987}, 'confidence': 0.010084816278955947, 'timestamp': 351909.489604, 'diameter_3d': 0.5002054450745997, 'ellipse': {'center': [232.60859723769232, 492.49812029800586], 'axes': [651.0010265818408, 736.4668679281727], 'angle': 2.568788043823443}, 'location': [232.60859723769232, 492.49812029800586], 'diameter': 736.4668679281727, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3526480310330504, 'phi': -1.430311743894218, 'norm_pos': [0.7269018663677885, -1.0520755012416911], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.033738,"{'circle_3d': {'center': [0.17930364607093208, -0.02084522830501223, 0.5471093875718331], 'normal': [0.14569384572313765, -0.23881177419066899, -0.9600740803845854], 'radius': 0.2500665891071471}, 'confidence': 0.00814923145916534, 'timestamp': 351909.498004, 'diameter_3d': 0.5001331782142941, 'ellipse': {'center': [348.1504856396367, 126.1757358948891], 'axes': [513.3298947049725, 579.3555852529745], 'angle': -40.01871294830768}, 'location': [348.1504856396367, 126.1757358948891], 'diameter': 579.3555852529745, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3296542907119155, 'phi': -1.4201926774183529, 'norm_pos': [1.0879702676238647, 0.4742677671046287], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.042753,"{'circle_3d': {'center': [-0.16658492350758225, 0.2327255255281928, 0.44002630521289454], 'normal': [0.11686979825826145, -0.2176808780379019, -0.9689976705811637], 'radius': 0.2502423523270394}, 'confidence': 0.01084870856345201, 'timestamp': 351909.506403, 'diameter_3d': 0.5004847046540788, 'ellipse': {'center': [-102.61202115334487, 497.6638525997759], 'axes': [711.7394488851812, 812.3226273764296], 'angle': 32.74515744146037}, 'location': [-102.61202115334487, 497.6638525997759], 'diameter': 812.3226273764296, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3513585893326163, 'phi': -1.4507671317186803, 'norm_pos': [-0.32066256610420274, -1.0735993858323996], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.051093,"{'circle_3d': {'center': [-0.13985235987088984, 0.2170601108352681, 0.44681291708739757], 'normal': [0.1190975118946525, -0.2189863292623123, -0.9684321195916218], 'radius': 0.2503462079232076}, 'confidence': 0.006404904633900768, 'timestamp': 351909.514803, 'diameter_3d': 0.5006924158464152, 'ellipse': {'center': [-60.81625975528635, 469.28439136621773], 'axes': [701.4847347507265, 788.188406151613], 'angle': 31.190473526325192}, 'location': [-60.81625975528635, 469.28439136621773], 'diameter': 788.188406151613, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3500208642981626, 'phi': -1.4484310221234247, 'norm_pos': [-0.19005081173526986, -0.9553516306925738], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.057465,"{'circle_3d': {'center': [-0.04036583923423187, -0.24537492737315159, 0.5739375372324442], 'normal': [0.12738805528104066, -0.2575225824463473, -0.9578384012462013], 'radius': 0.2501941543222805}, 'confidence': 0.008131004806883111, 'timestamp': 351909.523203, 'diameter_3d': 0.500388308644561, 'ellipse': {'center': [101.09452906243389, -119.76708952918756], 'axes': [465.85499044775867, 550.2319632668392], 'angle': -76.64918220271846}, 'location': [101.09452906243389, -119.76708952918756], 'diameter': 550.2319632668392, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3103388950376686, 'phi': -1.4385768869724944, 'norm_pos': [0.3159204033201059, 1.4990295397049482], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.066171,"{'circle_3d': {'center': [0.19801267336385986, 0.25704797453324835, 0.48436209394889573], 'normal': [0.14725293133088163, -0.2156540072874806, -0.9653030215198303], 'radius': 0.2497193828790256}, 'confidence': 0.008225237567534672, 'timestamp': 351909.531602, 'diameter_3d': 0.4994387657580512, 'ellipse': {'center': [394.28423813647123, 490.043887754642], 'axes': [601.7970907190903, 711.6757848762657], 'angle': -8.150359522730888}, 'location': [394.28423813647123, 490.043887754642], 'diameter': 711.6757848762657, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3534347794188664, 'phi': -1.4194175240862303, 'norm_pos': [1.2321382441764726, -1.0418495323110082], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.073618,"{'circle_3d': {'center': [0.16047860458011343, -0.11984984515207353, 0.5693415773124464], 'normal': [0.14412509226556944, -0.24706215892792413, -0.9582213979062012], 'radius': 0.2500434462786677}, 'confidence': 0.00803960474363693, 'timestamp': 351909.540002, 'diameter_3d': 0.5000868925573354, 'ellipse': {'center': [320.77946472511746, 16.158241940308685], 'axes': [477.4078711130974, 550.6965489964796], 'angle': -51.71873614718788}, 'location': [320.77946472511746, 16.158241940308685], 'diameter': 550.6965489964796, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3211490779139625, 'phi': -1.4215064337922179, 'norm_pos': [1.0024358272659921, 0.9326739919153805], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.086446,"{'circle_3d': {'center': [0.04567542444232808, -0.20867611251772633, 0.5758946466202257], 'normal': [0.13455816058742065, -0.25446434787506184, -0.9576753087972194], 'radius': 0.2497755411098933}, 'confidence': 0.01700802491694107, 'timestamp': 351909.548402, 'diameter_3d': 0.4995510822197866, 'ellipse': {'center': [194.68500371241254, -79.3430579209469], 'axes': [466.25445801040075, 542.9141107657979], 'angle': -67.56247378321918}, 'location': [194.68500371241254, -79.3430579209469], 'diameter': 542.9141107657979, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3135025488032541, 'phi': -1.431205136306642, 'norm_pos': [0.6083906366012892, 1.330596074670612], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.089615,"{'circle_3d': {'center': [-0.043615924157891506, 0.2651572588870361, 0.4482701936529434], 'normal': [0.12711721487073568, -0.2149782335913316, -0.9683106798778263], 'radius': 0.2500853281515989}, 'confidence': 0.003865951694990631, 'timestamp': 351909.556801, 'diameter_3d': 0.5001706563031978, 'ellipse': {'center': [74.25811194308508, 534.9630057794993], 'axes': [694.640309232999, 786.0111770792897], 'angle': 17.467556239925514}, 'location': [74.25811194308508, 534.9630057794993], 'diameter': 786.0111770792897, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.354126784524316, 'phi': -1.4402654527952163, 'norm_pos': [0.23205659982214089, -1.2290125240812473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.098801,"{'circle_3d': {'center': [-0.27072816980973013, 0.11325918469088503, 0.4553934852310846], 'normal': [0.10819119439974913, -0.22763640644101088, -0.9677170722463145], 'radius': 0.24985214176641588}, 'confidence': 0.0039630568831430565, 'timestamp': 351909.565201, 'diameter_3d': 0.49970428353283175, 'ellipse': {'center': [-235.69189382775528, 319.11787517345624], 'axes': [671.2386372725069, 772.7247141049783], 'angle': 50.820997470913085}, 'location': [-235.69189382775528, 319.11787517345624], 'diameter': 772.7247141049783, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.341146655319179, 'phi': -1.4594582348749587, 'norm_pos': [-0.7365371682117352, -0.32965781322273435], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.110377,"{'circle_3d': {'center': [-0.13520231464873134, 0.24223643442693188, 0.44172110916131047], 'normal': [0.11948501566316572, -0.21688830229634032, -0.9688564369187959], 'radius': 0.2499307025052764}, 'confidence': 0.009245990774619402, 'timestamp': 351909.573601, 'diameter_3d': 0.4998614050105528, 'ellipse': {'center': [-57.007704295038224, 509.3553669479017], 'axes': [708.5942395807183, 804.6599954602411], 'angle': 29.045965021072092}, 'location': [-57.007704295038224, 509.3553669479017], 'diameter': 804.6599954602411, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3521705645706663, 'phi': -1.4480900927346776, 'norm_pos': [-0.17814907592199444, -1.1223140289495905], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.117573,"{'circle_3d': {'center': [-0.04551119525538572, -0.2298881336297094, 0.5691020813796968], 'normal': [0.12695927561261117, -0.2562320163010604, -0.9582413559005968], 'radius': 0.25008285903489536}, 'confidence': 0.01112056893527733, 'timestamp': 351909.582, 'diameter_3d': 0.5001657180697907, 'ellipse': {'center': [94.82404822021222, -104.59890322309457], 'axes': [474.00229159854837, 554.8555334946166], 'angle': -77.25458171431596}, 'location': [94.82404822021222, -104.59890322309457], 'diameter': 554.8555334946166, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.311674271146773, 'phi': -1.4390715620732528, 'norm_pos': [0.2963251506881632, 1.4358287634295608], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.125411,"{'circle_3d': {'center': [0.07673972677811403, 0.27284877701078836, 0.4629977296880696], 'normal': [0.13714685244873612, -0.21433727374768557, -0.9670833852082322], 'radius': 0.2500587158694533}, 'confidence': 0.01128081441636033, 'timestamp': 351909.5904, 'diameter_3d': 0.5001174317389065, 'ellipse': {'center': [240.29205881989125, 530.6138344330828], 'axes': [656.3779727580342, 752.8177681373056], 'angle': 3.27979927011473}, 'location': [240.29205881989125, 530.6138344330828], 'diameter': 752.8177681373056, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3547830421864389, 'phi': -1.429920799751851, 'norm_pos': [0.7509126838121601, -1.210890976804512], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.13519,"{'circle_3d': {'center': [0.05147683771168943, -0.22835700345109533, 0.5819591095311267], 'normal': [0.13504161169320075, -0.2561044221195092, -0.9571699368879775], 'radius': 0.2500566285733986}, 'confidence': 0.01661970552461235, 'timestamp': 351909.5988, 'diameter_3d': 0.5001132571467972, 'ellipse': {'center': [200.67537050760637, -98.60712188473562], 'axes': [456.3837130332426, 537.8786996551785], 'angle': -67.53554327649496}, 'location': [200.67537050760637, -98.60712188473562], 'diameter': 537.8786996551785, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3118062698318815, 'phi': -1.4306371275436662, 'norm_pos': [0.6271105328362699, 1.410863007853065], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.141325,"{'circle_3d': {'center': [0.17769812633969595, 0.040504659717253144, 0.5317790448352984], 'normal': [0.1455600524122013, -0.23369928352214686, -0.9613516089459634], 'radius': 0.2501045461330714}, 'confidence': 0.0039015620180276275, 'timestamp': 351909.607199, 'diameter_3d': 0.5002090922661429, 'ellipse': {'center': [351.19269867477885, 199.3665126662426], 'axes': [538.5917845850335, 602.7011459379589], 'angle': -31.612811998929892}, 'location': [351.19269867477885, 199.3665126662426], 'diameter': 602.7011459379589, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3349157347437934, 'phi': -1.4205258563371914, 'norm_pos': [1.0974771833586838, 0.1693061972239891], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.150798,"{'circle_3d': {'center': [0.04671595141619855, -0.21070474342395284, 0.5765801209071384], 'normal': [0.1346448711685765, -0.2546334004505807, -0.9576181859399767], 'radius': 0.2501894290902065}, 'confidence': 0.02393964989424578, 'timestamp': 351909.615599, 'diameter_3d': 0.500378858180413, 'ellipse': {'center': [195.74031968093755, -81.25046197428281], 'axes': [465.8709131531856, 543.1704762601598], 'angle': -67.51597227019126}, 'location': [195.74031968093755, -81.25046197428281], 'diameter': 543.1704762601598, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3133277379420776, 'phi': -1.4311081234135743, 'norm_pos': [0.6116884990029299, 1.3385435915595116], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.157753,"{'circle_3d': {'center': [0.07386985574663907, 0.27284106713463974, 0.46259280983980666], 'normal': [0.13690769652944657, -0.21433791623736465, -0.967117128528921], 'radius': 0.2500553664891156}, 'confidence': 0.012167289972945906, 'timestamp': 351909.623999, 'diameter_3d': 0.5001107329782312, 'ellipse': {'center': [236.46403088520475, 531.0022786097197], 'axes': [657.4541981933925, 753.6075639148127], 'angle': 3.5829373133646962}, 'location': [236.46403088520475, 531.0022786097197], 'diameter': 753.6075639148127, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3547823844097941, 'phi': -1.4301680710536075, 'norm_pos': [0.7389500965162649, -1.2125094942071657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.16589,"{'circle_3d': {'center': [0.058167334860179665, -0.22836439868594915, 0.5829069997537744], 'normal': [0.1355991531222416, -0.2561050383890804, -0.9570909460360904], 'radius': 0.24988374384998116}, 'confidence': 0.01987872689321517, 'timestamp': 351909.632398, 'diameter_3d': 0.4997674876999623, 'ellipse': {'center': [207.8197903345537, -98.3377186075322], 'axes': [454.6327523966294, 536.4581578274191], 'angle': -66.9100768644707}, 'location': [207.8197903345537, -98.3377186075322], 'diameter': 536.4581578274191, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3118056323000107, 'phi': -1.4300545901528976, 'norm_pos': [0.6494368447954803, 1.4097404941980507], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.173357,"{'circle_3d': {'center': [0.06081063922944474, -0.1922792792817818, 0.5736862859435945], 'normal': [0.13581942848634707, -0.2530979451053998, -0.9578593388536055], 'radius': 0.24992746727786663}, 'confidence': 0.008762772377726737, 'timestamp': 351909.640798, 'diameter_3d': 0.49985493455573327, 'ellipse': {'center': [211.21326797085248, -62.126570697685594], 'axes': [470.8879738048603, 544.8713876055517], 'angle': -65.47675650473474}, 'location': [211.21326797085248, -62.126570697685594], 'diameter': 544.8713876055517, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3149151995423196, 'phi': -1.4299405686234556, 'norm_pos': [0.660041462408914, 1.2588607112403567], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
