eye_packets,765
norm_X,norm_Y,phi,theta,confidence,timestamp
1596180060.7446458,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464524397335479}, 'confidence': 0.0016896986599835265, 'timestamp': 53962.080476, 'diameter_3d': 1.4929048794670958, 'ellipse': {'center': [1099.7056452969841, 171.7704746664262], 'axes': [692.0011323294826, 4590.628027926808], 'angle': -61.33143953845426}, 'location': [1099.7056452969841, 171.7704746664262], 'diameter': 4590.628027926808, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4365801415530752, 0.2842896888898908], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.2086651,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7461682790087905}, 'confidence': 0.0020115352104240164, 'timestamp': 53964.541672, 'diameter_3d': 1.492336558017581, 'ellipse': {'center': [1097.480895870233, 169.08127632972156], 'axes': [689.3821967552554, 4579.499346401475], 'angle': -61.342063415935485}, 'location': [1097.480895870233, 169.08127632972156], 'diameter': 4579.499346401475, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4296277995944786, 0.29549468195949347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.216949,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463138342076813}, 'confidence': 0.0035949910047477036, 'timestamp': 53964.550072, 'diameter_3d': 1.4926276684153625, 'ellipse': {'center': [1098.6183474806896, 170.45618756338428], 'axes': [690.7213442970971, 4585.191337024256], 'angle': -61.3366306887361}, 'location': [1098.6183474806896, 170.45618756338428], 'diameter': 4585.191337024256, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.433182335877155, 0.2897658851525655], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.224931,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463806374536934}, 'confidence': 0.004332590171308398, 'timestamp': 53964.558472, 'diameter_3d': 1.4927612749073869, 'ellipse': {'center': [1099.141881355899, 171.08901677529184], 'axes': [691.3376002972652, 4587.809629965595], 'angle': -61.33413090222459}, 'location': [1099.141881355899, 171.08901677529184], 'diameter': 4587.809629965595, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4348183792371842, 0.2871290967696173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.2328901,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463983538430936}, 'confidence': 0.0035923196203836417, 'timestamp': 53964.566872, 'diameter_3d': 1.4927967076861872, 'ellipse': {'center': [1099.2808821582234, 171.2570360236232], 'axes': [691.5012073906719, 4588.504635215475], 'angle': -61.33346727400066}, 'location': [1099.2808821582234, 171.2570360236232], 'diameter': 4588.504635215475, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.435252756744448, 0.2864290165682367], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.240353,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463665451359478}, 'confidence': 0.0029592089041583156, 'timestamp': 53964.575272, 'diameter_3d': 1.4927330902718956, 'ellipse': {'center': [1099.0313620347092, 170.95542493292567], 'axes': [691.207512993509, 4587.256983192265], 'angle': -61.334658575139976}, 'location': [1099.0313620347092, 170.95542493292567], 'diameter': 4587.256983192265, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4344730063584663, 0.287685729446143], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.2486389,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463227856905311}, 'confidence': 0.0016916273518091446, 'timestamp': 53964.583672, 'diameter_3d': 1.4926455713810622, 'ellipse': {'center': [1098.6884451373587, 170.54091912885912], 'axes': [690.8038609242732, 4585.541965549637], 'angle': -61.336295957488666}, 'location': [1098.6884451373587, 170.54091912885912], 'diameter': 4585.541965549637, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.433401391054246, 0.28941283696308706], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.2569,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.74636450546613}, 'confidence': 0.0009511913561310968, 'timestamp': 53964.592072, 'diameter_3d': 1.49272901093226, 'ellipse': {'center': [1099.0153693573102, 170.93609355073005], 'axes': [691.1886884737805, 4587.1770089362935], 'angle': -61.334734933647546}, 'location': [1099.0153693573102, 170.93609355073005], 'diameter': 4587.1770089362935, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4344230292415943, 0.2877662768719581], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.265953,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463373237605512}, 'confidence': 0.003488535476081133, 'timestamp': 53964.600472, 'diameter_3d': 1.4926746475211023, 'ellipse': {'center': [1098.8023265246145, 170.67857491764568], 'axes': [690.9379155962404, 4586.111562901757], 'angle': -61.33575216718881}, 'location': [1098.8023265246145, 170.67857491764568], 'diameter': 4586.111562901757, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.43375727038942, 0.28883927117647634], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.2723699,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462921827752992}, 'confidence': 0.002326613354050837, 'timestamp': 53964.608872, 'diameter_3d': 1.4925843655505984, 'ellipse': {'center': [1098.4488684062546, 170.25132725884788], 'axes': [690.5218339319873, 4584.3435300294595], 'angle': -61.33744002152162}, 'location': [1098.4488684062546, 170.25132725884788], 'diameter': 4584.3435300294595, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4326527137695457, 0.29061946975480046], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.280254,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463182252949123}, 'confidence': 0.0029604665507549327, 'timestamp': 53964.617272, 'diameter_3d': 1.4926364505898246, 'ellipse': {'center': [1098.6527312822702, 170.49774948532854], 'axes': [690.7618199218743, 4585.363327016386], 'angle': -61.33646649772584}, 'location': [1098.6527312822702, 170.49774948532854], 'diameter': 4585.363327016386, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4332897852570943, 0.2895927104777978], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.2928052,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462729888444389}, 'confidence': 0.0030674167053874705, 'timestamp': 53964.625672, 'diameter_3d': 1.4925459776888779, 'ellipse': {'center': [1098.2987083491196, 170.06981909840766], 'axes': [690.3450596707064, 4583.59227924224], 'angle': -61.33815713829817}, 'location': [1098.2987083491196, 170.06981909840766], 'diameter': 4583.59227924224, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4321834635909987, 0.2913757537566347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.2999308,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463885379436574}, 'confidence': 0.000845324686231131, 'timestamp': 53964.634072, 'diameter_3d': 1.492777075887315, 'ellipse': {'center': [1099.2038595066442, 171.16393376948713], 'axes': [691.4105506008464, 4588.119529783673], 'angle': -61.33383499740668}, 'location': [1099.2038595066442, 171.16393376948713], 'diameter': 4588.119529783673, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4350120609582633, 0.286816942627137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.308779,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464557661028548}, 'confidence': 0.002851282964735903, 'timestamp': 53964.642472, 'diameter_3d': 1.4929115322057096, 'ellipse': {'center': [1099.7317891608527, 171.80207644341004], 'axes': [692.0319008269215, 4590.758700216705], 'angle': -61.331314742692705}, 'location': [1099.7317891608527, 171.80207644341004], 'diameter': 4590.758700216705, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.436661841127665, 0.28415801481912484], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.316845,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464284942962586}, 'confidence': 0.0031688530180457608, 'timestamp': 53964.650872, 'diameter_3d': 1.4928569885925171, 'ellipse': {'center': [1099.517513493347, 171.54306760325898], 'axes': [691.7797163633577, 4589.687635556699], 'angle': -61.33233760525738}, 'location': [1099.517513493347, 171.54306760325898], 'diameter': 4589.687635556699, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4359922296667094, 0.28523721831975424], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.3248398,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7461991123513743}, 'confidence': 0.0020109910042871272, 'timestamp': 53964.659272, 'diameter_3d': 1.4923982247027485, 'ellipse': {'center': [1097.721473368679, 169.37207789186158], 'axes': [689.6654619649578, 4580.703621228873], 'angle': -61.34091418196257}, 'location': [1097.721473368679, 169.37207789186158], 'diameter': 4580.703621228873, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.430379604277122, 0.2942830087839101], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.3328772,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463291236699487}, 'confidence': 0.002748741278136286, 'timestamp': 53964.667672, 'diameter_3d': 1.4926582473398975, 'ellipse': {'center': [1098.738087085876, 170.6009245585821], 'axes': [690.8622970055935, 4585.7902639914355], 'angle': -61.336058911597135}, 'location': [1098.738087085876, 170.6009245585821], 'diameter': 4585.7902639914355, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4335565221433626, 0.2891628143392412], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.342665,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463464083304278}, 'confidence': 0.0010570475165583425, 'timestamp': 53964.676072, 'diameter_3d': 1.4926928166608555, 'ellipse': {'center': [1098.8735115484358, 170.76462085403466], 'axes': [691.0217088444286, 4586.467583522155], 'angle': -61.335412265587536}, 'location': [1098.8735115484358, 170.76462085403466], 'diameter': 4586.467583522155, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4339797235888616, 0.2884807464415222], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.3486788,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463169385650182}, 'confidence': 0.002643303605104932, 'timestamp': 53964.684472, 'diameter_3d': 1.4926338771300365, 'ellipse': {'center': [1098.642655300237, 170.48556999499993], 'axes': [690.7499587965164, 4585.31292674225], 'angle': -61.33651461278359}, 'location': [1098.642655300237, 170.48556999499993], 'diameter': 4585.31292674225, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4332582978132407, 0.28964345835416694], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.3578691,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7461578832298532}, 'confidence': 0.0013764390964801118, 'timestamp': 53964.692872, 'diameter_3d': 1.4923157664597064, 'ellipse': {'center': [1097.399827656211, 168.98328394294487], 'axes': [689.2867405492707, 4579.093491081009], 'angle': -61.34245069909947}, 'location': [1097.399827656211, 168.98328394294487], 'diameter': 4579.093491081009, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4293744614256596, 0.29590298357106304], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.367231,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463780221113054}, 'confidence': 0.0030645855120804994, 'timestamp': 53964.701272, 'diameter_3d': 1.4927560442226109, 'ellipse': {'center': [1099.1213672993883, 171.06422011010886], 'axes': [691.31345436571, 4587.707053664771], 'angle': -61.3342288447435}, 'location': [1099.1213672993883, 171.06422011010886], 'diameter': 4587.707053664771, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4347542728105886, 0.28723241620787976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.378968,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462333654883081}, 'confidence': 0.002327815782427253, 'timestamp': 53964.709672, 'diameter_3d': 1.4924667309766162, 'ellipse': {'center': [1097.9889679829823, 169.69541591061295], 'axes': [689.9804028643704, 4582.0423933242055], 'angle': -61.33963647960354}, 'location': [1097.9889679829823, 169.69541591061295], 'diameter': 4582.0423933242055, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4312155249468197, 0.2929357670391127], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.3843951,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464446970835845}, 'confidence': 0.0011617470331336558, 'timestamp': 53964.718072, 'diameter_3d': 1.492889394167169, 'ellipse': {'center': [1099.6448004164156, 171.6969275290935], 'axes': [691.9295238093495, 4590.323903553386], 'angle': -61.33172998134287}, 'location': [1099.6448004164156, 171.6969275290935], 'diameter': 4590.323903553386, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.436390001301299, 0.2845961352954437], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.393269,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463264663066886}, 'confidence': 0.0010572328840539433, 'timestamp': 53964.726472, 'diameter_3d': 1.4926529326133773, 'ellipse': {'center': [1098.717272371163, 170.5757644684125], 'axes': [690.8377950157943, 4585.686154298266], 'angle': -61.336158303698866}, 'location': [1098.717272371163, 170.5757644684125], 'diameter': 4585.686154298266, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4334914761598845, 0.2892676480482812], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.399868,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.746414278367368}, 'confidence': 0.0028523246246745537, 'timestamp': 53964.734872, 'diameter_3d': 1.492828556734736, 'ellipse': {'center': [1099.4058808983139, 171.4081300748881], 'axes': [691.6483294813047, 4589.129571199454], 'angle': -61.33287052318955}, 'location': [1099.4058808983139, 171.4081300748881], 'diameter': 4589.129571199454, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4356433778072306, 0.2857994580212996], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.4088562,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.746288107854792}, 'confidence': 0.003595803942926077, 'timestamp': 53964.743272, 'diameter_3d': 1.492576215709584, 'ellipse': {'center': [1098.4169825507925, 170.21278476572775], 'axes': [690.4842971493972, 4584.1840118331165], 'angle': -61.33759229508102}, 'location': [1098.4169825507925, 170.21278476572775], 'diameter': 4584.1840118331165, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4325530704712266, 0.2907800634761344], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180063.4166021,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462951507785867}, 'confidence': 0.0037013337932473175, 'timestamp': 53964.751672, 'diameter_3d': 1.4925903015571733, 'ellipse': {'center': [1098.4720949458342, 170.27940267752302], 'axes': [690.5491765979884, 4584.4597252101], 'angle': -61.33732910232155}, 'location': [1098.4720949458342, 170.27940267752302], 'diameter': 4584.4597252101, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.432725296705732, 0.29050248884365404], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
