Processing_13/T6_EW_PS_B0_C1_P1829213_S13_0820144746.csv
UDPSynch,1566281893144,pupilPackets,775,imuPackets,1169,logDataStart,1829669,logDataEnd,1836183,logDataDur,6513
1829676,1829675,1,2502.300503,115,108,{"topic":"pupil.1","circle_3d":{"center":[-4.05870474698889,1.061018899897678,57.07836851029204],"normal":[-0.3007860557855089,0.5129977781993117,-0.8039658128350773],"radius":1.2988093606173754},"confidence":0.9985047548197135,"timestamp":2502.300503,"diameter_3d":2.597618721234751,"ellipse":{"center":[115.98287041577484,131.39474678814398],"axes":[21.790406316854085,28.25191786711109],"angle":-56.238214049478216},"norm_pos":[0.36244647004929637,0.45252188838273344],"diameter":28.25191786711109,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7559735010035595,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.1094698141150188,"phi":-1.9288022129949332,"method":"3d c++","id":1}
1829681,1829680,1,2502.308903,115,108,{"topic":"pupil.1","circle_3d":{"center":[-4.05774618705122,1.0597239473096378,57.07718380490765],"normal":[-0.300706175790703,0.5128898654836417,-0.8040645382837766],"radius":1.2951401729330796},"confidence":0.9986462355430771,"timestamp":2502.308903,"diameter_3d":2.590280345866159,"ellipse":{"center":[115.99197226127703,131.38165769073703],"axes":[21.73271685215877,28.1726739019217],"angle":-56.238293178157875},"norm_pos":[0.36247491331649073,0.45257642628859573],"diameter":28.1726739019217,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7561680163538087,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.109344103574697,"phi":-1.92867476358179,"method":"3d c++","id":1}
1829689,1829686,1,2502.317303,115,108,{"topic":"pupil.1","circle_3d":{"center":[-4.057042254812112,1.0496467691522353,57.07050020437909],"normal":[-0.30064751477077734,0.5120501006371915,-0.8046215049944896],"radius":1.2967636177945643},"confidence":0.9991470718062461,"timestamp":2502.317303,"diameter_3d":2.5935272355891286,"ellipse":{"center":[115.99470680410698,131.27327415702962],"axes":[21.78123680801541,28.211359154935167],"angle":-56.1915915445318},"norm_pos":[0.36248345876283433,0.4530280243457099],"diameter":28.211359154935167,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7568400369565187,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.1083661603004327,"phi":-1.928383662300634,"method":"3d c++","id":1}
1829701,1829698,1,2502.325703,115,108,{"topic":"pupil.1","circle_3d":{"center":[-4.067713338395052,1.0582883741847384,57.08000130141274],"normal":[-0.30153677173602234,0.5127702343899001,-0.8038297469083517],"radius":1.292520470155775},"confidence":0.9989280448155025,"timestamp":2502.325703,"diameter_3d":2.58504094031155,"ellipse":{"center":[115.88576090842066,131.3661010087747],"axes":[21.678336458535835,28.114404535042553],"angle":-56.16139262749118},"norm_pos":[0.36214300283881456,0.452641245796772],"diameter":28.114404535042553,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7572741278454753,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.1092047530023454,"phi":-1.929676732023035,"method":"3d c++","id":1}
1829710,1829709,1,2502.334103,116,108,{"topic":"pupil.1","circle_3d":{"center":[-4.054570163198868,1.0472393466501204,57.06804538318565],"normal":[-0.3004415071363403,0.5118494820953486,-0.8048260734272763],"radius":1.3165732115235895},"confidence":0.9977822864122307,"timestamp":2502.334103,"diameter_3d":2.633146423047179,"ellipse":{"center":[116.0217900746733,131.24361257289314],"axes":[22.122369529187264,28.643623890628177],"angle":-56.19648197996051},"norm_pos":[0.3625680939833541,0.4531516142796119],"diameter":28.643623890628177,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7575465170843398,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.108132615536182,"phi":-1.9280756816932474,"method":"3d c++","id":1}
1829717,1829715,1,2502.342503,116,108,{"topic":"pupil.1","circle_3d":{"center":[-4.054677516926932,1.0519159161972844,57.071061244643616],"normal":[-0.30045045328034575,0.5122391962242789,-0.8045747516391124],"radius":1.3081460638766707},"confidence":0.9983586838109412,"timestamp":2502.342503,"diameter_3d":2.6162921277533413,"ellipse":{"center":[116.02199958064512,131.29548944289064],"axes":[21.971065574026394,28.458712074202126],"angle":-56.21973009998197},"norm_pos":[0.362568748689516,0.4529354606546223],"diameter":28.458712074202126,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7581109871974023,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.1085863206928135,"phi":-1.9281877803738698,"method":"3d c++","id":1}
1829726,1829719,1,2502.350903,115,108,{"topic":"pupil.1","circle_3d":{"center":[-4.0571087448104315,1.0529162034314963,57.07260645509078],"normal":[-0.30065305560397065,0.5123225534937966,-0.8044459841018485],"radius":1.3139700627298174},"confidence":0.997488398383806,"timestamp":2502.350903,"diameter_3d":2.627940125459635,"ellipse":{"center":[115.99743843467178,131.30487701118744],"axes":[22.06358609457792,28.58468207548888],"angle":-56.20784653747336},"norm_pos":[0.3624919951083493,0.452896345786719],"diameter":28.58468207548888,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7580654864213554,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.108683381155585,"phi":-1.9284612424804177,"method":"3d c++","id":1}
1829734,1829732,1,2502.359303,116,108,{"topic":"pupil.1","circle_3d":{"center":[-4.049407207291552,1.049890971083287,57.067806166727785],"normal":[-0.3000112608107307,0.5120704507981125,-0.8048460081320983],"radius":1.2951347300142164},"confidence":0.9992764798794183,"timestamp":2502.359303,"diameter_3d":2.590269460028433,"ellipse":{"center":[116.07528842406546,131.2767358742643],"axes":[21.763550455127646,28.177163965713405],"angle":-56.24625601865296},"norm_pos":[0.3627352763252046,0.45301360052389883],"diameter":28.177163965713405,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7587541690405986,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.1083898522177127,"phi":-1.9275982943337469,"method":"3d c++","id":1}
1829741,1829738,1,2502.367703,116,108,{"topic":"pupil.1","circle_3d":{"center":[-4.049773210000355,1.0487910223680954,57.06724285762189],"normal":[-0.3000417610364643,0.5119787884051799,-0.804892950557589],"radius":1.2945612812601284},"confidence":0.9659985768154657,"timestamp":2502.367703,"diameter_3d":2.5891225625202567,"ellipse":{"center":[116.07083114987702,131.26502366957664],"axes":[21.755635938025634,28.16497498728436],"angle":-56.23805757410406},"norm_pos":[0.3627213473433657,0.453062401376764],"diameter":28.16497498728436,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7592343220515052,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.1082831403296014,"phi":-1.9276124774349135,"method":"3d c++","id":1}
1829750,1829749,1,2502.376103,116,108,{"topic":"pupil.1","circle_3d":{"center":[-4.048170097969953,1.050225471183274,57.06755793525187],"normal":[-0.2999081683672641,0.5120983258064448,-0.8048666940884243],"radius":1.2958771668326337},"confidence":0.9989385367282806,"timestamp":2502.376103,"diameter_3d":2.5917543336652673,"ellipse":{"center":[116.08859592653857,131.2802597771667],"axes":[21.777004906657076,28.193426815311494],"angle":-56.25662909007727},"norm_pos":[0.36277686227043304,0.4529989175951388],"diameter":28.193426815311494,"sphere":{"center":[-0.44927207756278353,-5.094954438494063,66.72595826431296],"radius":12.0},"projected_sphere":{"center":[155.8254823859472,72.65902755036524],"axes":[223.0016681222886,223.0016681222886],"angle":90.0},"model_confidence":0.7599202133846461,"model_id":1,"model_birth_timestamp":2480.410125,"theta":2.108422305201589,"phi":-1.927477417078577,"method":"3d c++","id":1}
