eye_packets,787
norm_X,norm_Y,phi,theta,confidence,timestamp
1580974150.5438359,"{'circle_3d': {'center': [-4.450661285723896, 4.005093063122628, 56.637886652729634], 'normal': [0.04130441159182122, 0.4990018201327591, -0.865616040220632], 'radius': 2.168621949428902}, 'confidence': 0.26983907055044376, 'timestamp': 12096.929343, 'diameter_3d': 4.337243898857804, 'ellipse': {'center': [111.22936060096076, 163.46605284481691], 'axes': [39.47827036233007, 47.62370968414674], 'angle': -88.27913013084485}, 'location': [111.22936060096076, 163.46605284481691], 'diameter': 47.62370968414674, 'sphere': {'center': [-4.946314224825751, -1.9829287784704825, 67.02527913537722], 'radius': 12.0}, 'projected_sphere': {'center': [114.24540025864218, 101.65743047233667], 'axes': [222.00578933726592, 222.00578933726592], 'angle': 90.0}, 'model_confidence': 0.8283516393764567, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.0932428865535995, 'phi': -1.5231157110487057, 'norm_pos': [0.3475917518780024, 0.3188914464799295], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.489611,"{'circle_3d': {'center': [-6.80924393058284, 5.940990616376938, 58.12896979025189], 'normal': [-0.15661031616761886, 0.6613160505326539, -0.73357636969696], 'radius': 1.9704465620694123}, 'confidence': 0.5445318828177272, 'timestamp': 12099.869335, 'diameter_3d': 3.9408931241388245, 'ellipse': {'center': [87.41635064069652, 183.05408938184925], 'axes': [27.14915280730994, 42.18053219162463], 'angle': -72.79434278444351}, 'location': [87.41635064069652, 183.05408938184925], 'diameter': 42.18053219162463, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8981084997123578, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.293368216586664, 'phi': -1.7811275783348481, 'norm_pos': [0.2731760957521766, 0.23727462757562812], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.5013871,"{'circle_3d': {'center': [-6.712046381209866, 5.984509240868967, 58.148116060629654], 'normal': [-0.14851052038653767, 0.664942602573656, -0.7319808471654793], 'radius': 2.0543307537973363}, 'confidence': 0.9965302438695438, 'timestamp': 12099.886135, 'diameter_3d': 4.108661507594673, 'ellipse': {'center': [88.4759830061527, 183.46950664013312], 'axes': [28.243074073598365, 43.962467585386634], 'angle': -73.54438399178252}, 'location': [88.4759830061527, 183.46950664013312], 'diameter': 43.962467585386634, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9050215235132386, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2982132940590048, 'phi': -1.7709677732774582, 'norm_pos': [0.2764874468942272, 0.23554372233277865], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.506679,"{'circle_3d': {'center': [-6.77280472682555, 5.994049740872151, 58.169350953710264], 'normal': [-0.15357371585451132, 0.665737644240588, -0.7302112727420949], 'radius': 1.993404445993534}, 'confidence': 0.9979611069931865, 'timestamp': 12099.894535, 'diameter_3d': 3.986808891987068, 'ellipse': {'center': [87.85393251320654, 183.5686765850111], 'axes': [27.28116816114739, 42.642575490549994], 'angle': -73.16953060133314}, 'location': [87.85393251320654, 183.5686765850111], 'diameter': 42.642575490549994, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9065824027298164, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.29927826231622, 'phi': -1.778089321114959, 'norm_pos': [0.27454353910377044, 0.23513051422912035], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.518394,"{'circle_3d': {'center': [-6.78692581006575, 6.008695628946332, 58.185712446504944], 'normal': [-0.1547504727911946, 0.6669581349134364, -0.728847815009205], 'radius': 1.9361147567739816}, 'confidence': 0.9990951523344693, 'timestamp': 12099.902935, 'diameter_3d': 3.872229513547963, 'ellipse': {'center': [87.72157359710089, 183.72525291547353], 'axes': [26.414515983313386, 41.40481057275371], 'angle': -73.11462372415671}, 'location': [87.72157359710089, 183.72525291547353], 'diameter': 41.40481057275371, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9067257996078881, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.300915097130043, 'phi': -1.7800114658434052, 'norm_pos': [0.2741299174909403, 0.23447811285219367], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.524538,"{'circle_3d': {'center': [-6.781996055242198, 5.991671893936513, 58.169121269568926], 'normal': [-0.15433965988923196, 0.6655394903292848, -0.7302304130872065], 'radius': 1.9530085798668018}, 'confidence': 0.9986548125803135, 'timestamp': 12099.911335, 'diameter_3d': 3.9060171597336035, 'ellipse': {'center': [87.75433508936855, 183.55646793000136], 'axes': [26.725866027492636, 41.77816200398396], 'angle': -73.10342506651398}, 'location': [87.75433508936855, 183.55646793000136], 'diameter': 41.77816200398396, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9067300240262477, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2990127380724363, 'phi': -1.779088309012842, 'norm_pos': [0.2742322971542767, 0.2351813836249943], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.549044,"{'circle_3d': {'center': [-6.748720080857252, 5.889787098163548, 58.07044042622577], 'normal': [-0.15156666202381985, 0.6570490906815377, -0.7384538166991363], 'radius': 1.9350520721766413}, 'confidence': 0.9927494123717756, 'timestamp': 12099.928135, 'diameter_3d': 3.8701041443532826, 'ellipse': {'center': [87.98671414191328, 182.58098571785408], 'axes': [26.957897842360104, 41.46395770503732], 'angle': -73.06161571707503}, 'location': [87.98671414191328, 182.58098571785408], 'diameter': 41.46395770503732, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9067542663190098, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.287693913942382, 'phi': -1.773233550884422, 'norm_pos': [0.27495848169347903, 0.2392458928422747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.571224,"{'circle_3d': {'center': [-6.707994332371948, 5.779324104846293, 57.96520258017028], 'normal': [-0.14817284965004454, 0.6478438412384332, -0.7472236372037605], 'radius': 1.9396672680808018}, 'confidence': 0.9986446812192131, 'timestamp': 12099.944935, 'diameter_3d': 3.8793345361616036, 'ellipse': {'center': [88.29221008858086, 181.5104162521701], 'axes': [27.53798886246526, 41.63810091756805], 'angle': -73.04778608788934}, 'location': [88.29221008858086, 181.5104162521701], 'diameter': 41.63810091756805, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9073168354836514, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2755468976206408, 'phi': -1.766554680984041, 'norm_pos': [0.2759131565268152, 0.24370659894929125], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.577034,"{'circle_3d': {'center': [-6.666484343848182, 5.759810118945645, 57.940204749073644], 'normal': [-0.14471368393973066, 0.6462176757467125, -0.749306789795147], 'radius': 1.9344978616070687}, 'confidence': 0.9986401161757051, 'timestamp': 12099.961735, 'diameter_3d': 3.8689957232141374, 'ellipse': {'center': [88.70412750851874, 181.32924494701973], 'axes': [27.597407512212285, 41.54483041074598], 'angle': -73.27759724439099}, 'location': [88.70412750851874, 181.32924494701973], 'diameter': 41.54483041074598, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.907090118531173, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2734141193113797, 'phi': -1.7615775569547394, 'norm_pos': [0.27720039846412103, 0.2444614793874178], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.5822499,"{'circle_3d': {'center': [-6.649399892052635, 5.7608662705250255, 57.93783267980217], 'normal': [-0.14328997962343512, 0.6463056883783276, -0.7495044622344363], 'radius': 1.931578302999104}, 'confidence': 0.9985077981795508, 'timestamp': 12099.970135, 'diameter_3d': 3.863156605998208, 'ellipse': {'center': [88.88330724248475, 181.3438178533888], 'axes': [27.57253399568707, 41.483739589096245], 'angle': -73.39612589219035}, 'location': [88.88330724248475, 181.3438178533888], 'diameter': 41.483739589096245, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9068657464039509, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.273529452558506, 'phi': -1.759696547766473, 'norm_pos': [0.2777603351327648, 0.24440075894421331], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.589897,"{'circle_3d': {'center': [-6.645495866141465, 5.753273811354499, 57.930546254569904], 'normal': [-0.14296464413083756, 0.6456729834474504, -0.7501116643371248], 'radius': 1.9245978542005133}, 'confidence': 0.9992152265327795, 'timestamp': 12099.978534, 'diameter_3d': 3.8491957084010266, 'ellipse': {'center': [88.91584558285693, 181.27239070614928], 'axes': [27.508748201199715, 41.33892726109218], 'angle': -73.40312881266584}, 'location': [88.91584558285693, 181.27239070614928], 'diameter': 41.33892726109218, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9068470224654512, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.272700595620236, 'phi': -1.7591287636614186, 'norm_pos': [0.2778620174464279, 0.24469837205771128], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.599138,"{'circle_3d': {'center': [-6.648982748036062, 5.716033922086988, 57.89928785878657], 'normal': [-0.143255217622054, 0.6425696593418244, -0.7527165306524028], 'radius': 1.913976304930397}, 'confidence': 0.9969697124172233, 'timestamp': 12099.986934, 'diameter_3d': 3.827952609860794, 'ellipse': {'center': [88.84038999669049, 180.90986858472215], 'axes': [27.503907157721734, 41.13284353285253], 'angle': -73.283306412036}, 'location': [88.84038999669049, 180.90986858472215], 'diameter': 41.13284353285253, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.906792316188687, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.268643547573785, 'phi': -1.7588648075502735, 'norm_pos': [0.27762621873965776, 0.246208880896991], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.6106172,"{'circle_3d': {'center': [-6.639232588057164, 5.677881467789467, 57.86501358498583], 'normal': [-0.14244270429047917, 0.6393902881503644, -0.755572720135798], 'radius': 1.9223113825716183}, 'confidence': 0.9977807383860556, 'timestamp': 12099.995334, 'diameter_3d': 3.8446227651432365, 'ellipse': {'center': [88.90330537736128, 180.53429013452387], 'axes': [27.790463837670984, 41.33645443544152], 'angle': -73.25074473016036}, 'location': [88.90330537736128, 180.53429013452387], 'diameter': 41.33645443544152, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9063990239344233, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.264501346116651, 'phi': -1.757132181754555, 'norm_pos': [0.277822829304254, 0.2477737911061505], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.6176262,"{'circle_3d': {'center': [-6.637506541003121, 5.643553871051291, 57.83575142049497], 'normal': [-0.14229886703597555, 0.6365296550888497, -0.7580112338433697], 'radius': 1.907603692772107}, 'confidence': 0.998865580384778, 'timestamp': 12100.003734, 'diameter_3d': 3.815207385544214, 'ellipse': {'center': [88.8856854046091, 180.2013928879722], 'axes': [27.717008401011796, 41.04075218187011], 'angle': -73.17293634982519}, 'location': [88.8856854046091, 180.2013928879722], 'diameter': 41.04075218187011, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.906519871430489, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2607865671298137, 'phi': -1.7563631660212593, 'norm_pos': [0.27776776688940347, 0.24916086296678253], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.623858,"{'circle_3d': {'center': [-6.625321721912584, 5.603656604088033, 57.80012623972756], 'normal': [-0.1412834654450975, 0.6332048828419116, -0.7609799989073202], 'radius': 1.9131091547996988}, 'confidence': 0.998789827777743, 'timestamp': 12100.012134, 'diameter_3d': 3.8262183095993976, 'ellipse': {'center': [88.97296476175835, 179.8085859045358], 'axes': [27.970777959869533, 41.184541393662016], 'angle': -73.15208631342003}, 'location': [88.97296476175835, 179.8085859045358], 'diameter': 41.184541393662016, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9071930076701373, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2564833200545027, 'phi': -1.7543660735312419, 'norm_pos': [0.27804051488049486, 0.2507975587311009], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.635325,"{'circle_3d': {'center': [-6.606037080529838, 5.5758312345863965, 57.7734941969664], 'normal': [-0.1396764119965353, 0.6308861020501085, -0.7631993358040835], 'radius': 1.9454799672158134}, 'confidence': 0.9964639956687589, 'timestamp': 12100.020534, 'diameter_3d': 3.890959934431627, 'ellipse': {'center': [89.14828547123479, 179.5270638353323], 'axes': [28.58009744395648, 41.9009479863036], 'angle': -73.21230100343932}, 'location': [89.14828547123479, 179.5270638353323], 'diameter': 41.9009479863036, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9067329113905509, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2534910761871663, 'phi': -1.7518074498712, 'norm_pos': [0.2785883920976087, 0.251970567352782], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.6468108,"{'circle_3d': {'center': [-6.610482952266073, 5.583182882425521, 57.78039160029515], 'normal': [-0.14004690130788824, 0.6314987393700355, -0.7626245521933546], 'radius': 1.9337464255290038}, 'confidence': 0.9970768646628209, 'timestamp': 12100.028934, 'diameter_3d': 3.8674928510580076, 'ellipse': {'center': [89.10858731412102, 179.602632634862], 'axes': [28.372816532945446, 41.643167236946795], 'angle': -73.20084831081111}, 'location': [89.10858731412102, 179.602632634862], 'diameter': 41.643167236946795, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9065829020841965, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2542809377253414, 'phi': -1.7524109129679584, 'norm_pos': [0.2784643353566282, 0.2516556973547417], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.65045,"{'circle_3d': {'center': [-6.606204231750687, 5.623550018354698, 57.81318103844204], 'normal': [-0.13969034126493943, 0.6348626673641337, -0.7598920990144471], 'radius': 1.9200878599724815}, 'confidence': 0.9971561619103971, 'timestamp': 12100.037334, 'diameter_3d': 3.840175719944963, 'ellipse': {'center': [89.19334834415822, 180.00611032429313], 'axes': [28.01652951749936, 41.32546605334806], 'angle': -73.33632381511217}, 'location': [89.19334834415822, 180.00611032429313], 'diameter': 41.32546605334806, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.906212642164872, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2586270857341413, 'phi': -1.7525957813913433, 'norm_pos': [0.27872921357549446, 0.2499745403154453], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.660649,"{'circle_3d': {'center': [-6.584969983678265, 5.689377845411179, 57.864682122790306], 'normal': [-0.13792082059223762, 0.6403483196188403, -0.755600341985425], 'radius': 1.928416298897926}, 'confidence': 0.9976956063141293, 'timestamp': 12100.045734, 'diameter_3d': 3.856832597795852, 'ellipse': {'center': [89.48248688005012, 180.65543857703284], 'axes': [27.897799788842295, 41.46784996304048], 'angle': -73.65266167108635}, 'location': [89.48248688005012, 180.65543857703284], 'diameter': 41.46784996304048, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9059143172725825, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.265747997928872, 'phi': -1.7513401764322651, 'norm_pos': [0.27963277150015664, 0.24726900592902978], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.6692271,"{'circle_3d': {'center': [-6.559585647046596, 5.775098064212412, 57.933395049129814], 'normal': [-0.13580545920626516, 0.6474916711856098, -0.7498742647904658], 'radius': 1.9111538678323814}, 'confidence': 0.9987495504875457, 'timestamp': 12100.054134, 'diameter_3d': 3.822307735664763, 'ellipse': {'center': [89.83496674305118, 181.506475003922], 'axes': [27.330148463821143, 41.047709234965396], 'angle': -74.04315036040124}, 'location': [89.83496674305118, 181.506475003922], 'diameter': 41.047709234965396, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9061642640216028, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2750846854056763, 'phi': -1.7499587092262892, 'norm_pos': [0.28073427107203497, 0.2437230208169917], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.676065,"{'circle_3d': {'center': [-6.547098408913578, 5.873384579113597, 58.01693392450799], 'normal': [-0.13476485602851368, 0.6556822140940418, -0.7429126918422845], 'radius': 1.9290469063794582}, 'confidence': 0.9985038667101245, 'timestamp': 12100.062534, 'diameter_3d': 3.8580938127589164, 'ellipse': {'center': [90.0681857748298, 182.46318642460412], 'axes': [27.192259940943853, 41.372586622559204], 'angle': -74.37042442904864}, 'location': [90.0681857748298, 182.46318642460412], 'diameter': 41.372586622559204, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9061009413091625, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2858821437610786, 'phi': -1.7502456402264224, 'norm_pos': [0.2814630805463431, 0.23973672323081618], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.684306,"{'circle_3d': {'center': [-6.50432199740874, 5.982203524990781, 58.10643202900263], 'normal': [-0.13120015506977714, 0.6647504595838072, -0.7354545164677309], 'radius': 1.9209669072714892}, 'confidence': 0.9994074944945014, 'timestamp': 12100.070934, 'diameter_3d': 3.8419338145429784, 'ellipse': {'center': [90.62897102841934, 183.53115784277782], 'axes': [26.669248926527253, 41.13566933680454], 'angle': -74.91924544392255}, 'location': [90.62897102841934, 183.53115784277782], 'diameter': 41.13566933680454, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9062935278302153, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2979560676314534, 'phi': -1.7473325494498757, 'norm_pos': [0.2832155344638104, 0.23528684232175912], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.6932962,"{'circle_3d': {'center': [-6.472376995848702, 6.061244055015201, 58.1728366801393], 'normal': [-0.1285380716064407, 0.6713371704191755, -0.7299207955396754], 'radius': 1.9147787860199836}, 'confidence': 0.9993635608320618, 'timestamp': 12100.079334, 'diameter_3d': 3.8295575720399673, 'ellipse': {'center': [91.04620270937956, 184.30349574688364], 'axes': [26.282158487260265, 40.956211452297566], 'angle': -75.31670134700362}, 'location': [91.04620270937956, 184.30349574688364], 'diameter': 40.956211452297566, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9068957052440485, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3068078216027126, 'phi': -1.7451078041734573, 'norm_pos': [0.2845193834668111, 0.23206876772131813], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.698723,"{'circle_3d': {'center': [-6.469250324619635, 6.114527307914428, 58.22159111623548], 'normal': [-0.12827751567068513, 0.6757774414941111, -0.7258579258649935], 'radius': 1.9203219398941735}, 'confidence': 0.9991573406873282, 'timestamp': 12100.087734, 'diameter_3d': 3.840643879788347, 'ellipse': {'center': [91.13650230479735, 184.8159347185998], 'axes': [26.130986945271353, 41.040471071249435], 'angle': -75.45939847188092}, 'location': [91.13650230479735, 184.8159347185998], 'diameter': 41.040471071249435, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9070398149205072, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.312815241568111, 'phi': -1.7457156089246533, 'norm_pos': [0.2848015697024917, 0.2299336053391675], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.709234,"{'circle_3d': {'center': [-6.469026431977078, 6.177740013930241, 58.280833746992194], 'normal': [-0.128258857950472, 0.6810451669954288, -0.720921039968601], 'radius': 1.9353279517570805}, 'confidence': 0.9990362755916283, 'timestamp': 12100.096134, 'diameter_3d': 3.870655903514161, 'ellipse': {'center': [91.20833812855382, 185.41867350132503], 'axes': [26.056749067569108, 41.31935146519213], 'angle': -75.60391305478544}, 'location': [91.20833812855382, 185.41867350132503], 'diameter': 41.31935146519213, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9070418231807209, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.319985368780713, 'phi': -1.746863846047087, 'norm_pos': [0.2850260566517307, 0.22742219374447903], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.7215219,"{'circle_3d': {'center': [-6.449112904766403, 6.173414095156738, 58.27323163603337], 'normal': [-0.1265993973495824, 0.6806846737643035, -0.7215545492151694], 'radius': 1.9407499108505235}, 'confidence': 0.998961580190786, 'timestamp': 12100.104534, 'diameter_3d': 3.881499821701047, 'ellipse': {'center': [91.41079809532455, 185.3792481650043], 'axes': [26.17191332565241, 41.44048380110578], 'angle': -75.72520474937348}, 'location': [91.41079809532455, 185.3792481650043], 'diameter': 41.44048380110578, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9070338701107405, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.319493166693471, 'phi': -1.744482153337385, 'norm_pos': [0.2856587440478892, 0.22758646597914878], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974153.7299058,"{'circle_3d': {'center': [-6.449837754282337, 6.168632885487079, 58.26885087699286], 'normal': [-0.12665980147591024, 0.6802862396251654, -0.7219196124685456], 'radius': 1.9463508933616687}, 'confidence': 0.998169157936672, 'timestamp': 12100.112934, 'diameter_3d': 3.8927017867233373, 'ellipse': {'center': [91.39817883603149, 185.3314784833264], 'axes': [26.268000880432197, 41.5632689725264], 'angle': -75.7097039738228}, 'location': [91.39817883603149, 185.3314784833264], 'diameter': 41.5632689725264, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.9067823913017525, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.318949423457101, 'phi': -1.7444772516379443, 'norm_pos': [0.2856193088625984, 0.22778550631947325], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
