eye_packets,686
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084211.7632809,"{'circle_3d': {'center': [-9.959423714840067, -6.2804110466033185, 66.16148041213111], 'normal': [-0.5641725297122766, 0.10882067188428966, -0.8184542858881625], 'radius': 16.010345317172078}, 'confidence': 0.007153785174165541, 'timestamp': 32921.590877, 'diameter_3d': 32.020690634344156, 'ellipse': {'center': [81.9252130789778, 56.68863641234397], 'axes': [226.33366495905724, 304.71395538585665], 'angle': -4.150292914156408}, 'location': [81.9252130789778, 56.68863641234397], 'diameter': 304.71395538585665, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.6798329259383566, 'phi': -2.1743148585549115, 'norm_pos': [0.25601629087180566, 0.7637973482819002], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.767241,"{'circle_3d': {'center': [-4.1496300872776555, -0.5433105602307222, 66.3146980671642], 'normal': [-0.08002306074874187, 0.586912379082006, -0.8056861479687378], 'radius': 3.1370521100352935}, 'confidence': 0.5255798430106957, 'timestamp': 32921.599277, 'diameter_3d': 6.274104220070587, 'ellipse': {'center': [121.2626510541838, 114.25980989992989], 'axes': [47.19276616393775, 58.79794878796793], 'angle': -77.37902860344195}, 'location': [121.2626510541838, 114.25980989992989], 'diameter': 58.79794878796793, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.1980363492297665, 'phi': -1.669794508955955, 'norm_pos': [0.37894578454432437, 0.5239174587502922], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.775394,"{'circle_3d': {'center': [-6.723421927739411, -2.805002111413752, 65.559403607713], 'normal': [-0.2945057141205547, 0.3984380831500867, -0.868627352923005], 'radius': 15.268898349156213}, 'confidence': 0.004696354013666649, 'timestamp': 32921.607677, 'diameter_3d': 30.537796698312427, 'ellipse': {'center': [104.27739934043129, 81.31838655113933], 'axes': [249.041909517698, 292.3175805607062], 'angle': -43.75918134906887}, 'location': [104.27739934043129, 81.31838655113933], 'diameter': 292.3175805607062, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.9806096143323695, 'phi': -1.897680559788764, 'norm_pos': [0.32586687293884775, 0.6611733893702528], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.785161,"{'circle_3d': {'center': [-8.542030189231301, -5.363785280703728, 65.47534121386194], 'normal': [-0.4460564025782124, 0.18520615237592217, -0.8756325524105932], 'radius': 15.76625532165767}, 'confidence': 0.005743885807964058, 'timestamp': 32921.616077, 'diameter_3d': 31.53251064331534, 'ellipse': {'center': [92.23839811073579, 62.60281323875195], 'axes': [250.49093652506735, 302.4590368131711], 'angle': -13.148091676359304}, 'location': [92.23839811073579, 62.60281323875195], 'diameter': 302.4590368131711, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.757077966644163, 'phi': -2.041943950556047, 'norm_pos': [0.2882449940960493, 0.7391549448385335], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.7921972,"{'circle_3d': {'center': [-4.173702744037273, -0.5753780121717078, 66.29383474708874], 'normal': [-0.08202911547871003, 0.5842400914202571, -0.8074247579750263], 'radius': 3.103411271546421}, 'confidence': 0.7345184702449712, 'timestamp': 32921.624477, 'diameter_3d': 6.206822543092842, 'ellipse': {'center': [121.0265313946449, 113.97335363896407], 'axes': [46.80590746968869, 58.18672018340131], 'angle': -77.08524248140225}, 'location': [121.0265313946449, 113.97335363896407], 'diameter': 58.18672018340131, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.19473973733573, 'phi': -1.672042462078805, 'norm_pos': [0.3782079106082653, 0.5251110265043164], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.8047402,"{'circle_3d': {'center': [-5.746574375076916, -3.548109683926657, 64.97593543639542], 'normal': [-0.21310175139868023, 0.3365124521073447, -0.9172497005328032], 'radius': 15.125872766031355}, 'confidence': 0.003427122974851101, 'timestamp': 32921.632877, 'diameter_3d': 30.25174553206271, 'ellipse': {'center': [111.3151717078529, 75.38951439218991], 'axes': [265.51441842727525, 291.46109103727025], 'angle': -44.43447939676741}, 'location': [111.3151717078529, 75.38951439218991], 'diameter': 291.46109103727025, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.914007219697731, 'phi': -1.7990735508683529, 'norm_pos': [0.3478599115870403, 0.6858770233658753], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.813268,"{'circle_3d': {'center': [-8.574287225260067, -6.214628307254405, 65.34709072929446], 'normal': [-0.4487444889139429, 0.11430256683003238, -0.8863200927912162], 'radius': 15.495378715956413}, 'confidence': 0.00698671345827886, 'timestamp': 32921.641277, 'diameter_3d': 30.990757431912826, 'ellipse': {'center': [91.69069512181402, 56.74239257922342], 'axes': [248.09602136623468, 297.49694074468994], 'angle': -5.02553573394501}, 'location': [91.69069512181402, 56.74239257922342], 'diameter': 297.49694074468994, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.6853492637354839, 'phi': -2.039471786690206, 'norm_pos': [0.2865334222556688, 0.7635733642532357], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.818913,"{'circle_3d': {'center': [-8.28083184326853, -8.633902379801754, 65.16723535968532], 'normal': [-0.4242898737479816, -0.08730360588224668, -0.9013080402586451], 'radius': 16.16004338116862}, 'confidence': 0.01338798220055946, 'timestamp': 32921.649677, 'diameter_3d': 32.32008676233724, 'ellipse': {'center': [95.0467029627298, 39.93333811884477], 'axes': [259.1172451753508, 310.34893314327275], 'angle': 18.871289851035247}, 'location': [95.0467029627298, 39.93333811884477], 'diameter': 310.34893314327275, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.4833814352831562, 'phi': -2.010770532740185, 'norm_pos': [0.29702094675853064, 0.8336110911714801], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.8362932,"{'circle_3d': {'center': [-4.145113834639789, -0.5256843623220613, 66.32711462437643], 'normal': [-0.07964670636225299, 0.5883812289077277, -0.8046514348677178], 'radius': 3.1641061906631185}, 'confidence': 0.11981398073137599, 'timestamp': 32921.658077, 'diameter_3d': 6.328212381326237, 'ellipse': {'center': [121.31247914374094, 114.41362314385373], 'axes': [47.52409023623174, 59.29395964100074], 'angle': -77.46305982969626}, 'location': [121.31247914374094, 114.41362314385373], 'diameter': 59.29395964100074, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.1998517224343503, 'phi': -1.6694578163191414, 'norm_pos': [0.37910149732419046, 0.5232765702339428], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.8364348,"{'circle_3d': {'center': [-5.163068204380717, -3.759498768436856, 64.78202317426661], 'normal': [-0.1644762371739969, 0.31889669506482793, -0.9334090557102032], 'radius': 15.34903455466227}, 'confidence': 0.004444433166533181, 'timestamp': 32921.666477, 'diameter_3d': 30.69806910932454, 'ellipse': {'center': [115.60915549249233, 73.32196805127339], 'axes': [276.42631314918435, 296.3595019034268], 'angle': -47.600276426876405}, 'location': [115.60915549249233, 73.32196805127339], 'diameter': 296.3595019034268, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.8953615034917448, 'phi': -1.7452160327729889, 'norm_pos': [0.36127861091403857, 0.6944917997863609], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084211.844183,"{'circle_3d': {'center': [-6.785911280608049, -5.725692048688147, 64.68677934183927], 'normal': [-0.29971316019294153, 0.1550472550438873, -0.9413460417458162], 'radius': 15.94942494823549}, 'confidence': 0.0043044353832035216, 'timestamp': 32921.674877, 'diameter_3d': 31.89884989647098, 'ellipse': {'center': [105.2144040228362, 59.19908319132569], 'axes': [282.6408504560125, 308.66695272108046], 'angle': -12.78547683076785}, 'location': [105.2144040228362, 59.19908319132569], 'diameter': 308.66695272108046, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.7264716134512392, 'phi': -1.8790362047088012, 'norm_pos': [0.3287950125713631, 0.7533371533694763], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
