eye_packets,730
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084086.6025548,"{'circle_3d': {'center': [-13.977311655911723, -9.978278379280844, 55.38950405404183], 'normal': [-0.9036042470178701, -0.25149578589207605, -0.34676971385891703], 'radius': 1.3385252438125874}, 'confidence': 0.0164671896786776, 'timestamp': 32796.650134, 'diameter_3d': 2.677050487625175, 'ellipse': {'center': [3.5786597272274605, 8.282756580659438], 'axes': [2.1910286623705595, 30.121480774827837], 'angle': 15.96947169959258}, 'location': [3.5786597272274605, 8.282756580659438], 'diameter': 30.121480774827837, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 1.3165709217881185, 'phi': -2.7751617300264098, 'norm_pos': [0.011183311647585814, 0.9654885142472523], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.253935,"{'circle_3d': {'center': [-3.9349825392803077, -0.312453361106372, 49.6462821798675], 'normal': [-0.06611078995181795, 0.5536784027535717, -0.8301021562290996], 'radius': 1.394172171988657}, 'confidence': 0.2692221478608043, 'timestamp': 32800.304139, 'diameter_3d': 2.788344343977314, 'ellipse': {'center': [110.87335874726307, 115.87224267300111], 'axes': [28.76293787649442, 34.93344731828389], 'angle': -76.64439792602502}, 'location': [110.87335874726307, 115.87224267300111], 'diameter': 34.93344731828389, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.157571389401369, 'phi': -1.6502703324606247, 'norm_pos': [0.3464792460851971, 0.5171989888624954], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.2614431,"{'circle_3d': {'center': [-3.847782590690898, -0.3869920988223905, 49.59043715565808], 'normal': [-0.058844127569367154, 0.5474668412772369, -0.8347559082465512], 'radius': 1.3997832665074343}, 'confidence': 0.2966684423401383, 'timestamp': 32800.312539, 'diameter_3d': 2.7995665330148687, 'ellipse': {'center': [111.90608999553248, 114.93468872184296], 'axes': [29.127186791983508, 35.11031440201099], 'angle': -77.25994834707754}, 'location': [111.90608999553248, 114.93468872184296], 'diameter': 35.11031440201099, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1501304583736074, 'phi': -1.6411725253725347, 'norm_pos': [0.349706531236039, 0.5211054636589877], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.2702332,"{'circle_3d': {'center': [-3.854078963349437, -0.35426753803916533, 49.61242265938102], 'normal': [-0.05936882529091208, 0.5501938880091725, -0.8329237829363065], 'radius': 1.4038524607210168}, 'confidence': 0.266650597205902, 'timestamp': 32800.320939, 'diameter_3d': 2.8077049214420335, 'ellipse': {'center': [111.84881733190923, 115.34412645266478], 'axes': [29.12138879924217, 35.19670308244442], 'angle': -77.29638307025913}, 'location': [111.84881733190923, 115.34412645266478], 'diameter': 35.19670308244442, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1533927378448126, 'phi': -1.6419536052724977, 'norm_pos': [0.34952755416221637, 0.5193994731138967], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.281377,"{'circle_3d': {'center': [-3.8477688340953398, -0.2301704718580213, 49.69506010158451], 'normal': [-0.05884298118640396, 0.5605353101909343, -0.8260373294193486], 'radius': 1.414967527762831}, 'confidence': 0.2956840869309427, 'timestamp': 32800.329339, 'diameter_3d': 2.829935055525662, 'ellipse': {'center': [112.00696487209908, 116.89483845165095], 'axes': [29.01767574163333, 35.41466036997185], 'angle': -77.71714348452649}, 'location': [112.00696487209908, 116.89483845165095], 'diameter': 35.41466036997185, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.165828393483914, 'phi': -1.6419114554823306, 'norm_pos': [0.3500217652253096, 0.5129381731181211], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.29114,"{'circle_3d': {'center': [-3.7516095234120876, -0.3125288680437688, 49.63332392482381], 'normal': [-0.050829705296132975, 0.553672110508789, -0.8311820108160738], 'radius': 1.3934611141639723}, 'confidence': 0.27891595190921703, 'timestamp': 32800.337739, 'diameter_3d': 2.7869222283279447, 'ellipse': {'center': [113.14559625841747, 115.87010885195991], 'axes': [28.8489821718117, 34.91602971142834], 'angle': -78.4111420595031}, 'location': [113.14559625841747, 115.87010885195991], 'diameter': 34.91602971142834, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.157563833261251, 'phi': -1.6318737838642063, 'norm_pos': [0.3535799883075546, 0.5172078797835004], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.297518,"{'circle_3d': {'center': [-3.657380077473793, -0.27992781291859803, 49.64978985831056], 'normal': [-0.042977251467941735, 0.5563888651025529, -0.8298098496921776], 'radius': 1.411818922119252}, 'confidence': 0.26569257103253924, 'timestamp': 32800.346139, 'diameter_3d': 2.823637844238504, 'ellipse': {'center': [114.33497513758444, 116.27201475662808], 'axes': [29.186846816070517, 35.359561418363185], 'angle': -79.41606614499555}, 'location': [114.33497513758444, 116.27201475662808], 'diameter': 35.359561418363185, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1608298340028083, 'phi': -1.6225417792285761, 'norm_pos': [0.35729679730495134, 0.5155332718473831], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.30582,"{'circle_3d': {'center': [-3.37208964283391, -0.8646059204409253, 49.27142669588953], 'normal': [-0.019203048581284812, 0.5076656894756922, -0.8613401132272633], 'radius': 1.4155781828753355}, 'confidence': 0.05727454139320988, 'timestamp': 32800.35454, 'diameter_3d': 2.831156365750671, 'ellipse': {'center': [117.5672139188716, 108.89420807664445], 'axes': [30.886376068744244, 35.717380191873005], 'angle': -80.87335357012411}, 'location': [117.5672139188716, 108.89420807664445], 'diameter': 35.717380191873005, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1032695292337094, 'phi': -1.5930870197235267, 'norm_pos': [0.36739754349647374, 0.5462741330139815], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.3130188,"{'circle_3d': {'center': [-3.4842095300824916, -0.3891482675230291, 49.57001289568643], 'normal': [-0.028546372518666627, 0.547287160552184, -0.8364579299108555], 'radius': 1.392467615878261}, 'confidence': 0.23797382524093366, 'timestamp': 32800.36294, 'diameter_3d': 2.784935231756522, 'ellipse': {'center': [116.42238824559065, 114.90753052475321], 'axes': [29.15012054536672, 34.92376180978083], 'angle': -80.86570040804591}, 'location': [116.42238824559065, 114.90753052475321], 'diameter': 34.92376180978083, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.149915756855342, 'phi': -1.604910771280443, 'norm_pos': [0.3638199632674708, 0.5212186228135283], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.3218749,"{'circle_3d': {'center': [-3.470814029927809, -0.4004583410036, 49.56217402677663], 'normal': [-0.027430080839109725, 0.5463446544288028, -0.8371111689866718], 'radius': 1.4070352519584233}, 'confidence': 0.18633337631524513, 'timestamp': 32800.37134, 'diameter_3d': 2.8140705039168465, 'ellipse': {'center': [116.58271560305971, 114.7606527614911], 'axes': [29.490396773677436, 35.29425300213494], 'angle': -80.97445402159627}, 'location': [116.58271560305971, 114.7606527614911], 'diameter': 35.29425300213494, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1487900440940404, 'phi': -1.6035521552164045, 'norm_pos': [0.3643209862595616, 0.5218306134937871], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.330231,"{'circle_3d': {'center': [-3.5653326612402894, -0.378515374586633, 49.58007694595308], 'normal': [-0.03530663344848311, 0.5481732349635502, -0.8356192590553013], 'radius': 1.4356517961324167}, 'confidence': 0.19252757397951473, 'timestamp': 32800.37974, 'diameter_3d': 2.8713035922648333, 'ellipse': {'center': [115.41949146006485, 115.02727521394675], 'axes': [29.99219727412991, 36.00367816129502], 'angle': -80.07538340112798}, 'location': [115.41949146006485, 115.02727521394675], 'diameter': 36.00367816129502, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1509748247863203, 'phi': -1.613023268447089, 'norm_pos': [0.3606859108127026, 0.5207196866085553], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.339239,"{'circle_3d': {'center': [-3.5551185503405516, -0.45715313054515594, 49.528504525054984], 'normal': [-0.03445545754017163, 0.5416200886336734, -0.8399169607968096], 'radius': 1.3873631081652633}, 'confidence': 0.11909623301366859, 'timestamp': 32800.38814, 'diameter_3d': 2.7747262163305266, 'ellipse': {'center': [115.50066385224324, 114.05465724585483], 'axes': [29.192066109591075, 34.828877471304665], 'angle': -79.97957471585046}, 'location': [115.50066385224324, 114.05465724585483], 'diameter': 34.828877471304665, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.143159488979823, 'phi': -1.611795795721475, 'norm_pos': [0.3609395745382601, 0.524772261475605], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.344894,"{'circle_3d': {'center': [-3.6542111357880085, -0.5290883380292373, 49.487011392478884], 'normal': [-0.04271317299412636, 0.5356254880099997, -0.8433747218448175], 'radius': 1.3778964471550788}, 'confidence': 0.05979800900896203, 'timestamp': 32800.39654, 'diameter_3d': 2.7557928943101575, 'ellipse': {'center': [114.22513886205954, 113.15263074785997], 'axes': [29.132951141313285, 34.62571479535463], 'angle': -78.77721344559318}, 'location': [114.22513886205954, 113.15263074785997], 'diameter': 34.62571479535463, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1360445997436854, 'phi': -1.6213986375286469, 'norm_pos': [0.35695355894393604, 0.5285307052172501], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.352184,"{'circle_3d': {'center': [-3.8486513799493074, -0.602650662253641, 49.45233425162982], 'normal': [-0.05891652667423461, 0.5294952943246328, -0.8462644835822395], 'radius': 1.368728716980768}, 'confidence': 0.040057785133380916, 'timestamp': 32800.40494, 'diameter_3d': 2.737457433961536, 'ellipse': {'center': [111.76139781791545, 112.22985888939053], 'axes': [29.02513996761247, 34.429864154206356], 'angle': -76.57880429490056}, 'location': [111.76139781791545, 112.22985888939053], 'diameter': 34.429864154206356, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1288018293167474, 'phi': -1.6403036931258446, 'norm_pos': [0.34925436818098576, 0.5323755879608728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.366991,"{'circle_3d': {'center': [-3.9368921344301917, -0.6778610663546809, 49.412160825404264], 'normal': [-0.06626992288097495, 0.523227760649546, -0.8496122691010358], 'radius': 1.3901653567837196}, 'confidence': 0.04917347157442544, 'timestamp': 32800.41334, 'diameter_3d': 2.780330713567439, 'ellipse': {'center': [110.61853179854668, 111.27444799357306], 'axes': [29.616520856321962, 35.00320668893256], 'angle': -75.43170406300831}, 'location': [110.61853179854668, 111.27444799357306], 'diameter': 35.00320668893256, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.121430486684444, 'phi': -1.6486389118065272, 'norm_pos': [0.3456829118704584, 0.5363564666934455], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.373045,"{'circle_3d': {'center': [-3.397388914186948, -0.07696930418480452, 49.778705454798505], 'normal': [-0.02131132119403799, 0.5733020741637024, -0.8190668833181824], 'radius': 2.4319887197948664}, 'confidence': 0.5019796844798603, 'timestamp': 32800.42174, 'diameter_3d': 4.863977439589733, 'ellipse': {'center': [117.6776797714451, 118.34512454090847], 'axes': [49.51073306549533, 60.74492164251014], 'angle': -82.38752364999824}, 'location': [117.6776797714451, 118.34512454090847], 'diameter': 60.74492164251014, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1813266698660247, 'phi': -1.5968094820076852, 'norm_pos': [0.36774274928576595, 0.5068953144128814], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.380213,"{'circle_3d': {'center': [-3.4293300554500608, -0.19483898629466356, 49.69812318696427], 'normal': [-0.023973082965964038, 0.5634796006545475, -0.8257820723043693], 'radius': 2.444304636617759}, 'confidence': 0.08315658922232094, 'timestamp': 32800.43014, 'diameter_3d': 4.888609273235518, 'ellipse': {'center': [117.2147791104592, 116.86905586427685], 'axes': [50.315162778802474, 61.15525499054623], 'angle': -81.83690013110404}, 'location': [117.2147791104592, 116.86905586427685], 'diameter': 61.15525499054623, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.169388035209927, 'phi': -1.5998189375463256, 'norm_pos': [0.366296184720185, 0.5130456005655131], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.3945448,"{'circle_3d': {'center': [-4.227897467445221, -0.3636081034231555, 49.63993023979734], 'normal': [-0.09052036729889405, 0.5494155075605065, -0.8306314845682797], 'radius': 1.485384098788446}, 'confidence': 0.03745469726004288, 'timestamp': 32800.43854, 'diameter_3d': 2.970768197576892, 'ellipse': {'center': [107.22088144427518, 115.20387602405734], 'axes': [30.584912191947506, 37.23998216692477], 'angle': -73.71457221650437}, 'location': [107.22088144427518, 115.20387602405734], 'diameter': 37.23998216692477, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.152460872869074, 'phi': -1.6793457332928925, 'norm_pos': [0.33506525451335994, 0.5199838498997611], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.397911,"{'circle_3d': {'center': [-3.4869280323635152, -0.4568362897202265, 49.52614245380773], 'normal': [-0.0287729143754186, 0.5416464920357505, -0.8401138000674137], 'radius': 2.440844925221842}, 'confidence': 0.1075651932743723, 'timestamp': 32800.44694, 'diameter_3d': 4.881689850443684, 'ellipse': {'center': [116.35361157771223, 113.5911879571442], 'axes': [51.429845221183605, 61.288104386497814], 'angle': -80.66545586389496}, 'location': [116.35361157771223, 113.5911879571442], 'diameter': 61.288104386497814, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.143190898609446, 'phi': -1.6050317747117258, 'norm_pos': [0.3636050361803507, 0.5267033835118992], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.40449,"{'circle_3d': {'center': [-3.505046051297642, -0.5721671864633384, 49.45334450869604], 'normal': [-0.0302827492865958, 0.5320355839738246, -0.8461802954933876], 'radius': 2.440551458918582}, 'confidence': 0.11978600878225243, 'timestamp': 32800.45534, 'diameter_3d': 4.881102917837164, 'ellipse': {'center': [116.06530211829507, 112.14146726240145], 'axes': [51.92907633500127, 61.373917433333645], 'angle': -80.18869655686082}, 'location': [116.06530211829507, 112.14146726240145], 'diameter': 61.373917433333645, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.131799157327345, 'phi': -1.6065686452363668, 'norm_pos': [0.36270406911967207, 0.5327438864066607], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.413464,"{'circle_3d': {'center': [-3.5078459275756364, -0.690779090920663, 49.37982679854571], 'normal': [-0.03051607230976201, 0.5221512586023809, -0.8523067713392491], 'radius': 2.4367246516281065}, 'confidence': 0.42000923961798015, 'timestamp': 32800.46374, 'diameter_3d': 4.873449303256213, 'ellipse': {'center': [115.96635067167853, 110.64864210569276], 'axes': [52.36434724636109, 61.37069500020113], 'angle': -79.84480825851377}, 'location': [115.96635067167853, 110.64864210569276], 'diameter': 61.37069500020113, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.120167761757286, 'phi': -1.6065851337136166, 'norm_pos': [0.3623948458489954, 0.5389639912262802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.42153,"{'circle_3d': {'center': [-2.785689114452719, -0.7658078484259798, 49.333878993219855], 'normal': [0.029663662117147768, 0.5158988621436044, -0.8561357551164032], 'radius': 1.5596955291613601}, 'confidence': 0.04344526349033159, 'timestamp': 32800.47214, 'diameter_3d': 3.1193910583227202, 'ellipse': {'center': [124.965962449785, 110.0994137523684], 'axes': [33.89640292193987, 39.27171799011953], 'angle': -87.69471846456543}, 'location': [124.965962449785, 110.0994137523684], 'diameter': 39.27171799011953, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.112852921372846, 'phi': -1.5361618660603082, 'norm_pos': [0.3905186326555781, 0.541252442698465], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.430636,"{'circle_3d': {'center': [-2.7296005495370848, -0.7433892444726418, 49.34952106973257], 'normal': [0.03433770919345062, 0.5177670791397159, -0.8548322487403438], 'radius': 1.5557723872802711}, 'confidence': 0.09591520694276014, 'timestamp': 32800.48054, 'diameter_3d': 3.1115447745605422, 'ellipse': {'center': [125.67954165748439, 110.38516678669521], 'axes': [33.75268186689918, 39.15761787328645], 'angle': -88.3570851110773}, 'location': [125.67954165748439, 110.38516678669521], 'diameter': 39.15761787328645, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.115035198866, 'phi': -1.5306489661474352, 'norm_pos': [0.3927485676796387, 0.5400618050554367], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.436022,"{'circle_3d': {'center': [-2.7237063259487453, -0.7295278937347334, 49.358168279886996], 'normal': [0.03482889449247891, 0.5189221917012085, -0.8541116478941416], 'radius': 1.592111015962373}, 'confidence': 0.15346063554432104, 'timestamp': 32800.48894, 'diameter_3d': 3.184222031924746, 'ellipse': {'center': [125.75803295873604, 110.54764661099877], 'axes': [34.50271248972468, 40.06514874428675], 'angle': -88.43737351094263}, 'location': [125.75803295873604, 110.54764661099877], 'diameter': 40.06514874428675, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1163859364853637, 'phi': -1.5300409889266096, 'norm_pos': [0.3929938529960501, 0.5393848057875051], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.448066,"{'circle_3d': {'center': [-2.709323152794771, -0.7157187803631215, 49.367167976227776], 'normal': [0.036027492255310094, 0.5200729511488426, -0.8533616731990764], 'radius': 1.572643212320384}, 'confidence': 0.24181972617683853, 'timestamp': 32800.49734, 'diameter_3d': 3.145286424640768, 'ellipse': {'center': [125.94499853910952, 110.72952678977249], 'axes': [34.04254662813504, 39.56715523435181], 'angle': -88.61349512135642}, 'location': [125.94499853910952, 110.72952678977249], 'diameter': 39.56715523435181, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1177326859750343, 'phi': -1.5286030677344162, 'norm_pos': [0.39357812043471724, 0.5386269717092813], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.468826,"{'circle_3d': {'center': [-2.692234300593732, -0.8046835800377456, 49.31420836137919], 'normal': [0.03745156327206333, 0.5126592178426239, -0.8577749744364589], 'radius': 1.5551305942917468}, 'confidence': 0.2610190954250545, 'timestamp': 32800.50574, 'diameter_3d': 3.1102611885834937, 'ellipse': {'center': [126.12333304568057, 109.60929884603951], 'axes': [33.90691449316022, 39.16770431173205], 'angle': -88.72586622294718}, 'location': [126.12333304568057, 109.60929884603951], 'diameter': 39.16770431173205, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1090754473361835, 'phi': -1.5271627474832719, 'norm_pos': [0.3941354157677518, 0.5432945881415021], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084090.471831,"{'circle_3d': {'center': [-2.6751920435893806, -0.8869098662410568, 49.26626314503994], 'normal': [0.0388717513557593, 0.5058070273256814, -0.8617704091313959], 'radius': 1.5347484665246358}, 'confidence': 0.2547944449793129, 'timestamp': 32800.51414, 'diameter_3d': 3.0694969330492716, 'ellipse': {'center': [126.30500197325689, 108.57340540221864], 'axes': [33.68045978663305, 38.69109086706712], 'angle': -88.84829393395833}, 'location': [126.30500197325689, 108.57340540221864], 'diameter': 38.69109086706712, 'sphere': {'center': [-3.141653059858492, -6.9565941941492335, 59.607508054616694], 'radius': 12.0}, 'projected_sphere': {'center': [127.32249072839066, 47.641860209613824], 'axes': [249.63298224723422, 249.63298224723422], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1011135605920335, 'phi': -1.5257200281731762, 'norm_pos': [0.3947031311664278, 0.547610810824089], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
