eye_packets,770
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084192.118867,"{'circle_3d': {'center': [-4.218793716685324, -0.7517264450668861, 66.17327253111019], 'normal': [-0.08578669653271431, 0.5695443886789923, -0.8174716093065721], 'radius': 3.0327835168677093}, 'confidence': 0.4770631210509162, 'timestamp': 32901.951675, 'diameter_3d': 6.065567033735419, 'ellipse': {'center': [120.53650915338233, 112.34515342423249], 'axes': [46.449433916785374, 56.969009398343054], 'angle': -76.2074012632604}, 'location': [120.53650915338233, 112.34515342423249], 'diameter': 56.969009398343054, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.1767477772271633, 'phi': -1.6753551215753295, 'norm_pos': [0.3766765911043198, 0.531895194065698], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.212369,"{'circle_3d': {'center': [-6.878819554606858, -3.8945463158370712, 65.17741955333851], 'normal': [-0.30745551635950874, 0.30764273278147686, -0.9004593574542121], 'radius': 15.56158876938185}, 'confidence': 0.004517211756119096, 'timestamp': 32902.044075, 'diameter_3d': 31.1231775387637, 'ellipse': {'center': [103.74338222959092, 72.65179478056709], 'axes': [263.6900729577506, 299.4695602319121], 'angle': -33.20787257062847}, 'location': [103.74338222959092, 72.65179478056709], 'diameter': 299.4695602319121, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.883510946553416, 'phi': -1.899827710746714, 'norm_pos': [0.32419806946747165, 0.6972841884143037], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.2188978,"{'circle_3d': {'center': [-8.747231165044926, -6.583609515202383, 65.39498170705275], 'normal': [-0.4631564838960144, 0.08355413283436754, -0.8823291779780253], 'radius': 16.292474589844698}, 'confidence': 0.006674566104609158, 'timestamp': 32902.052475, 'diameter_3d': 32.584949179689396, 'ellipse': {'center': [91.85860337424042, 53.83502396133717], 'axes': [258.20709726093787, 312.76840677107083], 'angle': -1.4441012101453614}, 'location': [91.85860337424042, 53.83502396133717], 'diameter': 312.76840677107083, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.6544479856423226, 'phi': -2.0541843898032837, 'norm_pos': [0.2870581355445013, 0.7756874001610952], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.2310028,"{'circle_3d': {'center': [-4.243517430951535, -0.7356447142056668, 66.18712557077606], 'normal': [-0.08784700605489844, 0.5708845329174272, -0.8163171893344163], 'radius': 3.049086336143394}, 'confidence': 0.6312340867838899, 'timestamp': 32902.060875, 'diameter_3d': 6.098172672286788, 'ellipse': {'center': [120.31561519469798, 112.49043422177888], 'axes': [46.60676488521756, 57.26460833692399], 'angle': -76.03060254745446}, 'location': [120.31561519469798, 112.49043422177888], 'diameter': 57.26460833692399, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.178379123952733, 'phi': -1.6779975878579165, 'norm_pos': [0.3759862974834312, 0.5312898574092546], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.2396119,"{'circle_3d': {'center': [-6.9081280249791135, -3.591908051560509, 65.29574911736381], 'normal': [-0.30989788889053016, 0.3328625881378572, -0.8905985604521041], 'radius': 15.410810531017376}, 'confidence': 0.004591311048458154, 'timestamp': 32902.069275, 'diameter_3d': 30.82162106203475, 'ellipse': {'center': [103.28386124651342, 75.138934871674], 'axes': [257.86667886462277, 296.1033742004316], 'angle': -35.910943506620065}, 'location': [103.28386124651342, 75.138934871674], 'diameter': 296.1033742004316, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.910133979611241, 'phi': -1.9056578415094472, 'norm_pos': [0.32276206639535443, 0.6869211047013584], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.247031,"{'circle_3d': {'center': [-9.408893320728412, -6.281309155775524, 65.80381457876834], 'normal': [-0.5182949968696383, 0.10874582945327246, -0.8482597720017266], 'radius': 16.007558879225854}, 'confidence': 0.004653452981760397, 'timestamp': 32902.077675, 'diameter_3d': 32.01511775845171, 'ellipse': {'center': [86.25646119010268, 56.377547939999474], 'axes': [239.29779941179828, 305.8903534978511], 'angle': -4.183935879226822}, 'location': [86.25646119010268, 56.377547939999474], 'diameter': 305.8903534978511, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.679757636702826, 'phi': -2.1192719307617343, 'norm_pos': [0.2695514412190709, 0.7650935502500023], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.25426,"{'circle_3d': {'center': [-4.241457399124327, -0.7261762414486732, 66.19353246720694], 'normal': [-0.08767533673596446, 0.5716735723138434, -0.8157832812985102], 'radius': 3.059227207128032}, 'confidence': 0.5858588705641347, 'timestamp': 32902.086075, 'diameter_3d': 6.118454414256064, 'ellipse': {'center': [120.33888165137012, 112.5753849138323], 'axes': [46.7237997244641, 57.44943852930187], 'angle': -76.07573599102564}, 'location': [120.33888165137012, 112.5753849138323], 'diameter': 57.44943852930187, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.1793404810053234, 'phi': -1.6778591839590977, 'norm_pos': [0.3760590051605316, 0.5309358961923654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.266498,"{'circle_3d': {'center': [-7.515079424709802, -3.7846030239120654, 65.45508757117291], 'normal': [-0.36047717220142067, 0.31680467377522725, -0.877320355968012], 'radius': 15.195670149458213}, 'confidence': 0.0023585749918943366, 'timestamp': 32902.094475, 'diameter_3d': 30.391340298916425, 'ellipse': {'center': [98.62192604826167, 74.29699679709896], 'axes': [247.4905479224867, 291.44703409791225], 'angle': -31.048445612077145}, 'location': [98.62192604826167, 74.29699679709896], 'diameter': 291.44703409791225, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.8931550570474514, 'phi': -1.9606503757215252, 'norm_pos': [0.3081935189008177, 0.6904291800120876], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.279223,"{'circle_3d': {'center': [-9.536512020058337, -6.467221187802649, 65.8606133804596], 'normal': [-0.5289298884804652, 0.09325316011767866, -0.8435265385274546], 'radius': 15.713468728322752}, 'confidence': 0.008340965363544891, 'timestamp': 32902.102875, 'diameter_3d': 31.426937456645504, 'ellipse': {'center': [84.73551140934569, 55.27983811360441], 'axes': [232.1607937593444, 299.9493203718519], 'angle': -2.618659460870676}, 'location': [84.73551140934569, 55.27983811360441], 'diameter': 299.9493203718519, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.664185175847153, 'phi': -2.130865524867475, 'norm_pos': [0.2647984731542053, 0.7696673411933149], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.281311,"{'circle_3d': {'center': [-10.82525271524834, -9.247657420757314, 66.87618727291948], 'normal': [-0.6363249464129653, -0.13844985929520992, -0.7588953808224643], 'radius': 16.96422556074231}, 'confidence': 0.0143713483069043, 'timestamp': 32902.111275, 'diameter_3d': 33.92845112148462, 'ellipse': {'center': [76.63097363485578, 36.170404211988], 'axes': [205.1334317933211, 320.1278733721538], 'angle': 16.43153126458334}, 'location': [76.63097363485578, 36.170404211988], 'diameter': 320.1278733721538, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.4319002985959188, 'phi': -2.2685692133814084, 'norm_pos': [0.23947179260892432, 0.8492899824500499], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.286857,"{'circle_3d': {'center': [-4.234691873386572, -0.7068360561694256, 66.20638818738152], 'normal': [-0.0871115429244849, 0.5732852544204473, -0.8147119712839616], 'radius': 3.0953850820148157}, 'confidence': 0.7814856506771773, 'timestamp': 32902.119675, 'diameter_3d': 6.190770164029631, 'ellipse': {'center': [120.4106561845465, 112.74240075907717], 'axes': [47.20025605483992, 58.11711863842932], 'angle': -76.19024423756818}, 'location': [120.4106561845465, 112.74240075907717], 'diameter': 58.11711863842932, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.181306141710954, 'phi': -1.6773147475362826, 'norm_pos': [0.3762833005767078, 0.5302399968371785], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.297086,"{'circle_3d': {'center': [-5.60548400516879, -4.004194673815367, 64.7877932961755], 'normal': [-0.20134422057300322, 0.298505369616619, -0.9329282122177973], 'radius': 15.739474326197927}, 'confidence': 0.0032577739535355563, 'timestamp': 32902.128075, 'diameter_3d': 31.478948652395854, 'ellipse': {'center': [112.86998413061218, 71.11672907265708], 'axes': [281.93232000199504, 304.10466879720235], 'angle': -40.7683069809087}, 'location': [112.86998413061218, 71.11672907265708], 'diameter': 304.10466879720235, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.8739225676208988, 'phi': -1.783355770262899, 'norm_pos': [0.35271870040816306, 0.7036802955305955], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.302826,"{'circle_3d': {'center': [-8.026444477374602, -6.700068362914004, 65.03682680643615], 'normal': [-0.40309092659015405, 0.07384922885839916, -0.9121754196960752], 'radius': 16.66460852529274}, 'confidence': 0.004244045898958242, 'timestamp': 32902.136475, 'diameter_3d': 33.32921705058548, 'ellipse': {'center': [97.76455583941448, 52.64304311862871], 'axes': [278.036701659729, 321.1979941480184], 'angle': -0.08757606167981635}, 'location': [97.76455583941448, 52.64304311862871], 'diameter': 321.1979941480184, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.6447128462895, 'phi': -1.986894467176953, 'norm_pos': [0.30551423699817026, 0.7806539870057136], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.315527,"{'circle_3d': {'center': [-4.225211384960213, -0.6813763971769973, 66.22334205214774], 'normal': [-0.08632150222228833, 0.5754068926698164, -0.8132991492201095], 'radius': 3.134660874617462}, 'confidence': 0.7406866829008845, 'timestamp': 32902.144875, 'diameter_3d': 6.269321749234924, 'ellipse': {'center': [120.51005324764236, 112.96534872792661], 'axes': [47.697979819018244, 58.83928481068439], 'angle': -76.34516676599256}, 'location': [120.51005324764236, 112.96534872792661], 'diameter': 58.83928481068439, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.1838978923409815, 'phi': -1.6765379028255327, 'norm_pos': [0.3765939163988824, 0.5293110469669724], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.33659,"{'circle_3d': {'center': [-6.1859924704250595, -3.6564427573417806, 65.04781879023261], 'normal': [-0.24971992601102558, 0.3274846959894178, -0.9112594210463706], 'radius': 15.613642791339874}, 'confidence': 0.002226088210532646, 'timestamp': 32902.153275, 'diameter_3d': 31.227285582679748, 'ellipse': {'center': [108.6657503781025, 74.03941374994614], 'axes': [270.7588603466291, 300.8088585630956], 'angle': -39.92016531327519}, 'location': [108.6657503781025, 74.03941374994614], 'diameter': 300.8088585630956, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.904436567875266, 'phi': -1.8382681754545667, 'norm_pos': [0.3395804699315703, 0.6915024427085578], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084192.3395772,"{'circle_3d': {'center': [-6.6608477423572605, -6.340321265725993, 64.56380903796858], 'normal': [-0.28929119867204234, 0.10382815362406678, -0.9515935670683731], 'radius': 16.411925005269662}, 'confidence': 0.005200376527391623, 'timestamp': 32902.161675, 'diameter_3d': 32.823850010539324, 'ellipse': {'center': [106.73998067274518, 54.758043174033546], 'axes': [293.89709251786434, 317.9564443084311], 'angle': -4.803060132103831}, 'location': [106.73998067274518, 54.758043174033546], 'diameter': 317.9564443084311, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.6748119407675988, 'phi': -1.8659252913923963, 'norm_pos': [0.3335624396023287, 0.7718414867748602], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
