eye_packets,183
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084274.154112,"{'circle_3d': {'center': [-1.1903218855024988e-07, -1.428849305540325e-08, 1.991036262083412e-06], 'normal': [0.27038876648248994, -0.550477303651654, -0.7898510322361314], 'radius': 9.624958394202854e-08}, 'confidence': 1.0, 'timestamp': 32983.959429, 'diameter_3d': 1.9249916788405708e-07, 'ellipse': {'center': [122.59158276166913, 116.17722938970923], 'axes': [48.03940989432028, 60.07140559525046], 'angle': -68.28984559066019}, 'location': [122.59158276166913, 116.17722938970923], 'diameter': 60.07140559525046, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9773250644358189, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604728622137, 'phi': -1.240971805189639, 'norm_pos': [0.383098696130216, 0.5159282108762115], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.1542919,"{'circle_3d': {'center': [-1.1968470836620781e-07, -1.3332072335003886e-08, 1.9901463197413705e-06], 'normal': [0.27038876642811327, -0.5504773035719523, -0.7898510323102932], 'radius': 9.594152543647785e-08}, 'confidence': 1.0, 'timestamp': 32983.971895, 'diameter_3d': 1.918830508729557e-07, 'ellipse': {'center': [122.37341782350873, 116.47000641337095], 'axes': [47.927823416209705, 59.906314328339285], 'angle': -68.30708253473597}, 'location': [122.37341782350873, 116.47000641337095], 'diameter': 59.906314328339285, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9781353659599312, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.987860472957682, 'phi': -1.2409718052800325, 'norm_pos': [0.3824169306984648, 0.5147083066109543], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.179546,"{'circle_3d': {'center': [-1.2053125608701976e-07, -1.2955529093972018e-08, 1.989594094808922e-06], 'normal': [0.27038876635756764, -0.5504773035405738, -0.7898510323563119], 'radius': 9.647410511334115e-08}, 'confidence': 1.0, 'timestamp': 32983.98436, 'diameter_3d': 1.929482102266823e-07, 'ellipse': {'center': [122.09503698247727, 116.59359222128256], 'axes': [48.220138796578034, 60.25711980904397], 'angle': -68.3369605584651}, 'location': [122.09503698247727, 116.59359222128256], 'diameter': 60.25711980904397, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9786806164748696, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604729952678, 'phi': -1.2409718053778316, 'norm_pos': [0.38154699057024144, 0.514193365744656], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.179806,"{'circle_3d': {'center': [-1.2148960770730355e-07, -1.1727968818320278e-08, 1.988410490483261e-06], 'normal': [0.270388766277705, -0.550477303438277, -0.7898510324549457], 'radius': 9.587156018532273e-08}, 'confidence': 1.0, 'timestamp': 32983.996826, 'diameter_3d': 1.9174312037064545e-07, 'ellipse': {'center': [121.77746962410075, 116.96716419078126], 'axes': [47.974824782673466, 59.917034593062176], 'angle': -68.36398496102989}, 'location': [121.77746962410075, 116.96716419078126], 'diameter': 59.917034593062176, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9793894106754575, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604731178009, 'phi': -1.240971805506601, 'norm_pos': [0.3805545925753148, 0.5126368158717447], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.179986,"{'circle_3d': {'center': [-1.2227263734843064e-07, -9.559530056435506e-09, 1.986631167127939e-06], 'normal': [0.2703887662124525, -0.5504773032575738, -0.7898510326032225], 'radius': 9.602015011002684e-08}, 'confidence': 1.0, 'timestamp': 32984.009292, 'diameter_3d': 1.9204030022005367e-07, 'ellipse': {'center': [121.49725038284548, 117.64428114629617], 'axes': [48.13544556864556, 60.06383803725345], 'angle': -68.37668504912834}, 'location': [121.49725038284548, 117.64428114629617], 'diameter': 60.06383803725345, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9794883150769484, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604733342508, 'phi': -1.2409718056380723, 'norm_pos': [0.3796789074463921, 0.5098154952237659], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.233852,"{'circle_3d': {'center': [-1.228232124894646e-07, -7.136367052851256e-09, 1.9847538954564925e-06], 'normal': [0.27038876616657126, -0.5504773030556436, -0.7898510327596618], 'radius': 9.58789613366307e-08}, 'confidence': 1.0, 'timestamp': 32984.021757, 'diameter_3d': 1.917579226732614e-07, 'ellipse': {'center': [121.28934628829981, 118.39841198370964], 'axes': [48.15598479096783, 60.03172600007751], 'angle': -68.37813446454426}, 'location': [121.28934628829981, 118.39841198370964], 'diameter': 60.03172600007751, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9789236749440655, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604735761268, 'phi': -1.2409718057507575, 'norm_pos': [0.3790292071509369, 0.5066732834012099], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.2342641,"{'circle_3d': {'center': [-1.2380580383108963e-07, -5.057441576639121e-09, 1.9829686443983974e-06], 'normal': [0.27038876608468865, -0.5504773028823998, -0.7898510329084328], 'radius': 9.645551681663785e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.034223, 'diameter_3d': 1.929110336332757e-07, 'ellipse': {'center': [120.94251339568467, 119.05570803193916], 'axes': [48.53304922411352, 60.44792810524261], 'angle': -68.39975773417574}, 'location': [120.94251339568467, 119.05570803193916], 'diameter': 60.44792810524261, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9764803707387859, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604737836416, 'phi': -1.2409718059012667, 'norm_pos': [0.3779453543615146, 0.5039345498669201], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.234876,"{'circle_3d': {'center': [-1.2467640742030994e-07, -4.2982906123256726e-09, 1.9821415300214085e-06], 'normal': [0.27038876601213835, -0.5504773028191372, -0.789851032977359], 'radius': 9.531851822644593e-08}, 'confidence': 1.0, 'timestamp': 32984.046688, 'diameter_3d': 1.9063703645289185e-07, 'ellipse': {'center': [120.66167101738202, 119.27828946888232], 'axes': [47.999172401126955, 59.760758345457354], 'angle': -68.42772385139821}, 'location': [120.66167101738202, 119.27828946888232], 'diameter': 59.760758345457354, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9757005934894925, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604738594189, 'phi': -1.2409718060102244, 'norm_pos': [0.3770677219293188, 0.5030071272129903], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.235109,"{'circle_3d': {'center': [-1.2488399114829463e-07, -3.926265534914819e-09, 1.9818111898217694e-06], 'normal': [0.2703887659948397, -0.5504773027881351, -0.7898510330048873], 'radius': 9.616952298980214e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.059154, 'diameter_3d': 1.923390459796043e-07, 'ellipse': {'center': [120.58393896761334, 119.40594576214565], 'axes': [48.44450929601963, 60.304978353508154], 'angle': -68.43308545484535}, 'location': [120.58393896761334, 119.40594576214565], 'diameter': 60.304978353508154, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9731029793883628, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604738965537, 'phi': -1.2409718060405077, 'norm_pos': [0.3768248092737917, 0.5024752259910599], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.2582452,"{'circle_3d': {'center': [-1.247464851417135e-07, -3.54901441568245e-09, 1.9815953411495e-06], 'normal': [0.2703887660062985, -0.5504773027566975, -0.7898510330228747], 'radius': 9.577227707406406e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.07162, 'diameter_3d': 1.9154455414812812e-07, 'ellipse': {'center': [120.62552606219799, 119.51885322210435], 'axes': [48.25494562125373, 60.06173507961735], 'angle': -68.42437600685903}, 'location': [120.62552606219799, 119.51885322210435], 'diameter': 60.06173507961735, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9706962997952484, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604739342104, 'phi': -1.2409718060345, 'norm_pos': [0.37695476894436875, 0.5020047782412318], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.258435,"{'circle_3d': {'center': [-1.2488941081301164e-07, -4.3731835930316265e-09, 1.982120808818877e-06], 'normal': [0.27038876599438805, -0.5504773028253783, -0.7898510329790858], 'radius': 9.660637439783085e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.084085, 'diameter_3d': 1.932127487956617e-07, 'ellipse': {'center': [120.58530005494404, 119.27179887733175], 'axes': [48.64951829778413, 60.5699713674843], 'angle': -68.43711817712344}, 'location': [120.58530005494404, 119.27179887733175], 'diameter': 60.5699713674843, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9675011619958984, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604738519431, 'phi': -1.24097180603101, 'norm_pos': [0.37682906267170013, 0.503034171344451], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.273717,"{'circle_3d': {'center': [-1.2569331930833982e-07, -4.610838821861307e-09, 1.982011237799952e-06], 'normal': [0.2703887659273957, -0.5504773028451829, -0.7898510329882167], 'radius': 9.604503472563909e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.096551, 'diameter_3d': 1.9209006945127817e-07, 'ellipse': {'center': [120.33546084933293, 119.18996647771742], 'axes': [48.370432335192426, 60.222606778316425], 'angle': -68.47092066949195}, 'location': [120.33546084933293, 119.18996647771742], 'diameter': 60.222606778316425, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9660133104863244, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604738282207, 'phi': -1.2409718061104718, 'norm_pos': [0.3760483151541654, 0.5033751396761774], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.283662,"{'circle_3d': {'center': [-1.261312725375774e-07, -5.465455643616224e-09, 1.982456931060028e-06], 'normal': [0.2703887658908996, -0.550477302916401, -0.7898510329510756], 'radius': 9.738501428641002e-08}, 'confidence': 0.9999999999999998, 'timestamp': 32984.109016, 'diameter_3d': 1.9477002857282005e-07, 'ellipse': {'center': [120.19764748678958, 118.94026242357234], 'axes': [49.02335976799658, 61.05114967941087], 'angle': -68.49566244560677}, 'location': [120.19764748678958, 118.94026242357234], 'diameter': 61.05114967941087, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9601747124450277, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604737429143, 'phi': -1.2409718061374224, 'norm_pos': [0.3756176483962174, 0.5044155732351152], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.309131,"{'circle_3d': {'center': [-1.268794798114925e-07, -7.076057961796778e-09, 1.9833232851595994e-06], 'normal': [0.270388765828549, -0.5504773030506178, -0.7898510328788794], 'radius': 9.695246832712959e-08}, 'confidence': 0.9999999999999998, 'timestamp': 32984.121482, 'diameter_3d': 1.9390493665425917e-07, 'ellipse': {'center': [119.98425240250108, 118.43074658584878], 'axes': [48.76067562357833, 60.75551021721807], 'angle': -68.53831717359239}, 'location': [119.98425240250108, 118.43074658584878], 'diameter': 60.75551021721807, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9555706704383438, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604735821468, 'phi': -1.2409718061800734, 'norm_pos': [0.3749507887578159, 0.5065385558922968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.30931,"{'circle_3d': {'center': [-1.2716004516022394e-07, -7.67197239071038e-09, 1.983642556879772e-06], 'normal': [0.2703887658051685, -0.5504773031002773, -0.7898510328522734], 'radius': 9.651865822328705e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.133948, 'diameter_3d': 1.930373164465741e-07, 'ellipse': {'center': [119.90613306535167, 118.23873053791073], 'axes': [48.52576873061907, 60.47454862728736], 'angle': -68.55411701027924}, 'location': [119.90613306535167, 118.23873053791073], 'diameter': 60.47454862728736, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9536569792653271, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604735226637, 'phi': -1.2409718061962478, 'norm_pos': [0.37470666582922396, 0.5073386227587053], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.320002,"{'circle_3d': {'center': [-1.2655747561041153e-07, -7.336105944943938e-09, 1.9836147551188787e-06], 'normal': [0.2703887658553827, -0.5504773030722885, -0.7898510328545902], 'radius': 9.542499810990276e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.146413, 'diameter_3d': 1.9084999621980553e-07, 'ellipse': {'center': [120.10194506577241, 118.32942576550576], 'axes': [47.97733676803077, 59.78825583875117], 'angle': -68.52728016689866}, 'location': [120.10194506577241, 118.32942576550576], 'diameter': 59.78825583875117, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9522565579913156, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604735561892, 'phi': -1.240971806140241, 'norm_pos': [0.3753185783305388, 0.5069607259770593], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.3488052,"{'circle_3d': {'center': [-1.2635037549557637e-07, -6.42178310528152e-09, 1.9830484259131254e-06], 'normal': [0.270388765872641, -0.5504773029960949, -0.7898510329017844], 'radius': 9.431678943465244e-08}, 'confidence': 1.0, 'timestamp': 32984.158879, 'diameter_3d': 1.8863357886930488e-07, 'ellipse': {'center': [120.16313782986691, 118.60083968048231], 'axes': [47.44705209269351, 59.10928770835334], 'angle': -68.51141252804412}, 'location': [120.16313782986691, 118.60083968048231], 'diameter': 59.10928770835334, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9524152401996444, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604736474554, 'phi': -1.2409718061389918, 'norm_pos': [0.3755098057183341, 0.505829834664657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.34981,"{'circle_3d': {'center': [-1.243326286370916e-07, -2.752995165167249e-09, 1.9811822404847135e-06], 'normal': [0.2703887660407866, -0.5504773026903625, -0.7898510330572998], 'radius': 9.555520558370937e-08}, 'confidence': 0.9693344235420246, 'timestamp': 32984.171344, 'diameter_3d': 1.9111041116741874e-07, 'ellipse': {'center': [120.74842368489635, 119.76535917028211], 'axes': [48.1664440336509, 59.936789765679265], 'angle': -68.4011748347794}, 'location': [120.74842368489635, 119.76535917028211], 'diameter': 59.936789765679265, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.95217202093969, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604740136675, 'phi': -1.2409718060087713, 'norm_pos': [0.3773388240153011, 0.5009776701238245], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.368994,"{'circle_3d': {'center': [-1.2346544053798425e-07, -1.1667298238648982e-09, 1.9803735753498586e-06], 'normal': [0.27038876611305224, -0.5504773025581738, -0.7898510331246885], 'radius': 9.462561435685839e-08}, 'confidence': 0.9999999999999001, 'timestamp': 32984.18381, 'diameter_3d': 1.8925122871371678e-07, 'ellipse': {'center': [121.01060789171798, 120.25040380408745], 'axes': [47.73800339718614, 59.37503185782838], 'angle': -68.35293575838897}, 'location': [121.01060789171798, 120.25040380408745], 'diameter': 59.37503185782838, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.95217202093969, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604741720057, 'phi': -1.240971805953019, 'norm_pos': [0.3781581496616187, 0.49895665081630225], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.369963,"{'circle_3d': {'center': [-1.2337985211274827e-07, 5.637001976310785e-11, 1.979550450670331e-06], 'normal': [0.27038876612018464, -0.5504773024562488, -0.7898510331932823], 'radius': 9.428419588388343e-08}, 'confidence': 0.9999999999999001, 'timestamp': 32984.196276, 'diameter_3d': 1.8856839176776685e-07, 'ellipse': {'center': [121.02349413599237, 120.62972703921842], 'axes': [47.60575943774441, 59.18437443859314], 'angle': -68.33896645255686}, 'location': [121.02349413599237, 120.62972703921842], 'diameter': 59.18437443859314, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.95217202093969, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604742940936, 'phi': -1.2409718059715469, 'norm_pos': [0.37819841917497615, 0.4973761373365899], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.411648,"{'circle_3d': {'center': [-1.2205226251893464e-07, -2.1553248075179e-10, 1.980194420880821e-06], 'normal': [0.2703887662308171, -0.5504773024789074, -0.7898510331396181], 'radius': 9.410185313134506e-08}, 'confidence': 0.9999999999998979, 'timestamp': 32984.208741, 'diameter_3d': 1.8820370626269012e-07, 'ellipse': {'center': [121.45360077915431, 120.54175207935478], 'axes': [47.48427527488369, 59.048519072967075], 'angle': -68.28821561266457}, 'location': [121.45360077915431, 120.54175207935478], 'diameter': 59.048519072967075, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.95217202093969, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604742669529, 'phi': -1.2409718058253532, 'norm_pos': [0.3795425024348572, 0.49774269966935514], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.4119182,"{'circle_3d': {'center': [-1.2147220385116952e-07, -8.801581685702331e-11, 1.980304121573795e-06], 'normal': [0.2703887662791553, -0.550477302468281, -0.7898510331304764], 'radius': 9.446499355585725e-08}, 'confidence': 0.9999999999999001, 'timestamp': 32984.221207, 'diameter_3d': 1.889299871117145e-07, 'ellipse': {'center': [121.63495108492677, 120.58636047736002], 'axes': [47.66338278153295, 59.27225542757924], 'angle': -68.2640390499773}, 'location': [121.63495108492677, 120.58636047736002], 'diameter': 59.27225542757924, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.95217202093969, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604742796814, 'phi': -1.2409718057670271, 'norm_pos': [0.38010922214039616, 0.49755683134433326], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.412134,"{'circle_3d': {'center': [-1.2067549448602222e-07, -4.726441460434216e-10, 1.9808449192026956e-06], 'normal': [0.27038876634554776, -0.5504773025003333, -0.7898510330854099], 'radius': 9.488461539945113e-08}, 'confidence': 0.9999999999999023, 'timestamp': 32984.233672, 'diameter_3d': 1.8976923079890226e-07, 'ellipse': {'center': [121.8921331386367, 120.4710087504207], 'axes': [47.85019858553408, 59.51840484020426], 'angle': -68.23574172206258}, 'location': [121.8921331386367, 120.4710087504207], 'diameter': 59.51840484020426, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.95217202093969, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604742412884, 'phi': -1.240971805674304, 'norm_pos': [0.3809129160582397, 0.49803746353991374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.462544,"{'circle_3d': {'center': [-1.1806809219194747e-07, -2.21239915276783e-09, 1.982950010415152e-06], 'normal': [0.2703887665628313, -0.5504773026453129, -0.7898510329099856], 'radius': 9.508786731176132e-08}, 'confidence': 1.0, 'timestamp': 32984.258604, 'diameter_3d': 1.9017573462352264e-07, 'ellipse': {'center': [122.74748882320102, 119.92807033215139], 'axes': [47.85366752010847, 59.57934911611265], 'angle': -68.14767806107965}, 'location': [122.74748882320102, 119.92807033215139], 'diameter': 59.57934911611265, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9528463499017259, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604740676289, 'phi': -1.240971805360011, 'norm_pos': [0.3835859025725032, 0.5002997069493692], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.462742,"{'circle_3d': {'center': [-1.1728763382734542e-07, -3.944767179575592e-09, 1.9844245358058288e-06], 'normal': [0.2703887666278695, -0.5504773027896769, -0.7898510327871086], 'radius': 9.504476248690455e-08}, 'confidence': 0.9999999999999999, 'timestamp': 32984.271069, 'diameter_3d': 1.900895249738091e-07, 'ellipse': {'center': [123.01980003297982, 119.38538514946256], 'axes': [47.761041508641306, 59.50775196418999], 'angle': -68.13227607444108}, 'location': [123.01980003297982, 119.38538514946256], 'diameter': 59.50775196418999, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9526130242846653, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.987860473894707, 'phi': -1.2409718052386363, 'norm_pos': [0.3844368751030619, 0.5025608952105727], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084274.4629061,"{'circle_3d': {'center': [-1.1569243651976535e-07, -1.9296928499556998e-09, 1.983566237484524e-06], 'normal': [0.2703887667608026, -0.5504773026217541, -0.7898510328586335], 'radius': 9.489437079073049e-08}, 'confidence': 0.9999999999998979, 'timestamp': 32984.283535, 'diameter_3d': 1.8978874158146098e-07, 'ellipse': {'center': [123.50374031017483, 120.01382063707707], 'axes': [47.72961878213758, 59.43554336769329], 'angle': -68.05126047288175}, 'location': [123.50374031017483, 120.01382063707707], 'diameter': 59.43554336769329, 'sphere': {'center': [-3.2446653168220676, 6.605727629531356, 9.478214377869838], 'radius': 12.0}, 'projected_sphere': {'center': [-52.243827395028376, 552.1015506751902], 'axes': [1569.9159574552875, 1569.9159574552875], 'angle': 90.0}, 'model_confidence': 0.9526130242846653, 'model_id': 1, 'model_birth_timestamp': 32983.261356, 'theta': 0.9878604740958482, 'phi': -1.2409718051157368, 'norm_pos': [0.3859491884692964, 0.49994241401217887], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
