eye_packets,770
norm_X,norm_Y,phi,theta,confidence,timestamp
1596174916.7051892,"{'circle_3d': {'center': [2.1498080898221206, -0.08765862554944004, 20.843449842868445], 'normal': [0.4314403836579285, -0.5524341307708347, -0.7132150632933743], 'radius': 2.2090321307967917}, 'confidence': 0.16903709178724588, 'timestamp': 50305.203002, 'diameter_3d': 4.4180642615935835, 'ellipse': {'center': [222.1473259759463, 120.1371345448844], 'axes': [87.82045766521038, 132.14410784222747], 'angle': -48.22730939133476}, 'location': [222.1473259759463, 120.1371345448844], 'diameter': 132.14410784222747, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9855147303763789, 'phi': -1.0267646413522402, 'norm_pos': [0.6942103936748322, 0.4994286060629817], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.7134469,"{'circle_3d': {'center': [2.159639318600302, -0.07923549502830163, 20.842882498098795], 'normal': [0.43225965272277694, -0.5517322032274066, -0.7132623420241785], 'radius': 2.2173374296342203}, 'confidence': 0.12272806425085744, 'timestamp': 50305.211402, 'diameter_3d': 4.434674859268441, 'ellipse': {'center': [222.42510505510296, 120.40661648736682], 'axes': [88.15134282165229, 132.65203642993538], 'angle': -48.11500041627531}, 'location': [222.42510505510296, 120.40661648736682], 'diameter': 132.65203642993538, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9863565831124229, 'phi': -1.02595348780565, 'norm_pos': [0.6950784532971968, 0.49830576463597154], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.721844,"{'circle_3d': {'center': [2.1595506849547546, -0.07908560410694676, 20.842712841119564], 'normal': [0.432252266585648, -0.5517197123172937, -0.713276480105781], 'radius': 2.2212632742010854}, 'confidence': 0.19658133103485892, 'timestamp': 50305.219802, 'diameter_3d': 4.442526548402171, 'ellipse': {'center': [222.4164559093781, 120.42096800464773], 'axes': [88.3125531780663, 132.88931904274273], 'angle': -48.11441669043725}, 'location': [222.4164559093781, 120.42096800464773], 'diameter': 132.88931904274273, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9863715597656738, 'phi': -1.0259698472087306, 'norm_pos': [0.6950514247168066, 0.49824596664730114], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.731034,"{'circle_3d': {'center': [2.0396099193448025, -0.17868445560827428, 20.848489157224293], 'normal': [0.42225720278481865, -0.560019616609071, -0.712795120430387], 'radius': 2.2159034797340724}, 'confidence': 0.16854219611488436, 'timestamp': 50305.228202, 'diameter_3d': 4.431806959468145, 'ellipse': {'center': [218.87376008386957, 117.46798450247957], 'axes': [88.14791079993083, 132.4754429960718], 'angle': -49.46434531340284}, 'location': [218.87376008386957, 117.46798450247957], 'diameter': 132.4754429960718, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9763868491340921, 'phi': -1.035986530763521, 'norm_pos': [0.6839805002620925, 0.5105500645730018], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.738653,"{'circle_3d': {'center': [1.842420570206028, -0.27074378796575793, 20.80687249578953], 'normal': [0.4058247570232541, -0.5676912276388613, -0.7162631755499506], 'radius': 2.2205639978818152}, 'confidence': 0.1729978808560243, 'timestamp': 50305.236602, 'diameter_3d': 4.4411279957636305, 'ellipse': {'center': [213.14226078242092, 114.77480906267212], 'axes': [89.38470746176031, 132.95153184009797], 'angle': -51.26256644118177}, 'location': [213.14226078242092, 114.77480906267212], 'diameter': 132.95153184009797, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9670976819146754, 'phi': -1.0553083077730236, 'norm_pos': [0.6660695649450654, 0.5217716289055329], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.746899,"{'circle_3d': {'center': [1.8550253361542453, -0.26502736886664024, 20.80949504194946], 'normal': [0.40687515418560555, -0.5672148593806015, -0.716044630036623], 'radius': 2.218168893782281}, 'confidence': 0.1448415233768206, 'timestamp': 50305.245002, 'diameter_3d': 4.436337787564562, 'ellipse': {'center': [213.51268791581504, 114.93690007666572], 'axes': [89.22161775104912, 132.79481335505693], 'angle': -51.14728010123602}, 'location': [213.51268791581504, 114.93690007666572], 'diameter': 132.79481335505693, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9676762159719766, 'phi': -1.0540678121867366, 'norm_pos': [0.667227149736922, 0.5210962496805596], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.7574432,"{'circle_3d': {'center': [1.850610655543317, -0.26749399000638086, 20.80894194601025], 'normal': [0.4065072641346949, -0.5674204111422465, -0.7160907213648905], 'radius': 2.224041497299691}, 'confidence': 0.14444568991032294, 'timestamp': 50305.253402, 'diameter_3d': 4.448082994599382, 'ellipse': {'center': [213.37413883208077, 114.87928108064442], 'axes': [89.47634693935915, 133.15034186581607], 'angle': -51.19032447041617}, 'location': [213.37413883208077, 114.87928108064442], 'diameter': 133.15034186581607, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9674266082030192, 'phi': -1.0544839131036916, 'norm_pos': [0.6667941838502525, 0.5213363288306483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.773223,"{'circle_3d': {'center': [1.4671894830362282, -0.36842178462421504, 20.681350900196136], 'normal': [0.3745554997591042, -0.5758310606937328, -0.7267233085160668], 'radius': 2.2111401696735604}, 'confidence': 0.14313598301871702, 'timestamp': 50305.261802, 'diameter_3d': 4.422280339347121, 'ellipse': {'center': [202.28341690305675, 111.8771034505679], 'axes': [91.85490857179762, 133.08252210807072], 'angle': -54.36568587948208}, 'location': [202.28341690305675, 111.8771034505679], 'diameter': 133.08252210807072, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9571760396176908, 'phi': -1.094902248504042, 'norm_pos': [0.6321356778220524, 0.5338454022893004], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.776232,"{'circle_3d': {'center': [1.4018160525643868, -0.36406888405975035, 20.64453197814845], 'normal': [0.3691077138864507, -0.5754683189800273, -0.7297915520200405], 'radius': 2.22112629919569}, 'confidence': 0.0973748772579175, 'timestamp': 50305.270202, 'diameter_3d': 4.44225259839138, 'ellipse': {'center': [200.38485510460114, 112.03717652524281], 'axes': [93.07215231460756, 133.91100887197098], 'angle': -54.80488475950205}, 'location': [200.38485510460114, 112.03717652524281], 'diameter': 133.91100887197098, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9576196537908939, 'phi': -1.10254224408818, 'norm_pos': [0.6262026722018785, 0.5331784311448216], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.7828941,"{'circle_3d': {'center': [2.0697522180638304, -0.17025496175633226, 20.859787293997847], 'normal': [0.42476906101140427, -0.5593171587880758, -0.7118536090325907], 'radius': 2.2199770164671264}, 'confidence': 0.07994438758834113, 'timestamp': 50305.278602, 'diameter_3d': 4.439954032934253, 'ellipse': {'center': [219.72809023591088, 117.72279065975675], 'axes': [88.0540969739816, 132.65848670539856], 'angle': -49.22922652644201}, 'location': [219.72809023591088, 117.72279065975675], 'diameter': 132.65848670539856, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9772344945455553, 'phi': -1.0328006015864504, 'norm_pos': [0.6866502819872216, 0.5094883722510135], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.789172,"{'circle_3d': {'center': [2.012720516127513, -0.1879205948178191, 20.839868100483912], 'normal': [0.42001641918337795, -0.5607892948765331, -0.7135135418254188], 'radius': 2.213600819463215}, 'confidence': 0.1942563863507084, 'timestamp': 50305.287002, 'diameter_3d': 4.42720163892643, 'ellipse': {'center': [218.10522753234443, 117.19268431891194], 'axes': [88.25619164583514, 132.3825748644777], 'angle': -49.685997937145636}, 'location': [218.10522753234443, 117.19268431891194], 'diameter': 132.3825748644777, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9754575318182501, 'phi': -1.038757272337385, 'norm_pos': [0.6815788360385764, 0.5116971486712003], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.79718,"{'circle_3d': {'center': [2.0108673066269835, -0.18914203358544146, 20.839737475549214], 'normal': [0.4198619850583338, -0.5608910814405016, -0.7135244272366436], 'radius': 2.213554390563869}, 'confidence': 0.10569846008675882, 'timestamp': 50305.295402, 'diameter_3d': 4.427108781127738, 'ellipse': {'center': [218.05094851083427, 117.15657982305399], 'axes': [88.25919354144911, 132.37987063257685], 'angle': -49.70497447174733}, 'location': [218.05094851083427, 117.15657982305399], 'diameter': 132.37987063257685, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9753345899127086, 'phi': -1.0389246973946629, 'norm_pos': [0.6814092140963571, 0.5118475840706084], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.805422,"{'circle_3d': {'center': [2.094375809804774, -0.1903665849583458, 20.890396496077603], 'normal': [0.4268210269898163, -0.5609931273882436, -0.7093028421926112], 'radius': 2.226388408014162}, 'confidence': 0.09712529991228495, 'timestamp': 50305.303802, 'diameter_3d': 4.452776816028324, 'ellipse': {'center': [220.36711432914888, 117.13613999257889], 'axes': [87.6871241664852, 132.85165054737496], 'angle': -49.20793621267828}, 'location': [220.36711432914888, 117.13613999257889], 'diameter': 132.85165054737496, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9752113244328354, 'phi': -1.029093082145071, 'norm_pos': [0.6886472322785903, 0.5119327500309213], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.814531,"{'circle_3d': {'center': [2.086588136131671, -0.19159424811353798, 20.886685713338508], 'normal': [0.42617205418372434, -0.5610954326511762, -0.7096120740875356], 'radius': 2.218094589322489}, 'confidence': 0.10891402195574472, 'timestamp': 50305.312202, 'diameter_3d': 4.436189178644978, 'ellipse': {'center': [220.1605191682479, 117.08038137891943], 'axes': [87.43833985518904, 132.37505414934648], 'angle': -49.26241694748782}, 'location': [220.1605191682479, 117.08038137891943], 'diameter': 132.37505414934648, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9750877353785244, 'phi': -1.0299574716205764, 'norm_pos': [0.6880016224007747, 0.5121650775878357], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.821322,"{'circle_3d': {'center': [2.0858388606799165, -0.19282502222455644, 20.887209040671678], 'normal': [0.4261096145627448, -0.5611979971604278, -0.7095684634764382], 'radius': 2.2128592422199866}, 'confidence': 0.08332130607025295, 'timestamp': 50305.320602, 'diameter_3d': 4.425718484439973, 'ellipse': {'center': [220.14559330143805, 117.03086109360075], 'axes': [87.22058543254374, 132.05708383951566], 'angle': -49.27477171070548}, 'location': [220.14559330143805, 117.03086109360075], 'diameter': 132.05708383951566, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9749638227497756, 'phi': -1.02999501613397, 'norm_pos': [0.6879549790669939, 0.5123714121099969], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.829531,"{'circle_3d': {'center': [2.444917465450845, 0.10686747072133063, 20.878665496080355], 'normal': [0.4560328316269888, -0.5362236227482705, -0.710280425525715], 'radius': 2.2108490060437074}, 'confidence': 0.06616652481210483, 'timestamp': 50305.329002, 'diameter_3d': 4.421698012087415, 'ellipse': {'center': [230.74401128204084, 125.85376328854888], 'axes': [86.76859438224442, 132.16571490406622], 'angle': -45.28641402125258}, 'location': [230.74401128204084, 125.85376328854888], 'diameter': 132.16571490406622, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 1.004839586546589, 'phi': -1.0000328830484086, 'norm_pos': [0.7210750352563776, 0.47560931963104636], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.8414001,"{'circle_3d': {'center': [2.4191393365282217, 0.08450303476203747, 20.879067028745567], 'normal': [0.4538846542167702, -0.5380873257448783, -0.7102469644702807], 'radius': 2.212161764815387}, 'confidence': 0.13799573261888626, 'timestamp': 50305.337402, 'diameter_3d': 4.424323529630774, 'ellipse': {'center': [229.98152315729615, 125.19811898428262], 'axes': [86.85618151996314, 132.22818312165873], 'angle': -45.575379440246515}, 'location': [229.98152315729615, 125.19811898428262], 'diameter': 132.22818312165873, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 1.0026300538351327, 'phi': -1.0021560452977243, 'norm_pos': [0.7186922598665505, 0.47834117089882244], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.850465,"{'circle_3d': {'center': [2.4231579925107765, 0.08727008941906167, 20.87954023104248], 'normal': [0.4542195422153165, -0.537856737856793, -0.7102075309455381], 'radius': 2.216508036072138}, 'confidence': 0.13199353807172698, 'timestamp': 50305.345802, 'diameter_3d': 4.433016072144276, 'ellipse': {'center': [230.091135902543, 125.28990441611415], 'axes': [87.01309780323669, 132.48841380161147], 'angle': -45.53495800750991}, 'location': [230.091135902543, 125.28990441611415], 'diameter': 132.48841380161147, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 1.0029035984332788, 'phi': -1.0017961290639705, 'norm_pos': [0.7190347996954468, 0.4779587315995244], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.857162,"{'circle_3d': {'center': [2.4271956805949904, 0.09005370267311541, 20.88001589941343], 'normal': [0.4545560162223343, -0.5376247700856218, -0.7101678919146256], 'radius': 2.218470372695446}, 'confidence': 0.16055546481953598, 'timestamp': 50305.354202, 'diameter_3d': 4.436940745390892, 'ellipse': {'center': [230.20531243616665, 125.37634236110434], 'axes': [87.07525356265333, 132.60533787940176], 'angle': -45.494430713886196}, 'location': [230.20531243616665, 125.37634236110434], 'diameter': 132.60533787940176, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 1.0031787318156282, 'phi': -1.0014346228726956, 'norm_pos': [0.7193916013630208, 0.4775985734953986], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.865599,"{'circle_3d': {'center': [2.480591260028228, -0.00802195206261569, 20.989879612363172], 'normal': [0.4590056478417708, -0.5457977413135994, -0.701012582502147], 'radius': 2.215676567331461}, 'confidence': 0.1365676797476699, 'timestamp': 50305.362602, 'diameter_3d': 4.431353134662922, 'ellipse': {'center': [231.45380080037842, 122.42003487183658], 'axes': [84.81026345851448, 131.7339961837113], 'angle': -45.85899825564617}, 'location': [231.45380080037842, 122.42003487183658], 'diameter': 131.7339961837113, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.993455453982417, 'phi': -0.9910715267235886, 'norm_pos': [0.7232931275011826, 0.48991652136734765], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.87448,"{'circle_3d': {'center': [2.030450557185717, 0.2042889904333407, 20.555761067861994], 'normal': [0.4214939226048949, -0.5281051627722697, -0.7371891278772452], 'radius': 2.22091180989825}, 'confidence': 0.038639988570921865, 'timestamp': 50305.371002, 'diameter_3d': 4.4418236197965, 'ellipse': {'center': [219.30942167283416, 129.0274946790757], 'axes': [94.09778583382416, 134.75249189024862], 'angle': -46.975864384457196}, 'location': [219.30942167283416, 129.0274946790757], 'diameter': 134.75249189024862, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 1.0144286892669214, 'phi': -1.051401764949926, 'norm_pos': [0.6853419427276067, 0.46238543883718464], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.882729,"{'circle_3d': {'center': [2.155651036175528, 0.1916296941767346, 20.637688703381343], 'normal': [0.4319272958540458, -0.5291601041269869, -0.7303618249172995], 'radius': 2.2214089673205124}, 'confidence': 0.09471048115962766, 'timestamp': 50305.379402, 'diameter_3d': 4.442817934641025, 'ellipse': {'center': [222.83391723190587, 128.57954815736665], 'axes': [92.3068939086783, 134.28414313708802], 'angle': -46.320560794763836}, 'location': [222.83391723190587, 128.57954815736665], 'diameter': 134.28414313708802, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 1.0131859012464486, 'phi': -1.0367331667832536, 'norm_pos': [0.6963559913497058, 0.46425188267763895], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.890055,"{'circle_3d': {'center': [2.1004107421110785, -0.20636794338821485, 20.906716424494455], 'normal': [0.42732393801534174, -0.562326573924066, -0.7079428481578736], 'radius': 2.214473842681286}, 'confidence': 0.1150915407662906, 'timestamp': 50305.387802, 'diameter_3d': 4.428947685362572, 'ellipse': {'center': [220.52318855776255, 116.63034820798607], 'axes': [86.89176103062066, 132.0319824924154], 'angle': -49.27237752733612}, 'location': [220.52318855776255, 116.63034820798607], 'diameter': 132.0319824924154, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9735996516518518, 'phi': -1.0277239960721285, 'norm_pos': [0.689134964243008, 0.5140402158000581], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.897413,"{'circle_3d': {'center': [2.18913146189378, -0.17462475780098163, 20.935627282700015], 'normal': [0.4347173313305668, -0.5596813084584632, -0.7055336099740769], 'radius': 2.224014714678811}, 'confidence': 0.09486535186524389, 'timestamp': 50305.396202, 'diameter_3d': 4.448029429357622, 'ellipse': {'center': [223.0415728023735, 117.57765681159096], 'axes': [86.5970763187421, 132.452022437563], 'angle': -48.551165811718064}, 'location': [223.0415728023735, 117.57765681159096], 'diameter': 132.452022437563, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9767951411244584, 'phi': -1.0185835096619746, 'norm_pos': [0.6970049150074172, 0.510093096618371], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.9066849,"{'circle_3d': {'center': [2.182571123365343, -0.17575290513271202, 20.93248323443164], 'normal': [0.43417063645319703, -0.5597753207361075, -0.7057956139964414], 'radius': 2.211744746082134}, 'confidence': 0.12714795059686276, 'timestamp': 50305.404602, 'diameter_3d': 4.423489492164268, 'ellipse': {'center': [222.87684890914915, 117.5151663390661], 'axes': [86.18266931827739, 131.73483958735113], 'angle': -48.5968065631375}, 'location': [222.87684890914915, 117.5151663390661], 'diameter': 131.73483958735113, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9766816923734759, 'phi': -1.0193110563070478, 'norm_pos': [0.6964901528410911, 0.5103534735872246], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.913358,"{'circle_3d': {'center': [2.1830168472774316, -0.17688419364290997, 20.93365482915879], 'normal': [0.4342077801125377, -0.5598695947786239, -0.7056979811025121], 'radius': 2.227635254787216}, 'confidence': 0.08034112103726372, 'timestamp': 50305.413002, 'diameter_3d': 4.455270509574432, 'ellipse': {'center': [222.8612482648624, 117.5209917234944], 'axes': [86.78581741349502, 132.6792027093059], 'angle': -48.60082210444438}, 'location': [222.8612482648624, 117.5209917234944], 'diameter': 132.6792027093059, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9765679190077808, 'phi': -1.019211135994767, 'norm_pos': [0.696441400827695, 0.5103292011521067], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.925768,"{'circle_3d': {'center': [2.183463843727238, -0.1780186225726057, 20.93483003599961], 'normal': [0.4342450298166883, -0.5599641305227653, -0.7056000471991105], 'radius': 2.224324785314079}, 'confidence': 0.10346403772349756, 'timestamp': 50305.421402, 'diameter_3d': 4.448649570628158, 'ellipse': {'center': [222.87668504358848, 117.47902466330748], 'axes': [86.63228645939856, 132.47334346361606], 'angle': -48.60546229854852}, 'location': [222.87668504358848, 117.47902466330748], 'diameter': 132.47334346361606, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9764538210273733, 'phi': -1.0191109008960317, 'norm_pos': [0.696489640761214, 0.5105040639028855], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596174916.933447,"{'circle_3d': {'center': [2.1839121104430435, -0.17915619116045978, 20.936008855919553], 'normal': [0.43428238537633873, -0.5600589279050864, -0.705501812205782], 'radius': 2.2269767396595577}, 'confidence': 0.12344977359343476, 'timestamp': 50305.429802, 'diameter_3d': 4.453953479319115, 'ellipse': {'center': [222.88250048980404, 117.45181172705013], 'axes': [86.71355793610252, 132.62461335272198], 'angle': -48.609921980645055}, 'location': [222.88250048980404, 117.45181172705013], 'diameter': 132.62461335272198, 'sphere': {'center': [-3.0274765140730215, 6.541550943700577, 29.402030602388937], 'radius': 12.0}, 'projected_sphere': {'center': [96.15966651729276, 257.9415469612097], 'axes': [506.08749447362965, 506.08749447362965], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50299.096202, 'theta': 0.9763393984322533, 'phi': -1.0190103510108424, 'norm_pos': [0.6965078140306377, 0.5106174511372912], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
