eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175508.955311,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011948903510087659}, 'confidence': 0.0007900747469183599, 'timestamp': 50897.44665, 'diameter_3d': 0.00023897807020175317, 'ellipse': {'center': [-2090.2642307437313, 4066.529608842827], 'axes': [3150.816930635345, 9022.823772008316], 'angle': 29.69127409916965}, 'location': [-2090.2642307437313, 4066.529608842827], 'diameter': 9022.823772008316, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.53207572107416, -15.943873370178448], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175513.987937,"{'circle_3d': {'center': [1.409871027036047e-06, 8.374688410306419e-06, 7.540762909741261e-05], 'normal': [0.3437373914158164, -0.6084511940558586, -0.7152843841400774], 'radius': 2.5565851346985107e-06}, 'confidence': 0.999999999838165, 'timestamp': 50902.478211, 'diameter_3d': 5.113170269397021e-06, 'ellipse': {'center': [171.42312206414076, 189.2055276757725], 'axes': [32.56010169412835, 42.1809676179615], 'angle': -55.079201456713}, 'location': [171.42312206414076, 189.2055276757725], 'diameter': 42.1809676179615, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888412568834, 'phi': -1.122820942267437, 'norm_pos': [0.5356972564504399, 0.21164363468428127], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175513.995829,"{'circle_3d': {'center': [1.3443453612538292e-06, 8.387740694892898e-06, 7.536503722782584e-05], 'normal': [0.3437373859553442, -0.6084511929681682, -0.7152843876894], 'radius': 2.5397836995356095e-06}, 'confidence': 0.9999999998386091, 'timestamp': 50902.486611, 'diameter_3d': 5.079567399071219e-06, 'ellipse': {'center': [170.8923467117055, 189.34771368319085], 'axes': [32.384049435198925, 41.925263704340864], 'angle': -55.11415365091142}, 'location': [170.8923467117055, 189.34771368319085], 'diameter': 41.925263704340864, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888426274761, 'phi': -1.1228209504064175, 'norm_pos': [0.5340385834740797, 0.21105119298670483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.002939,"{'circle_3d': {'center': [1.2363783454816257e-06, 8.394363542940653e-06, 7.530751887685483e-05], 'normal': [0.3437373769580929, -0.6084511924162642, -0.7152843924825958], 'radius': 2.5486468227624316e-06}, 'confidence': 0.9999999998392219, 'timestamp': 50902.495011, 'diameter_3d': 5.097293645524863e-06, 'ellipse': {'center': [170.00999217303553, 189.45794578664083], 'axes': [32.54980454397402, 42.10001458234294], 'angle': -55.18375061059921}, 'location': [170.00999217303553, 189.45794578664083], 'diameter': 42.10001458234294, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888433229272, 'phi': -1.1228209632412205, 'norm_pos': [0.531281225540736, 0.21059189255566324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.01673,"{'circle_3d': {'center': [1.2050457991463759e-06, 8.403511431609445e-06, 7.528468011308576e-05], 'normal': [0.34373737434704743, -0.6084511916539401, -0.7152843943858261], 'radius': 2.5111699892556236e-06}, 'confidence': 0.9999999998394573, 'timestamp': 50902.503411, 'diameter_3d': 5.022339978511247e-06, 'ellipse': {'center': [169.7597418991927, 189.5443433668309], 'axes': [32.090793101112865, 41.49233282393178], 'angle': -55.19862362557529}, 'location': [169.7597418991927, 189.5443433668309], 'diameter': 41.49233282393178, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888442835276, 'phi': -1.1228209672455123, 'norm_pos': [0.5304991934349772, 0.21023190263820457], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.018904,"{'circle_3d': {'center': [1.1980472045536317e-06, 8.422385107564878e-06, 7.526526211698581e-05], 'normal': [0.3437373737638312, -0.6084511900811338, -0.7152843960039924], 'radius': 2.5203335205789753e-06}, 'confidence': 0.9999999998396372, 'timestamp': 50902.511811, 'diameter_3d': 5.0406670411579505e-06, 'ellipse': {'center': [169.70333350706295, 189.7204141578222], 'axes': [32.224419688555045, 41.65487846828475], 'angle': -55.188610461048484}, 'location': [169.70333350706295, 189.7204141578222], 'diameter': 41.65487846828475, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888462654121, 'phi': -1.1228209687910975, 'norm_pos': [0.5303229172095717, 0.20949827434240753], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.027731,"{'circle_3d': {'center': [1.1601794582816183e-06, 8.431997727598173e-06, 7.523888747584806e-05], 'normal': [0.34373737060818566, -0.6084511892800821, -0.7152843982018792], 'radius': 2.516637978486156e-06}, 'confidence': 0.9999999998399081, 'timestamp': 50902.520211, 'diameter_3d': 5.033275956972312e-06, 'ellipse': {'center': [169.39494794712493, 189.82324278181764], 'axes': [32.200536628961785, 41.60726540900091], 'angle': -55.20755888211642}, 'location': [169.39494794712493, 189.82324278181764], 'diameter': 41.60726540900091, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888472748129, 'phi': -1.1228209735747452, 'norm_pos': [0.5293592123347655, 0.2090698217424265], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.035158,"{'circle_3d': {'center': [1.1409382603133622e-06, 8.432850081341314e-06, 7.522891586830838e-05], 'normal': [0.3437373690047525, -0.6084511892090526, -0.7152843990328465], 'radius': 2.488152177392654e-06}, 'confidence': 0.9999999998400146, 'timestamp': 50902.528611, 'diameter_3d': 4.976304354785308e-06, 'ellipse': {'center': [169.24123715598776, 189.8319158947028], 'axes': [31.844627908467807, 41.140849109678676], 'angle': -55.2205452782178}, 'location': [169.24123715598776, 189.8319158947028], 'diameter': 41.140849109678676, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888473643168, 'phi': -1.122820975849395, 'norm_pos': [0.5288788661124617, 0.20903368377207165], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.04368,"{'circle_3d': {'center': [1.152807507232012e-06, 8.430718877683319e-06, 7.523643265194835e-05], 'normal': [0.3437373699938564, -0.608451189386653, -0.7152843984064479], 'radius': 2.4811988148423436e-06}, 'confidence': 0.9999999998399369, 'timestamp': 50902.537011, 'diameter_3d': 4.962397629684687e-06, 'ellipse': {'center': [169.3390957740504, 189.80547389063082], 'axes': [31.748913270031284, 41.022075434844915], 'angle': -55.21393553652476}, 'location': [169.3390957740504, 189.80547389063082], 'diameter': 41.022075434844915, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888471405236, 'phi': -1.1228209743841266, 'norm_pos': [0.5291846742939075, 0.2091438587890383], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.054959,"{'circle_3d': {'center': [1.1344424191150893e-06, 8.428657252146365e-06, 7.522936082260401e-05], 'normal': [0.3437373684634324, -0.6084511895584551, -0.7152843989957669], 'radius': 2.489352624117124e-06}, 'confidence': 0.9999999998400169, 'timestamp': 50902.545411, 'diameter_3d': 4.978705248234248e-06, 'ellipse': {'center': [169.1874632842525, 189.79724820839184], 'axes': [31.859904291601637, 41.160112343733715], 'angle': -55.228402272330065}, 'location': [169.1874632842525, 189.79724820839184], 'diameter': 41.160112343733715, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888469240366, 'phi': -1.1228209764439645, 'norm_pos': [0.5287108227632891, 0.20917813246503403], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.063628,"{'circle_3d': {'center': [1.1237685235698791e-06, 8.424453748823169e-06, 7.522780705038201e-05], 'normal': [0.3437373675739411, -0.608451189908747, -0.715284399125248], 'radius': 2.4803438253147768e-06}, 'confidence': 0.9999999998400391, 'timestamp': 50902.553811, 'diameter_3d': 4.9606876506295535e-06, 'ellipse': {'center': [169.10080383328403, 189.7616296852258], 'axes': [31.74618247265135, 41.01142406972869], 'angle': -55.23926200810228}, 'location': [169.10080383328403, 189.7616296852258], 'diameter': 41.01142406972869, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888464826356, 'phi': -1.12282097752488, 'norm_pos': [0.5284400119790126, 0.20932654297822573], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.071121,"{'circle_3d': {'center': [1.1137726234622392e-06, 8.426460823329762e-06, 7.522129611281514e-05], 'normal': [0.3437373667409494, -0.6084511897414908, -0.7152843996678262], 'radius': 2.4886935253019542e-06}, 'confidence': 0.9999999998401057, 'timestamp': 50902.562211, 'diameter_3d': 4.9773870506039085e-06, 'ellipse': {'center': [169.01805854255355, 189.78648135499355], 'axes': [31.858912510224062, 41.15282335388238], 'angle': -55.2446644829191}, 'location': [169.01805854255355, 189.78648135499355], 'diameter': 41.15282335388238, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888466933943, 'phi': -1.122820978767094, 'norm_pos': [0.5281814329454798, 0.20922299435419356], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.079156,"{'circle_3d': {'center': [1.1247712663475795e-06, 8.39984693801199e-06, 7.524922052226657e-05], 'normal': [0.343737367657503, -0.6084511919593146, -0.715284397340792], 'radius': 2.493403740417329e-06}, 'confidence': 0.9999999998398437, 'timestamp': 50902.570611, 'diameter_3d': 4.986807480834658e-06, 'ellipse': {'center': [169.10482613233648, 189.542309838972], 'axes': [31.895865487324738, 41.215070709419656], 'angle': -55.25782982638241}, 'location': [169.10482613233648, 189.542309838972], 'diameter': 41.215070709419656, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888438987268, 'phi': -1.1228209764560193, 'norm_pos': [0.5284525816635515, 0.21024037567095], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.086962,"{'circle_3d': {'center': [1.1113626650072206e-06, 8.404426627528494e-06, 7.523888120353206e-05], 'normal': [0.34373736654011955, -0.6084511915776738, -0.715284398202402], 'radius': 2.509256978369142e-06}, 'confidence': 0.999999999839948, 'timestamp': 50902.579011, 'diameter_3d': 5.018513956738284e-06, 'ellipse': {'center': [168.99342860228404, 189.5939349314679], 'axes': [32.107975921643224, 41.48261880139523], 'angle': -55.263571594614255}, 'location': [168.99342860228404, 189.5939349314679], 'diameter': 41.48261880139523, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888443796302, 'phi': -1.1228209781953602, 'norm_pos': [0.5281044643821377, 0.2100252711188837], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.095882,"{'circle_3d': {'center': [1.109877641347623e-06, 8.408627992118056e-06, 7.523459369984664e-05], 'normal': [0.3437373664163676, -0.6084511912275601, -0.7152843985596938], 'radius': 2.473419478902836e-06}, 'confidence': 0.9999999998399902, 'timestamp': 50902.58741, 'diameter_3d': 4.946838957805672e-06, 'ellipse': {'center': [168.98636061659926, 189.62297374818178], 'axes': [31.65247889705525, 40.89223840890299], 'angle': -55.261515954751886}, 'location': [168.98636061659926, 189.62297374818178], 'diameter': 40.89223840890299, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888448208067, 'phi': -1.1228209785309218, 'norm_pos': [0.5280823769268727, 0.20990427604924256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.103616,"{'circle_3d': {'center': [1.1203502552348255e-06, 8.437765993463131e-06, 7.521484040573512e-05], 'normal': [0.3437373672890854, -0.6084511887993933, -0.7152844002058018], 'radius': 2.5213045441070182e-06}, 'confidence': 0.999999999840159, 'timestamp': 50902.59581, 'diameter_3d': 5.0426090882140365e-06, 'ellipse': {'center': [169.0687910350747, 189.89452514422308], 'axes': [32.281938187305485, 41.69652227624864], 'angle': -55.230948624627594}, 'location': [169.0687910350747, 189.89452514422308], 'diameter': 41.69652227624864, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888478805262, 'phi': -1.122820978438172, 'norm_pos': [0.5283399719846085, 0.2087728118990705], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.111466,"{'circle_3d': {'center': [1.0904367853115104e-06, 8.411730115120974e-06, 7.522261239678585e-05], 'normal': [0.34373736479629624, -0.6084511909690499, -0.7152843995581357], 'radius': 2.509930702779581e-06}, 'confidence': 0.9999999998401101, 'timestamp': 50902.60421, 'diameter_3d': 5.019861405559162e-06, 'ellipse': {'center': [168.82268138982153, 189.66947895965038], 'axes': [32.130922889927106, 41.50220495152214], 'angle': -55.272563664920554}, 'location': [168.82268138982153, 189.66947895965038], 'diameter': 41.50220495152214, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.916688845146554, 'phi': -1.122820980915876, 'norm_pos': [0.5275708793431922, 0.2097105043347901], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.121048,"{'circle_3d': {'center': [1.0881641330229286e-06, 8.42879187867851e-06, 7.520700679286563e-05], 'normal': [0.34373736460690857, -0.6084511895472362, -0.7152844008586028], 'radius': 2.5091014023440695e-06}, 'confidence': 0.9999999998402567, 'timestamp': 50902.61261, 'diameter_3d': 5.018202804688139e-06, 'ellipse': {'center': [168.80584219320613, 189.82452208833016], 'axes': [32.13331555990152, 41.497509413091855], 'angle': -55.260749230131765}, 'location': [168.80584219320613, 189.82452208833016], 'diameter': 41.497509413091855, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888469381735, 'phi': -1.1228209818407682, 'norm_pos': [0.5275182568537692, 0.20906449129862437], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.130795,"{'circle_3d': {'center': [1.1027041679767535e-06, 8.453044430645207e-06, 7.519336391048626e-05], 'normal': [0.3437373658185781, -0.6084511875261902, -0.7152844019955097], 'radius': 2.5222009633927814e-06}, 'confidence': 0.9999999998403677, 'timestamp': 50902.62101, 'diameter_3d': 5.044401926785563e-06, 'ellipse': {'center': [168.92563750978513, 190.0408862222223], 'axes': [32.31203589772592, 41.72308440713308], 'angle': -55.23131226761162}, 'location': [168.92563750978513, 190.0408862222223], 'diameter': 41.72308440713308, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888494848824, 'phi': -1.1228209810851304, 'norm_pos': [0.5278926172180786, 0.2081629740740738], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.139456,"{'circle_3d': {'center': [1.1036260412211618e-06, 8.486028355569886e-06, 7.516574940247267e-05], 'normal': [0.3437373658954009, -0.6084511847775298, -0.7152844042967186], 'radius': 2.496512094159564e-06}, 'confidence': 0.9999999998406164, 'timestamp': 50902.62941, 'diameter_3d': 4.993024188319128e-06, 'ellipse': {'center': [168.93984611302693, 190.33202847982338], 'axes': [32.00532969676444, 41.31406856218036], 'angle': -55.204736578593376}, 'location': [168.93984611302693, 190.33202847982338], 'diameter': 41.31406856218036, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888529484541, 'phi': -1.1228209822538766, 'norm_pos': [0.5279370191032091, 0.20694988133406922], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.1480918,"{'circle_3d': {'center': [1.1163346300691046e-06, 8.505450001194959e-06, 7.515533577517886e-05], 'normal': [0.34373736695444995, -0.6084511831590593, -0.715284405164521], 'radius': 2.475565817432526e-06}, 'confidence': 0.9999999998407008, 'timestamp': 50902.63781, 'diameter_3d': 4.951131634865052e-06, 'ellipse': {'center': [169.048690645187, 190.4965192277551], 'axes': [31.7445268602918, 40.973943492012175], 'angle': -55.18051541107974}, 'location': [169.048690645187, 190.4965192277551], 'diameter': 40.973943492012175, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888549878797, 'phi': -1.1228209815247014, 'norm_pos': [0.5282771582662094, 0.20626450321768708], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.1553988,"{'circle_3d': {'center': [1.1188904407433142e-06, 8.512646348712849e-06, 7.515044247874414e-05], 'normal': [0.3437373671674342, -0.6084511825593637, -0.7152844055722957], 'radius': 2.4381759542103763e-06}, 'confidence': 0.999999999840743, 'timestamp': 50902.64621, 'diameter_3d': 4.876351908420753e-06, 'ellipse': {'center': [169.0751840471743, 190.55063144396132], 'axes': [31.26842229819001, 40.35769086592569], 'angle': -55.17321683241531}, 'location': [169.0751840471743, 190.55063144396132], 'diameter': 40.35769086592569, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.916688855743553, 'phi': -1.1228209815053665, 'norm_pos': [0.5283599501474197, 0.20603903565016113], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.163591,"{'circle_3d': {'center': [1.1297390303255384e-06, 8.513948613675382e-06, 7.515454811901634e-05], 'normal': [0.34373736807148336, -0.6084511824508416, -0.7152844052301589], 'radius': 2.4649137900884672e-06}, 'confidence': 0.9999999998406963, 'timestamp': 50902.65461, 'diameter_3d': 4.9298275801769345e-06, 'ellipse': {'center': [169.16080368472345, 190.5645730949696], 'axes': [31.607893080494247, 40.798696291163864], 'angle': -55.16440160005516}, 'location': [169.16080368472345, 190.5645730949696], 'diameter': 40.798696291163864, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.916688855880301, 'phi': -1.1228209802918494, 'norm_pos': [0.5286275115147607, 0.20598094543762668], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.1710331,"{'circle_3d': {'center': [1.138273086453978e-06, 8.513109207797243e-06, 7.515936328239547e-05], 'normal': [0.34373736878265465, -0.6084511825207921, -0.7152844048288953], 'radius': 2.488861964046827e-06}, 'confidence': 0.9999999998406475, 'timestamp': 50902.66301, 'diameter_3d': 4.977723928093654e-06, 'ellipse': {'center': [169.22755389963382, 190.5594947785166], 'axes': [31.910997651544562, 41.19293826818216], 'angle': -55.15893357142052}, 'location': [169.22755389963382, 190.5594947785166], 'diameter': 41.19293826818216, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888557921568, 'phi': -1.1228209792651231, 'norm_pos': [0.5288361059363557, 0.2060021050895141], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.179594,"{'circle_3d': {'center': [1.1544609357372337e-06, 8.528841564547918e-06, 7.515375991395956e-05], 'normal': [0.34373737013164213, -0.6084511812097624, -0.7152844052958427], 'radius': 2.488125058140319e-06}, 'confidence': 0.999999999840683, 'timestamp': 50902.67141, 'diameter_3d': 4.976250116280638e-06, 'ellipse': {'center': [169.36194356292407, 190.69444319584244], 'axes': [31.90548693780187, 41.184855628516324], 'angle': -55.13506915313048}, 'location': [169.36194356292407, 190.69444319584244], 'diameter': 41.184855628516324, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.916688857444178, 'phi': -1.1228209779878624, 'norm_pos': [0.5292560736341377, 0.2054398200173232], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.187537,"{'circle_3d': {'center': [1.164662370101155e-06, 8.520245047272113e-06, 7.516597488077537e-05], 'normal': [0.34373737098176166, -0.6084511819261388, -0.7152844042779288], 'radius': 2.5101994924003577e-06}, 'confidence': 0.9999999998405631, 'timestamp': 50902.67981, 'diameter_3d': 5.0203989848007154e-06, 'ellipse': {'center': [169.44174998545031, 190.61789506437825], 'axes': [32.178297328179184, 41.54380656999794], 'angle': -55.13462029791897}, 'location': [169.44174998545031, 190.61789506437825], 'diameter': 41.54380656999794, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888565414761, 'phi': -1.1228209764667576, 'norm_pos': [0.5295054687045322, 0.20575877056509062], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175514.195053,"{'circle_3d': {'center': [1.1776172703648058e-06, 8.49684877035628e-06, 7.519210235606977e-05], 'normal': [0.34373737206133664, -0.6084511838758285, -0.7152844021006393], 'radius': 2.499440907227814e-06}, 'confidence': 0.9999999998403188, 'timestamp': 50902.68821, 'diameter_3d': 4.998881814455628e-06, 'ellipse': {'center': [169.54681260616815, 190.39730398312489], 'axes': [32.01813131029809, 41.35105139305394], 'angle': -55.144178154543894}, 'location': [169.54681260616815, 190.39730398312489], 'diameter': 41.35105139305394, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888540846829, 'phi': -1.122820974052261, 'norm_pos': [0.5298337893942755, 0.20667790007031295], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
