quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
-0.27704,-0.02856,-0.86371,0.42010,0.22083,1580879564.302322
-0.28003,-0.02740,-0.86377,0.41797,0.22083,1580879564.3401668
-0.28284,-0.02637,-0.86389,0.41595,0.22089,1580879564.36092
-0.28601,-0.02521,-0.86401,0.41357,0.22089,1580879564.386401
-0.28925,-0.02411,-0.86414,0.41119,0.22089,1580879564.424742
-0.29236,-0.02295,-0.86420,0.40887,0.22089,1580879564.455295
-0.29547,-0.02185,-0.86426,0.40649,0.22089,1580879564.528498
-0.29834,-0.02075,-0.86432,0.40436,0.22089,1580879564.545389
-0.30157,-0.01947,-0.86438,0.40192,0.22089,1580879564.5486221
-0.30444,-0.01831,-0.86444,0.39972,0.22089,1580879564.559581
-0.30762,-0.01697,-0.86444,0.39722,0.22089,1580879564.587729
-0.31024,-0.01587,-0.86450,0.39514,0.22089,1580879564.601239
-0.31335,-0.01453,-0.86456,0.39258,0.22089,1580879564.628302
-0.31635,-0.01331,-0.86462,0.39001,0.22089,1580879564.675592
-0.31873,-0.01221,-0.86475,0.38788,0.22089,1580879564.703476
-0.32129,-0.01099,-0.86493,0.38538,0.22089,1580879564.7287428
-0.32355,-0.00995,-0.86511,0.38312,0.22089,1580879564.749662
-0.32593,-0.00879,-0.86542,0.38049,0.22089,1580879564.781183
-0.32806,-0.00769,-0.86566,0.37805,0.22089,1580879564.8092391
-0.32996,-0.00665,-0.86597,0.37579,0.22089,1580879564.847251
-0.33179,-0.00555,-0.86633,0.37329,0.22089,1580879564.88379
-0.33350,-0.00439,-0.86676,0.37079,0.22089,1580879564.900299
-0.33514,-0.00311,-0.86725,0.36816,0.22089,1580879564.923331
-0.33661,-0.00189,-0.86774,0.36560,0.22095,1580879564.958018
-0.33826,-0.00037,-0.86835,0.36267,0.22095,1580879564.966187
-0.33966,0.00098,-0.86890,0.36011,0.22095,1580879565.0070121
-0.34100,0.00250,-0.86945,0.35736,0.22095,1580879565.033328
-0.34229,0.00397,-0.87000,0.35486,0.22095,1580879565.0489988
-0.34363,0.00574,-0.87061,0.35199,0.22095,1580879565.1066089
-0.34485,0.00757,-0.87128,0.34918,0.22095,1580879565.123158
-0.34607,0.00946,-0.87189,0.34637,0.22095,1580879565.1563609
-0.34711,0.01129,-0.87250,0.34375,0.22095,1580879565.171438
-0.34827,0.01349,-0.87317,0.34064,0.22095,1580879565.2230039
-0.34937,0.01563,-0.87384,0.33777,0.22095,1580879565.240507
-0.35046,0.01770,-0.87445,0.33496,0.22095,1580879565.2610729
-0.35162,0.01996,-0.87506,0.33209,0.22095,1580879565.297197
-0.35291,0.02240,-0.87561,0.32898,0.22095,1580879565.323217
-0.35413,0.02478,-0.87616,0.32605,0.22095,1580879565.347376
-0.35529,0.02698,-0.87659,0.32336,0.22095,1580879565.374933
-0.35663,0.02942,-0.87708,0.32043,0.22095,1580879565.40356
-0.35803,0.03210,-0.87750,0.31738,0.22095,1580879565.4207811
-0.35931,0.03455,-0.87787,0.31464,0.22095,1580879565.443608
-0.36072,0.03711,-0.87823,0.31177,0.22095,1580879565.507631
-0.36194,0.03949,-0.87854,0.30914,0.22101,1580879565.5814242
-0.36334,0.04230,-0.87891,0.30615,0.22101,1580879565.619105
-0.36456,0.04474,-0.87915,0.30359,0.22101,1580879565.651474
-0.36591,0.04761,-0.87946,0.30060,0.22101,1580879565.669367
-0.36694,0.05005,-0.87970,0.29822,0.22101,1580879565.7012842
-0.36823,0.05298,-0.88000,0.29541,0.22101,1580879565.728885
-0.36938,0.05579,-0.88019,0.29272,0.22101,1580879565.743658
-0.37042,0.05841,-0.88043,0.29022,0.22101,1580879565.777368
-0.37146,0.06097,-0.88062,0.28784,0.22101,1580879565.799297
-0.37250,0.06354,-0.88074,0.28552,0.22101,1580879565.84883
-0.37366,0.06641,-0.88086,0.28284,0.22101,1580879565.8814342
-0.37476,0.06897,-0.88098,0.28046,0.22101,1580879565.890979
-0.37573,0.07135,-0.88110,0.27826,0.22101,1580879565.918798
-0.37671,0.07379,-0.88123,0.27594,0.22101,1580879565.945477
-0.37762,0.07617,-0.88129,0.27374,0.22101,1580879565.976483
-0.37848,0.07861,-0.88141,0.27142,0.22101,1580879565.999834
-0.37921,0.08087,-0.88153,0.26929,0.22101,1580879566.008735
-0.37988,0.08319,-0.88171,0.26703,0.22101,1580879566.0397189
-0.38037,0.08527,-0.88196,0.26501,0.22107,1580879566.049379
-0.38068,0.08734,-0.88220,0.26294,0.22107,1580879566.093175
-0.38080,0.08911,-0.88251,0.26117,0.22107,1580879566.1313531
