quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
-0.00598,0.00409,0.99371,0.11176,0.31726,1580878681.440067
-0.00616,0.00415,0.99365,0.11212,0.31726,1580878681.454936
-0.00647,0.00415,0.99359,0.11261,0.31726,1580878681.457057
-0.00671,0.00409,0.99359,0.11298,0.31726,1580878681.560276
-0.00696,0.00409,0.99353,0.11346,0.31726,1580878681.667409
-0.00714,0.00415,0.99347,0.11395,0.31726,1580878681.709034
-0.00732,0.00427,0.99341,0.11444,0.31726,1580878681.756929
-0.00745,0.00458,0.99335,0.11487,0.31726,1580878681.813687
-0.00751,0.00482,0.99329,0.11530,0.31726,1580878681.8173811
-0.00763,0.00507,0.99323,0.11578,0.31726,1580878681.818611
-0.00775,0.00513,0.99316,0.11615,0.31726,1580878681.820978
-0.00793,0.00513,0.99310,0.11664,0.31726,1580878681.823006
-0.00818,0.00500,0.99310,0.11700,0.31726,1580878681.824647
-0.00848,0.00488,0.99304,0.11743,0.31726,1580878681.8283038
-0.00873,0.00476,0.99298,0.11786,0.31726,1580878682.0437381
-0.00897,0.00476,0.99292,0.11823,0.31726,1580878682.109455
-0.00909,0.00482,0.99286,0.11859,0.31726,1580878682.199903
-0.00916,0.00488,0.99286,0.11896,0.31726,1580878682.2038689
-0.00922,0.00488,0.99280,0.11932,0.31726,1580878682.209544
-0.00928,0.00488,0.99274,0.11963,0.31726,1580878682.3575869
-0.00922,0.00476,0.99274,0.11993,0.31726,1580878682.388453
-0.00916,0.00458,0.99268,0.12018,0.31726,1580878682.417495
-0.00903,0.00433,0.99268,0.12042,0.31726,1580878682.420298
-0.00891,0.00403,0.99268,0.12067,0.31726,1580878682.4212081
-0.00873,0.00378,0.99261,0.12079,0.31726,1580878682.422436
-0.00842,0.00348,0.99261,0.12097,0.31726,1580878682.424382
-0.00806,0.00323,0.99261,0.12109,0.31726,1580878682.4259672
-0.00775,0.00293,0.99261,0.12115,0.31726,1580878682.4817998
-0.00745,0.00269,0.99261,0.12122,0.31726,1580878682.631242
-0.00702,0.00238,0.99261,0.12122,0.31726,1580878682.6867058
-0.00671,0.00208,0.99261,0.12122,0.31726,1580878682.7330828
-0.00635,0.00177,0.99261,0.12122,0.31726,1580878682.768832
-0.00604,0.00146,0.99261,0.12115,0.31726,1580878682.771507
-0.00568,0.00116,0.99261,0.12109,0.31726,1580878682.773498
-0.00537,0.00085,0.99261,0.12103,0.31726,1580878682.777161
-0.00519,0.00061,0.99261,0.12097,0.31726,1580878682.838102
-0.00500,0.00037,0.99268,0.12085,0.31726,1580878682.960052
-0.00482,0.00012,0.99268,0.12073,0.31726,1580878683.037036
-0.00470,-0.00012,0.99268,0.12067,0.31726,1580878683.074225
-0.00464,-0.00031,0.99268,0.12048,0.31726,1580878683.077363
-0.00464,-0.00049,0.99274,0.12042,0.31732,1580878683.092694
-0.00464,-0.00073,0.99274,0.12024,0.31732,1580878683.152478
-0.00476,-0.00092,0.99274,0.12006,0.31732,1580878683.175468
-0.00488,-0.00122,0.99280,0.11993,0.31732,1580878683.217792
-0.00500,-0.00146,0.99280,0.11975,0.31732,1580878683.226964
-0.00519,-0.00177,0.99280,0.11951,0.31732,1580878683.267216
-0.00537,-0.00214,0.99286,0.11926,0.31732,1580878683.27015
-0.00549,-0.00244,0.99286,0.11902,0.31732,1580878683.272128
-0.00568,-0.00275,0.99292,0.11871,0.31732,1580878683.273495
-0.00586,-0.00305,0.99292,0.11847,0.31732,1580878683.2774458
-0.00610,-0.00342,0.99298,0.11810,0.31732,1580878683.4367301
-0.00629,-0.00378,0.99304,0.11780,0.31732,1580878683.553797
-0.00653,-0.00415,0.99304,0.11743,0.31732,1580878683.5670311
-0.00677,-0.00452,0.99310,0.11707,0.31732,1580878683.570347
-0.00702,-0.00494,0.99316,0.11664,0.31732,1580878683.572114
-0.00726,-0.00537,0.99316,0.11627,0.31732,1580878683.573726
-0.00757,-0.00580,0.99323,0.11591,0.31732,1580878683.57551
-0.00787,-0.00629,0.99329,0.11548,0.31732,1580878683.576501
-0.00812,-0.00671,0.99329,0.11511,0.31732,1580878683.622336
-0.00848,-0.00714,0.99335,0.11475,0.31732,1580878683.768652
-0.00879,-0.00751,0.99335,0.11438,0.31732,1580878683.796187
-0.00922,-0.00800,0.99341,0.11401,0.31732,1580878683.800265
-0.00958,-0.00842,0.99341,0.11365,0.31732,1580878683.801218
-0.01001,-0.00879,0.99347,0.11334,0.31732,1580878683.803551
-0.01044,-0.00922,0.99347,0.11304,0.31732,1580878683.805687
-0.01086,-0.00964,0.99353,0.11267,0.31732,1580878683.806685
-0.01129,-0.01007,0.99353,0.11243,0.31732,1580878683.8089721
-0.01166,-0.01044,0.99359,0.11218,0.31732,1580878683.9334478
-0.01208,-0.01093,0.99359,0.11188,0.31732,1580878684.097074
-0.01251,-0.01129,0.99359,0.11163,0.31732,1580878684.1582432
-0.01288,-0.01172,0.99359,0.11145,0.31732,1580878684.223617
-0.01331,-0.01208,0.99365,0.11121,0.31732,1580878684.278962
-0.01367,-0.01239,0.99365,0.11102,0.31732,1580878684.311241
-0.01404,-0.01270,0.99365,0.11084,0.31732,1580878684.3320582
-0.01440,-0.01300,0.99365,0.11072,0.31732,1580878684.335912
-0.01483,-0.01324,0.99365,0.11053,0.31732,1580878684.339138
-0.01520,-0.01349,0.99365,0.11041,0.31732,1580878684.3414369
-0.01563,-0.01379,0.99365,0.11029,0.31732,1580878684.400718
-0.01599,-0.01404,0.99365,0.11023,0.31732,1580878684.579413
-0.01642,-0.01434,0.99365,0.11011,0.31732,1580878684.6359968
-0.01678,-0.01459,0.99365,0.11005,0.31732,1580878684.6553311
-0.01721,-0.01495,0.99365,0.11005,0.31732,1580878684.667594
-0.01758,-0.01526,0.99365,0.10999,0.31732,1580878684.798935
-0.01801,-0.01556,0.99365,0.10999,0.31732,1580878684.855345
-0.01837,-0.01587,0.99365,0.10999,0.31732,1580878684.881836
-0.01868,-0.01624,0.99365,0.10999,0.31738,1580878684.885283
-0.01910,-0.01660,0.99359,0.10999,0.31738,1580878684.8868139
-0.01947,-0.01691,0.99359,0.10999,0.31738,1580878684.889164
-0.01971,-0.01727,0.99359,0.10999,0.31738,1580878684.891416
-0.02008,-0.01764,0.99359,0.11005,0.31738,1580878684.8953128
-0.02032,-0.01794,0.99353,0.11011,0.31738,1580878685.000067
-0.02057,-0.01825,0.99353,0.11017,0.31738,1580878685.109349
-0.02081,-0.01855,0.99353,0.11023,0.31738,1580878685.138675
-0.02100,-0.01886,0.99347,0.11035,0.31738,1580878685.1465752
-0.02118,-0.01910,0.99347,0.11047,0.31738,1580878685.148845
-0.02136,-0.01929,0.99347,0.11060,0.31738,1580878685.151445
-0.02148,-0.01941,0.99341,0.11072,0.31738,1580878685.153041
-0.02167,-0.01953,0.99341,0.11084,0.31738,1580878685.1546
-0.02179,-0.01959,0.99341,0.11102,0.31738,1580878685.1561139
-0.02191,-0.01959,0.99335,0.11115,0.31738,1580878685.157755
-0.02203,-0.01959,0.99335,0.11133,0.31738,1580878685.221
-0.02216,-0.01953,0.99335,0.11151,0.31738,1580878685.447092
-0.02228,-0.01953,0.99329,0.11169,0.31738,1580878685.494157
-0.02240,-0.01941,0.99329,0.11188,0.31738,1580878685.543958
-0.02252,-0.01929,0.99329,0.11200,0.31738,1580878685.5539572
-0.02258,-0.01910,0.99323,0.11218,0.31738,1580878685.587683
-0.02264,-0.01892,0.99323,0.11237,0.31738,1580878685.593035
-0.02264,-0.01874,0.99323,0.11249,0.31738,1580878685.7115068
-0.02271,-0.01849,0.99323,0.11261,0.31738,1580878685.758226
-0.02264,-0.01819,0.99316,0.11279,0.31738,1580878685.887574
-0.02264,-0.01794,0.99316,0.11292,0.31738,1580878685.916468
-0.02258,-0.01758,0.99316,0.11304,0.31738,1580878685.920056
-0.02246,-0.01733,0.99316,0.11310,0.31738,1580878685.9236789
-0.02240,-0.01709,0.99316,0.11322,0.31738,1580878685.9252942
-0.02222,-0.01685,0.99316,0.11328,0.31738,1580878685.933585
-0.02203,-0.01672,0.99316,0.11334,0.31738,1580878686.0870101
-0.02185,-0.01666,0.99316,0.11334,0.31738,1580878686.1833029
-0.02161,-0.01672,0.99316,0.11334,0.31738,1580878686.2150242
-0.02124,-0.01685,0.99316,0.11328,0.31738,1580878686.239659
-0.02094,-0.01697,0.99323,0.11328,0.31738,1580878686.2409978
-0.02045,-0.01709,0.99323,0.11316,0.31738,1580878686.260726
-0.01990,-0.01709,0.99323,0.11310,0.31738,1580878686.3268669
-0.01923,-0.01697,0.99329,0.11292,0.31738,1580878686.3653991
-0.01862,-0.01678,0.99329,0.11273,0.31738,1580878686.3691149
-0.01801,-0.01672,0.99335,0.11255,0.31738,1580878686.3714309
-0.01733,-0.01666,0.99341,0.11230,0.31738,1580878686.373203
-0.01678,-0.01685,0.99341,0.11206,0.31738,1580878686.374697
-0.01624,-0.01709,0.99347,0.11188,0.31738,1580878686.379664
-0.01581,-0.01740,0.99347,0.11163,0.31738,1580878686.486088
-0.01532,-0.01776,0.99353,0.11139,0.31738,1580878686.6249971
-0.01489,-0.01801,0.99353,0.11115,0.31744,1580878686.7489212
-0.01440,-0.01813,0.99359,0.11084,0.31744,1580878686.783488
-0.01392,-0.01819,0.99359,0.11053,0.31744,1580878686.784687
-0.01337,-0.01819,0.99365,0.11017,0.31744,1580878686.803243
-0.01288,-0.01819,0.99371,0.10980,0.31744,1580878686.8570418
-0.01251,-0.01825,0.99371,0.10950,0.31744,1580878686.873281
-0.01215,-0.01831,0.99377,0.10913,0.31744,1580878686.899037
-0.01178,-0.01843,0.99384,0.10870,0.31744,1580878687.029734
-0.01154,-0.01849,0.99390,0.10834,0.31744,1580878687.116405
-0.01123,-0.01849,0.99390,0.10791,0.31744,1580878687.143745
-0.01099,-0.01843,0.99396,0.10754,0.31744,1580878687.178249
-0.01074,-0.01825,0.99402,0.10712,0.31744,1580878687.247808
-0.01056,-0.01807,0.99408,0.10675,0.31744,1580878687.3034508
-0.01031,-0.01776,0.99414,0.10632,0.31744,1580878687.33057
-0.01019,-0.01758,0.99414,0.10596,0.31744,1580878687.334551
-0.01007,-0.01733,0.99420,0.10547,0.31744,1580878687.338855
-0.00995,-0.01709,0.99426,0.10498,0.31744,1580878687.3404522
-0.00989,-0.01685,0.99432,0.10455,0.31744,1580878687.3430688
-0.00983,-0.01660,0.99438,0.10413,0.31744,1580878687.3840199
-0.00977,-0.01642,0.99445,0.10376,0.31744,1580878687.545738
-0.00977,-0.01611,0.99445,0.10327,0.31744,1580878687.64995
-0.00970,-0.01587,0.99451,0.10284,0.31744,1580878687.7611132
-0.00964,-0.01563,0.99457,0.10248,0.31744,1580878687.789255
-0.00958,-0.01538,0.99463,0.10205,0.31744,1580878687.820998
-0.00958,-0.01520,0.99469,0.10162,0.31744,1580878687.9233658
-0.00952,-0.01501,0.99469,0.10126,0.31744,1580878687.93749
-0.00946,-0.01489,0.99475,0.10095,0.31744,1580878687.945177
-0.00946,-0.01471,0.99475,0.10059,0.31744,1580878688.034993
-0.00946,-0.01465,0.99481,0.10022,0.31744,1580878688.0704582
-0.00946,-0.01459,0.99487,0.09991,0.31744,1580878688.071871
-0.00946,-0.01459,0.99487,0.09967,0.31744,1580878688.07367
-0.00946,-0.01465,0.99487,0.09937,0.31744,1580878688.075945
-0.00952,-0.01483,0.99493,0.09912,0.31744,1580878688.191037
