quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
0.36987,-0.20636,0.05768,0.90405,0.34570,1580878181.4444
0.37024,-0.20648,0.05768,0.90387,0.34570,1580878181.4460428
0.37061,-0.20667,0.05768,0.90369,0.34570,1580878181.4478168
0.37085,-0.20685,0.05774,0.90350,0.34570,1580878181.456934
0.37115,-0.20697,0.05780,0.90338,0.34570,1580878181.6446211
0.37146,-0.20709,0.05780,0.90320,0.34570,1580878181.678198
0.37170,-0.20721,0.05792,0.90308,0.34570,1580878181.680778
0.37189,-0.20728,0.05798,0.90295,0.34570,1580878181.6827588
0.37213,-0.20740,0.05804,0.90283,0.34570,1580878181.762856
0.37244,-0.20752,0.05811,0.90271,0.34570,1580878181.822
0.37256,-0.20758,0.05817,0.90265,0.34570,1580878181.8304589
0.37268,-0.20764,0.05817,0.90259,0.34570,1580878181.8314922
0.37274,-0.20764,0.05823,0.90253,0.34570,1580878181.840041
0.37280,-0.20770,0.05823,0.90253,0.34570,1580878181.841689
0.37280,-0.20770,0.05823,0.90253,0.34570,1580878181.843092
0.37280,-0.20764,0.05823,0.90253,0.34570,1580878181.844471
0.37280,-0.20764,0.05829,0.90253,0.34570,1580878181.845879
0.37274,-0.20764,0.05829,0.90253,0.34570,1580878181.84716
0.37268,-0.20758,0.05829,0.90259,0.34570,1580878181.849476
0.37262,-0.20752,0.05835,0.90259,0.34570,1580878181.85213
0.37256,-0.20740,0.05841,0.90265,0.34570,1580878181.8985238
0.37244,-0.20734,0.05847,0.90271,0.34570,1580878181.955629
0.37238,-0.20728,0.05853,0.90277,0.34570,1580878182.04645
0.37225,-0.20715,0.05859,0.90283,0.34570,1580878182.110592
0.37219,-0.20703,0.05865,0.90289,0.34570,1580878182.176585
0.37207,-0.20691,0.05878,0.90295,0.34570,1580878182.224662
0.37201,-0.20685,0.05884,0.90302,0.34570,1580878182.257754
0.37189,-0.20673,0.05890,0.90308,0.34570,1580878182.285992
0.37177,-0.20667,0.05890,0.90308,0.34570,1580878182.33813
0.37170,-0.20660,0.05896,0.90314,0.34570,1580878182.3751528
0.37164,-0.20654,0.05902,0.90320,0.34570,1580878182.3860722
0.37158,-0.20648,0.05902,0.90320,0.34570,1580878182.388439
0.37158,-0.20648,0.05902,0.90320,0.34570,1580878182.3903208
0.37152,-0.20648,0.05908,0.90326,0.34570,1580878182.392225
0.37152,-0.20654,0.05908,0.90320,0.34570,1580878182.394867
0.37152,-0.20660,0.05908,0.90320,0.34570,1580878182.3973608
