zmq_X,zmq_Y,phi,theta,zmq_confidence,ZMQtimestamp
0.3975737145417198,0.13835508398913277,-1.8417048527476403,2.2907619487853053,0.9998160805949067,1580879169.2583108
0.3980819861988653,0.1373446742405272,-1.840922351628894,2.2932975803282756,0.9994990266099878,1580879169.269247
0.3979902002860412,0.1381077618089669,-1.840596939834436,2.2913165752012348,0.9996776899820978,1580879169.276224
0.398215047496648,0.1371743472840199,-1.8406546418957974,2.2937389862492394,0.9992193069506948,1580879169.277591
0.39919703855219474,0.1372664969226136,-1.837514456964145,2.2933110921480555,0.9992427361546128,1580879169.2948601
0.3992650511623098,0.13707738793452218,-1.8374064907061238,2.293710661435413,0.9994016995346328,1580879169.3012931
0.40020362966049366,0.13669879045173972,-1.8347421529959045,2.294460960639367,0.9991248303751008,1580879169.309254
0.40131926635083504,0.13730353206838686,-1.8309694611391276,2.292984535161426,0.9991776101863438,1580879169.310004
0.40050833040006595,0.1364819983546527,-1.8340959467459705,2.2952184902550705,0.9992354318242892,1580879169.31917
0.40069445051967073,0.13657266304285898,-1.8334002053250846,2.2948642259647967,0.9996507716784673,1580879169.334687
0.4014578920983197,0.1358172749345189,-1.831508063832807,2.296516153087561,0.9999235739120665,1580879169.345799
0.40126847545347194,0.1347423621783148,-1.8329222346364913,2.299340823286382,0.9996327553488764,1580879169.347167
0.40067073758441485,0.13502691423204116,-1.8345304251215286,2.298633248757086,0.9998219156452559,1580879169.364534
0.4011598510848399,0.13442208600890415,-1.8336117916160841,2.300382802417788,0.9983833003651675,1580879169.3657331
0.40119009410049744,0.13382401208714823,-1.833827237189633,2.3016511007054627,0.9996195005271504,1580879169.3827462
0.4008095180846543,0.134312236707261,-1.8346502796938966,2.300466336736588,0.9995476011628017,1580879169.3836749
0.4007874251004829,0.13364900024852455,-1.8351692962494757,2.3020740399072155,0.9998487318613213,1580879169.384214
0.4016129091136234,0.1341647243345353,-1.832353202872305,2.300899432756132,0.9994145116898783,1580879169.4012978
0.40131986399418784,0.13486445367966315,-1.8325864956184985,2.2988637774058343,0.9998870671521435,1580879169.4020631
0.3993282236366323,0.13525802961497724,-1.8385442861348882,2.298262903446508,0.9988405887968992,1580879169.4227011
0.39990877748719095,0.13418389279463794,-1.837496413504645,2.300819793584068,0.999066411902598,1580879169.429363
0.3996680273023584,0.13464915595850246,-1.837884308643298,2.2996502608592126,0.999835407739334,1580879169.430024
0.40064860735091046,0.13310421438242337,-1.8360039677185112,2.3034675244332914,0.9992783497856945,1580879169.4442291
0.40039028028432117,0.13344734407935954,-1.8365446901010638,2.3026167295431903,0.9997016560353774,1580879169.458158
0.40091301414286606,0.13288006387751383,-1.8353435182707216,2.30399527756418,0.9996089810188833,1580879169.465295
0.4013053234334808,0.13299365555834208,-1.833957082010383,2.3035090976686265,0.9999534481993134,1580879169.46769
0.40230341142521314,0.13145057009702976,-1.8321377618432266,2.307578151318743,0.9985698598765865,1580879169.482464
0.4017813888559515,0.13180774496080205,-1.8334428254251018,2.306625173613414,0.9994874454534581,1580879169.4864151
0.4019994304012132,0.13132232163036173,-1.8331138862723595,2.307815267055529,0.9993605038506466,1580879169.4869142
0.40287845661984234,0.13051509582721021,-1.8309691197526623,2.309766964045481,0.9987340988358999,1580879169.499037
0.4035491253395449,0.1303540014583362,-1.8288909762259846,2.3099049115951975,0.9998520168650628,1580879169.503804
0.4034744316612371,0.1292430763238186,-1.8300395961969664,2.312925286714022,0.9984827009161991,1580879169.514672
0.40330188095259595,0.12936035347047226,-1.8304908814805967,2.3126422340296098,0.9989304183774523,1580879169.527266
0.40595192617530895,0.12755780444341014,-1.8234604656612892,2.3168434237596056,0.9990748229971619,1580879169.5278652
0.4048097870923127,0.12710851877381402,-1.8274365979239864,2.3182387050998012,0.9904024925055779,1580879169.547457
0.40563367117794497,0.12713047463549743,-1.8248057122733363,2.3180400208629517,0.9989080658021146,1580879169.550594
0.40663488527442004,0.12665840902925418,-1.8219994833979232,2.3191235813061084,0.9994370644179073,1580879169.551727
0.40590636847453754,0.12652957462118197,-1.8244689661801277,2.319701671668694,0.9982662289230793,1580879169.571736
0.4064950940173192,0.12529081813859377,-1.8234164584287837,2.322605124980126,0.9998467812092718,1580879169.5723789
0.40664995247471786,0.1260464919720402,-1.8223843909067483,2.320665359414384,0.9984405584559748,1580879169.579544
0.40765749882392593,0.12563258589544046,-1.819522699931172,2.321628094648572,0.998702629419417,1580879169.594069
0.40820159592108923,0.12465513558010011,-1.8184957908130779,2.324039174916518,0.9989020634803285,1580879169.594789
0.4069653235032469,0.12458285974271,-1.8224716299984418,2.3244082425163524,0.9979822813237968,1580879169.618817
0.40732224435369063,0.12389562953946198,-1.8218495312946574,2.326138351086618,0.9884264800957563,1580879169.62081
0.4061931879872036,0.12389276410172001,-1.8254116790946582,2.326245561975165,0.9980361280951656,1580879169.621325
0.40743638931241577,0.12313598253968017,-1.8220566751090943,2.3280999544673695,0.9992602434553615,1580879169.6386828
0.4068632606246026,0.12393362044374223,-1.8233216821045666,2.326184881212758,0.9972290644410412,1580879169.642323
0.4056460285607166,0.12291697118714251,-1.8279064578421202,2.3288692523746106,0.9982995782941848,1580879169.642974
0.4056277051358691,0.12314955348944823,-1.827884191373632,2.3284528056045253,0.9980599689663104,1580879169.659764
0.40398511300863793,0.12326304900654506,-1.833039784046546,2.328374034589235,0.9983708671156243,1580879169.662117
0.4044743644202887,0.12219454594347523,-1.8322590076385392,2.3309909809203693,0.9985485569816291,1580879169.676117
0.40355201788004963,0.12205694473500805,-1.8352840471480791,2.3313959889237843,0.9988934247722316,1580879169.6767218
0.40354230920878315,0.12317425800519166,-1.8344788397487657,2.328577521506278,0.9986384677245633,1580879169.695626
0.40321752457714394,0.1231257818513356,-1.8355055684823864,2.3286533525905835,0.9783837498928032,1580879169.7021382
0.40258385529874535,0.12345034967836244,-1.8372939925829443,2.327927401917987,0.9993828408512798,1580879169.703101
0.4031063625677221,0.12282345167681608,-1.8362252583017475,2.3296825612483874,0.9987779248144315,1580879169.716738
0.4027858911162194,0.12334103944934183,-1.8366952913359291,2.3281129913874667,0.9909858038831366,1580879169.733113
0.402162233379169,0.1232495667265795,-1.8388581099467416,2.328603277158586,0.9988118002849815,1580879169.735241
0.40208402395086634,0.12420639198923267,-1.838337114890788,2.3261151086554337,0.9982305465473227,1580879169.737717
0.4022704806208976,0.124045472989186,-1.837872135250979,2.326513272826549,0.9981992957950637,1580879169.760339
