Sub308_0730131310_configTestSensors.csv
AudioSynch,-1
20794,0,1,31040.092557,152,41,{"circle_3d":{"center":[-1.0386555255680947,10.359515936341577,81.10017328923756],"normal":[-0.22672142695685976,0.3956465430945899,-0.8899782061915595],"radius":3.749512636980226},"confidence":0.9362540938776571,"timestamp":31040.092557,"diameter_3d":7.499025273960452,"ellipse":{"center":[152.32361033540312,198.76548268595758],"axes":[47.93369970551492,57.39613074902238],"angle":-63.976434118649976},"location":[152.32361033540312,198.76548268595758],"diameter":57.39613074902238,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7224730993212192,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.9775680575606296,"phi":-1.8202400077063248,"norm_pos":[0.4760112822981347,0.17181048880851013],"topic":"pupil.1","id":1,"method":"3d c++"}
20813,0,1,31040.112701,152,41,{"circle_3d":{"center":[-1.047303492482957,10.348726998880807,81.09758931358317],"normal":[-0.2274420908664316,0.394747464972859,-0.8901935374960926],"radius":3.738084598111685},"confidence":0.9641769997942554,"timestamp":31040.112701,"diameter_3d":7.47616919622337,"ellipse":{"center":[152.25653866427388,198.68896744009368],"axes":[47.80860450465213,57.22316608993527],"angle":-63.85536997006961},"location":[152.25653866427388,198.68896744009368],"diameter":57.22316608993527,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7229264490189125,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.9765893054261978,"phi":-1.8209422376462587,"norm_pos":[0.4758016833258559,0.172129302332943],"topic":"pupil.1","id":1,"method":"3d c++"}
20833,0,1,31040.132844,152,41,{"circle_3d":{"center":[-1.0649084101579493,10.336484659199126,81.09668014032297],"normal":[-0.22890916733934763,0.39372726999938557,-0.8902693019344414],"radius":3.746072543488627},"confidence":0.863044877921198,"timestamp":31040.132844,"diameter_3d":7.492145086977254,"ellipse":{"center":[152.1246827806267,198.595515709582],"axes":[47.922254716251736,57.346562158545844],"angle":-63.649039266832666},"location":[152.1246827806267,198.595515709582],"diameter":57.346562158545844,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7204557229089192,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.9754792015602565,"phi":-1.8224681508214364,"norm_pos":[0.4753896336894584,0.17251868454340835],"topic":"pupil.1","id":1,"method":"3d c++"}
20856,0,1,31040.152987,152,41,{"circle_3d":{"center":[-1.0516768098308589,10.337921882985288,81.09392225276363],"normal":[-0.22780653397875675,0.3938470386482325,-0.89049912589772],"radius":3.733276225245413},"confidence":0.8641675734016738,"timestamp":31040.152987,"diameter_3d":7.466552450490826,"ellipse":{"center":[152.22259924203453,198.61176779466885],"axes":[47.774895075531816,57.15224976711541],"angle":-63.77175741154312},"location":[152.22259924203453,198.61176779466885],"diameter":57.15224976711541,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7184008694498867,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.9756094979415937,"phi":-1.8212440876970313,"norm_pos":[0.4756956226313579,0.17245096752221312],"topic":"pupil.1","id":1,"method":"3d c++"}
20873,0,1,31040.17313,152,41,{"circle_3d":{"center":[-1.0468786255705598,10.306302312258502,81.07876878846146],"normal":[-0.2274066852903985,0.39121207442100026,-0.8917619145895678],"radius":3.736685781341301},"confidence":0.8945068970932677,"timestamp":31040.17313,"diameter_3d":7.473371562682602,"ellipse":{"center":[152.25832905924483,198.3857751996975],"axes":[47.92765988953374,57.215210307906794],"angle":-63.68171201710521},"location":[152.25832905924483,198.3857751996975],"diameter":57.215210307906794,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7175720618540327,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.972744593331968,"phi":-1.8204830962672502,"norm_pos":[0.4758072783101401,0.17339260333459383],"topic":"pupil.1","id":1,"method":"3d c++"}
20894,0,1,31040.193273,152,41,{"circle_3d":{"center":[-1.0401895277694,10.307225364505804,81.07747016127018],"normal":[-0.22684926047363518,0.3912889954416088,-0.8918701335221746],"radius":3.73377924182427},"confidence":0.8977489041466253,"timestamp":31040.193273,"diameter_3d":7.46755848364854,"ellipse":{"center":[152.30835432800743,198.3945697833112],"axes":[47.89800015031462,57.1714604720417],"angle":-63.74493404145206},"location":[152.30835432800743,198.3945697833112],"diameter":57.1714604720417,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7169284754217076,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.972828177316331,"phi":-1.8198671017161896,"norm_pos":[0.4759636072750232,0.1733559592362034],"topic":"pupil.1","id":1,"method":"3d c++"}
20913,0,1,31040.213417,152,41,{"circle_3d":{"center":[-1.0284257315650827,10.295291957165233,81.06925875247484],"normal":[-0.2258689441232754,0.3902945448298945,-0.8925544175884529],"radius":3.713744691076614},"confidence":0.8446279626550035,"timestamp":31040.213417,"diameter_3d":7.427489382153228,"ellipse":{"center":[152.3938764712663,198.31632339466898],"axes":[47.697134762489966,56.87013514167195],"angle":-63.79928966459468},"location":[152.3938764712663,198.31632339466898],"diameter":56.87013514167195,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7160175151132542,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.9717478152796895,"phi":-1.8186519866505897,"norm_pos":[0.4762308639727072,0.17368198585554595],"topic":"pupil.1","id":1,"method":"3d c++"}
20933,0,1,31040.23356,152,40,{"circle_3d":{"center":[-1.0443837263627187,10.417891593679162,81.12778064527956],"normal":[-0.22719877702307842,0.4005111812060553,-0.8876775931880605],"radius":3.7378099059359604},"confidence":0.8316944112142802,"timestamp":31040.23356,"diameter_3d":7.475619811871921,"ellipse":{"center":[152.28049726637317,199.18402354024477],"axes":[47.58489367358381,57.19729732489545],"angle":-64.16520976990327},"location":[152.28049726637317,199.18402354024477],"diameter":57.19729732489545,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.714397845642345,"model_id":1,"model_birth_timestamp":30964.133358,"theta":1.9828709852123831,"phi":-1.8213646677385675,"norm_pos":[0.4758765539574162,0.1700665685823135],"topic":"pupil.1","id":1,"method":"3d c++"}
20956,0,1,31040.253703,151,36,{"circle_3d":{"center":[-1.2018762442764173,10.995493823878006,81.45040882697943],"normal":[-0.24032315351588662,0.4486447003892922,-0.8607919113797374],"radius":3.7166498371813064},"confidence":0.9977666792088152,"timestamp":31040.253703,"diameter_3d":7.433299674362613,"ellipse":{"center":[151.11358854161557,203.24397786430333],"axes":[45.061241790755,56.64904068420077],"angle":-65.03564014416827},"location":[151.11358854161557,203.24397786430333],"diameter":56.64904068420077,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.7157132804755939,"model_id":1,"model_birth_timestamp":30964.133358,"theta":2.0360446009190354,"phi":-1.8430523148826503,"norm_pos":[0.47222996419254865,0.15315009223206943],"topic":"pupil.1","id":1,"method":"3d c++"}
20974,0,1,31040.273846,151,34,{"circle_3d":{"center":[-1.1975186681414298,11.275116873545059,81.5997976812517],"normal":[-0.23996002217130433,0.4719466211948801,-0.8483428401903816],"radius":3.6935541913343277},"confidence":0.9823300684535261,"timestamp":31040.273846,"diameter_3d":7.387108382668655,"ellipse":{"center":[151.15469419611065,205.2093415034878],"axes":[43.74452264828365,56.19296623101477],"angle":-66.02482805855908},"location":[151.15469419611065,205.2093415034878],"diameter":56.19296623101477,"sphere":{"center":[1.6820015979142222,5.611757419206499,91.77991176353628],"radius":12.0},"projected_sphere":{"center":[171.36241003797886,157.90905365949953],"axes":[162.12698088375973,162.12698088375973],"angle":90.0},"model_confidence":0.713487024029491,"model_id":1,"model_birth_timestamp":30964.133358,"theta":2.0622937902175704,"phi":-1.8464526950532942,"norm_pos":[0.4723584193628458,0.1449610770688009],"topic":"pupil.1","id":1,"method":"3d c++"}
