Sub201_0212164814_configTestSensors.csv
AudioSynch,-1
11424,0,1,358731.60971,160,107,{"circle_3d":{"center":[-0.012995803452488186,1.1608830392465483,55.436319450428456],"normal":[-0.2742125219509315,0.6085272508117255,-0.744648962817268],"radius":2.3114193257014626},"confidence":0.99944783437688,"timestamp":358731.60971,"diameter_3d":4.622838651402925,"ellipse":{"center":[160.07480228976672,132.50458641730378],"axes":[37.86560812983474,51.723626078969936],"angle":-66.24922365500332},"location":[160.07480228976672,132.50458641730378],"diameter":51.723626078969936,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8738274553298564,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.224999654551618,"phi":-1.9236308239687563,"norm_pos":[0.500233757155521,0.44789755659456754],"topic":"pupil.1","id":1,"method":"3d c++"}
11449,0,1,358731.635364,160,107,{"circle_3d":{"center":[-0.0014416703793260766,1.147438217866953,55.42110813140475],"normal":[-0.273249677528168,0.6074068490300926,-0.7459165727359103],"radius":2.2878464786218267},"confidence":0.9994391642250746,"timestamp":358731.635364,"diameter_3d":4.575692957243653,"ellipse":{"center":[160.19937268417556,132.3671229060125],"axes":[37.56543949640871,51.20973776260045],"angle":-66.29237687355017},"location":[160.19937268417556,132.3671229060125],"diameter":51.20973776260045,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8738524835424699,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.223588501782515,"phi":-1.921942026871258,"norm_pos":[0.5006230396380487,0.4484703212249479],"topic":"pupil.1","id":1,"method":"3d c++"}
11472,0,1,358731.661017,160,107,{"circle_3d":{"center":[-0.009394390451856527,1.1709180980481433,55.44320291508069],"normal":[-0.27391240420087887,0.6093635057118584,-0.7440753407629151],"radius":2.29240343701848},"confidence":0.999510309645264,"timestamp":358731.661017,"diameter_3d":4.58480687403696,"ellipse":{"center":[160.11105676982427,132.6229732788502],"axes":[37.51397386608717,51.291484677152724],"angle":-66.30797078488888},"location":[160.11105676982427,132.6229732788502],"diameter":51.291484677152724,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8743924294228544,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.2260539185335406,"phi":-1.923525627554416,"norm_pos":[0.5003470524057009,0.4474042780047909],"topic":"pupil.1","id":1,"method":"3d c++"}
11500,0,1,358731.686671,160,107,{"circle_3d":{"center":[-0.003020159071385198,1.1640808958240783,55.43526547064107],"normal":[-0.2733812182525062,0.608793738859853,-0.7447367944662172],"radius":2.2691673866562074},"confidence":0.999449932603392,"timestamp":358731.686671,"diameter_3d":4.538334773312415,"ellipse":{"center":[160.17786124130518,132.55769864225587],"axes":[37.177935079323056,50.778451223544195],"angle":-66.33364526162843},"location":[160.17786124130518,132.55769864225587],"diameter":50.778451223544195,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8747497142853611,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.2253355226051914,"phi":-1.922609249663672,"norm_pos":[0.5005558163790786,0.4476762556572672],"topic":"pupil.1","id":1,"method":"3d c++"}
11525,0,1,358731.712325,160,107,{"circle_3d":{"center":[-0.0047895555307353455,1.1660164170952285,55.437497866293896],"normal":[-0.27352866795745207,0.6089550322991155,-0.7445507614951482],"radius":2.268530152925219},"confidence":0.9995465420169246,"timestamp":358731.712325,"diameter_3d":4.537060305850438,"ellipse":{"center":[160.15798462697904,132.57913190638152],"axes":[37.15488615431963,50.76214126927694],"angle":-66.32662571405812},"location":[160.15798462697904,132.57913190638152],"diameter":50.76214126927694,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8749578459343321,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.225538850753985,"phi":-1.922864575104311,"norm_pos":[0.5004937019593095,0.447586950390077],"topic":"pupil.1","id":1,"method":"3d c++"}
11552,0,1,358731.737978,160,107,{"circle_3d":{"center":[-0.005809351675214902,1.1582995842359418,55.4315664100865],"normal":[-0.27361365096949203,0.608311962894175,-0.7450450495124311],"radius":2.248491500553205},"confidence":0.9984573135616419,"timestamp":358731.737978,"diameter_3d":4.49698300110641,"ellipse":{"center":[160.14308754385272,132.50234209496116],"axes":[36.85962185743612,50.31874417238104],"angle":-66.29444348981941},"location":[160.14308754385272,132.50234209496116],"diameter":50.31874417238104,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8745630996219167,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.2247283797139548,"phi":-1.9227503251505347,"norm_pos":[0.5004471485745398,0.44790690793766186],"topic":"pupil.1","id":1,"method":"3d c++"}
11576,0,1,358731.763632,160,107,{"circle_3d":{"center":[0.00176081200488154,1.1716286118783268,55.43968597850154],"normal":[-0.27298280399615066,0.6094227151977071,-0.7443684188111781],"radius":2.2712060457098384},"confidence":0.9993927730836888,"timestamp":358731.763632,"diameter_3d":4.542412091419677,"ellipse":{"center":[160.2313045038894,132.6401324288666],"axes":[37.186047707932644,50.82012188130763],"angle":-66.39321185903391},"location":[160.2313045038894,132.6401324288666],"diameter":50.82012188130763,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8745031592313546,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.2261285961197106,"phi":-1.9222976267066458,"norm_pos":[0.5007228265746544,0.4473327815463892],"topic":"pupil.1","id":1,"method":"3d c++"}
11600,0,1,358731.789285,160,107,{"circle_3d":{"center":[0.009973580045636865,1.1553261248490871,55.423360646843975],"normal":[-0.27229840665942107,0.6080641746119371,-0.7457288631159747],"radius":2.2580340139737047},"confidence":0.9994501389042313,"timestamp":358731.789285,"diameter_3d":4.5160680279474095,"ellipse":{"center":[160.3207813409861,132.4667217622321],"axes":[37.06195850707904,50.53998383335884],"angle":-66.40270824081097},"location":[160.3207813409861,132.4667217622321],"diameter":50.53998383335884,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8742623775820024,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.2244162223938493,"phi":-1.9208982314234437,"norm_pos":[0.5010024416905815,0.4480553259906995],"topic":"pupil.1","id":1,"method":"3d c++"}
11628,0,1,358731.814939,160,107,{"circle_3d":{"center":[-0.01659266627598255,1.1541745936683485,55.43216603815725],"normal":[-0.274512260519556,0.6079682136802088,-0.7449950805065355],"radius":2.229105535514039},"confidence":0.99828650640686,"timestamp":358731.814939,"diameter_3d":4.458211071028078,"ellipse":{"center":[160.0194704084359,132.46411645533186],"axes":[36.53848904414201,49.883984489094885],"angle":-66.20094846466748},"location":[160.0194704084359,132.46411645533186],"diameter":49.883984489094885,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.8744779517525836,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.22429535332258,"phi":-1.9238344480644245,"norm_pos":[0.5000608450263622,0.4480661814361172],"topic":"pupil.1","id":1,"method":"3d c++"}
11653,0,1,358731.840593,160,107,{"circle_3d":{"center":[3.7709446751810205E-4,1.150562129296941,55.42298662535364],"normal":[-0.27309811379093096,0.6076671749825916,-0.7457600315735029],"radius":2.266145286440517},"confidence":0.9994065327448988,"timestamp":358731.840593,"diameter_3d":4.532290572881034,"ellipse":{"center":[160.2154865585024,132.41046138275894],"axes":[37.19784447281178,50.721937663580626],"angle":-66.31590793876266},"location":[160.2154865585024,132.41046138275894],"diameter":50.721937663580626,"sphere":{"center":[3.2775544599586897,-6.141443970494158,64.37210700423567],"radius":12.0},"projected_sphere":{"center":[191.5677683975868,60.848677495427765],"axes":[231.15601915936819,231.15601915936819],"angle":90.0},"model_confidence":0.874550158250964,"model_id":1,"model_birth_timestamp":358641.719496,"theta":2.223916247954554,"phi":-1.9218306316873415,"norm_pos":[0.50067339549532,0.44828974423850443],"topic":"pupil.1","id":1,"method":"3d c++"}
